age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Target
15,4,2,2,0,1191,0,0,0,17,9,348,0,0,0,3,0
19,4,2,2,0,916,0,0,0,25,1,99,5,0,0,3,0
11,4,2,2,0,2799,0,0,0,27,5,97,5,0,0,3,0
18,1,1,0,1,85,1,0,2,28,8,216,6,0,0,3,0
26,9,1,0,0,1093,1,0,2,18,8,197,3,0,0,3,0
14,4,2,2,0,2085,1,0,2,20,8,322,1,0,0,3,0
36,5,1,0,0,1151,0,1,0,20,9,353,1,110,5,0,0
11,1,1,1,0,725,0,1,0,13,5,115,1,0,0,3,0
13,0,1,1,0,1293,0,0,0,30,5,384,3,0,0,3,0
18,0,1,2,0,916,1,0,0,21,5,62,0,0,0,3,0
31,4,0,1,0,5089,0,0,0,30,5,42,3,0,0,3,0
33,4,1,0,1,973,1,1,2,7,8,61,0,0,0,3,0
29,0,1,3,0,916,1,0,2,6,8,164,0,0,0,3,0
9,1,2,1,0,708,1,0,2,20,8,127,1,0,0,3,0
18,4,1,2,0,1285,0,0,0,7,1,75,1,0,0,3,0
29,6,1,1,0,2708,0,0,0,29,4,188,1,0,0,3,0
34,4,0,2,0,928,1,0,2,29,8,33,4,0,0,3,0
35,9,0,1,0,1667,1,0,2,15,8,343,3,0,0,3,0
38,6,1,1,0,1039,0,0,2,12,8,81,0,0,0,3,0
22,0,0,1,0,1136,1,0,0,17,8,197,1,0,0,3,0
22,2,1,1,0,2265,0,0,0,19,9,82,2,0,0,3,0
9,1,2,1,0,5398,1,0,2,29,8,435,1,0,0,3,0
18,9,1,1,0,1113,1,0,0,6,8,589,1,0,0,3,0
21,0,1,2,0,2238,1,0,0,23,11,157,2,464,1,1,0
20,9,2,1,0,1288,0,0,2,22,8,59,2,0,0,3,0
26,6,1,3,0,1596,1,0,1,29,5,84,3,0,0,3,0
19,7,1,0,1,443,1,1,0,5,8,222,1,165,3,0,0
20,9,2,1,0,2973,1,1,2,28,8,122,0,0,0,3,0
57,5,0,0,0,4473,1,0,0,3,3,136,2,0,0,3,1
25,1,1,0,0,518,1,1,0,11,8,205,1,303,1,0,0
4,8,2,1,0,3286,1,0,2,8,8,238,1,0,0,3,0
13,0,0,1,0,2126,0,0,0,15,5,350,0,0,0,3,0
14,1,1,1,0,45,1,0,2,26,8,157,1,0,0,3,0
20,2,1,2,0,1143,1,0,0,3,3,89,0,206,1,0,0
12,1,1,1,0,2688,1,0,2,27,8,116,11,0,0,3,0
13,2,2,1,0,953,0,0,0,7,1,73,1,0,0,3,0
15,4,2,2,0,1557,1,0,0,3,3,147,0,250,7,1,0
35,4,1,2,0,1513,0,0,2,21,3,392,0,0,0,3,1
27,7,1,1,0,1436,1,0,2,14,8,714,3,0,0,3,0
36,4,0,2,0,6696,1,0,0,20,2,267,1,0,0,3,1
24,4,1,3,0,1849,0,0,0,17,8,212,0,0,0,3,0
17,2,2,1,0,6760,1,0,2,20,8,272,1,0,0,3,0
13,3,1,0,0,732,1,0,0,23,5,326,0,0,0,3,0
54,5,0,0,0,916,0,0,1,27,1,359,0,0,0,3,0
49,5,0,1,0,1620,0,0,0,7,3,186,1,94,1,2,1
26,1,1,0,0,827,0,1,0,22,5,187,3,0,0,3,0
12,4,2,2,0,2602,1,0,0,14,8,251,0,0,0,3,0
16,1,1,0,0,919,1,0,0,12,8,369,1,0,0,3,0
18,1,0,1,0,1635,1,0,2,12,8,1046,0,0,0,3,0
25,9,1,1,0,1198,0,1,0,20,9,48,1,0,0,3,0
13,9,1,1,0,1057,0,0,0,19,1,110,1,0,0,3,0
10,0,1,1,0,669,1,1,0,29,4,121,0,237,2,0,0
18,6,2,2,0,1493,1,0,0,14,8,33,0,295,1,0,0
16,9,1,1,1,1007,0,0,0,28,1,67,3,0,0,3,0
22,1,1,0,0,1033,1,0,2,18,6,172,2,0,0,3,0
18,1,1,0,0,1188,0,0,2,10,6,222,1,0,0,3,0
18,1,1,1,0,916,1,0,1,7,8,91,1,167,2,0,0
13,0,2,1,0,959,0,0,2,0,5,484,0,0,0,3,0
14,1,2,1,0,998,1,0,0,27,5,86,3,0,0,3,0
35,9,1,2,0,1392,1,0,0,27,4,160,0,0,0,3,0
26,0,0,1,0,1313,1,1,0,15,3,127,0,254,1,1,1
37,4,1,2,0,1601,1,0,2,4,8,174,2,0,0,3,0
32,4,1,2,0,2727,1,0,0,19,0,6,0,0,0,3,0
12,2,1,0,0,3532,1,0,0,14,5,808,2,0,0,3,1
20,9,1,2,0,1348,1,0,0,14,8,10,1,370,1,1,0
33,1,1,1,0,942,1,0,2,4,8,79,0,0,0,3,0
42,6,2,1,0,1228,1,0,2,1,6,210,1,0,0,3,0
13,10,1,1,0,947,1,0,0,14,5,211,5,0,0,3,0
25,4,2,2,0,1862,0,0,1,27,1,40,0,0,0,3,0
4,1,2,1,0,4543,1,1,2,18,8,194,1,0,0,3,0
30,10,1,1,0,4038,1,1,0,19,0,242,1,304,1,0,0
41,4,1,2,0,1985,0,0,0,28,5,85,1,0,0,3,0
7,7,2,1,0,875,0,1,0,13,5,114,1,0,0,3,0
11,10,1,1,0,891,1,0,0,16,5,143,0,0,0,3,0
38,4,2,2,0,1461,1,0,0,28,4,86,0,0,0,3,0
13,1,2,1,0,969,1,0,2,6,8,446,0,0,0,3,0
16,4,2,2,0,2916,0,0,2,20,8,388,0,0,0,3,0
32,1,1,0,0,623,1,0,2,5,6,79,2,0,0,3,0
35,9,1,1,0,2739,1,0,0,20,9,184,1,0,0,3,0
19,0,1,1,0,2230,1,0,0,20,1,200,0,88,10,0,0
12,9,2,2,0,919,1,0,2,6,8,174,0,0,0,3,0
24,4,1,3,0,1258,1,0,2,1,6,156,4,0,0,3,0
21,4,1,3,0,5030,0,0,2,11,6,135,2,0,0,3,0
32,7,1,0,0,901,0,1,2,1,5,71,0,0,0,3,0
22,10,1,1,0,2776,0,0,0,20,9,112,0,0,0,3,0
12,0,1,0,0,925,1,1,0,15,0,323,0,0,0,3,0
28,7,0,1,0,1780,1,0,0,17,9,105,4,185,2,0,0
31,1,1,0,0,1406,1,0,1,17,8,19,4,361,2,0,0
24,9,2,1,0,1457,1,0,0,4,3,656,0,0,0,3,1
18,9,2,1,0,3374,1,0,0,15,0,700,4,0,0,3,1
36,1,1,1,0,2403,1,0,2,13,8,302,15,0,0,3,0
32,4,1,2,0,5196,1,0,0,17,2,406,0,179,2,0,1
31,9,1,1,0,926,0,0,0,28,1,135,1,0,0,3,0
10,1,1,1,0,2747,1,0,0,19,0,415,1,0,0,3,0
33,3,0,0,0,1043,0,0,2,12,11,69,0,0,0,3,0
31,9,1,1,0,701,1,0,2,25,8,155,1,0,0,3,0
30,4,0,2,0,1419,0,1,2,11,6,1214,6,0,0,3,1
29,1,1,0,0,3589,1,0,0,29,0,774,1,161,1,0,1
28,1,1,0,0,2924,1,0,0,20,9,118,0,0,0,3,0
25,0,2,1,0,1361,1,0,2,18,8,546,1,0,0,3,0
29,1,1,3,0,1794,1,0,0,12,8,245,3,0,0,3,0
42,4,1,2,0,3831,0,0,0,27,1,26,8,0,0,3,0
5,3,2,1,0,1566,1,0,0,13,8,136,0,364,4,0,0
8,1,2,1,0,1165,1,0,0,28,4,235,2,259,5,0,0
25,0,0,1,0,1503,1,0,0,16,5,282,0,0,0,3,0
26,0,0,1,0,4762,1,0,0,14,5,90,0,0,0,3,0
27,4,1,2,0,1325,0,0,2,10,6,144,0,0,0,3,0
14,8,2,3,0,2496,1,0,2,19,8,57,0,0,0,3,0
36,4,1,2,0,916,0,0,0,4,1,214,2,0,0,3,0
11,9,2,1,0,1121,1,0,0,16,0,218,0,337,3,0,0
17,0,1,2,0,1606,0,0,0,15,10,108,0,0,0,3,0
13,10,2,1,0,6234,0,0,0,19,10,164,0,180,1,0,0
13,4,1,2,0,415,0,1,0,6,5,124,0,0,0,3,0
42,1,1,0,0,6140,0,0,2,0,0,111,0,0,0,3,1
42,5,1,2,0,3692,0,0,2,19,6,42,6,0,0,3,0
17,9,1,1,0,1662,0,1,0,26,4,240,0,0,0,3,0
15,4,0,2,0,3541,1,0,0,11,1,711,2,0,0,3,0
34,9,1,1,0,916,0,0,0,28,1,67,1,0,0,3,0
10,9,2,1,0,2279,0,0,0,26,3,79,0,0,0,3,1
19,4,1,2,0,4816,0,0,0,12,1,845,4,0,0,3,1
23,6,2,2,0,6538,0,0,0,13,2,352,0,179,3,2,0
17,1,1,0,0,916,1,0,2,5,8,154,1,0,0,3,0
27,1,1,0,0,2854,0,0,0,11,1,73,1,0,0,3,0
14,0,2,2,0,1818,1,0,0,17,8,50,6,0,0,3,0
38,5,1,1,0,2370,0,0,1,29,4,479,0,0,0,3,0
10,8,2,1,0,1017,0,0,0,27,4,90,0,0,0,3,0
37,0,1,1,0,5651,0,0,0,5,8,233,1,0,0,3,0
11,1,1,1,0,3811,1,0,0,19,0,19,4,0,0,3,0
40,1,0,1,0,1230,0,0,2,24,6,67,1,0,0,3,0
37,9,1,1,0,1807,0,0,2,18,6,268,0,0,0,3,0
13,7,0,1,0,997,1,0,0,15,0,139,0,0,0,3,0
38,7,1,1,0,7045,1,0,0,20,9,189,0,0,0,3,0
15,9,2,1,0,2415,0,0,0,6,1,133,3,0,0,3,0
15,9,1,1,0,918,0,0,0,27,1,385,6,0,0,3,0
30,0,0,1,0,3510,0,0,2,5,6,298,1,0,0,3,0
39,7,1,1,0,2469,1,0,0,19,9,340,0,0,0,3,0
32,1,1,0,0,2119,1,1,2,27,8,66,6,0,0,3,0
11,0,2,1,0,1512,1,0,0,17,8,172,1,343,6,0,0
16,9,1,1,0,1372,1,0,2,22,8,621,0,0,0,3,0
13,9,2,1,0,1495,1,1,0,16,0,469,2,319,15,1,0
40,0,1,1,0,2371,1,0,0,20,5,119,0,0,0,3,0
13,7,2,1,0,924,0,0,0,6,5,340,2,0,0,3,0
32,1,1,1,0,1532,1,0,0,5,1,439,5,0,0,3,0
29,1,1,0,0,1092,1,0,2,29,8,35,0,0,0,3,0
25,1,1,1,0,1876,1,0,2,14,8,436,0,0,0,3,0
13,4,1,2,0,1007,0,0,2,26,8,145,1,0,0,3,0
28,1,1,0,0,917,1,1,1,9,5,270,6,0,0,3,0
8,10,2,1,0,1548,0,0,0,11,3,218,0,0,0,3,1
22,4,1,2,0,1300,0,0,2,27,8,191,1,0,0,3,0
28,0,0,1,0,311,1,0,0,7,8,218,0,169,1,0,0
39,6,1,2,0,1810,1,0,0,17,9,79,0,0,0,3,0
15,4,1,2,0,3103,0,0,0,17,3,240,0,382,9,0,0
30,9,0,1,0,1080,1,0,2,11,8,139,1,0,0,3,0
16,2,1,0,0,1081,1,0,0,16,0,182,1,326,1,0,0
39,4,1,2,0,2866,0,1,0,7,1,178,2,0,0,3,0
19,9,2,1,0,916,0,0,2,4,6,80,1,0,0,3,0
26,6,0,2,0,1986,1,0,0,11,1,137,1,101,3,2,1
39,3,1,0,0,1176,1,0,2,15,8,38,2,0,0,3,0
12,9,2,2,0,919,1,0,0,5,8,45,1,166,2,0,0
30,7,1,1,0,1043,0,0,0,7,5,117,0,0,0,3,0
33,2,1,1,0,215,0,1,0,14,5,999,2,0,0,3,1
42,9,1,1,0,3264,1,1,0,3,8,287,0,0,0,3,0
19,4,1,2,0,2870,1,0,0,26,8,774,0,0,0,3,0
40,5,1,0,0,2267,1,0,1,16,0,392,2,0,0,3,0
31,0,1,2,0,6256,0,0,0,18,1,131,5,0,0,3,0
8,0,2,1,0,881,0,1,0,7,5,304,0,0,0,3,0
20,9,1,2,0,1122,0,0,0,7,0,350,1,0,0,3,1
37,5,1,1,0,2042,1,0,1,27,5,388,1,0,0,3,0
19,10,1,0,0,1857,0,0,0,1,3,280,0,0,0,3,0
15,1,1,0,0,2054,1,1,0,14,8,122,1,340,4,0,0
14,1,2,1,0,1151,1,0,0,11,8,482,0,0,0,3,0
39,5,1,1,0,2270,0,0,0,30,5,131,8,0,0,3,0
26,7,1,1,0,1438,0,1,2,19,6,909,0,0,0,3,1
36,4,1,2,0,928,0,0,1,30,5,77,3,0,0,3,0
30,1,2,0,0,1312,1,0,2,11,8,194,2,0,0,3,0
21,1,1,0,0,1448,1,0,0,30,5,786,1,0,0,3,0
26,4,1,2,0,271,0,1,0,20,9,52,1,0,0,3,0
39,10,1,0,0,3584,0,0,0,28,4,89,0,0,0,3,0
21,3,1,2,0,3796,0,0,1,29,0,127,3,0,0,3,0
28,3,1,0,0,1117,1,0,0,20,5,91,0,0,0,3,0
21,7,0,1,0,764,1,0,0,2,0,179,2,0,0,3,0
16,9,2,1,0,1110,1,1,0,14,8,1012,0,0,0,3,1
18,6,2,1,0,931,0,0,0,17,9,186,1,0,0,3,0
11,4,2,2,0,5575,1,0,2,27,8,317,0,0,0,3,0
12,9,1,1,0,1770,1,0,2,1,6,163,1,0,0,3,0
38,1,1,0,0,916,0,0,2,26,6,291,1,0,0,3,0
19,0,1,1,0,376,1,1,0,14,8,284,14,0,0,3,0
20,1,2,0,0,3912,0,0,0,4,3,304,0,0,0,3,0
22,1,0,3,0,2087,1,0,2,28,8,431,1,0,0,3,0
7,0,2,1,0,4910,1,0,2,27,8,199,1,0,0,3,0
12,1,1,1,0,1574,1,0,0,16,0,99,2,264,1,0,0
19,4,1,2,0,4444,0,0,0,10,5,69,1,0,0,3,0
21,7,1,1,0,2354,1,0,2,19,8,212,1,0,0,3,0
6,8,2,2,0,2449,1,0,2,11,8,126,1,0,0,3,0
24,1,1,1,0,2204,1,0,1,1,3,18,0,0,0,3,0
12,9,2,1,0,1374,0,0,0,19,9,51,6,0,0,3,0
7,8,2,3,0,1755,0,0,0,14,7,109,0,178,2,1,0
13,1,1,1,0,924,1,0,0,7,8,98,1,167,1,0,0
16,4,2,2,0,1537,1,0,0,16,9,97,0,0,0,3,0
41,1,1,0,0,930,1,1,0,17,9,319,1,179,1,0,0
26,6,1,1,0,1220,1,0,1,8,3,15,4,0,0,3,0
35,1,1,3,0,437,1,0,2,19,6,124,3,0,0,3,0
13,1,2,1,0,970,1,0,0,28,6,401,0,0,0,3,1
29,1,1,0,0,4169,0,1,0,20,9,125,1,0,0,3,0
22,1,1,1,0,1955,1,0,0,19,9,57,1,0,0,3,0
27,9,1,0,0,758,1,0,0,11,8,317,1,0,0,3,0
12,4,0,2,0,916,0,0,0,21,1,209,1,0,0,3,0
20,9,1,1,0,1667,1,0,0,2,0,125,0,0,0,3,0
20,4,1,3,0,1849,0,0,2,19,6,95,1,0,0,3,0
10,4,2,2,0,2168,1,1,0,7,5,319,3,0,0,3,0
18,1,2,0,0,965,1,0,2,7,8,405,0,0,0,3,0
13,9,2,2,0,3962,0,0,0,10,1,140,1,0,0,3,0
34,1,1,1,0,3097,1,0,2,14,8,874,4,0,0,3,0
14,1,1,1,0,3420,1,0,2,19,8,135,1,0,0,3,0
6,1,2,3,0,927,1,0,2,12,8,109,1,0,0,3,0
12,0,1,1,0,976,0,1,0,24,5,61,1,0,0,3,0
37,1,1,0,0,1199,0,1,0,8,5,115,0,0,0,3,0
36,4,1,2,0,3106,1,0,0,12,10,167,0,0,0,3,0
27,1,1,2,0,963,1,0,0,27,4,1509,1,0,0,3,0
18,7,2,1,0,1164,1,0,2,6,8,90,1,0,0,3,0
20,3,1,0,0,4495,0,0,0,26,1,101,2,0,0,3,0
41,4,1,2,0,1054,1,1,0,15,9,162,1,184,5,0,0
15,0,0,1,0,1128,1,0,2,6,4,23,0,0,0,3,0
43,5,1,1,0,1399,0,0,0,22,0,164,0,0,0,3,0
36,4,1,2,0,1362,0,0,0,2,7,133,3,99,4,1,0
13,1,2,0,0,1901,1,0,2,11,8,178,1,0,0,3,0
15,9,1,1,0,2180,0,1,0,7,1,100,5,0,0,3,0
26,1,1,1,0,1060,1,0,2,4,8,247,1,0,0,3,0
6,9,2,1,0,660,1,0,2,25,8,110,1,0,0,3,0
29,2,1,2,0,916,0,0,0,15,3,261,1,0,0,3,1
13,2,1,1,0,1078,1,1,0,10,8,0,1,0,0,3,0
12,7,1,1,0,916,1,0,0,6,8,512,0,0,0,3,0
28,1,1,0,0,930,0,0,0,6,5,407,0,0,0,3,0
17,4,2,2,0,2512,1,1,0,12,0,407,0,0,0,3,1
15,1,1,1,0,3246,1,0,0,10,8,249,0,353,2,0,0
9,7,2,1,0,5097,1,0,2,18,8,57,6,0,0,3,0
15,9,1,2,0,6163,0,0,0,29,9,107,0,102,3,0,0
32,7,1,1,0,1877,0,1,0,13,1,757,3,0,0,3,0
15,4,2,2,0,970,0,0,2,6,8,262,1,0,0,3,0
14,1,0,1,0,1117,1,0,0,14,8,63,7,362,24,1,0
19,4,0,0,1,916,1,0,1,23,5,305,0,0,0,3,0
8,10,2,2,0,1018,0,0,0,27,5,377,1,0,0,3,0
8,6,2,2,0,1573,0,1,0,16,7,159,1,0,0,3,0
58,6,1,3,0,5130,0,0,1,27,0,403,0,179,1,2,1
34,2,1,2,0,1534,1,1,2,13,8,166,1,0,0,3,0
10,2,2,3,0,2222,1,0,2,18,8,396,2,0,0,3,0
18,1,1,1,0,916,1,0,0,16,9,273,1,128,1,0,0
60,5,1,0,0,1748,0,0,1,10,8,97,2,0,0,3,0
12,4,2,2,0,1087,0,0,0,24,1,301,3,0,0,3,0
15,0,2,1,0,636,1,1,0,19,9,282,0,0,0,3,0
21,4,1,2,0,2566,0,1,0,20,9,151,0,0,0,3,0
40,9,1,1,0,2379,1,0,0,11,1,110,2,0,0,3,0
33,9,1,1,0,1029,0,0,0,18,9,193,0,0,0,3,0
37,5,1,2,0,1017,1,0,0,8,5,111,0,0,0,3,0
22,9,2,1,0,1069,0,0,0,6,1,125,1,0,0,3,0
27,9,1,1,0,2735,0,0,0,26,8,275,1,0,0,3,1
14,1,2,0,0,2571,0,0,2,19,8,14,0,0,0,3,0
27,9,1,1,0,1231,1,0,0,29,6,103,0,0,0,3,0
37,2,0,2,0,2640,0,0,0,16,9,89,1,115,3,0,0
15,9,1,1,1,988,1,0,2,5,8,623,0,0,0,3,0
24,4,1,2,0,5604,1,0,0,29,0,316,0,347,2,0,1
16,4,1,2,0,1189,1,0,0,19,9,308,0,185,1,2,0
16,9,2,1,0,1218,1,0,2,13,8,282,0,0,0,3,0
41,9,1,1,0,2770,0,0,1,2,3,288,1,212,1,1,0
13,6,1,2,0,3982,0,0,0,25,1,74,3,0,0,3,0
21,4,0,2,0,922,1,0,0,27,4,139,1,0,0,3,0
26,9,1,1,0,1282,0,1,0,17,1,212,11,0,0,3,0
36,0,1,1,0,1179,0,1,1,28,4,283,3,192,7,0,0
27,9,1,1,0,1282,0,1,0,2,3,235,1,166,12,0,0
19,6,1,2,0,1060,1,0,2,4,6,247,1,0,0,3,0
35,4,1,1,0,967,1,0,0,16,0,109,0,0,0,3,0
33,7,0,1,0,981,0,1,0,14,5,880,0,0,0,3,1
32,10,1,1,0,1109,1,0,2,17,6,305,5,0,0,3,0
15,4,1,2,0,916,1,0,2,5,8,290,0,0,0,3,0
19,10,2,1,0,1936,1,0,0,14,5,348,0,0,0,3,0
21,5,2,0,0,837,0,0,2,8,8,180,0,0,0,3,0
31,1,1,0,0,1818,0,0,2,8,6,210,1,0,0,3,0
17,1,2,1,0,1186,1,0,0,16,0,216,0,0,0,3,0
15,7,1,1,0,1656,0,1,2,29,6,266,2,0,0,3,0
12,1,2,1,0,532,1,0,0,4,8,275,0,0,0,3,0
12,0,2,2,0,949,1,0,0,24,5,396,0,0,0,3,0
39,6,1,1,0,6096,0,0,0,6,1,102,1,0,0,3,0
21,1,2,1,0,945,1,0,2,6,8,214,1,0,0,3,0
12,4,1,2,0,4072,0,0,0,6,1,109,5,0,0,3,0
18,10,1,1,0,787,1,0,0,28,5,121,2,0,0,3,0
20,2,1,1,0,916,1,1,0,16,9,258,0,0,0,3,0
36,4,1,2,0,3769,1,0,0,12,3,94,8,82,1,0,0
38,1,1,1,0,1240,0,0,0,17,1,213,4,0,0,3,0
24,4,1,2,0,1210,0,0,0,25,1,513,0,0,0,3,1
29,1,1,1,0,6640,0,0,0,21,1,118,5,0,0,3,0
21,1,1,1,0,939,1,0,2,11,8,22,4,0,0,3,0
22,4,1,2,0,2685,1,0,0,17,9,81,3,0,0,3,0
27,1,1,0,0,1162,1,0,2,13,8,263,0,0,0,3,0
17,1,1,1,0,4933,1,0,2,19,8,148,0,0,0,3,0
17,6,1,2,0,6155,1,0,0,3,3,357,0,0,0,3,0
12,9,2,1,0,3924,0,0,0,18,8,212,1,0,0,3,1
28,7,1,1,0,925,0,0,2,15,8,297,3,0,0,3,0
34,5,1,1,0,2859,0,0,2,5,6,384,1,0,0,3,0
33,7,1,0,0,972,0,1,0,23,5,149,1,0,0,3,0
39,4,1,2,0,2273,1,1,0,17,9,97,1,0,0,3,0
23,0,1,1,0,1621,1,0,2,12,8,205,0,0,0,3,0
30,7,1,1,0,2271,0,0,0,11,1,409,6,0,0,3,0
37,7,1,0,0,1185,0,0,0,24,1,89,3,0,0,3,0
32,9,1,1,0,936,1,0,0,8,5,95,0,0,0,3,0
17,4,1,2,0,1367,1,0,0,16,0,220,5,0,0,3,0
16,10,1,1,0,5729,1,0,0,20,9,21,6,0,0,3,0
12,7,1,1,0,1143,0,1,2,2,6,23,0,0,0,3,0
16,1,1,0,0,5781,1,0,2,25,8,405,3,0,0,3,0
