AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
2,0,1,1,0,3,4662,1,1,1,1,0,9,0,0,0,0,0
2,0,1,0,2,0,2426,1,1,0,0,0,13,0,0,0,0,1
3,1,0,2,2,2,8078,1,1,1,1,2,3,0,4,1,4,0
3,1,0,1,2,2,8197,1,1,1,1,0,8,0,2,0,0,0
3,1,0,2,0,2,6271,0,1,1,1,0,10,0,2,1,7,1
1,1,0,0,1,1,951,0,0,1,1,0,10,0,0,0,0,1
2,1,0,2,0,3,9018,1,1,0,0,0,10,0,5,0,7,0
1,0,1,1,1,3,9018,1,1,0,1,0,7,0,2,0,0,0
0,1,0,0,0,0,4118,1,1,0,1,0,14,0,0,0,0,0
1,0,0,0,2,2,8829,1,1,1,1,0,10,0,0,0,0,0
2,0,0,0,2,0,3418,1,0,1,1,0,12,0,0,0,0,0
2,0,0,2,2,2,8007,1,1,1,1,0,8,0,0,0,1,0
2,1,0,0,2,2,3194,1,0,0,0,0,14,0,0,0,0,0
0,0,0,0,0,3,1854,1,1,0,0,0,14,0,0,0,0,1
2,0,0,1,2,2,7655,1,0,1,1,0,12,0,0,0,0,0
2,1,0,2,2,2,7726,0,1,0,1,0,12,0,2,0,1,0
0,0,0,0,0,0,5359,1,1,0,1,0,9,0,0,0,0,0
1,0,0,1,2,2,8724,0,0,0,0,2,7,0,0,0,0,0
1,1,0,1,2,0,4657,1,1,1,1,0,11,0,1,0,2,0
1,0,0,1,0,0,4539,1,0,0,1,0,12,0,0,0,0,0
0,0,1,0,1,1,2155,0,1,0,0,0,12,0,0,0,0,1
2,1,0,2,0,3,1738,0,1,0,1,0,14,0,0,0,6,0
3,1,0,1,0,0,5077,1,1,1,1,2,7,0,3,1,1,0
0,1,0,0,2,2,5983,1,1,1,1,0,10,1,0,0,0,1
3,1,0,3,1,0,6296,1,1,1,1,0,12,0,6,1,3,0
2,1,0,2,2,2,6388,1,0,1,1,0,5,0,4,0,6,0
1,0,0,0,0,3,4193,1,0,1,1,2,21,0,0,0,0,0
2,0,0,2,0,2,5295,0,1,0,1,0,13,0,3,0,2,0
2,1,0,1,0,3,7000,0,1,0,0,0,11,0,0,0,0,1
2,1,0,0,0,3,4054,1,1,0,1,0,11,0,0,0,0,0
1,0,0,1,2,2,8598,1,1,1,1,0,13,0,2,0,0,0
3,1,0,2,2,2,8146,1,0,1,1,2,7,0,8,0,2,0
2,1,0,2,2,2,3465,0,0,1,0,0,12,0,1,0,2,0
1,1,0,1,2,2,9018,1,0,1,1,0,9,0,3,1,0,0
2,0,0,2,1,3,2680,1,0,1,1,0,9,0,1,0,2,0
0,0,0,0,1,0,7113,1,1,0,1,2,21,0,0,0,0,1
0,0,0,0,0,1,3011,0,1,0,0,0,21,0,0,0,0,0
1,1,0,0,1,1,716,0,1,0,1,0,12,0,0,0,0,0
0,1,0,0,0,1,253,0,1,1,1,0,9,0,0,0,0,1
0,1,0,0,0,1,687,0,1,0,0,0,12,0,0,0,0,1
1,1,0,1,0,2,8716,1,1,0,0,0,11,0,2,0,1,0
2,1,0,1,2,2,7808,1,0,1,1,0,12,0,0,0,0,0
3,0,0,3,0,2,8034,0,0,1,1,0,8,0,4,1,3,0
0,1,0,0,2,0,8978,1,1,0,0,0,11,0,0,0,0,1
3,1,0,3,1,0,9018,1,1,1,1,2,8,0,12,2,2,0
3,0,0,3,0,2,7023,1,1,1,0,0,9,0,2,0,2,0
0,1,0,0,0,1,471,0,1,0,1,0,13,0,0,0,0,1
0,1,0,0,2,3,3014,1,0,0,0,0,12,1,0,0,0,1
0,0,0,0,0,1,677,0,1,0,0,0,13,0,0,0,0,1
0,1,0,0,0,3,5119,0,1,1,1,2,8,0,0,0,0,1
0,1,1,0,1,1,805,1,1,1,0,2,7,0,0,0,0,1
1,1,1,1,1,3,2612,1,1,0,0,0,10,0,3,0,0,0
2,1,0,1,2,2,7018,1,1,1,1,2,5,0,5,0,1,0
0,1,0,0,2,3,2027,1,1,0,0,0,15,0,0,0,0,1
0,1,0,0,2,0,6875,1,1,1,0,0,9,0,0,0,0,0
3,1,0,1,2,2,8600,1,1,1,1,0,8,0,1,1,2,0
3,1,0,2,1,3,2407,1,1,1,0,0,12,0,3,1,7,0
1,0,0,1,1,0,3998,1,1,0,1,0,8,0,1,2,0,0
1,0,0,1,0,0,9018,0,1,0,0,0,10,0,2,0,0,0
3,1,0,3,2,2,8593,1,0,1,1,0,5,0,2,0,3,0
0,0,0,0,1,1,245,0,1,0,1,2,21,0,0,0,0,1
0,1,0,0,2,0,5722,1,1,0,0,0,9,0,0,0,0,1
0,1,0,0,0,1,9018,0,1,0,0,0,8,1,0,0,0,1
0,1,0,0,2,3,3224,1,0,0,1,2,7,0,0,0,0,1
3,1,0,2,2,2,8261,0,0,0,1,0,11,0,3,0,2,0
2,0,0,2,0,3,4907,1,1,0,0,0,13,0,1,1,0,0
3,1,0,3,0,2,7852,1,1,1,1,0,7,0,4,1,2,0
0,1,0,0,1,1,1730,0,1,0,0,2,6,0,0,0,0,1
0,1,0,0,2,0,5110,1,1,1,1,0,10,0,0,0,0,1
2,1,0,2,0,0,6286,0,0,1,0,0,12,0,4,1,4,0
1,0,0,1,1,3,9018,0,1,1,1,0,21,0,0,0,1,0
2,0,0,2,0,2,5882,1,0,1,1,0,9,0,2,0,1,0
1,0,1,1,0,0,4848,1,1,1,1,0,21,0,0,0,1,0
3,1,0,2,2,2,7092,1,0,0,1,0,12,0,3,1,4,0
2,1,0,2,0,0,5130,1,0,1,0,2,10,0,6,0,3,0
1,0,0,0,2,0,909,0,1,0,0,0,14,0,0,0,0,1
2,1,1,2,0,0,6051,1,1,1,1,0,11,0,7,1,1,0
3,0,0,0,2,2,8338,0,1,1,1,3,8,0,0,0,0,1
3,0,0,0,2,2,8597,1,1,0,1,0,11,0,0,0,0,0
1,1,0,1,2,3,9018,0,1,1,1,0,10,0,3,2,3,1
3,1,0,3,2,2,8641,1,1,1,1,0,10,0,5,1,5,0
0,0,0,0,1,1,101,1,1,0,0,2,10,0,0,0,0,1
1,1,0,1,2,0,3146,0,1,0,0,0,14,0,0,1,0,0
2,0,0,2,2,2,7596,1,0,1,0,3,11,0,1,0,1,0
3,1,0,3,2,2,6338,1,1,1,1,0,11,0,5,2,4,0
3,1,0,3,2,2,7746,1,0,1,1,0,10,0,3,0,7,0
1,1,0,0,0,3,1994,1,1,1,1,0,8,0,0,0,0,0
3,1,0,2,2,2,2246,1,1,0,1,0,11,0,5,1,5,0
3,0,0,3,1,2,6206,1,1,1,1,2,6,1,10,0,1,0
1,1,1,1,1,1,1627,0,1,1,1,0,14,0,1,0,1,0
0,0,0,0,1,1,9018,0,1,0,0,1,12,0,0,0,0,1
3,0,0,3,2,2,7993,1,1,1,1,0,10,0,1,2,2,0
2,1,1,0,0,3,1262,1,1,0,1,0,14,0,0,0,0,1
2,0,0,1,1,0,9018,1,1,0,1,2,8,0,2,0,0,0
3,0,1,3,0,2,6048,1,0,1,0,2,21,1,3,0,1,0
3,0,0,1,2,2,5665,1,0,1,1,0,8,0,0,0,2,0
0,1,0,0,2,0,591,1,1,0,0,0,11,0,0,0,0,1
3,1,0,1,2,2,2462,1,1,1,1,0,8,0,1,0,4,0
3,0,0,3,2,2,8120,1,0,0,1,3,9,0,2,0,0,0
3,0,0,2,2,2,8305,1,0,0,1,2,11,0,1,0,1,0
1,1,0,1,2,3,2854,0,1,0,1,0,21,1,0,0,1,1
2,0,0,2,2,2,8139,1,0,1,0,0,9,0,2,1,1,0
2,0,1,1,2,3,3817,1,0,0,0,0,11,0,0,0,1,0
1,1,0,1,2,2,7567,0,0,1,1,2,4,0,8,0,0,0
2,1,0,0,0,0,3868,1,0,0,1,0,10,0,0,0,0,0
0,0,0,0,2,0,4993,1,1,1,1,0,10,0,0,0,0,0
2,0,0,1,0,3,775,1,1,0,1,0,9,0,0,0,1,0
1,1,0,1,1,3,4611,1,1,0,0,0,21,0,1,0,2,1
1,0,0,1,0,3,1294,1,1,0,1,2,10,0,1,0,0,1
3,1,0,1,2,2,7861,1,0,1,1,0,7,0,1,0,2,0
2,1,0,2,2,2,8705,1,0,0,1,0,21,0,2,0,2,0
3,0,0,3,2,2,6854,1,0,1,1,0,9,0,1,0,0,0
0,0,0,0,0,0,3472,0,0,0,0,2,12,0,0,0,0,1
3,1,0,3,2,2,7958,1,0,1,1,0,9,0,5,1,3,0
3,1,0,3,2,2,9018,1,1,1,1,2,8,0,13,1,6,0
2,0,0,2,2,2,4279,1,0,0,1,0,10,0,2,0,1,0
1,1,0,1,1,3,3682,1,1,0,1,0,11,0,3,0,1,0
3,1,0,3,0,0,2331,1,1,0,1,0,9,0,4,0,6,0
2,1,0,2,2,2,5956,1,1,0,0,0,21,0,1,0,2,0
0,1,0,0,1,1,9018,0,1,0,0,0,7,0,0,0,0,1
3,0,0,3,0,2,5283,1,0,0,1,0,12,0,0,0,0,0
0,1,0,0,0,1,81,0,1,1,0,0,10,1,0,0,0,1
0,1,0,0,0,1,637,0,1,0,0,0,11,0,0,0,0,1
2,0,0,2,2,2,7755,1,0,1,1,0,5,0,4,0,0,0
2,1,0,0,0,2,6640,1,1,1,0,0,21,0,0,0,0,1
2,1,0,1,2,2,9018,1,0,1,0,0,9,0,3,0,2,0
1,1,1,1,0,0,6216,1,1,1,1,2,6,0,1,0,1,0
1,1,0,0,1,1,1165,0,1,1,1,2,5,0,0,0,0,1
1,1,0,1,0,3,1275,1,0,1,1,0,6,0,3,0,1,0
1,0,0,1,1,3,1171,0,1,1,0,1,10,0,0,0,0,1
2,1,0,0,0,0,5315,1,1,0,1,2,10,0,0,0,0,1
0,1,0,0,0,1,4262,0,1,0,0,0,10,0,0,0,0,1
2,0,0,2,2,2,5406,1,0,0,1,0,11,0,2,1,0,0
2,1,0,2,2,0,5630,1,1,0,1,2,13,0,2,2,1,0
3,0,0,3,2,2,7459,1,0,1,1,0,10,0,5,0,2,0
0,1,0,0,2,3,1473,1,1,0,0,0,10,0,0,0,0,1
0,1,0,0,0,1,678,1,1,0,0,0,12,0,0,0,0,0
1,1,0,1,2,2,5686,1,1,0,0,2,21,0,2,0,5,1
1,0,0,1,2,0,2859,1,1,0,1,0,11,0,1,0,1,0
1,1,0,1,2,2,7171,1,1,1,1,0,21,0,0,1,4,0
3,1,0,3,2,2,3015,0,1,1,1,0,21,0,4,0,8,0
1,0,1,0,0,1,1003,0,1,0,1,0,13,0,0,0,0,1
1,0,0,1,1,1,806,0,1,0,1,2,21,1,1,2,0,0
1,1,0,1,2,2,5272,1,0,1,1,0,8,0,2,0,0,0
0,0,0,0,1,3,76,0,1,0,1,2,9,0,0,0,0,1
1,1,0,1,2,3,1224,0,1,1,1,2,9,1,6,1,3,1
3,0,0,0,2,2,7399,0,0,1,1,0,9,0,0,0,0,1
0,0,0,0,0,0,3002,1,0,0,0,3,8,0,0,0,0,0
1,1,0,1,1,0,4016,1,1,0,1,0,11,0,0,0,1,0
0,1,0,0,0,1,1540,1,1,0,1,0,13,0,0,0,0,1
0,0,0,0,2,2,7641,1,1,0,1,0,9,1,0,0,0,0
2,0,0,2,0,2,2245,1,1,0,1,2,10,0,3,0,0,0
1,0,0,1,0,2,7139,1,1,1,0,0,15,0,0,1,0,0
1,1,0,1,0,0,2016,1,1,1,1,3,9,0,2,0,0,0
2,0,0,2,0,2,3807,0,0,1,0,0,9,0,2,0,0,0
0,1,0,0,1,1,1819,0,1,1,0,0,21,0,0,0,0,1
2,0,0,1,0,2,4275,1,0,1,1,0,9,0,0,0,2,0
3,1,0,3,2,2,3982,1,0,1,1,0,7,0,6,2,10,0
1,0,0,1,2,2,8477,1,1,1,1,1,9,0,0,0,0,1
1,1,0,1,0,3,1422,0,1,1,0,0,12,0,1,0,1,1
2,0,0,2,0,0,5808,1,1,0,0,3,11,0,2,0,0,0
2,0,0,2,0,0,5290,1,1,0,1,0,8,0,1,0,4,0
0,0,0,0,0,3,552,0,1,0,1,2,10,0,0,0,0,1
2,0,0,2,0,0,7665,1,1,0,1,2,10,0,5,0,0,0
0,0,0,0,1,1,1605,0,1,0,0,0,15,0,0,0,0,1
0,0,1,0,0,1,1528,1,1,0,0,0,13,0,0,0,0,1
2,1,0,2,2,2,9018,1,1,0,0,0,11,0,3,1,2,0
3,1,0,3,2,2,3051,1,1,1,1,0,11,0,1,0,5,0
2,1,0,2,2,0,9018,1,1,0,0,0,13,0,2,0,5,0
2,0,0,0,2,2,3169,1,0,1,1,0,9,0,0,0,0,0
0,1,1,0,0,0,2077,1,1,0,1,2,7,0,0,0,0,1
3,0,0,2,0,2,6067,1,1,1,1,0,9,0,2,0,2,0
2,1,0,2,0,2,6687,1,1,1,1,2,5,0,3,1,0,0
3,0,0,3,0,2,9018,1,1,1,1,2,6,0,2,0,0,0
2,0,0,2,2,2,4996,1,0,1,1,0,6,0,1,0,1,0
1,0,1,1,1,3,9018,1,1,0,0,0,14,0,1,0,1,0
3,1,0,0,2,2,8674,1,0,1,0,0,15,0,0,0,0,0
2,0,0,1,1,3,2422,1,1,0,1,2,8,0,3,0,0,0
0,0,0,0,0,1,2167,0,1,0,0,0,21,0,0,0,0,1
2,1,0,2,2,2,8236,0,1,1,1,2,5,0,3,1,1,0
0,0,0,0,0,1,544,0,1,0,1,0,11,0,0,0,0,1
0,0,0,0,0,1,243,0,1,1,1,0,9,0,0,0,0,1
3,1,0,0,2,2,4116,1,0,1,1,0,7,0,0,0,0,0
0,0,0,0,1,1,564,1,1,0,1,0,12,0,0,0,0,0
1,0,0,1,1,1,1100,0,1,0,0,0,11,0,0,1,0,1
0,0,0,0,2,1,3987,0,1,0,0,0,13,1,0,0,0,1
1,0,0,0,2,2,9018,0,0,0,1,0,21,0,0,0,0,0
2,0,0,2,2,2,7691,1,0,1,1,0,21,0,2,0,0,0
2,1,0,0,1,1,102,0,1,0,1,2,9,0,0,0,0,1
1,0,0,1,0,2,7729,1,1,1,1,2,10,0,1,0,0,0
3,1,0,3,2,2,4803,1,0,1,1,0,7,0,8,0,5,0
0,0,0,0,0,3,2108,0,1,0,0,0,13,0,0,0,0,0
0,1,0,0,1,1,756,1,1,0,1,0,11,0,0,0,0,0
1,1,0,0,2,2,4087,1,1,0,1,2,10,0,0,0,0,0
0,1,0,0,1,1,127,0,1,0,1,0,12,0,0,0,0,1
0,0,0,0,0,3,3699,1,1,0,0,0,13,0,0,0,0,1
2,1,0,2,2,0,5848,1,1,1,1,0,12,0,5,0,0,0
1,0,0,0,0,2,8062,1,1,0,1,0,10,0,0,0,0,1
1,1,0,0,2,0,3342,1,0,0,1,0,21,0,0,0,0,0
0,1,0,0,0,3,9018,0,1,0,1,0,9,0,0,0,0,1
2,1,0,1,2,2,4228,1,0,1,1,0,8,0,4,0,2,0
2,1,0,1,2,2,7686,1,0,1,0,0,11,0,1,0,1,0
2,0,0,2,0,2,5238,1,1,0,0,0,15,0,1,0,4,0
0,0,1,0,0,1,354,0,1,0,0,0,15,0,0,0,0,0
3,0,0,3,2,2,8950,1,1,1,1,0,7,0,5,0,4,0
0,0,0,0,1,1,1432,0,0,1,1,0,9,0,0,0,0,0
3,0,0,3,2,2,3989,0,1,0,1,0,9,0,5,0,3,0
3,0,0,0,1,0,4702,1,1,1,1,0,11,0,0,0,0,0
0,0,0,0,2,0,9018,0,1,0,1,2,8,1,0,0,0,0
0,0,0,0,0,0,9018,0,1,0,1,0,11,0,0,0,0,1
2,1,0,2,1,0,2839,1,1,1,1,2,5,0,7,0,1,1
2,1,0,2,2,2,8944,1,1,0,1,0,8,0,2,0,3,0
1,0,0,0,0,0,9018,1,1,1,1,2,6,1,0,0,0,0
0,0,0,0,1,1,67,0,1,0,0,0,15,0,0,0,0,1
2,0,0,1,2,2,9018,1,0,1,0,0,11,0,0,1,0,0
1,1,0,1,0,3,769,0,1,0,0,2,21,0,2,0,1,0
0,1,0,0,1,1,9018,0,1,0,1,2,10,0,0,0,0,0
3,0,0,3,2,2,3528,1,0,1,1,2,7,0,4,1,2,0
1,0,0,1,0,1,1724,1,1,0,0,0,12,0,0,1,0,0
3,1,0,3,0,2,7121,1,0,1,0,2,9,0,11,1,5,0
0,1,0,0,0,3,1349,1,1,0,0,0,14,0,0,0,0,1
1,0,0,1,0,1,9018,0,1,1,1,2,3,0,0,2,3,1
3,0,0,1,2,2,8181,1,1,1,1,0,8,0,2,0,1,0
3,0,0,3,0,2,5772,1,1,0,1,0,9,0,2,0,3,0
2,1,0,2,2,2,7707,1,0,1,1,0,9,0,0,1,1,0
2,1,0,2,0,2,3678,0,0,0,0,0,21,0,3,0,1,0
1,0,1,0,1,1,461,0,1,1,0,0,11,1,0,0,0,1
2,1,0,0,0,3,2506,0,1,0,1,0,8,0,0,0,0,1
0,1,0,0,2,1,16,1,1,0,1,0,12,0,0,0,0,1
0,1,0,0,1,1,492,0,1,0,1,0,10,0,0,0,0,1
1,1,0,1,2,2,4909,1,0,0,1,0,13,0,1,0,1,0
1,1,0,1,0,0,1471,1,1,0,1,2,21,0,6,0,1,0
0,0,0,0,0,1,9018,0,1,0,0,0,16,1,0,0,0,0
3,0,0,2,0,2,8921,1,0,1,1,2,9,0,5,0,2,0
1,0,0,1,0,3,3298,0,1,1,1,0,3,0,0,0,2,0
1,1,0,1,2,2,9018,0,1,1,0,0,10,0,0,0,0,0
1,0,0,1,1,3,7003,0,1,1,1,1,7,0,0,1,2,1
0,1,0,0,0,1,1117,0,1,0,1,0,8,0,0,0,0,1
2,1,0,2,0,2,5026,1,1,0,0,0,13,1,5,0,1,0
0,1,0,0,0,1,1055,0,1,0,0,0,14,0,0,0,0,1
0,0,0,0,0,1,531,0,0,0,0,0,11,0,0,0,0,0
0,1,0,0,2,0,6268,1,1,1,1,3,11,0,0,0,0,1
1,0,0,0,1,3,1455,0,1,0,1,0,12,0,0,0,0,1
3,1,0,3,1,3,2250,1,1,1,1,0,7,0,6,1,6,0
2,1,0,2,2,2,5597,1,1,1,0,2,5,0,5,1,4,0
2,0,0,2,0,0,4693,1,1,0,0,0,14,1,1,0,0,1
2,1,0,2,2,2,9018,0,0,1,1,2,9,0,5,0,0,0
2,1,0,0,2,2,6247,1,0,1,1,3,11,0,0,0,0,0
3,0,0,3,2,2,7278,1,0,1,1,0,21,0,2,1,4,0
2,0,1,2,0,0,5998,0,1,0,1,2,11,1,2,1,0,0
2,0,0,0,2,2,6727,1,0,1,1,0,7,0,0,0,0,0
3,1,1,3,0,0,852,1,0,1,1,0,21,0,2,0,1,0
3,1,0,3,1,0,1122,1,1,0,1,2,13,0,7,0,0,0
0,1,0,0,2,2,8492,1,0,1,1,2,8,0,0,0,0,0
1,1,0,1,0,3,2070,1,1,1,0,0,8,0,1,0,1,1
0,1,0,0,1,1,378,0,1,0,1,0,21,0,0,0,0,1
1,0,0,1,2,2,6498,1,1,0,1,0,10,0,1,0,2,0
3,0,0,3,2,2,5885,1,1,0,1,0,12,0,1,1,3,0
3,1,0,0,0,2,6481,1,1,1,1,0,21,0,0,0,0,0
1,1,0,0,2,2,9018,1,1,0,0,2,10,0,0,0,0,1
1,0,0,1,0,0,8787,0,1,0,1,0,14,0,0,0,0,1
0,1,0,0,2,1,542,0,1,0,1,2,9,0,0,0,0,1
1,0,0,1,2,2,6711,1,0,0,0,0,11,0,0,0,0,0
2,0,1,1,0,3,3289,1,1,0,0,0,10,0,0,0,0,0
3,0,0,3,2,2,7950,1,0,1,1,0,21,0,2,0,7,0
2,1,0,2,0,0,4287,1,1,1,1,0,8,0,1,0,2,0
3,1,0,1,0,2,4104,1,0,1,1,2,5,0,3,1,4,0
2,0,0,1,1,3,4161,0,1,0,0,0,11,0,0,0,1,0
2,0,0,0,1,3,4004,0,1,1,1,0,9,0,0,0,0,1
2,1,0,2,2,0,5758,0,1,1,1,0,5,0,4,0,3,0
1,1,0,0,2,0,7406,1,1,1,1,0,21,0,0,0,0,0
3,1,0,0,2,2,9018,0,1,0,1,2,9,0,0,0,0,1
2,1,0,2,0,0,5778,1,1,0,0,0,10,0,3,2,4,0
2,1,0,2,0,0,3799,1,1,0,1,2,7,0,4,1,2,0
0,1,0,0,0,1,2904,0,1,1,0,0,10,0,0,0,0,1
0,1,0,0,2,0,6719,1,1,1,1,2,9,0,0,0,0,1
1,1,0,1,2,0,1137,1,0,0,0,2,11,0,2,0,1,0
1,0,0,0,2,0,5947,0,1,0,0,0,12,0,0,0,0,1
2,0,0,2,2,2,6607,0,1,1,0,2,7,0,5,0,1,0
3,0,0,3,0,2,4981,1,0,0,1,1,13,0,1,0,0,1
1,1,0,1,1,1,25,0,1,0,0,0,15,0,1,0,1,0
1,0,0,1,1,1,903,1,1,0,1,2,11,0,2,0,0,1
1,1,1,0,0,1,446,0,1,0,1,0,12,0,0,0,0,1
2,0,0,2,2,2,9018,1,0,1,1,0,7,0,1,1,1,0
3,0,0,0,0,2,8626,1,0,1,1,0,11,0,0,0,0,0
0,1,0,0,2,0,5789,1,1,0,0,0,11,0,0,0,0,1
2,1,0,2,2,2,9018,1,0,1,1,0,5,0,2,0,4,0
2,1,0,1,1,0,3507,1,1,0,0,0,8,0,2,0,1,0
2,1,0,1,0,3,287,0,1,1,1,0,10,1,2,1,1,0
2,0,0,2,2,2,6030,1,0,1,0,2,10,0,1,0,1,0
1,0,0,1,0,0,5261,1,1,0,1,2,4,0,1,0,0,0
0,0,0,0,0,1,2452,0,1,1,1,2,10,0,0,0,0,1
3,0,0,3,2,2,7262,1,0,1,1,2,7,0,5,0,4,0
3,1,0,3,0,3,3850,1,1,0,1,0,21,0,2,0,4,0
1,1,0,1,1,3,2794,1,1,0,1,2,8,0,5,0,1,0
1,1,0,1,0,0,382,1,0,0,0,0,12,0,0,0,4,0
1,0,0,1,0,0,5482,1,1,1,0,0,10,1,0,0,0,0
1,1,0,1,0,3,1642,1,0,1,1,0,7,0,3,0,2,0
1,1,0,0,2,2,7236,1,0,0,1,0,8,0,0,0,0,0
3,0,0,0,0,0,9018,1,1,1,1,0,11,0,0,0,0,0
2,0,0,2,2,2,8082,1,1,0,0,0,12,0,0,0,3,0
1,1,0,1,0,1,2396,0,1,0,1,0,12,0,0,0,1,0
0,1,0,0,0,1,9018,0,1,0,1,0,21,0,0,0,0,1
3,0,0,1,2,2,5935,1,0,1,1,0,9,0,0,0,0,0
