col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,class
1,133,82,2,1,7,1,13,1,0,0,1,0,30,0,1
2,75,20,3,3,1,8,3,1,0,0,0,0,34,1,1
2,349,16,2,1,2,1,22,1,0,0,1,2,86,0,1
1,69,163,3,3,11,8,64,1,0,0,1,0,69,0,1
1,132,32,2,1,11,8,25,1,1,2,1,0,26,114,1
2,216,51,3,3,2,1,6,1,0,0,1,0,25,108,1
2,199,199,3,3,2,8,75,1,0,0,0,0,159,0,1
2,29,101,2,1,11,8,9,1,1,2,0,0,0,30,1
2,94,174,2,1,9,8,51,1,1,2,1,0,8,5,1
2,125,86,3,3,7,4,94,1,1,2,1,0,156,0,1
2,312,196,2,1,5,9,0,1,1,19,0,0,20,59,1
2,135,37,2,1,9,8,13,1,0,0,0,2,74,0,1
1,94,163,3,3,1,8,80,1,0,0,0,0,8,0,1
2,242,60,3,3,14,4,114,1,0,0,1,0,32,0,1
1,40,25,2,1,2,8,21,1,1,5,1,0,15,5,1
2,137,81,2,1,13,8,72,1,1,3,1,0,87,0,1
1,89,33,3,3,6,3,13,1,1,3,0,0,34,64,1
2,90,179,2,1,13,8,23,1,0,0,1,0,67,0,1
1,184,25,2,1,9,1,25,1,1,3,1,0,48,0,1
2,48,39,3,3,2,4,33,1,1,3,1,0,15,78,1
1,99,36,2,1,11,8,31,1,1,2,0,0,40,0,1
2,218,122,2,1,11,4,117,1,1,7,1,0,80,5,1
2,305,118,2,1,9,8,97,1,1,15,0,0,0,230,0
2,324,123,2,1,10,8,123,1,1,6,1,0,96,166,0
1,49,157,2,1,3,4,8,1,1,1,1,0,159,35,0
2,236,117,2,1,11,8,1,1,1,1,0,0,40,93,0
2,102,179,2,1,3,8,29,1,1,22,1,0,15,88,0
1,91,179,2,1,1,8,36,1,1,12,1,0,8,120,0
1,263,120,2,1,11,8,101,1,1,3,1,0,0,0,0
1,81,138,2,1,11,8,109,1,1,5,1,0,8,0,0
2,196,101,2,1,14,4,103,1,1,6,1,0,0,149,0
2,279,65,2,1,10,1,57,1,1,12,1,0,113,194,0
2,72,163,2,1,11,8,57,1,1,7,1,0,1,139,0
2,190,91,2,1,7,1,70,1,1,2,0,0,71,125,0
1,131,81,2,1,13,8,22,1,0,0,0,2,74,0,0
2,340,108,2,1,5,9,120,1,1,1,1,0,0,0,0
2,46,53,2,1,2,8,51,1,1,1,0,0,1,65,0
1,278,131,2,1,5,1,98,1,1,6,0,0,102,238,0
2,206,101,2,1,2,1,57,1,1,6,0,0,0,103,0
2,173,108,2,1,11,4,92,1,1,12,1,0,112,149,0
2,287,118,2,1,11,4,95,1,0,0,1,0,93,0,0
2,236,17,3,3,1,8,13,1,1,3,0,0,40,149,0
2,182,69,2,1,10,8,77,1,1,6,0,0,43,0,0
1,31,143,2,1,13,8,39,1,1,6,1,0,110,124,0
1,116,186,2,1,11,4,84,1,1,2,0,0,0,212,0
1,159,84,2,1,3,4,16,1,1,9,1,0,35,0,0
1,317,197,2,1,8,3,0,1,1,15,0,0,0,86,0
2,258,10,3,3,3,4,42,1,1,8,0,0,1,104,0
2,67,163,2,1,13,8,46,1,1,1,0,0,159,89,0
2,119,49,2,1,3,4,86,1,1,9,0,0,109,141,0
2,175,65,2,1,3,4,62,1,1,6,0,0,23,182,0
2,78,45,2,1,11,8,54,1,1,3,1,0,0,121,0
1,239,127,3,3,11,4,107,1,1,14,0,0,0,191,0
1,152,118,2,1,2,1,75,1,1,7,1,0,0,200,0
1,306,195,2,1,2,8,92,1,1,14,0,0,0,187,0
1,273,15,2,1,3,4,10,1,1,11,1,0,122,6,0
1,325,150,2,1,11,8,75,1,1,14,0,0,0,175,0
2,214,118,2,1,10,4,77,1,1,12,1,0,165,0,0
2,76,65,2,1,2,8,27,1,1,11,1,0,147,185,0
2,174,45,2,1,3,4,92,1,1,3,1,0,0,0,0
1,59,168,3,3,8,5,0,1,1,11,1,0,0,0,0
1,132,73,3,3,14,4,58,1,1,1,0,0,152,0,0
1,341,195,2,1,5,9,0,1,1,14,0,0,0,203,0
2,126,54,2,1,9,4,76,1,1,2,1,0,35,0,0
2,187,2,3,3,10,1,1,1,1,1,1,0,74,179,0
2,123,54,2,1,14,4,25,1,1,4,0,0,15,223,0
2,262,54,2,1,10,8,42,1,1,2,1,0,0,15,0
2,95,50,2,1,14,8,40,1,1,1,1,0,107,20,0
2,167,51,3,3,5,4,1,1,0,0,1,0,106,0,0
1,332,199,2,1,11,8,116,1,0,0,1,0,45,228,0
1,241,150,2,1,11,4,42,1,0,0,0,0,76,142,0
2,35,143,2,1,11,8,25,1,0,0,1,0,147,108,0
1,171,17,2,1,3,8,1,1,0,0,0,0,122,229,0
2,211,77,2,1,11,4,112,1,0,0,1,0,2,126,0
2,216,36,3,3,4,8,36,0,0,0,1,0,119,0,0
1,95,66,3,3,1,8,6,1,0,0,1,0,99,0,0
2,245,0,2,1,2,1,125,1,0,0,0,0,0,0,0
2,315,179,2,1,9,4,107,1,0,0,1,0,60,181,0
1,293,187,2,1,9,4,109,1,0,0,1,0,0,0,0
2,71,159,2,1,11,4,32,1,0,0,0,0,1,0,0
2,117,45,3,3,13,8,9,1,0,0,1,0,67,153,0
2,94,179,2,1,1,8,64,1,0,0,1,2,39,0,0
1,107,137,2,1,1,8,34,1,0,0,0,0,23,65,0
1,26,140,2,1,11,8,29,1,1,4,0,0,147,117,0
2,43,133,2,1,1,8,45,1,1,14,0,0,147,67,0
2,279,10,2,1,2,1,125,1,1,19,0,0,0,232,0
1,54,62,2,1,7,1,13,1,1,4,0,2,159,0,0
1,48,72,2,1,11,8,4,1,1,3,0,0,1,6,0
1,321,204,2,1,2,8,92,1,1,7,0,0,0,199,0
1,68,110,2,1,11,8,59,1,1,7,0,0,11,201,0
2,288,135,2,1,2,4,118,1,1,9,0,0,35,176,0
2,237,118,2,1,1,1,72,1,1,1,0,0,0,114,0
2,240,101,2,1,2,8,84,1,1,7,0,0,0,200,0
1,134,33,2,1,2,8,57,1,1,5,1,0,80,171,0
1,178,96,2,1,11,4,39,1,1,2,0,0,0,0,0
2,55,159,2,1,2,8,64,1,0,0,1,0,0,0,0
2,251,7,2,1,7,4,87,1,0,0,0,0,111,0,0
2,249,31,2,1,14,8,57,1,0,0,0,0,137,124,0
2,71,47,3,3,13,8,66,1,1,6,0,0,159,0,0
2,191,87,3,3,7,1,109,1,1,7,1,0,38,0,0
2,129,102,3,3,2,1,36,1,1,8,1,0,17,7,0
2,179,76,3,3,14,8,68,1,1,3,1,0,103,0,0
2,283,129,2,1,13,4,126,1,1,12,0,0,0,137,0
2,122,55,3,3,1,8,46,1,1,3,1,0,99,119,0
2,70,151,2,1,14,8,1,1,1,9,0,0,147,107,0
1,85,16,2,1,11,4,30,1,1,1,0,0,0,127,0
1,245,32,2,1,7,1,51,1,0,0,1,0,0,93,0
2,92,69,2,1,2,8,51,1,1,6,0,0,170,124,0
1,49,155,2,1,11,8,18,1,1,2,1,0,133,0,0
2,207,57,3,3,13,8,2,1,1,1,0,0,135,156,0
1,200,174,2,1,11,4,123,1,1,8,0,0,0,220,0
1,344,0,0,0,0,0,0,0,0,0,0,1,170,0,0
2,134,141,2,1,11,4,93,1,1,6,0,0,104,70,0
2,198,65,2,1,9,8,80,1,1,7,0,0,19,164,0
2,233,91,2,1,2,1,98,1,1,16,0,0,7,159,0
2,231,113,2,1,3,4,114,1,1,14,1,0,109,0,0
2,87,119,3,3,4,8,92,1,0,0,1,2,1,0,0
2,331,192,2,1,6,3,129,1,1,15,1,0,0,149,0
2,76,168,2,1,7,8,72,1,1,9,0,0,144,133,0
2,113,68,3,3,3,8,89,1,1,1,0,0,47,0,0
2,283,81,2,1,1,8,72,1,0,0,0,2,56,0,0
2,244,87,2,1,3,4,100,1,1,8,0,0,86,0,0
2,314,168,2,1,6,3,84,1,1,5,0,0,0,225,0
2,308,146,2,1,5,8,111,1,1,5,0,0,0,0,0
1,32,140,3,3,2,8,25,1,1,4,1,0,159,114,0
1,294,180,2,1,1,8,52,1,1,3,1,0,22,0,0
2,339,163,2,1,5,9,130,1,1,7,1,0,50,0,0
1,17,138,2,1,1,8,33,1,0,0,1,0,0,0,0
1,31,144,2,1,1,8,2,1,0,0,0,0,1,0,0
1,218,108,2,1,11,8,3,1,0,0,1,0,55,0,0
2,78,86,2,1,2,1,6,1,0,0,1,0,23,0,0
2,22,108,2,1,9,8,13,1,0,0,0,0,159,0,0
1,69,134,3,3,14,8,56,0,0,0,0,0,25,0,0
2,39,12,2,1,11,8,46,1,1,2,1,0,159,0,0
2,64,163,2,1,3,8,17,1,0,0,0,0,1,0,0
2,96,81,2,1,3,8,16,1,1,7,0,0,0,222,0
1,278,72,2,1,14,8,122,1,1,2,1,0,139,177,0
2,181,51,2,1,14,4,80,1,1,4,1,0,64,143,0
2,123,189,2,1,13,8,94,1,0,0,1,0,132,114,0
1,326,206,2,1,7,1,114,1,1,13,0,0,0,221,0
1,48,53,2,1,11,8,48,1,1,5,0,0,51,193,0
2,108,9,2,1,7,1,0,1,0,0,1,0,0,0,0
2,55,126,2,1,1,8,34,1,1,1,0,0,159,226,0
2,257,96,2,1,11,8,81,1,0,0,0,2,0,0,0
2,219,153,2,1,14,8,57,1,1,6,0,0,141,75,0
2,47,150,3,3,2,8,57,1,0,0,0,2,110,0,0
2,284,210,2,1,13,8,42,1,1,3,0,0,8,14,0
2,130,101,2,1,13,8,116,1,0,0,1,0,152,0,0
1,30,126,2,1,11,8,61,1,1,5,0,0,170,235,0
2,27,54,2,1,7,8,36,1,1,2,0,0,8,93,0
2,179,73,3,3,2,4,47,1,1,1,1,0,34,234,0
2,267,135,2,1,3,4,123,1,1,1,1,0,162,179,0
1,39,8,2,1,11,4,7,1,1,11,0,0,159,48,0
0,89,182,2,1,2,1,83,1,1,2,0,0,155,109,0
2,61,163,2,1,14,8,7,1,1,6,0,0,9,0,0
2,238,207,2,1,5,9,130,1,1,11,0,0,0,157,0
2,246,101,2,1,11,4,84,1,1,6,1,0,130,0,0
1,19,163,2,1,14,4,25,1,1,11,0,0,0,199,0
2,77,165,2,1,14,4,12,1,1,1,0,0,1,0,0
2,349,20,2,1,9,8,6,0,0,0,0,0,103,180,1
2,23,155,2,1,2,4,27,0,0,0,0,0,86,13,1
2,41,164,2,1,2,8,46,0,0,0,1,0,14,0,1
2,41,0,2,1,4,8,13,0,0,0,0,0,17,0,1
1,49,144,2,1,7,8,1,0,0,0,0,0,40,149,1
1,89,51,3,3,2,8,4,0,0,0,0,0,13,0,1
2,174,62,2,1,4,4,94,0,0,0,1,0,78,0,1
1,302,0,3,3,6,3,0,0,0,0,0,0,0,0,1
1,283,41,2,1,7,7,8,0,0,0,0,0,0,56,1
1,46,159,3,3,14,4,0,0,0,0,1,0,21,27,1
2,296,19,2,1,6,3,0,0,0,0,0,0,18,0,1
2,12,3,3,3,2,8,1,0,0,0,0,0,15,131,1
2,25,38,3,3,5,2,0,0,0,0,0,0,1,0,1
1,167,114,2,1,4,8,30,0,0,0,0,0,70,0,1
2,330,46,2,1,11,8,3,1,0,0,1,0,67,0,0
2,21,5,2,1,11,6,5,0,0,0,0,0,40,31,0
2,217,0,0,0,0,0,0,0,0,0,0,1,170,0,0
2,171,65,2,1,2,8,30,0,0,0,1,0,74,0,1
2,22,121,3,3,10,8,1,0,0,0,0,0,15,0,1
2,220,153,3,3,9,8,3,0,0,0,0,0,23,0,1
2,154,65,2,1,3,4,51,0,0,0,1,2,90,0,1
2,28,111,2,1,4,8,14,0,0,0,0,0,8,0,1
1,34,107,2,1,7,4,7,0,0,0,0,0,159,113,1
1,23,150,3,3,11,4,4,0,0,0,0,0,90,0,1
2,90,186,3,3,6,3,0,0,0,0,0,0,170,0,1
2,8,28,2,1,10,8,2,1,0,0,0,2,40,0,1
2,53,29,3,3,2,4,6,0,0,0,0,0,74,77,1
2,84,19,3,3,3,4,3,0,0,0,0,0,61,1,1
2,18,93,2,1,2,8,6,0,0,0,0,2,159,0,1
1,10,39,2,1,11,8,6,0,1,1,0,0,3,47,1
2,78,181,2,1,2,8,3,0,1,2,0,0,0,216,1
2,17,150,2,1,13,4,4,0,1,1,0,0,8,1,1
1,349,45,2,1,6,3,0,0,1,2,1,0,40,50,1
2,140,18,2,1,13,8,7,0,1,1,0,0,90,197,1
2,31,13,3,3,2,8,4,0,1,1,0,0,40,1,1
1,60,51,3,3,8,5,0,0,0,0,0,0,23,0,1
2,75,25,2,1,10,8,13,0,0,0,1,2,86,0,1
1,24,150,2,1,13,8,25,0,1,1,0,0,8,1,1
2,99,17,2,1,13,8,4,0,1,1,0,0,70,109,1
2,202,63,2,1,13,8,3,0,1,2,0,0,51,1,1
1,6,11,2,1,6,3,0,0,1,1,0,0,23,58,1
1,166,75,2,1,6,3,65,0,1,2,1,0,40,4,1
2,342,138,2,1,6,3,75,0,1,1,0,0,152,6,1
2,176,65,2,1,1,8,42,0,1,2,1,0,154,0,1
2,9,69,2,1,1,8,17,0,1,1,0,0,159,21,1
2,65,175,2,1,2,8,71,0,1,2,1,0,34,71,1
1,323,54,2,1,6,3,98,0,1,1,0,0,0,10,1
2,24,5,2,1,4,8,6,0,0,0,1,2,74,0,1
2,80,32,2,1,2,8,13,0,0,0,1,2,74,0,1
1,4,71,2,1,11,8,2,0,0,0,0,0,8,0,1
1,91,188,2,1,11,4,36,0,0,0,0,0,74,1,1
2,288,213,3,3,6,3,0,1,0,0,1,0,0,0,1
2,81,69,2,1,6,3,80,0,0,0,0,0,23,24,1
2,28,156,2,1,6,3,10,0,0,0,0,0,159,0,1
2,124,40,2,1,9,4,6,0,0,0,1,2,15,0,1
1,164,72,3,3,8,5,0,0,0,0,0,0,23,20,1
1,92,94,2,1,13,8,25,0,0,0,1,0,96,6,1
2,33,51,3,3,2,8,53,0,0,0,1,0,5,6,1
1,9,8,2,1,1,8,3,0,0,0,0,0,40,1,1
1,28,150,2,1,4,8,10,0,0,0,0,0,159,33,1
2,8,0,3,3,1,8,6,0,0,0,0,0,147,0,1
2,75,25,2,1,10,8,13,1,0,0,1,2,86,0,1
2,53,9,3,3,2,4,6,0,0,0,0,0,74,77,1
2,16,208,1,2,6,7,0,0,0,0,1,1,125,239,0
2,34,0,3,3,10,1,0,0,0,0,1,2,136,1,0
2,212,4,3,3,2,8,36,0,0,0,1,0,58,54,0
2,54,45,2,1,13,8,36,0,0,0,0,0,19,8,0
1,22,12,1,2,3,3,114,0,0,0,1,2,80,0,0
1,183,12,2,1,3,8,9,0,0,0,0,0,80,34,0
2,287,7,3,3,9,8,6,1,1,11,0,0,103,196,0
2,183,39,2,1,13,8,28,0,0,0,0,0,8,0,1
1,140,35,3,3,14,8,25,0,0,0,0,0,74,13,1
2,148,35,3,3,2,8,1,0,0,0,0,0,29,72,1
0,241,81,2,1,7,1,13,0,0,0,0,2,6,0,1
2,195,65,3,3,13,8,64,0,0,0,0,2,40,0,1
2,349,86,3,3,7,8,2,0,0,0,1,0,114,0,1
2,46,0,0,0,0,0,0,0,0,0,0,1,170,0,1
1,180,65,3,3,2,8,57,0,0,0,1,0,0,2,1
2,187,65,2,1,2,8,25,0,0,0,0,0,128,16,1
1,97,179,2,1,4,8,25,0,0,0,1,0,34,152,1
2,194,65,2,1,3,1,13,0,0,0,0,0,91,0,1
2,123,25,2,1,11,4,4,0,0,0,1,0,51,87,1
2,277,118,2,1,2,8,25,0,0,0,1,0,0,81,1
1,195,39,3,3,7,4,13,0,0,0,1,0,23,0,1
1,180,72,3,3,1,8,46,0,0,0,0,0,34,0,1
2,126,72,2,1,13,8,19,0,0,0,1,0,80,41,1
1,228,86,2,1,2,8,64,0,0,0,0,0,131,0,1
2,256,88,2,1,1,8,1,0,0,0,0,0,3,49,1
2,116,60,2,1,7,1,13,0,0,0,1,0,150,205,1
2,184,69,2,1,7,1,0,0,0,0,0,0,34,0,1
2,226,51,2,1,9,8,13,0,0,0,1,0,80,2,1
2,335,122,2,1,5,9,0,0,0,0,0,0,0,12,1
0,170,45,2,1,2,8,6,0,0,0,1,0,101,57,1
2,114,94,3,3,2,1,57,0,0,0,0,0,40,159,1
2,336,17,2,1,2,8,15,1,1,3,1,0,34,0,1
2,125,45,2,1,13,8,51,0,1,1,1,0,1,3,1
1,108,54,2,1,8,5,0,0,0,0,1,0,72,1,1
2,65,19,3,3,6,3,0,0,0,0,0,0,1,0,1
2,69,168,3,3,10,8,36,0,0,0,1,0,0,205,1
2,155,47,2,1,4,8,15,0,0,0,1,2,0,0,1
2,211,54,2,1,7,8,6,0,0,0,1,0,52,0,1
1,5,5,2,1,1,8,25,0,1,2,1,0,86,1,1
2,244,41,2,1,4,8,4,0,0,0,0,0,27,0,1
1,37,5,2,1,11,8,1,0,0,0,1,0,103,0,1
2,172,72,2,1,4,8,4,0,0,0,1,0,8,0,1
1,212,97,2,1,6,3,0,0,0,0,0,0,23,0,1
1,149,108,2,1,9,8,92,0,0,0,1,2,1,0,1
2,76,65,2,1,6,3,2,0,0,0,1,0,1,208,1
2,115,17,2,1,9,3,0,0,0,0,0,0,1,0,1
2,11,11,3,3,9,8,7,0,0,0,0,2,40,0,1
2,88,54,2,1,5,2,4,0,1,2,0,0,86,165,1
2,257,39,2,1,10,8,122,0,1,1,1,0,94,53,1
1,72,116,2,1,1,8,4,0,0,0,0,0,51,149,1
2,232,50,3,3,10,8,4,0,0,0,0,2,111,0,1
1,82,168,3,3,9,4,64,0,0,0,1,0,39,16,1
2,56,25,3,3,12,6,19,0,0,0,1,0,13,2,1
2,177,65,3,3,13,8,100,0,0,0,1,0,74,0,1
2,110,184,2,1,5,2,0,0,0,0,1,0,15,155,1
1,267,95,2,1,9,4,25,0,0,0,1,2,61,0,1
2,109,46,2,1,13,8,3,0,0,0,0,0,1,0,1
0,128,19,2,1,1,8,1,0,0,0,0,0,67,150,1
1,50,16,3,3,5,2,25,0,0,0,0,0,67,0,1
2,134,192,2,1,4,8,3,0,0,0,0,0,0,92,1
2,48,28,3,3,2,8,46,0,0,0,1,2,61,0,1
2,190,41,2,1,7,1,3,0,0,0,1,0,122,209,1
2,182,9,2,1,7,1,75,0,0,0,1,2,116,0,1
2,260,101,2,1,7,1,51,0,0,0,1,0,16,0,1
1,71,122,2,1,2,8,4,0,0,0,0,0,23,0,1
1,87,65,3,3,7,1,80,0,0,0,0,0,40,110,1
1,320,91,3,3,6,3,84,0,0,0,1,0,0,4,1
2,64,167,2,1,9,8,38,0,0,0,1,0,1,160,1
2,186,108,3,3,2,8,36,0,0,0,1,0,147,0,1
2,70,45,3,3,1,8,14,0,0,0,1,0,8,41,1
2,53,0,2,1,2,8,13,0,0,0,1,2,0,0,1
2,113,193,2,1,7,1,0,0,0,0,1,0,33,0,1
2,74,6,2,1,10,8,2,0,0,0,0,2,0,0,1
2,1,122,2,1,5,8,25,0,0,0,0,0,148,0,1
2,236,101,2,1,7,1,5,0,0,0,0,0,143,0,1
2,121,179,2,1,1,1,6,0,0,0,1,0,154,0,1
2,91,17,2,1,10,8,25,0,0,0,1,0,8,1,1
2,244,39,3,3,13,8,6,0,0,0,0,0,0,74,1
1,178,48,2,1,4,8,14,0,0,0,1,0,0,0,1
2,144,55,3,3,14,4,1,0,0,0,0,0,10,1,1
1,82,19,3,3,6,3,3,0,0,0,0,0,8,45,1
2,108,179,3,3,9,4,30,0,0,0,1,0,0,17,1
2,157,56,2,1,2,8,2,0,0,0,0,0,80,0,1
2,49,103,3,3,8,8,7,0,0,0,0,0,15,73,1
2,136,12,2,1,2,8,7,0,0,0,0,0,51,61,1
1,301,118,2,1,7,1,66,0,0,0,1,0,155,0,1
1,71,11,2,1,11,8,19,0,0,0,0,2,23,0,1
2,186,103,3,3,7,1,27,0,0,0,1,0,131,0,1
1,343,114,2,1,6,3,0,0,0,0,0,2,0,0,1
1,239,132,3,3,9,8,4,0,1,2,0,0,170,18,1
1,38,21,3,3,2,8,25,0,1,1,0,0,41,2,1
2,5,75,2,1,13,8,2,0,1,1,0,0,0,6,1
2,12,9,2,1,11,8,8,0,1,4,0,0,23,8,1
2,159,70,2,1,6,3,0,0,1,5,0,0,32,63,1
2,96,72,2,1,2,8,30,0,1,1,0,0,0,22,1
1,71,26,2,1,7,8,2,0,0,0,0,0,17,0,1
2,240,45,2,1,7,1,0,0,0,0,0,2,80,0,1
2,66,15,2,1,9,8,3,0,0,0,1,0,74,37,1
1,66,39,3,3,6,3,70,0,0,0,0,0,74,0,1
2,69,4,3,3,9,8,3,0,0,0,0,0,40,43,1
2,82,52,2,1,2,8,14,0,0,0,1,0,14,1,1
2,222,23,2,1,2,8,9,0,1,2,0,0,54,114,1
1,112,66,3,3,6,3,0,0,0,0,1,0,34,40,1
2,197,65,2,1,7,8,25,0,0,0,1,0,46,0,1
2,46,35,2,1,11,8,36,0,0,0,0,0,3,7,1
2,139,39,2,1,13,8,42,0,0,0,0,0,40,0,1
2,108,28,2,1,3,8,28,0,0,0,0,0,1,0,1
2,183,58,2,1,2,8,36,0,0,0,0,1,8,0,1
2,90,39,2,1,2,8,6,0,0,0,0,0,4,0,1
1,123,55,2,1,13,8,6,0,0,0,1,0,34,35,1
2,216,28,2,1,5,8,1,0,0,0,0,0,8,5,1
2,290,61,2,1,6,3,7,0,0,0,0,0,40,3,1
2,182,11,3,3,3,8,2,0,0,0,0,0,34,0,1
2,300,72,3,3,6,3,36,0,0,0,0,0,34,4,1
2,74,76,3,3,2,8,4,0,0,0,0,0,23,151,1
2,61,46,2,1,9,8,2,0,0,0,1,0,95,0,1
