age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
39,6,199407,13,2,3,0,4,1,99981,0,61,39,1
59,5,30505,13,2,9,0,3,0,99960,0,104,39,0
31,4,428668,5,0,4,0,4,1,0,0,53,39,0
45,7,254953,5,0,1,4,4,1,0,0,40,39,0
20,4,352171,2,4,7,1,1,1,0,0,65,22,0
26,4,262349,12,4,8,1,1,1,0,1603,21,26,0
38,3,340542,10,0,7,4,4,0,0,0,13,34,0
60,0,42614,4,4,0,3,2,0,0,0,40,39,0
65,1,94082,11,0,1,0,3,1,100007,0,51,0,1
45,4,204611,11,0,10,0,4,1,100035,0,90,39,1
45,4,164219,11,2,7,0,2,1,100013,0,40,39,1
73,4,176600,9,2,1,0,3,1,4724,0,40,39,1
46,4,159898,8,2,4,0,4,1,100008,0,52,39,1
36,2,262475,12,2,4,2,4,1,0,0,40,39,0
30,4,239358,9,4,8,1,4,1,0,0,32,39,0
66,4,177722,15,2,12,0,4,1,0,0,47,26,1
41,4,264787,9,4,10,1,4,1,0,0,20,39,0
40,6,249467,12,2,10,0,4,1,5598,0,50,39,1
52,5,130689,12,2,3,0,4,1,100042,0,45,39,1
25,2,242689,9,4,4,1,4,0,0,0,40,39,0
88,0,38506,4,6,0,0,3,0,0,0,45,39,0
58,0,181506,4,4,0,1,3,0,0,0,40,27,0
41,4,103707,11,0,10,0,4,1,100023,0,41,39,1
25,4,209811,5,2,1,0,3,1,0,0,50,39,0
40,4,46666,9,2,4,0,4,1,99982,0,58,39,1
40,4,250402,9,4,1,4,4,1,0,0,19,39,0
40,6,231181,11,2,5,0,4,1,100002,0,28,39,1
41,4,190416,10,2,10,0,4,1,99999,0,61,39,1
55,4,243984,14,2,10,0,3,1,100029,0,67,39,1
42,2,393341,14,2,10,0,0,1,100022,0,45,39,1
45,3,40536,7,0,11,2,4,1,0,0,26,39,0
51,4,157083,10,0,4,0,3,0,100010,0,58,16,1
19,4,129277,15,4,0,3,2,1,0,0,18,39,0
21,4,90773,11,4,1,1,4,0,0,0,14,39,0
68,0,132204,9,2,0,0,4,1,4979,0,40,39,1
50,4,351453,12,0,10,4,4,0,100026,0,20,39,1
68,4,221098,14,2,10,0,4,1,14131,0,82,39,1
23,4,277888,5,4,1,4,2,1,5002,0,44,39,0
56,5,59414,14,2,10,0,3,1,100005,0,54,36,1
23,4,209231,9,4,11,3,4,1,0,0,18,39,0
49,3,174051,12,4,5,1,1,0,0,0,40,6,0
36,4,283746,12,2,5,5,4,1,0,0,40,31,0
50,4,306151,10,1,3,1,4,0,0,0,35,39,0
58,4,50591,14,0,8,1,4,0,100041,0,22,39,0
30,6,394993,3,4,5,2,2,0,0,0,22,39,0
24,6,30872,9,4,3,1,4,0,5177,0,46,39,1
56,4,232636,9,4,10,1,4,1,0,1913,53,39,0
70,4,280519,14,2,7,0,4,1,99992,0,35,39,1
59,7,384098,4,0,3,1,4,1,0,0,40,39,0
31,3,89568,8,2,0,3,1,0,0,0,34,30,0
72,6,194116,11,2,3,0,4,1,100017,0,59,39,1
66,1,29811,8,2,1,0,1,0,100023,0,51,22,1
43,6,52856,9,2,10,0,4,1,100036,0,66,39,1
39,4,188756,11,2,3,0,4,1,0,1603,40,39,0
40,3,186693,11,0,7,4,4,0,0,0,37,39,1
32,3,350391,8,0,8,3,3,0,0,0,43,39,0
56,6,153132,14,2,0,0,3,0,0,0,34,39,0
60,4,300595,10,2,3,0,1,1,5184,0,21,11,1
25,4,207403,7,4,1,3,4,1,0,0,40,39,0
48,2,186917,10,3,4,0,1,0,100002,0,42,21,1
39,4,258306,11,2,1,0,4,1,0,0,40,39,0
21,4,325559,12,1,10,1,3,0,0,385,64,39,0
38,4,68389,11,6,1,4,1,0,0,0,40,0,0
18,0,308486,2,4,0,3,2,0,0,0,15,39,0
40,4,95160,15,4,12,0,1,1,0,0,40,3,0
30,4,457878,4,0,3,1,4,0,0,0,57,39,0
43,6,82438,9,2,7,0,4,1,99980,0,51,39,1
37,4,293693,9,4,11,1,4,1,0,0,40,39,0
33,4,135296,8,4,10,1,1,1,0,0,40,30,0
47,6,157412,9,4,5,1,4,0,0,0,70,39,0
51,4,247512,9,2,4,0,4,1,100010,0,47,10,1
41,4,265179,6,4,7,4,1,0,0,0,40,17,0
31,4,191558,9,4,11,0,4,0,99855,0,60,39,1
64,4,129329,10,2,6,0,4,1,100017,0,69,39,1
38,4,251510,7,1,10,4,4,0,0,0,40,39,0
36,2,367569,13,2,9,0,4,0,0,0,51,39,0
47,6,80529,8,0,3,4,4,0,0,0,29,39,0
30,4,216849,11,2,7,0,4,1,100004,0,67,39,0
42,6,377178,5,4,5,1,4,0,0,1905,42,39,0
41,2,385761,9,0,9,1,4,0,0,0,40,39,1
31,3,262429,5,2,3,0,2,1,0,1207,5,39,0
66,1,86469,6,2,3,0,4,1,4823,0,42,39,0
66,4,147709,11,0,4,1,4,0,0,0,40,39,0
45,6,109540,12,0,4,1,4,0,0,0,44,22,1
41,4,271686,12,2,10,0,4,1,100030,0,51,39,1
24,2,194833,9,4,0,1,4,0,0,0,48,39,0
34,4,242424,15,4,1,1,2,0,100017,0,66,34,1
44,4,240687,6,0,8,4,4,0,0,0,52,39,1
57,2,107957,10,2,4,5,4,0,0,0,40,39,0
24,2,254037,11,2,6,0,4,1,0,0,59,39,0
66,6,116010,14,2,0,0,3,0,100021,0,50,39,1
47,6,117039,5,2,6,0,4,1,100004,0,77,39,1
34,6,274267,11,2,3,0,1,1,0,0,40,11,1
25,7,49273,12,4,11,3,4,0,0,1595,40,39,0
48,7,429958,9,6,10,1,4,1,0,0,59,39,0
45,4,325997,11,0,3,4,4,0,0,0,53,39,1
64,4,328895,14,1,9,0,4,1,99988,0,36,39,1
66,4,388917,5,4,5,1,4,0,0,0,11,39,0
37,4,291497,9,2,4,0,4,1,99998,0,67,36,1
25,4,262598,15,2,11,0,0,1,0,0,46,26,0
23,4,249407,15,2,1,0,4,1,0,0,40,39,0
52,5,36041,12,2,3,0,4,1,100026,0,29,39,1
40,3,102119,9,0,4,1,4,0,100014,0,35,39,1
53,4,164325,10,2,12,0,4,1,0,0,59,39,1
46,2,336914,12,0,7,2,4,0,0,0,35,39,0
44,4,209948,15,2,1,0,3,1,100068,0,54,30,1
35,4,167320,9,2,14,0,4,1,0,0,40,39,1
24,2,212112,13,4,3,1,4,0,0,0,40,39,0
40,4,303572,9,0,4,0,4,0,100029,433,49,39,1
38,4,151922,1,2,1,0,4,1,0,0,13,39,0
47,2,227466,8,2,3,0,4,1,0,452,19,39,0
31,4,134209,10,2,4,2,4,0,0,0,40,36,0
26,2,405176,12,4,1,1,3,0,0,0,24,39,0
37,2,324792,12,0,8,1,4,0,0,0,40,33,1
41,4,301191,11,6,10,4,4,1,0,0,15,39,0
23,4,182093,5,4,7,0,4,1,0,0,30,39,0
35,4,165740,11,0,1,4,3,0,0,0,40,39,0
19,4,446311,9,4,3,1,4,0,0,0,31,39,0
32,0,162088,15,2,0,0,2,1,0,0,22,39,0
35,1,288993,6,2,0,0,2,1,0,0,40,39,0
47,4,336437,5,0,6,2,4,0,0,0,15,39,0
47,6,31542,14,2,10,0,4,1,99977,0,75,39,1
23,4,223407,11,2,1,2,3,1,0,0,40,39,0
40,5,189684,14,2,4,0,3,1,99986,0,51,36,1
26,3,133621,10,2,4,0,4,0,100012,0,40,17,1
49,6,42746,8,3,4,0,4,1,100030,0,45,39,1
41,6,127124,5,2,1,5,4,0,100012,0,51,39,1
69,6,186673,10,0,5,1,4,0,0,0,30,39,1
67,4,177007,5,2,4,0,4,1,0,0,13,39,1
51,4,164965,9,2,10,0,3,0,0,0,71,39,1
50,1,335078,11,4,3,4,4,1,0,0,40,39,0
54,0,317560,14,2,0,0,4,1,0,1914,44,39,1
21,3,101502,11,0,8,4,4,0,0,0,12,39,0
61,3,173113,10,1,7,4,3,0,0,0,15,39,0
23,6,49872,12,4,5,1,4,0,0,0,32,27,0
26,2,301567,12,4,4,3,4,0,0,0,22,39,0
75,4,183790,11,4,8,4,4,0,100031,0,1,39,0
56,4,362947,9,4,7,4,2,0,99911,0,31,23,1
64,4,309164,5,0,6,3,2,0,0,0,7,39,0
43,3,89100,12,2,4,0,4,1,100001,0,31,36,1
52,2,141349,9,0,4,1,4,1,0,0,52,22,0
54,1,198010,11,2,4,0,4,1,0,0,46,39,1
38,5,420799,12,2,7,1,4,0,0,0,52,39,0
56,1,192945,14,2,8,4,2,0,0,0,45,36,1
48,4,168436,15,0,3,2,4,0,0,0,40,39,0
86,6,41098,12,0,10,1,4,0,0,0,61,39,0
41,4,206765,15,2,7,0,4,1,100063,1912,51,39,1
36,4,260547,14,0,8,1,1,0,0,1292,31,39,0
61,5,143542,14,2,10,0,3,1,100025,0,64,36,1
19,0,34468,15,4,0,1,4,0,0,0,10,39,0
28,1,145980,14,1,1,3,4,0,0,0,37,39,0
22,4,211378,9,4,1,1,1,1,0,0,40,39,0
25,7,79413,15,4,4,1,4,1,0,0,40,39,0
17,4,133493,15,4,1,3,4,0,0,0,10,39,0
73,4,167483,12,6,6,1,4,0,0,0,28,17,0
63,4,245503,11,2,1,0,4,1,100045,0,40,39,1
41,3,326152,6,0,2,3,4,0,0,0,29,39,0
41,6,210728,11,2,1,5,1,0,5027,0,21,0,1
24,4,332851,10,4,3,2,2,0,0,0,34,39,0
46,6,208854,12,0,3,4,4,0,0,0,53,39,0
67,4,161396,11,1,10,0,4,1,99996,0,53,39,1
72,4,183132,15,2,3,0,2,1,0,0,40,39,0
23,3,330472,0,4,6,2,2,0,0,0,29,39,0
18,4,143951,5,4,6,2,3,0,0,0,31,17,0
40,4,224250,12,2,5,0,4,1,0,0,50,39,1
65,4,277996,11,2,3,0,4,1,0,0,40,39,1
24,7,305520,5,2,11,2,4,1,0,0,6,39,0
58,4,131688,4,4,1,2,3,0,13491,0,5,39,1
46,0,286720,9,2,4,0,1,1,0,0,40,39,1
30,4,397033,9,4,12,1,4,1,0,0,27,39,0
38,2,260502,15,0,1,4,4,0,0,0,40,39,0
68,4,198885,11,0,7,4,4,0,3459,0,12,39,0
41,6,33566,11,0,4,1,4,0,100054,0,37,39,1
41,5,230881,9,2,8,0,4,1,99989,0,52,39,1
41,4,310794,8,3,1,4,1,0,0,0,36,30,0
20,4,169183,15,2,12,0,2,1,0,0,60,39,1
42,4,172429,13,2,5,0,3,1,100028,0,45,34,1
65,4,247081,13,2,10,0,4,1,100017,0,49,39,1
46,4,314422,14,1,8,1,4,1,0,0,14,39,0
61,4,308735,13,4,10,1,4,1,0,0,40,39,1
20,6,336519,11,4,5,3,4,1,0,0,24,39,1
24,7,271255,9,4,11,1,3,1,0,0,40,39,0
48,5,173634,11,2,4,0,2,1,0,0,58,39,0
61,2,166812,14,2,3,2,0,1,0,0,40,30,0
65,4,98926,12,2,10,0,1,1,0,0,47,35,1
40,2,414349,9,0,10,1,4,0,0,0,41,39,1
51,4,221961,10,2,10,0,4,1,99985,0,57,39,1
37,2,124761,12,4,3,0,4,1,0,1894,40,39,0
60,3,67989,14,2,3,0,3,0,0,0,47,27,0
20,6,367789,11,4,12,1,4,0,0,0,21,39,0
39,4,301786,11,2,6,1,4,1,0,0,40,39,0
35,4,271329,10,2,0,5,4,0,0,0,40,39,1
64,4,322046,15,6,0,2,4,0,0,0,3,39,0
44,4,200774,12,2,3,0,4,0,0,1610,40,39,0
30,3,108950,11,0,1,3,3,0,0,0,40,39,0
57,4,153778,14,1,8,1,4,0,100005,0,52,39,1
50,6,159578,11,3,5,2,4,0,100017,0,37,39,1
41,4,362466,12,2,1,0,4,0,100005,0,40,39,1
23,4,166405,15,4,1,3,4,1,4550,0,5,39,0
44,1,254121,5,2,3,0,4,1,0,0,40,39,0
51,5,127786,12,2,12,0,4,1,100016,0,73,39,1
23,4,170780,9,2,4,0,4,1,100002,0,40,39,1
49,1,189307,15,2,1,5,4,0,0,0,24,3,0
70,4,286155,11,4,1,2,3,0,0,0,33,39,0
41,4,95400,11,2,3,0,4,0,100018,0,28,39,1
19,5,199332,15,4,12,3,4,0,0,0,41,39,0
27,0,226177,9,4,0,1,3,1,4833,0,40,39,1
21,6,29554,14,2,12,0,3,0,0,0,12,3,0
51,2,378018,2,2,11,2,4,0,0,0,49,38,1
34,4,362338,8,0,5,1,2,1,0,0,40,39,0
38,4,181541,15,2,12,0,4,1,99984,0,56,39,1
23,0,57246,9,4,1,2,1,0,0,0,40,0,0
19,4,319068,15,0,3,3,1,1,0,0,40,30,0
26,4,195979,11,0,8,3,4,1,0,1598,40,39,0
65,6,246834,11,2,0,0,4,1,0,0,40,39,0
35,4,359527,12,2,12,0,4,1,0,449,42,39,1
50,7,122323,15,2,14,0,4,1,0,0,40,39,1
43,0,392775,14,0,0,2,4,0,0,0,30,39,0
47,4,89809,11,0,7,2,4,0,7517,0,40,17,0
41,6,65766,8,2,4,0,2,0,0,0,42,22,1
36,4,112702,12,0,8,4,1,0,0,0,11,6,0
25,2,136870,5,2,5,0,4,1,0,0,3,39,0
39,7,286865,9,4,3,1,4,1,100041,0,63,39,1
59,1,91373,14,1,8,0,4,1,99990,0,50,22,1
53,7,158729,9,0,4,1,3,0,100029,0,54,39,0
45,2,59738,5,1,10,1,4,1,3677,0,18,39,0
43,2,31809,12,4,10,1,3,0,0,456,30,39,0
24,4,253180,14,1,8,4,3,0,0,0,40,10,0
49,2,113560,10,1,10,1,4,0,5149,0,40,39,1
44,5,72308,8,0,8,3,4,0,0,0,53,17,0
20,0,172309,1,4,0,2,2,1,0,0,8,39,0
64,4,225920,11,2,5,0,4,1,100009,0,55,39,1
50,0,205928,11,2,0,0,4,1,3432,0,58,39,1
50,5,260909,4,1,3,4,2,0,0,0,32,39,0
57,0,89465,5,2,0,1,4,1,0,0,40,39,0
19,4,162754,0,2,6,2,4,1,0,0,40,39,0
38,2,253510,5,2,10,0,4,0,0,2255,40,39,0
42,7,347573,9,2,4,0,2,1,0,0,46,39,0
60,4,270625,11,2,1,0,4,1,5016,0,40,39,1
47,4,327804,6,1,1,4,4,0,99971,0,31,39,1
47,2,190685,11,0,2,4,2,0,0,0,31,39,0
77,4,346037,15,1,1,1,4,1,0,0,33,39,0
40,4,100924,11,2,5,0,4,1,0,0,49,39,0
42,4,63964,12,0,8,1,4,0,0,0,40,39,0
49,1,147720,11,2,0,0,4,1,0,0,18,39,0
34,4,247426,9,2,5,0,4,1,0,0,40,39,1
49,7,210511,9,0,1,1,4,0,0,0,31,39,0
19,3,164368,1,2,6,0,4,1,0,0,22,39,0
19,4,164291,6,4,7,3,4,0,0,480,50,26,0
55,5,233034,14,2,10,0,3,1,99986,0,75,10,1
32,7,195143,12,2,4,0,3,1,0,0,40,39,0
56,3,132544,10,1,11,0,4,1,99992,0,37,11,1
52,6,43603,9,4,3,1,4,1,0,0,50,39,0
45,4,125547,11,2,1,0,1,0,100000,0,45,36,1
20,3,169742,7,2,0,5,3,0,0,0,16,39,0
28,2,44143,15,4,5,1,1,0,0,0,40,33,0
26,4,321968,9,4,3,1,4,0,0,0,7,39,0
40,4,462931,10,0,10,1,4,0,100042,470,52,39,1
43,3,249235,8,0,7,4,3,0,0,0,50,22,0
28,2,254704,9,4,5,1,2,0,0,2052,38,39,0
25,4,255024,0,2,4,2,4,1,0,0,40,26,0
53,7,41617,9,4,4,1,1,1,0,0,40,39,0
41,4,203115,11,0,3,0,4,1,100018,0,51,39,1
40,7,436050,12,2,10,0,4,1,0,1908,39,39,0
42,4,528222,11,2,12,0,4,1,99992,0,36,39,1
41,2,159739,10,0,7,1,4,0,0,0,40,39,0
23,0,173913,11,0,1,4,3,0,0,0,40,39,0
19,4,199036,0,4,1,3,4,1,0,0,16,39,0
80,4,155283,12,2,4,0,4,1,0,0,13,39,0
57,6,45923,11,4,11,1,4,0,0,0,76,39,0
19,2,120995,11,5,7,3,4,1,0,0,19,39,0
41,4,197739,8,5,1,4,1,0,0,0,36,6,0
54,2,76136,12,6,11,1,4,0,0,0,5,39,1
24,4,385612,9,4,1,1,4,1,0,0,19,39,0
19,4,101207,11,4,1,3,4,1,0,365,18,39,0
24,4,54206,15,4,3,3,4,0,0,1892,40,0,0
47,2,336165,10,1,2,4,3,0,100051,0,36,39,1
50,1,227421,12,2,10,0,1,1,100041,0,50,22,1
49,4,127031,11,2,5,0,4,0,100015,0,45,39,1
64,4,147856,9,1,12,0,4,1,99984,0,53,39,1
48,0,111555,11,2,0,0,4,1,5112,0,40,39,0
63,4,153883,11,2,3,0,4,1,0,0,12,39,0
53,4,164280,9,2,12,0,4,0,0,0,31,39,0
40,3,247067,9,2,14,3,4,1,0,0,40,39,0
51,0,268504,11,0,0,1,3,0,0,0,40,39,0
24,4,163853,9,4,8,3,2,0,0,0,30,39,1
46,6,157478,9,0,0,1,4,0,4956,0,20,39,0
37,0,114214,12,0,0,1,3,0,0,0,40,39,0
51,4,264604,13,4,12,3,4,1,0,0,7,39,0
32,4,296232,12,4,8,1,2,1,0,0,86,39,0
47,1,432999,9,2,5,0,4,1,0,0,22,39,0
53,5,39098,10,2,4,0,4,1,99973,0,66,39,1
68,3,286883,5,2,3,0,3,1,0,0,49,39,0
20,6,383418,11,4,6,3,2,0,99999,0,29,39,1
65,5,196473,11,2,7,0,4,1,99982,0,71,39,1
49,4,166633,9,3,3,0,1,1,100029,0,40,39,1
45,6,281607,11,2,4,0,4,1,0,0,43,39,1
52,4,126925,11,2,4,0,4,1,0,0,50,39,1
39,4,311687,12,4,12,3,4,1,0,0,30,39,0
36,6,150200,8,2,3,5,2,0,0,0,45,39,1
44,4,364187,4,2,9,2,4,1,99980,0,40,39,1
36,2,38544,9,2,4,2,4,0,0,0,53,3,0
26,4,265511,0,4,8,1,4,0,0,0,40,39,0
19,0,183993,15,4,0,3,3,0,0,0,9,0,0
39,2,161988,10,2,10,1,4,1,100067,0,63,39,1
58,1,39607,12,0,3,4,2,0,0,0,49,0,0
41,4,365413,12,0,7,2,4,0,0,1321,50,39,0
40,3,195515,5,4,6,1,4,1,0,0,13,39,0
51,2,132167,9,4,5,2,1,0,0,0,30,39,0
58,3,227694,12,1,1,4,1,0,0,0,19,35,0
51,4,316434,15,2,1,1,1,1,0,0,52,26,0
47,4,386528,9,4,10,1,3,1,0,440,42,39,1
35,4,142890,11,2,11,0,3,1,99994,0,74,39,1
42,4,112692,11,2,3,0,4,0,100021,0,50,39,1
58,4,160325,9,4,4,1,4,0,5323,0,54,39,1
34,4,140316,9,2,1,0,4,1,100015,0,77,39,1
47,4,267313,11,2,7,0,4,1,0,0,40,26,0
43,1,297552,0,2,7,0,4,1,0,0,40,39,0
39,3,192951,14,4,3,3,4,0,0,1574,41,39,0
45,6,378680,12,0,5,1,4,0,0,0,45,39,0
45,4,142763,14,1,3,4,3,0,0,463,39,6,0
59,1,116976,9,1,1,1,4,0,0,0,40,39,1
31,5,254518,12,4,7,3,2,0,0,0,34,36,0
37,3,242041,9,1,1,3,4,0,0,0,39,39,0
62,4,196323,11,4,1,4,1,1,0,0,40,3,0
51,4,196661,13,2,3,0,4,1,100021,0,40,39,1
41,4,275414,11,1,11,4,2,0,0,457,40,39,0
50,4,90747,13,0,8,3,4,0,0,0,17,39,0
41,4,424604,5,0,7,2,2,0,0,0,29,39,0
47,4,212260,9,1,1,4,4,0,5026,0,44,39,1
19,3,162042,9,4,12,3,3,1,0,409,36,3,0
37,2,175610,14,1,11,2,2,0,0,463,37,39,0
42,3,212635,13,0,9,4,3,0,0,391,21,36,0
83,4,34101,15,2,3,0,4,1,0,428,49,39,1
41,4,117792,5,0,4,1,3,1,99982,0,50,10,1
56,4,303005,15,2,7,0,4,1,0,0,40,39,0
