age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
46,5,176976,9,2,7,5,4,0,0,0,40,39,0
36,5,27106,11,3,5,2,3,0,4442,0,15,23,0
16,4,86248,5,4,8,3,4,0,5158,0,37,39,0
48,1,193679,13,2,10,0,4,1,0,0,56,39,0
58,4,178034,11,0,11,2,3,0,99976,0,51,30,1
42,4,258886,0,0,3,4,4,0,0,0,40,26,0
37,4,559361,9,0,4,1,4,0,0,0,54,39,1
21,4,213072,10,3,6,3,3,0,100065,0,51,39,1
39,5,151784,9,2,11,0,4,1,100016,0,46,39,1
51,0,104294,12,0,5,0,4,1,14121,0,65,39,1
53,2,107246,12,0,10,5,4,0,0,0,38,39,1
36,7,25890,14,2,1,0,1,1,0,0,40,0,1
21,4,201200,9,4,12,3,4,1,0,0,37,39,0
38,2,99267,10,0,1,3,2,0,0,0,19,39,0
39,4,205999,1,2,6,0,4,1,0,0,40,39,0
57,2,401453,15,2,11,0,3,0,13505,0,40,39,1
71,5,69170,1,2,6,0,4,1,0,0,53,39,0
26,7,338542,1,4,13,1,4,1,0,0,40,39,0
48,4,458847,15,2,11,0,4,1,100011,0,52,39,1
41,5,422888,11,3,9,2,3,0,100059,0,46,39,0
35,4,433957,15,2,4,0,4,0,0,0,44,39,1
23,4,197241,9,3,8,3,4,0,0,0,23,23,0
47,3,99135,11,1,9,2,1,0,4192,0,22,27,0
40,4,225771,12,2,14,0,4,1,100016,0,66,39,1
43,8,249847,10,2,10,0,4,1,99854,0,73,39,1
75,0,89264,11,0,0,3,2,0,0,0,42,39,0
33,2,127797,8,2,8,5,2,0,0,0,45,39,0
42,4,163759,13,0,8,4,4,0,0,0,33,39,0
33,2,180048,1,4,3,1,2,0,0,0,22,39,0
32,4,222602,1,4,6,3,2,1,5227,0,29,39,0
59,4,322480,9,2,10,0,2,0,0,0,42,39,1
32,4,168756,11,2,12,0,4,1,4875,0,60,39,0
21,4,149179,5,4,8,3,4,0,0,0,19,39,0
45,4,83933,7,2,14,0,4,1,0,0,47,39,0
40,1,249868,11,2,3,0,4,1,0,0,40,39,1
45,4,103395,12,3,4,0,4,1,99788,0,32,39,1
35,4,196968,10,3,6,1,2,0,100087,0,42,39,1
36,4,201516,15,2,14,0,4,1,0,0,55,39,0
44,1,386887,10,2,4,0,4,0,99952,0,44,39,1
43,4,209276,11,2,1,0,4,0,0,0,40,23,1
34,4,364880,11,2,5,0,4,1,99624,0,46,39,1
36,4,170411,9,0,9,1,4,0,100116,0,59,39,1
21,4,155848,7,1,2,4,4,0,0,0,20,32,0
45,6,376933,11,0,1,3,4,0,0,0,33,0,0
42,5,339694,10,2,1,0,4,1,99973,0,40,26,1
36,4,388052,15,0,5,1,3,0,5273,0,36,39,0
41,4,108081,9,2,4,0,4,1,99918,0,51,22,1
34,2,286980,11,4,14,1,4,1,5230,0,40,39,0
35,4,154946,9,2,10,0,4,0,99911,0,52,39,1
35,2,55616,15,3,3,3,3,0,0,0,46,9,0
18,4,329171,9,4,12,2,4,1,0,0,2,39,0
37,2,205168,10,2,10,5,4,0,0,0,56,39,1
57,4,172883,14,2,10,0,4,1,0,0,50,39,1
62,0,33383,9,0,0,3,4,0,0,0,33,39,0
24,5,177139,12,3,5,0,4,1,99975,0,42,39,1
22,4,204687,4,4,8,3,4,0,0,0,19,22,0
45,2,170596,11,0,11,5,4,0,14065,0,40,39,1
59,4,414272,15,2,4,0,4,1,99819,0,46,39,1
32,6,105499,1,4,3,3,2,1,0,0,40,39,0
27,5,264296,9,2,10,0,4,1,6638,0,51,39,0
28,5,227425,14,2,10,0,4,1,0,0,47,39,1
41,4,331796,9,2,6,0,4,0,99960,0,61,39,1
18,0,340352,1,4,0,3,4,1,0,0,37,39,0
26,4,141782,14,2,10,5,4,0,0,0,30,30,0
32,3,90987,10,2,6,0,4,1,100104,0,67,39,1
47,4,43111,15,2,14,0,4,1,0,0,40,39,0
59,4,310955,12,2,5,0,4,0,0,0,29,39,1
50,5,185769,10,2,10,0,4,1,99904,0,59,39,1
39,3,353315,10,2,5,5,4,0,100022,0,40,26,1
35,3,115032,1,6,2,2,4,0,0,0,54,39,0
47,4,393999,9,2,4,1,4,1,13767,0,40,39,0
35,2,136110,10,4,4,1,2,0,0,0,35,7,0
49,4,178342,11,0,3,1,4,0,4879,0,32,39,0
45,1,171487,13,2,10,0,3,1,100059,0,57,39,1
38,4,49051,10,3,3,3,1,0,100201,0,40,9,1
52,4,99755,12,0,10,0,4,1,100107,0,52,39,1
20,4,349728,11,0,12,3,4,0,5108,0,32,39,1
29,2,458635,6,2,5,0,2,1,0,0,40,18,0
93,5,50749,11,2,3,0,4,1,13853,0,40,39,1
42,1,321748,4,2,1,0,1,1,0,0,40,30,0
70,4,194129,11,0,4,0,4,0,100014,0,39,39,1
58,4,171315,11,2,4,0,4,1,0,0,52,39,1
53,5,146822,5,0,3,1,4,0,0,0,50,39,0
56,6,29026,11,6,3,0,4,1,0,0,21,39,0
48,5,365500,4,2,6,0,4,1,100018,0,58,39,1
21,4,95657,1,2,3,0,4,1,0,0,40,39,0
49,6,86873,10,2,10,0,3,0,99886,0,33,27,1
47,5,374984,10,2,4,0,4,1,100143,0,49,39,1
24,4,292208,9,4,4,1,2,0,0,0,40,39,0
40,4,467270,1,2,3,0,4,1,5882,0,40,39,0
47,5,181365,10,2,12,0,4,1,99969,0,65,39,1
63,4,311611,14,6,10,0,4,1,13628,0,40,39,0
33,4,42598,10,1,6,1,3,0,100026,0,42,39,1
50,4,214576,10,2,8,0,4,1,99930,0,40,39,1
31,4,37705,8,0,8,3,3,0,0,0,26,27,0
36,4,95630,9,0,8,4,2,0,0,0,50,39,0
17,4,216509,15,3,1,3,4,0,0,0,18,30,0
36,4,180494,10,2,7,0,4,1,99916,0,47,17,1
16,4,295455,11,4,8,3,4,0,14565,0,20,39,1
32,6,368657,9,2,10,0,4,1,100001,0,51,39,1
47,7,187539,14,2,10,0,4,1,99977,0,49,39,1
54,4,379270,9,2,7,0,4,1,0,0,40,39,0
28,3,134011,10,1,2,1,3,0,99666,0,50,37,1
50,0,829664,11,6,0,1,4,1,0,0,43,39,0
42,4,149424,12,2,10,0,4,1,0,0,38,39,1
30,1,87552,15,0,13,4,4,0,0,0,36,0,0
22,0,215867,11,2,0,5,3,0,0,0,25,36,0
36,4,253540,9,4,13,0,4,0,0,0,40,39,0
18,4,407206,11,3,7,2,4,0,100126,0,66,2,1
57,8,204105,14,2,10,0,4,1,99990,0,40,39,1
67,0,41378,11,4,0,1,4,1,0,0,40,39,0
60,0,123527,1,2,0,0,4,1,15382,0,52,39,0
34,4,337334,15,4,5,4,2,1,0,0,24,39,0
21,4,278274,9,4,8,3,4,0,0,0,21,39,0
40,4,176668,15,2,4,0,4,1,100087,0,60,39,1
44,4,343071,9,2,7,0,4,1,99882,0,47,39,1
19,4,199113,1,4,1,3,4,0,0,0,-3,39,0
26,2,260296,11,4,5,3,2,1,0,0,40,22,0
43,1,24406,11,2,3,0,4,1,0,0,40,0,0
52,4,612656,1,6,3,0,4,1,0,0,40,39,0
25,4,245222,2,4,6,0,4,1,0,0,40,26,0
62,5,144611,9,2,5,0,4,1,99985,0,46,39,1
24,6,472996,15,4,4,1,4,1,0,0,20,39,0
53,4,175553,14,2,6,0,4,1,99937,0,48,39,1
32,4,142411,7,4,2,3,2,0,0,0,30,34,0
44,4,406011,12,2,3,0,4,1,99993,0,54,39,1
44,4,115712,9,4,9,3,0,1,23792,0,23,39,0
38,8,334086,14,1,1,4,1,0,0,0,35,27,0
50,6,117133,11,0,10,4,4,0,0,0,40,39,0
33,4,226688,10,2,12,5,2,0,100063,0,66,39,1
26,4,235619,14,1,10,1,2,0,0,0,30,36,0
30,4,376913,15,2,5,0,2,1,100237,0,52,11,1
19,4,217003,7,2,12,0,4,1,6363,0,47,39,0
40,0,19069,14,2,1,5,1,0,0,0,40,38,0
54,6,35037,11,0,4,1,4,1,0,0,41,39,0
43,4,87092,11,2,5,0,4,1,0,0,40,39,0
59,8,104958,11,2,10,0,4,1,100047,0,49,39,1
57,4,439555,10,3,9,0,4,1,99959,0,46,39,1
34,4,388622,10,2,11,0,4,0,100023,0,53,39,1
32,4,254285,1,2,3,0,4,1,0,0,40,39,0
35,4,92296,11,2,10,0,1,0,0,0,35,36,0
40,4,197758,15,4,4,1,4,0,5928,0,52,39,1
30,7,203279,15,0,4,1,4,0,0,0,40,38,0
46,2,196640,9,4,10,1,4,1,0,0,40,39,1
50,4,211572,15,0,4,0,4,1,0,0,47,39,1
36,4,116075,11,2,4,0,3,0,0,0,11,39,0
32,2,171968,8,4,8,1,4,0,0,0,37,26,0
45,4,243148,11,2,8,0,4,1,0,0,40,26,0
38,5,90364,12,2,10,0,4,1,0,0,56,39,1
68,6,39199,11,2,5,0,4,0,0,0,39,39,0
30,4,143633,11,0,5,4,4,1,4763,0,43,39,1
45,4,103815,10,3,4,1,3,0,100090,0,34,9,1
48,4,337715,10,2,6,5,2,0,0,0,43,32,1
43,3,143096,11,2,5,4,3,0,99963,1608,40,27,1
46,4,36922,12,3,5,1,2,0,100064,0,37,39,1
41,5,41489,11,2,6,4,4,1,0,0,40,26,1
57,0,364519,11,2,5,5,4,0,0,1919,36,39,0
48,4,371118,13,2,10,0,4,1,100023,0,75,2,1
55,4,65778,9,2,10,0,4,1,100006,0,61,39,1
25,4,146524,15,0,12,3,4,0,12632,2251,31,39,0
47,1,86315,1,0,5,2,4,1,0,0,40,18,0
34,2,164372,7,2,9,0,4,0,99855,0,55,39,1
36,4,170013,9,1,10,4,2,0,0,0,41,39,0
25,4,523134,11,4,12,3,4,1,4606,0,46,0,0
33,4,129567,9,2,7,0,1,1,99769,0,50,27,1
52,6,77038,11,3,5,1,2,1,100071,0,42,13,1
20,4,235779,1,4,8,3,4,0,0,0,24,39,0
39,4,244901,7,0,12,4,4,1,0,0,63,17,0
27,4,137493,15,4,10,1,4,1,0,0,77,39,0
33,4,414825,9,2,6,0,4,1,0,0,40,39,0
44,6,390313,12,2,10,0,4,1,99954,0,40,39,1
62,8,182257,14,2,10,0,4,0,99825,0,54,39,1
50,5,297586,10,2,5,0,4,1,99997,0,40,39,1
54,1,90956,1,2,8,0,1,1,5451,0,36,39,0
55,5,163383,1,2,3,0,4,1,0,0,60,39,0
46,4,239938,10,2,6,0,4,1,99972,0,40,39,1
22,4,408689,11,4,1,2,4,1,0,0,29,22,0
40,6,88755,15,2,3,0,4,1,0,0,45,39,0
22,5,45504,9,4,10,0,4,1,0,0,43,39,1
25,5,200809,12,2,7,0,4,1,99620,0,38,23,1
71,4,175763,14,2,4,1,4,1,14033,0,50,39,1
29,5,147939,10,2,7,2,2,0,99998,0,58,17,1
23,4,198635,10,1,8,3,4,0,0,0,20,39,0
61,4,328711,9,1,0,1,4,0,5110,0,36,39,0
39,4,105635,9,5,3,5,4,0,5414,0,77,39,1
51,5,389866,10,2,10,0,4,1,100002,0,61,39,1
31,5,106409,7,0,10,1,4,1,0,0,53,39,0
44,4,630858,11,4,12,1,4,1,6853,0,66,39,1
31,5,238106,7,3,2,1,0,0,0,0,45,27,1
35,5,165231,15,4,4,1,4,1,0,0,29,39,0
53,4,167634,11,2,3,0,4,1,99951,0,68,39,1
37,7,48589,15,0,10,3,4,0,0,0,29,39,0
19,3,195057,13,2,6,3,3,0,0,0,31,39,0
21,7,268131,11,4,5,1,4,1,0,0,40,39,0
43,1,169108,11,2,2,0,4,1,4943,0,40,39,0
43,5,120044,12,2,5,0,4,1,100008,0,69,39,1
17,4,249613,11,2,2,3,4,1,0,0,22,39,0
43,3,88687,11,2,2,0,4,1,100114,0,53,39,1
27,2,47042,15,4,3,0,4,1,0,0,40,39,0
19,4,139052,11,6,4,1,4,0,0,0,40,39,0
70,2,127565,5,4,0,1,2,0,5414,0,40,39,0
51,5,211596,14,2,10,0,4,1,100019,0,50,39,1
55,4,110752,11,6,9,4,4,1,0,0,40,39,0
76,4,127756,9,2,12,4,4,0,0,0,44,39,0
24,4,187349,9,4,4,3,4,0,0,0,31,39,0
61,4,120044,7,2,10,0,4,1,0,0,40,39,1
48,4,279901,9,4,13,1,4,1,0,0,40,39,0
21,4,404335,5,4,3,1,4,0,0,0,40,39,0
48,0,178225,13,5,1,1,3,0,4952,0,40,30,0
29,2,80519,1,4,6,1,4,0,0,0,40,39,0
39,4,381099,9,3,5,0,3,1,99976,0,43,39,1
52,4,56478,14,3,10,1,4,0,0,0,35,39,1
54,4,120111,10,0,4,4,4,1,0,1353,46,39,1
26,3,414396,7,2,2,2,4,1,0,0,33,27,0
31,4,93968,15,2,11,0,2,1,99861,0,46,39,1
27,4,104727,9,2,10,0,4,1,0,0,60,39,1
37,3,108224,11,5,13,3,4,0,4717,0,40,39,0
30,6,40376,1,4,8,3,3,1,0,0,45,39,0
35,0,105918,9,1,0,3,4,0,0,0,22,39,0
61,4,373305,4,2,8,0,4,0,0,0,29,18,0
18,4,266937,15,2,1,0,4,1,13196,0,40,39,0
35,4,459423,9,1,4,1,2,0,13464,0,59,39,0
20,2,38730,8,4,1,3,3,0,0,1636,21,32,0
32,4,259219,15,0,5,4,3,0,0,0,40,39,0
38,4,124981,3,2,4,5,3,0,0,1612,33,27,0
41,4,94628,10,2,8,0,4,1,0,0,40,39,0
76,4,125103,9,1,10,1,3,0,0,0,19,27,0
35,4,44715,10,4,3,3,4,0,100168,0,50,39,1
72,3,128075,10,1,10,0,3,0,99809,0,57,37,1
39,4,158444,10,1,3,1,4,0,100144,0,59,39,1
41,5,399690,11,2,5,0,4,1,100096,0,40,39,1
23,4,139349,9,2,12,0,4,1,100012,0,60,39,1
31,2,108039,10,0,9,4,3,0,0,0,46,39,0
26,7,353462,9,4,4,1,4,1,0,0,22,22,0
30,4,283051,10,4,8,4,2,0,0,0,26,22,0
45,4,163307,4,1,10,4,1,0,99934,0,43,26,1
33,6,29051,15,2,10,0,4,1,0,0,78,39,0
43,6,111604,11,2,4,0,3,1,0,0,60,39,1
58,5,351249,4,0,0,4,3,0,100059,0,37,26,1
28,4,195582,0,4,14,0,4,1,0,0,40,39,0
35,2,87449,10,0,5,3,3,0,0,0,37,32,0
50,4,94715,9,2,10,0,3,0,99998,0,48,39,1
83,5,137296,13,2,8,0,4,1,0,0,28,39,1
20,4,336920,1,2,3,0,4,1,0,0,25,39,0
38,4,93012,15,2,3,0,4,0,4440,0,40,26,0
50,3,77774,11,0,0,3,4,0,0,0,25,0,0
32,4,33469,8,2,8,5,4,0,0,1899,36,39,0
22,4,353402,9,4,7,3,4,1,0,0,40,26,0
31,5,155299,15,2,12,0,4,1,0,0,34,39,0
37,4,126290,9,4,9,1,2,1,4842,0,38,39,0
56,4,323423,9,2,10,0,4,1,99949,0,40,0,1
77,6,489388,11,4,9,1,4,1,4501,0,40,39,0
47,3,62837,10,2,6,0,4,1,99955,0,46,39,1
59,4,210269,15,2,10,0,4,1,0,0,17,39,0
20,0,33379,15,0,1,3,4,0,14577,444,20,39,0
56,4,96410,10,1,10,3,4,0,9612,0,23,39,0
43,4,412220,4,1,6,1,2,0,5602,0,45,39,0
36,7,161789,9,2,10,0,2,0,0,0,47,36,1
21,4,191570,10,4,10,3,2,1,0,0,36,39,0
33,4,283667,9,4,6,1,1,1,0,0,46,39,0
63,4,225349,11,2,10,5,4,0,0,0,12,39,0
28,4,219536,15,2,10,0,4,1,99674,0,47,39,1
59,4,330819,15,4,0,4,4,0,0,1572,-3,39,0
57,0,170192,11,2,0,0,4,1,4994,0,40,39,0
30,4,219861,1,4,6,1,0,1,0,0,31,39,0
31,1,105082,7,2,6,0,4,1,0,0,40,39,0
66,4,94404,6,2,4,0,2,1,0,0,40,18,0
19,1,34798,1,2,3,0,4,1,0,0,40,39,0
59,4,143685,9,2,10,5,4,0,0,0,40,39,0
74,4,168107,1,6,9,4,4,0,0,0,11,39,0
33,5,189044,14,2,10,0,4,1,99919,0,54,39,1
21,4,170623,1,2,3,3,4,1,0,0,35,39,0
62,3,94710,11,2,10,5,4,0,0,0,24,39,0
36,4,28452,15,3,3,4,2,0,0,0,25,9,0
40,7,270498,4,2,6,5,3,0,0,0,40,39,0
40,4,193556,9,4,3,1,4,0,13744,0,35,39,0
45,4,384595,10,2,8,0,4,1,100029,0,23,39,0
31,4,205764,9,0,6,3,1,0,0,0,33,27,0
51,2,89648,8,0,13,3,0,0,0,0,42,39,0
46,4,165581,12,0,5,4,4,0,0,0,34,39,0
60,5,219595,11,2,8,0,4,1,13738,0,50,39,1
47,4,322301,10,0,0,4,4,0,100026,0,35,39,0
36,4,62384,15,4,1,4,4,1,0,0,20,39,0
30,4,84329,11,0,5,1,2,1,0,0,35,39,0
31,4,406670,6,2,8,0,4,1,0,0,61,39,0
73,4,335085,6,0,1,4,3,0,0,447,40,26,0
38,5,197912,2,1,6,1,2,1,0,0,57,39,0
45,4,84222,9,0,3,0,4,1,100089,0,49,39,1
53,4,175767,5,4,3,1,3,0,0,0,57,39,0
59,8,294976,12,2,10,0,4,1,99894,0,40,27,1
29,3,121154,11,4,2,2,3,0,1595,0,45,32,0
52,4,152995,10,2,6,5,4,0,100166,0,40,39,1
59,8,140592,11,2,10,0,4,1,100012,0,60,39,1
31,6,421209,9,2,4,0,4,1,0,1911,60,39,1
36,4,100053,10,0,3,0,1,0,100051,0,38,39,1
37,4,370373,5,0,3,4,2,0,0,0,40,39,0
58,2,185924,14,2,10,0,4,1,0,0,40,39,0
25,0,101278,15,0,5,3,2,0,0,0,34,39,0
34,4,364473,11,0,4,0,4,1,0,0,40,39,0
56,4,346257,9,0,10,0,3,1,99999,0,43,39,1
51,4,126604,10,2,5,0,4,1,99867,0,44,39,1
61,4,86449,11,3,6,0,4,1,99995,0,54,27,1
51,1,26529,11,2,9,0,3,1,100093,0,40,7,1
69,5,406265,10,2,7,0,4,0,14697,0,36,39,0
39,5,136157,9,2,9,0,4,1,0,0,17,39,1
70,4,229148,11,2,10,0,4,0,100037,0,52,2,1
26,1,172196,14,4,10,5,4,0,0,0,18,39,0
53,5,188788,10,2,6,0,4,1,99962,0,52,39,1
29,3,37534,13,4,9,3,2,0,100014,0,44,39,0
50,4,89853,9,2,4,0,1,1,0,0,40,39,1
38,8,366030,7,2,6,0,4,1,99937,0,83,39,1
19,4,93522,4,4,6,1,3,0,0,0,44,39,0
56,8,311265,14,3,10,0,3,1,99845,0,49,39,1
47,4,64435,8,0,10,1,2,0,0,0,42,39,0
38,4,97175,10,0,12,1,3,0,0,0,16,39,0
64,5,484476,11,2,5,0,4,1,6837,0,40,0,1
45,4,66028,11,2,6,0,2,1,100017,0,57,39,1
39,4,209300,6,0,1,2,1,0,0,0,33,27,0
27,2,311276,15,4,5,3,3,0,0,0,33,39,0
21,4,271609,15,4,12,3,4,0,0,0,21,39,0
40,2,52453,10,4,2,3,4,0,0,0,36,39,0
40,0,102327,11,2,0,0,3,1,0,0,40,0,0
76,4,194669,14,1,5,3,1,0,0,0,16,36,0
29,6,166083,11,0,4,1,4,0,0,0,50,39,0
38,4,180056,11,2,7,0,4,1,100089,0,40,39,1
67,6,501784,11,2,5,0,4,1,0,0,66,39,0
51,5,185229,12,2,5,0,4,1,99897,0,45,39,1
44,4,153039,10,0,7,4,2,0,0,0,34,39,0
58,1,357219,14,0,10,4,4,1,0,0,40,39,0
28,2,361309,15,4,6,3,2,0,0,0,40,39,0
36,4,92232,15,2,14,0,4,1,0,0,57,39,1
35,4,124248,3,4,6,3,4,0,0,0,40,23,0
22,2,253356,1,4,11,0,4,1,0,0,40,39,0
44,5,158483,14,6,10,1,4,0,100083,0,60,39,1
23,4,116536,1,6,2,1,4,1,0,0,24,39,0
22,4,202296,4,0,7,3,4,0,0,0,11,36,0
22,4,350817,2,4,8,3,4,1,0,0,40,26,0
24,7,86617,15,4,10,1,4,0,0,0,40,39,0
59,1,34269,14,2,10,0,3,1,100000,0,61,27,1
28,2,91111,15,4,10,3,2,0,0,0,23,39,0
47,4,81945,9,2,3,0,0,1,0,0,21,36,0
29,4,189817,9,2,10,0,4,1,0,0,40,39,0
28,4,190852,9,0,4,1,4,1,0,0,34,39,1
21,4,191833,7,4,12,1,0,1,0,0,30,39,0
18,2,364446,11,4,6,1,3,0,0,0,37,39,0
40,4,405936,10,0,6,0,4,1,99989,0,48,39,1
68,8,21692,13,2,10,0,1,1,100042,0,53,39,1
45,1,398825,10,2,3,0,3,1,100060,0,53,39,1
42,4,139353,6,2,7,4,4,0,0,0,40,26,0
36,6,451783,11,2,5,0,3,0,100047,0,52,39,1
24,5,190434,5,4,3,1,4,1,0,0,40,39,0
35,4,220170,9,2,4,0,4,1,0,0,45,39,1
44,5,435620,14,2,10,0,4,1,99923,0,55,39,1
72,6,85415,11,2,0,0,4,1,0,0,40,39,0
30,3,188158,10,2,13,1,4,0,4896,0,47,39,0
54,4,198849,9,4,10,4,1,0,0,2517,44,27,0
51,5,86218,10,3,7,0,4,1,99722,0,35,23,1
43,4,405119,10,2,6,5,2,0,0,0,40,39,0
44,4,256009,11,2,6,0,4,1,0,0,40,39,0
74,4,173824,12,2,10,0,4,1,100036,0,72,39,1
26,8,349032,1,3,10,0,3,1,100033,0,44,39,1
33,2,184466,14,6,11,4,4,0,99934,0,49,9,1
33,4,254433,4,2,6,0,4,1,0,0,40,26,0
57,4,185411,14,2,4,0,4,1,99917,0,61,39,1
33,1,318934,7,2,4,0,3,1,0,0,34,0,0
23,7,266752,15,2,14,0,4,1,0,0,40,39,0
45,4,676172,15,4,4,1,4,0,5511,0,38,39,0
44,4,84019,15,2,6,0,4,1,0,0,13,39,0
22,0,199242,1,4,12,1,4,0,0,0,30,39,0
41,4,226957,9,2,7,0,1,1,99681,0,41,27,1
65,5,153792,14,2,10,0,4,1,100073,0,64,39,1
36,1,184876,9,2,4,0,4,1,100044,0,51,11,1
45,4,192120,2,2,7,0,2,1,0,0,38,22,0
45,4,95269,10,4,9,1,2,1,0,0,33,22,1
40,7,203553,11,2,1,0,4,0,0,0,40,39,1
37,4,117178,8,4,3,3,4,0,13793,0,23,39,0
22,2,309289,1,4,8,3,4,0,0,0,30,39,0
43,4,173412,4,2,8,4,4,0,0,0,10,0,0
46,4,189600,15,0,10,4,4,0,0,0,45,39,0
42,4,206083,7,2,6,5,4,0,0,0,40,39,0
64,4,92213,4,4,6,1,2,0,0,0,36,39,0
21,4,210765,4,4,3,1,3,1,5229,0,40,39,1
33,2,390261,15,4,1,3,4,0,0,0,36,27,0
43,4,151708,9,2,12,0,4,1,0,0,40,39,1
58,4,224157,10,2,6,0,4,1,100072,0,33,39,1
41,8,263607,14,2,10,0,4,1,0,0,40,39,1
50,8,451523,10,2,4,0,4,1,99989,0,59,2,1
49,5,217167,9,4,12,1,4,0,100066,0,33,39,1
64,8,213704,14,2,10,0,4,1,100024,0,60,39,1
36,4,361612,10,2,4,5,4,0,0,1604,42,39,0
33,4,230497,11,4,6,3,2,1,0,0,40,22,0
40,4,203719,15,2,3,0,4,1,0,0,40,39,1
34,4,103137,11,4,12,2,1,1,0,0,40,0,0
40,4,92006,15,2,3,5,4,0,0,0,21,39,0
26,8,30817,10,2,4,0,4,1,100076,0,60,39,1
22,4,214606,15,4,5,3,2,1,0,0,18,36,0
33,4,154573,4,2,6,0,4,1,0,0,40,26,1
23,2,182904,15,4,13,1,4,1,-958,0,40,39,0
30,2,26202,3,2,8,0,0,0,0,1611,36,36,0
36,5,202409,11,2,12,0,4,1,100041,0,55,39,1
54,4,190558,10,2,7,4,4,0,99951,0,41,27,1
22,2,134707,8,2,4,2,0,0,0,0,61,12,0
52,6,429295,14,2,10,0,4,0,14027,0,61,39,1
23,4,261135,15,4,10,3,4,0,0,0,22,26,0
21,4,338492,11,1,9,3,1,0,0,0,26,23,0
36,1,179715,12,0,0,4,3,0,19,0,47,32,0
24,4,414031,1,2,3,0,4,1,14570,0,40,39,0
25,4,150792,9,4,9,3,4,1,0,0,40,39,0
41,6,369608,15,0,5,3,4,0,0,0,-4,39,0
31,2,245462,15,2,6,5,2,0,0,0,48,36,0
44,2,36348,9,0,5,0,3,1,0,0,51,39,0
51,5,116347,9,2,4,0,4,1,99657,0,37,27,1
56,6,406789,9,1,9,4,3,0,0,0,29,22,0
21,8,200590,10,2,6,0,2,1,0,0,20,39,0
43,4,139110,15,2,4,0,4,1,99922,0,51,39,1
28,0,231657,7,4,0,4,1,0,0,0,40,0,0
46,1,380534,11,0,7,4,4,0,0,0,17,26,0
48,1,182631,13,2,13,0,4,1,0,0,65,39,0
57,4,111577,15,4,1,1,4,1,13968,0,30,17,1
43,4,217094,11,2,1,0,1,1,4802,0,44,27,1
40,4,227723,10,2,11,5,4,0,100115,0,68,39,1
34,0,108123,11,0,0,1,3,0,0,0,36,32,0
32,4,382522,10,2,6,0,2,1,0,0,46,39,0
43,4,278082,9,4,13,1,3,0,0,0,36,39,0
49,3,176226,13,2,0,0,4,1,5339,0,46,39,1
18,4,134407,11,3,7,3,4,0,0,0,40,39,0
24,0,114200,9,4,14,3,4,1,0,0,40,39,0
24,7,195564,15,1,1,3,2,0,0,1617,23,39,0
57,1,35070,15,2,10,0,4,1,0,0,40,39,1
42,4,181033,15,4,10,1,4,1,13653,0,40,39,0
