age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
35,4,226032,1,4,6,3,4,0,0,0,22,39,0
58,6,203977,14,2,10,0,4,1,100027,0,52,39,1
52,2,100737,0,2,12,3,4,0,0,0,40,39,0
29,7,183844,11,2,3,0,4,1,0,0,66,39,0
29,2,466494,7,2,10,0,4,1,99972,0,40,39,1
38,5,216373,13,0,5,3,4,0,100380,0,33,39,1
26,4,158046,7,4,6,1,4,0,0,0,31,17,0
46,4,180229,11,2,3,0,4,1,99944,0,48,39,1
49,6,213564,10,2,10,0,4,1,100030,0,40,35,1
38,6,180137,11,4,3,1,4,0,0,0,47,39,0
37,5,203549,12,2,11,0,4,1,100106,0,44,39,1
47,4,43510,8,2,3,0,4,1,0,0,40,39,1
58,4,39739,11,2,3,0,4,1,99958,0,46,39,1
39,6,158333,11,2,4,0,4,1,100001,0,40,5,1
37,4,105551,11,4,12,0,1,1,0,1627,46,39,0
20,4,169929,11,4,7,3,4,1,0,0,25,39,0
42,4,270835,15,4,10,1,4,1,0,0,59,39,1
19,4,49505,11,4,3,5,4,0,0,0,16,21,0
43,2,46497,15,2,3,0,4,1,0,2267,40,39,0
25,4,127594,11,4,3,1,4,1,0,0,36,39,0
56,2,107466,12,2,8,0,4,1,99973,0,56,39,1
56,5,185974,9,2,7,0,4,1,4777,0,52,39,1
42,4,268209,9,2,10,0,4,0,99983,0,55,2,1
56,5,272256,14,2,10,0,4,1,100077,0,61,39,1
42,5,161523,14,2,4,0,4,1,100008,0,40,39,1
36,5,100414,9,0,8,3,4,0,0,1591,38,39,0
48,4,47824,8,2,8,5,4,0,0,0,33,39,0
26,2,254016,7,2,7,0,2,1,0,0,40,39,0
29,4,369116,7,2,10,0,4,0,100024,0,32,39,0
30,5,238343,9,2,7,0,4,1,4947,0,40,39,1
72,4,46466,11,2,1,5,4,0,100027,0,60,39,1
47,4,126684,11,2,3,0,0,0,1235,0,30,21,0
19,4,441030,11,2,1,2,2,0,0,0,17,39,0
60,0,204849,4,3,0,1,3,1,100003,0,31,39,1
31,4,228484,7,2,7,0,4,1,0,0,37,39,1
37,4,109082,14,2,10,0,4,1,100053,0,57,39,1
45,6,182666,12,2,10,0,4,1,100006,0,66,39,1
25,4,204769,15,4,10,3,1,0,0,0,35,39,0
41,4,151309,1,0,3,3,4,0,0,0,21,39,0
20,2,418473,14,4,10,3,4,0,0,0,22,39,0
63,8,213881,11,2,1,0,3,1,0,0,40,35,0
29,4,181049,7,4,10,3,4,0,0,0,41,39,0
47,6,102957,10,2,3,0,4,1,100038,0,71,39,1
47,6,40270,11,4,8,1,4,0,0,0,40,39,0
57,4,179530,14,2,10,0,4,1,100087,0,45,39,1
55,4,110194,14,4,1,1,4,0,0,0,20,39,0
57,4,81931,11,0,3,3,4,0,0,0,32,39,0
40,4,205158,13,2,7,0,4,1,0,0,40,39,0
19,7,211342,15,4,0,3,4,0,0,0,30,39,0
26,0,54971,15,4,0,3,4,1,0,0,31,39,0
61,4,219991,15,4,7,3,4,0,0,0,40,39,0
24,4,152636,3,4,8,3,3,0,0,0,25,39,0
25,4,270965,12,2,5,0,4,1,100026,0,49,39,1
51,4,131025,11,2,3,0,4,1,99959,0,40,39,1
27,7,306718,15,4,6,3,4,0,0,0,21,39,0
68,2,39552,12,4,10,3,4,0,0,0,27,25,0
18,4,413304,15,2,8,0,4,1,4698,0,40,39,1
39,4,148311,11,2,6,0,4,1,0,0,31,39,0
43,6,156061,9,1,4,1,4,0,0,0,42,39,0
36,2,109940,15,4,8,3,4,0,0,1752,35,39,0
40,7,41137,12,4,1,5,4,0,12220,0,40,39,1
48,2,225895,15,2,7,0,4,1,0,0,40,39,0
41,1,128709,11,2,4,0,4,1,0,0,19,39,1
30,4,218727,15,2,7,0,4,1,100009,0,60,39,1
30,2,285046,7,2,10,2,4,0,0,0,40,39,0
27,5,241921,12,2,6,0,4,0,100025,0,49,39,1
45,2,44755,12,0,10,1,1,0,0,0,49,27,0
29,7,187612,7,2,14,0,0,1,0,1568,40,39,0
18,4,311775,15,2,2,3,3,0,99999,0,27,39,1
50,4,105523,11,2,8,0,4,0,0,0,49,39,1
41,4,110674,1,4,8,3,4,0,0,0,30,39,0
58,1,190694,9,4,4,1,3,0,0,0,40,39,0
19,4,95231,11,4,8,3,4,0,0,0,40,39,0
49,4,182076,12,4,3,1,4,0,100029,0,55,39,1
21,4,135904,10,4,6,3,4,0,0,0,29,39,0
49,4,161014,11,2,4,0,4,1,0,0,60,39,1
43,5,166074,13,0,10,4,2,0,100007,0,37,39,1
54,6,194581,9,2,4,4,4,0,0,0,26,39,0
44,5,238394,14,5,10,0,4,0,99982,0,64,39,1
42,7,240218,11,5,0,1,4,0,0,0,40,39,0
37,2,373669,10,2,14,0,4,1,0,0,74,39,1
16,4,209242,8,4,7,1,2,0,0,0,56,39,0
45,4,180673,11,2,11,0,4,0,4895,0,64,39,0
41,4,156429,13,0,10,4,4,0,0,0,29,39,0
26,5,210505,14,2,10,0,4,1,100019,0,52,39,1
54,4,177940,9,2,7,0,4,1,0,0,40,0,0
36,4,195106,8,2,7,0,4,1,0,0,40,13,0
41,4,126698,1,1,3,4,4,0,2248,0,54,39,0
28,4,281353,4,4,13,1,4,0,0,0,36,39,0
31,1,186601,7,0,5,1,2,0,0,0,21,39,0
39,4,158162,11,0,3,4,2,0,0,0,44,39,0
45,6,187020,13,0,3,1,4,0,4509,0,33,39,0
39,4,163074,11,4,3,1,4,0,0,0,18,39,0
40,4,164534,14,0,12,1,4,0,0,1629,25,39,0
53,5,141609,10,2,7,0,4,0,99945,0,42,39,1
42,4,347006,15,2,8,0,4,1,0,0,19,39,1
41,6,44270,11,0,5,1,4,0,0,0,28,39,0
29,4,234393,13,2,7,0,4,1,0,0,33,13,1
52,2,135434,8,0,1,1,4,0,0,1516,38,39,0
47,0,98437,8,0,0,4,1,0,4675,0,40,38,0
54,2,193706,10,2,4,0,4,1,4984,0,54,39,1
39,4,230806,15,4,3,1,4,1,0,0,29,39,1
39,4,182903,11,2,6,0,4,1,7074,0,40,39,1
26,4,161041,11,4,6,1,4,1,4628,0,30,39,1
36,4,185874,9,2,10,0,4,1,99975,0,40,35,1
64,4,141554,9,2,10,0,4,1,15283,0,47,25,1
55,4,104674,11,2,4,0,4,1,4827,0,40,39,1
48,4,111851,11,2,4,0,4,1,4803,0,40,39,0
88,0,177738,1,4,0,1,4,0,0,0,19,39,0
35,4,206831,12,2,11,0,4,0,5159,0,35,39,1
30,4,249764,15,4,7,1,4,0,0,0,40,39,0
42,6,189535,11,2,7,0,4,1,4523,0,55,22,1
42,0,153994,4,0,3,2,4,0,4999,0,54,39,0
63,4,196623,3,2,8,0,4,1,99994,0,58,39,1
55,4,167806,9,2,10,1,1,1,99958,0,40,17,1
47,6,45219,11,2,3,0,4,0,0,0,38,39,1
55,4,166410,9,4,6,1,4,0,5089,0,38,13,0
42,6,209243,12,0,10,3,4,0,5064,0,40,39,1
53,0,191870,4,2,0,3,4,0,0,0,22,39,0
29,2,356534,14,4,10,3,1,0,0,2267,53,39,0
29,4,428816,14,2,10,0,4,1,99937,0,61,39,1
60,0,402744,7,4,0,3,4,0,0,0,9,39,0
31,4,169058,3,4,3,1,3,0,0,1318,36,21,0
44,4,39647,12,0,10,1,4,0,99976,0,50,39,1
38,4,150037,15,0,3,1,1,0,0,0,21,39,0
54,0,96881,15,2,3,0,4,1,0,0,40,39,0
43,1,177393,15,2,10,0,4,1,0,0,40,39,1
43,6,186813,11,2,3,0,4,0,100021,0,47,39,1
50,5,185537,9,2,4,0,4,1,0,0,50,39,1
36,4,347521,13,2,4,4,4,1,0,0,6,39,0
33,7,167902,9,4,4,1,1,0,0,0,24,39,0
39,1,181794,11,0,14,1,4,0,9217,0,64,39,0
54,4,344224,9,2,10,0,4,0,99969,0,55,39,1
38,4,225943,9,2,7,0,4,1,99981,0,54,39,1
52,4,114064,9,2,4,1,4,0,14541,0,31,39,1
30,4,203436,3,1,7,4,4,0,0,0,47,25,0
55,4,42448,15,5,12,3,4,1,0,0,29,39,0
39,2,207024,14,0,11,4,4,0,0,0,36,33,0
43,6,49974,9,4,12,1,4,0,0,0,73,39,0
31,4,52089,11,2,12,0,4,1,0,0,40,39,1
47,2,211821,14,0,10,3,4,0,0,0,40,39,0
26,2,266167,15,4,10,1,2,1,0,0,40,39,0
60,4,173045,11,6,8,3,4,0,0,0,15,39,0
46,4,99058,9,2,4,0,4,1,100042,0,38,39,1
35,4,84612,1,4,8,3,4,0,0,0,13,39,0
36,5,225643,15,6,2,3,4,1,4868,0,40,39,1
25,7,43060,11,4,12,3,4,0,0,0,30,39,0
41,6,184281,15,2,10,0,4,1,100056,0,76,2,1
20,6,376277,7,4,1,3,4,0,0,0,29,39,0
37,4,136058,14,2,10,0,4,1,99994,0,61,39,1
41,5,168620,14,1,9,2,3,0,0,0,31,32,0
39,4,191207,11,2,10,0,4,1,100153,0,45,39,1
40,4,155057,15,4,8,3,4,0,0,0,28,39,0
22,2,237250,15,4,12,3,4,1,0,0,40,39,0
37,0,387807,15,4,10,5,4,0,0,1848,58,39,0
44,2,189051,9,2,10,0,4,1,10571,0,40,39,1
31,4,211548,13,2,12,0,4,1,99940,0,40,15,1
27,4,249684,9,4,12,1,4,1,0,0,40,39,0
32,4,178962,7,0,2,4,2,0,0,0,45,39,0
50,4,111590,11,4,10,0,4,1,6590,0,48,39,1
52,5,186105,11,2,5,0,4,0,99987,0,65,39,1
42,4,188613,11,2,3,0,4,1,99955,0,55,39,0
50,4,188929,10,2,11,0,4,1,100020,0,48,39,1
27,0,182217,1,4,0,3,3,1,0,0,40,39,0
32,4,245248,15,2,9,0,4,1,4936,0,12,39,1
46,4,222853,6,2,7,0,4,1,4713,0,52,22,0
25,4,186008,1,2,6,0,4,1,4556,0,40,39,0
40,3,182454,14,2,7,5,1,0,99987,0,40,35,1
35,4,174223,7,2,6,0,4,1,99964,0,48,39,1
46,4,208048,8,0,10,1,2,0,0,0,40,39,0
70,5,211286,9,2,4,0,4,1,0,1322,23,39,0
44,4,101166,12,0,8,3,4,0,4967,0,29,39,0
43,5,213832,12,2,10,0,4,1,100016,1309,66,39,1
75,6,192200,1,4,0,2,4,0,4694,0,12,39,0
30,4,192064,11,2,12,0,4,1,99960,0,75,39,1
42,4,143496,11,2,3,0,2,1,0,0,63,39,1
52,4,167000,11,2,8,0,4,1,4553,0,40,39,1
39,4,165720,11,2,3,0,4,1,0,2034,40,39,1
44,4,159261,11,4,3,1,4,0,0,0,50,39,0
48,6,100626,11,2,3,0,4,1,4889,0,50,39,1
43,6,178624,8,2,1,0,4,1,0,0,6,22,0
37,4,42826,11,0,5,1,4,0,100022,0,46,39,0
32,4,358023,14,1,10,3,4,0,100003,1607,35,39,1
55,0,217263,11,4,7,1,4,0,0,0,40,39,0
30,5,302377,14,4,10,1,3,0,99988,0,55,39,1
32,4,170414,15,4,12,3,4,0,4770,0,31,39,0
22,4,196520,9,0,10,1,4,1,100010,0,44,39,1
25,7,53053,11,4,3,3,0,1,0,2273,31,39,0
34,2,85885,13,2,8,4,4,0,0,0,33,39,0
39,2,198991,14,0,3,0,4,0,4990,0,37,39,0
39,5,66661,12,3,10,0,4,1,0,0,65,39,1
29,4,225286,13,3,3,1,4,0,99941,0,40,39,1
49,4,88529,0,5,8,4,4,0,0,0,40,39,0
58,4,42890,15,6,3,1,2,0,0,0,36,39,0
47,6,238933,10,2,5,0,4,1,99848,0,54,39,1
31,2,202509,14,4,10,1,4,0,0,0,47,39,0
47,4,157842,9,2,5,0,4,1,4975,0,51,39,1
56,2,269848,11,0,3,5,4,0,0,1926,40,39,0
34,4,114792,3,0,10,1,4,0,0,0,40,39,0
30,4,230149,1,6,6,3,4,0,0,0,22,39,0
43,4,575040,12,4,10,1,4,1,5366,0,77,39,1
35,2,217765,8,2,14,0,4,1,0,0,40,39,1
66,4,149945,0,2,8,0,4,1,0,0,40,39,0
32,5,73440,13,2,10,0,4,1,100025,0,55,22,1
19,4,162858,11,4,7,1,4,0,0,0,25,27,0
18,4,29033,11,4,3,3,4,0,0,0,18,39,0
35,5,199612,9,2,12,0,4,1,100018,0,69,39,1
34,4,225714,11,2,6,0,4,1,5002,0,40,39,1
28,4,175312,11,0,2,0,4,1,99958,0,47,39,1
35,4,234583,1,0,3,3,4,1,0,0,37,39,0
41,5,113021,10,2,7,5,4,0,100000,0,35,22,1
33,4,230915,12,2,4,0,4,1,100028,0,49,39,1
20,0,333443,1,4,0,3,4,0,0,0,29,39,0
40,4,184131,7,2,10,0,4,1,99897,0,52,39,1
56,6,78770,7,2,7,0,4,1,0,0,42,29,0
39,4,208464,15,2,6,0,4,1,99982,0,40,39,1
44,0,347463,15,2,0,5,4,0,0,0,21,39,0
34,4,196125,8,2,4,0,4,1,0,0,59,39,1
28,4,65326,14,1,10,4,1,0,99938,0,52,32,0
24,0,223303,4,4,0,3,4,1,0,0,40,26,0
19,4,159191,11,4,6,3,4,0,0,0,16,39,0
49,5,143277,10,2,7,2,1,0,100029,0,45,37,1
23,4,120458,15,4,0,1,4,0,0,0,8,39,0
31,5,208285,13,2,6,0,4,0,0,0,72,39,0
38,4,251345,15,2,7,0,4,1,6716,0,40,26,0
44,0,180170,15,2,10,0,4,1,0,1924,40,39,1
63,4,41089,15,2,10,0,4,0,100029,0,83,39,1
41,5,61216,7,2,2,0,4,1,99976,0,67,39,1
58,0,131950,4,6,0,4,4,0,0,0,36,39,0
37,6,58236,15,2,10,0,4,1,100038,0,64,39,1
34,4,341917,9,2,3,0,4,1,100007,0,40,39,1
18,2,160296,11,4,4,1,4,0,0,0,30,39,0
39,4,43722,11,4,3,0,4,0,99854,0,60,39,1
59,4,102244,11,4,6,1,1,1,0,0,40,39,0
35,5,159289,7,5,2,1,2,0,0,0,46,39,0
35,6,219388,11,2,9,0,2,0,0,0,40,39,0
31,6,287061,15,2,7,0,4,1,0,0,40,39,1
41,5,157320,14,2,10,0,2,1,99990,0,60,39,1
67,5,101216,11,2,8,0,3,1,99941,0,53,39,1
36,4,117925,11,5,3,1,4,0,0,0,17,39,0
46,2,184138,11,2,6,0,4,0,0,0,58,39,0
58,4,168775,8,4,4,3,4,1,0,0,48,39,0
61,2,45633,11,2,6,0,3,1,99986,0,47,39,1
19,0,450631,1,4,0,3,4,1,0,0,30,39,0
44,6,424264,15,4,0,1,4,0,0,0,50,39,0
54,4,106120,10,2,7,0,4,1,0,0,51,39,0
39,4,218712,9,6,10,1,4,1,4652,0,40,39,0
30,0,260540,9,6,7,1,4,0,0,1635,40,26,0
49,4,180999,11,0,2,1,4,0,5564,0,30,39,0
38,4,382678,14,1,4,4,1,0,0,0,35,39,0
48,4,174051,11,2,3,0,4,1,4893,0,53,39,1
42,4,244335,7,0,10,1,4,1,4689,0,46,39,0
41,4,291785,11,2,6,0,4,1,99983,0,77,39,1
35,5,103654,2,4,1,3,4,0,0,0,30,39,0
68,4,184675,11,2,4,0,4,1,99955,0,59,39,1
30,2,175956,9,0,2,3,4,1,100007,0,56,39,1
48,2,158548,10,2,10,4,4,0,99975,0,34,34,0
53,4,155279,13,1,11,0,4,1,99952,0,50,17,1
36,5,208097,13,3,5,0,4,0,100030,0,36,39,1
36,4,213381,9,2,11,0,4,1,100007,0,54,39,1
47,6,174302,15,2,8,0,4,1,4986,0,69,39,1
43,5,221121,14,2,10,0,4,1,99991,0,70,39,1
44,2,47055,12,0,10,2,4,0,8623,0,35,39,0
40,4,208842,11,2,3,0,4,0,0,0,40,39,0
46,1,188569,9,2,4,0,4,1,0,0,32,13,1
60,4,194471,14,2,4,0,4,1,5160,0,44,39,1
56,2,371815,14,2,10,0,4,1,0,0,58,39,1
50,0,118422,1,1,5,1,4,1,2581,0,30,39,0
20,7,543376,15,4,8,3,4,0,0,0,15,39,0
46,5,125124,12,2,10,5,4,0,0,0,21,39,1
31,6,210396,7,0,10,1,3,0,0,0,27,27,0
42,4,177478,15,2,14,0,4,1,0,2272,40,39,1
34,4,456547,8,5,3,1,2,0,0,0,15,39,0
42,2,219658,11,2,7,0,4,1,0,2271,40,2,1
43,6,54194,15,3,3,1,4,0,0,0,55,39,0
31,2,276396,9,4,10,3,4,1,0,0,25,31,0
64,4,53085,1,6,3,1,4,0,0,0,48,13,0
58,4,38034,11,2,3,0,4,1,0,0,45,5,1
29,4,117543,9,2,4,0,4,1,4791,0,34,39,1
20,0,108875,6,4,0,3,4,0,0,0,19,27,0
54,4,214281,14,4,10,1,1,0,0,0,40,17,0
24,7,108218,8,4,1,3,2,0,0,0,22,13,0
46,1,166909,7,2,10,0,4,1,100015,0,58,39,1
47,5,260931,15,2,1,0,4,1,4737,0,40,39,1
19,2,222844,15,2,4,4,4,1,0,0,26,39,0
40,4,173440,11,0,1,4,1,0,0,0,56,27,0
45,6,220969,11,4,7,1,4,1,0,0,46,39,0
65,5,92123,14,4,7,3,3,0,0,0,40,39,0
25,4,158926,1,4,8,3,4,0,0,0,35,39,0
21,4,186194,1,2,7,0,4,1,0,0,40,39,0
23,4,161670,8,4,6,1,4,1,0,0,29,39,0
29,2,368618,9,4,4,3,4,0,0,0,40,39,0
46,4,191151,11,2,7,0,4,1,-3842,0,66,39,0
30,2,170334,11,2,6,5,4,0,0,0,18,39,0
47,5,181159,9,2,3,0,4,1,99972,0,53,22,1
58,4,44468,1,6,12,1,4,1,4972,0,40,39,0
47,6,39633,11,6,5,1,4,1,0,3000,40,32,0
36,7,74662,12,0,10,1,4,0,0,0,40,25,1
38,4,39367,14,2,10,0,4,1,100043,0,64,39,1
40,3,128239,9,0,9,4,4,0,0,0,45,39,0
54,2,221586,10,2,2,0,4,1,0,0,40,39,0
57,4,102448,11,4,4,1,4,1,4701,0,65,12,0
20,4,235557,11,2,5,0,4,1,99972,0,44,39,1
26,7,291666,15,4,7,1,4,0,0,0,20,39,0
28,5,359331,14,2,10,0,2,0,100000,0,66,39,1
64,4,207276,1,5,8,1,2,0,0,0,40,39,0
44,4,168334,9,2,10,0,4,1,100011,0,40,35,1
38,4,183332,11,4,3,1,1,0,0,0,48,39,0
19,6,199386,11,0,7,3,4,0,0,0,17,39,0
41,6,194685,10,2,3,0,4,1,13023,0,50,39,1
42,4,165299,11,1,8,4,4,0,2293,0,28,39,0
41,4,189656,9,0,12,1,4,0,5088,0,57,39,1
24,4,36789,9,4,7,3,4,1,0,0,20,32,0
31,4,247792,7,2,3,3,4,1,4633,0,40,39,0
29,4,233861,12,4,10,3,4,0,0,0,34,39,1
17,4,88480,6,4,8,3,4,0,0,0,12,39,0
39,4,151405,9,2,4,0,4,1,0,1810,40,39,1
27,4,186168,9,4,1,1,1,0,0,0,30,39,0
38,6,105221,9,2,4,5,4,0,0,1915,35,27,0
48,5,48632,15,0,2,1,2,0,0,1633,45,21,0
41,4,192842,11,4,8,1,4,0,13581,0,64,39,0
55,5,290240,9,2,10,0,4,1,100004,0,70,39,1
35,4,104181,11,2,1,5,4,0,0,0,19,39,0
19,4,106552,15,2,6,5,4,0,0,0,61,39,1
41,0,221462,15,4,0,1,4,0,0,0,30,39,0
51,4,322552,13,2,6,0,4,1,100041,0,64,39,1
25,4,235096,14,2,10,0,1,0,99936,0,46,39,1
18,2,156230,15,2,2,0,4,1,0,0,49,39,0
29,6,127218,7,2,6,2,2,0,0,0,34,39,0
31,3,172691,7,0,2,2,2,0,0,0,36,35,0
37,2,40617,14,4,10,3,4,0,0,0,26,39,0
26,0,227505,14,2,0,2,2,0,0,0,40,39,0
33,4,200737,15,2,3,0,4,1,0,1920,65,39,0
50,4,159890,14,2,12,0,4,1,0,0,24,39,1
30,4,183022,8,3,7,1,4,1,0,0,25,39,0
40,4,341236,1,3,3,4,4,0,0,0,23,39,0
30,4,51533,11,0,4,1,4,1,0,0,49,39,0
27,6,60959,15,2,7,0,4,1,4875,0,40,39,1
34,2,212009,11,2,1,5,2,0,0,0,40,39,0
56,4,246901,11,2,3,0,4,1,5204,0,40,39,1
53,1,43117,12,2,10,0,3,1,99981,0,60,38,1
41,4,188695,11,0,3,1,1,0,99987,0,35,17,1
58,6,203482,11,2,10,0,4,1,0,0,49,39,1
26,4,236141,11,2,6,0,4,1,4649,0,40,39,1
20,3,263559,1,4,8,3,4,0,0,0,34,39,0
19,4,210940,1,2,7,3,4,1,0,0,40,39,0
30,4,182349,1,4,8,3,2,0,0,0,35,39,0
40,6,41365,11,2,10,0,4,0,0,0,40,39,0
39,6,225152,9,0,3,3,4,0,0,0,35,5,0
35,4,225160,15,0,8,4,4,0,0,0,40,39,0
32,4,166042,11,0,8,4,4,0,0,0,27,39,0
57,4,171797,9,2,4,0,4,1,0,0,32,39,1
42,6,102214,3,2,3,0,4,0,0,0,47,39,0
49,4,180836,11,2,4,0,4,1,0,0,53,39,1
29,4,42794,14,2,4,0,4,1,0,0,40,39,1
61,4,189453,14,2,10,0,4,1,100003,0,48,2,1
42,0,210973,15,4,7,1,4,0,0,0,40,39,0
37,5,389974,14,2,10,0,2,1,99997,0,40,35,1
41,2,140727,13,0,4,4,4,0,0,0,9,39,0
52,1,190891,9,6,1,4,1,0,0,0,39,32,0
22,4,155328,7,4,12,1,4,0,0,358,47,39,1
43,6,180610,14,0,4,4,4,0,4662,0,50,39,0
46,5,48872,11,2,3,0,4,1,100016,0,46,39,1
83,6,36969,11,2,3,0,4,1,0,0,40,39,1
60,4,174932,11,2,6,0,1,1,0,0,74,39,0
43,4,36570,10,2,7,5,2,0,0,0,40,39,0
55,2,44971,9,2,0,2,4,0,0,0,46,39,1
44,4,286474,9,2,10,0,4,1,99950,0,59,39,1
27,4,204850,9,2,13,0,4,1,0,0,40,32,1
55,0,253850,15,0,0,4,2,0,0,0,40,39,0
81,6,191036,11,2,3,0,4,1,0,0,40,39,0
45,5,212202,7,2,6,0,4,1,99950,0,40,39,1
40,4,132580,9,2,8,5,4,0,0,0,12,39,1
36,6,204280,9,4,7,1,4,0,0,0,52,39,0
20,3,229317,7,4,9,3,2,0,0,0,30,39,0
35,4,216608,9,6,9,4,3,0,0,0,40,39,0
30,7,357603,13,3,14,3,4,0,0,0,26,39,0
29,6,37195,11,2,12,0,4,1,0,0,40,39,1
34,2,191402,13,2,13,2,4,0,0,0,40,39,0
50,4,122760,11,2,8,3,4,0,0,0,30,39,0
58,2,196696,13,2,10,0,4,1,0,1913,40,39,1
44,4,187928,14,0,10,1,4,0,0,0,28,39,0
36,4,236721,11,2,3,3,4,0,4695,0,31,39,0
34,4,181748,9,2,4,0,2,1,0,0,40,39,0
62,4,107359,11,2,3,0,4,0,0,0,22,39,0
43,4,169402,9,2,10,1,1,0,0,1927,55,27,0
56,2,183795,11,2,7,0,2,1,0,0,40,39,0
37,3,139454,13,1,7,4,1,0,0,0,42,32,0
54,4,87382,8,5,4,1,4,1,0,0,18,39,0
