age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income,cluster
7,4,1223,15,9,4,1,1,4,0,0,0,39,38,0,2
19,4,1638,10,15,4,10,1,4,1,0,0,39,9,0,100
28,4,6983,9,12,2,13,0,4,1,0,0,49,38,1,101
5,4,4754,11,8,4,12,2,4,1,0,0,39,38,0,2
15,7,5299,5,3,2,6,0,4,1,0,0,18,38,0,100
30,1,7059,7,11,2,1,0,2,1,0,0,39,38,1,101
17,4,5189,1,6,4,3,1,4,0,0,0,29,38,0,102
26,4,5585,9,12,0,10,1,2,1,0,0,37,38,0,100
33,4,7746,11,8,2,11,0,4,1,0,0,37,38,1,101
14,1,3754,8,10,4,4,1,4,0,0,0,39,38,0,102
10,2,1720,9,12,4,10,1,4,0,0,0,59,38,0,102
24,4,4756,12,13,0,4,4,2,0,0,0,59,38,1,101
6,4,5130,11,8,4,1,4,4,0,0,0,44,38,0,2
1,4,8041,11,8,4,12,3,4,0,0,0,19,38,0,102
16,4,1685,11,8,0,1,3,4,0,0,0,39,38,0,2
25,4,7712,1,6,0,3,1,4,1,0,0,39,38,0,100
3,4,6200,15,9,4,12,3,2,0,0,0,19,38,0,102
31,4,464,11,8,2,14,0,4,1,0,0,39,38,1,101
33,7,6384,9,12,0,4,1,4,0,0,0,39,38,0,100
44,4,696,9,12,2,7,0,4,1,0,0,39,38,1,101
7,4,2885,15,9,4,7,3,4,1,0,0,54,38,0,102
32,1,4036,15,9,2,1,0,4,1,0,0,39,38,1,101
44,7,5354,11,8,3,14,1,4,0,0,0,59,38,0,100
7,0,6493,9,12,4,0,3,4,1,0,0,29,38,0,102
32,7,3226,11,8,0,4,4,4,0,0,0,43,38,0,100
42,6,729,15,9,2,5,0,4,1,0,17,59,38,0,100
7,4,7992,9,12,4,12,3,4,0,0,13,39,38,0,102
23,4,7550,15,9,0,14,4,4,1,0,0,39,38,1,101
9,4,2867,11,8,4,1,2,4,0,0,0,39,38,0,2
2,8,7758,11,8,4,5,3,4,1,0,0,19,38,0,102
36,1,4495,11,8,0,13,4,4,1,0,0,39,38,0,100
18,4,6921,7,11,2,8,5,4,0,0,0,34,38,1,102
13,2,6784,9,12,4,12,4,2,0,0,0,16,38,0,102
41,4,1397,12,13,0,10,1,4,0,0,0,39,38,0,1
11,4,5431,9,12,2,12,0,4,1,73,0,41,38,1,101
21,4,1930,1,6,2,14,0,4,1,0,0,39,38,0,100
20,5,2393,9,12,2,3,0,4,1,0,0,59,38,0,100
9,4,7521,9,12,4,10,1,4,0,0,0,44,38,0,2
24,4,6048,9,12,2,10,5,2,0,0,0,34,14,1,102
11,4,5544,1,6,0,12,3,4,1,0,0,39,38,0,100
28,4,1604,8,10,0,4,1,4,1,0,0,39,38,1,101
24,4,3621,15,9,2,3,0,4,1,0,0,49,12,0,100
31,4,1612,9,12,2,4,0,4,1,73,0,59,38,1,101
21,6,4170,11,8,2,12,0,4,1,0,0,39,38,0,100
30,4,8429,12,13,2,4,0,4,1,0,0,39,23,1,101
54,4,4262,12,13,4,8,1,4,0,0,0,19,38,0,102
8,4,3914,9,12,4,10,1,4,0,0,0,39,38,0,2
1,1,1591,1,6,4,8,3,1,1,0,0,14,29,0,102
23,4,5609,15,9,2,7,0,4,1,0,53,39,38,0,103
24,4,1347,9,12,2,4,0,4,1,0,0,59,38,1,101
52,4,6156,15,9,2,1,0,4,1,0,0,14,10,1,101
19,4,286,7,11,5,13,1,4,0,0,0,2,38,0,102
10,6,6079,1,6,2,3,0,4,1,0,0,39,38,0,100
25,4,5534,4,2,5,1,2,4,1,0,0,39,8,0,100
34,5,3668,8,10,2,4,0,4,1,0,0,39,38,0,100
45,2,2659,11,8,0,14,2,4,1,0,0,39,38,0,100
5,4,6848,13,0,4,8,3,2,0,3,0,19,22,0,102
12,4,1791,9,12,2,10,5,3,0,0,0,39,38,0,102
63,4,3943,15,9,6,1,1,4,0,0,0,19,38,0,102
34,5,3666,9,12,2,4,5,1,0,0,0,34,35,0,102
42,2,1565,8,10,0,1,1,4,0,0,0,39,38,0,100
14,6,4158,9,12,2,10,0,4,1,0,0,39,38,1,101
20,6,4620,11,8,2,14,0,4,1,0,0,54,38,0,100
34,4,6644,1,6,2,14,0,2,1,0,22,39,38,0,100
15,2,4164,12,13,4,10,1,4,0,0,0,39,38,0,102
43,4,2076,15,9,2,12,0,4,1,73,0,39,38,1,101
5,4,4465,9,12,4,4,3,4,0,0,0,39,38,0,2
34,4,1801,2,7,4,8,3,4,1,0,0,39,38,0,100
21,4,1702,11,8,0,3,4,4,1,0,0,39,38,0,2
10,4,7400,11,8,2,1,5,4,0,63,0,39,38,1,102
6,0,3037,15,9,4,0,1,4,0,0,0,34,38,0,102
26,5,3251,9,12,2,12,0,4,1,0,0,59,38,1,101
16,4,5864,15,9,4,10,1,2,1,0,0,39,38,0,102
26,4,6815,11,8,2,3,0,4,1,0,0,39,38,0,1
18,4,2856,11,8,2,14,5,4,0,0,39,27,38,1,103
1,4,5769,15,9,4,12,3,4,0,0,0,24,38,0,102
19,6,2175,11,8,2,4,0,4,1,0,0,37,38,0,100
4,4,8393,11,8,4,11,3,2,1,0,0,39,38,0,102
27,4,6236,15,9,2,10,0,4,1,73,0,44,38,1,101
11,4,8134,4,2,4,3,2,4,1,0,0,39,25,0,100
7,4,7860,0,5,2,7,0,4,1,0,0,49,38,0,100
5,0,5338,11,8,4,0,3,4,1,0,0,39,38,0,102
0,4,3786,1,6,4,6,3,4,1,0,0,39,38,0,102
41,7,6716,10,15,4,4,1,4,0,0,0,42,38,1,101
28,2,2920,12,13,0,10,4,2,0,0,0,39,38,0,102
6,2,2901,9,12,4,10,3,0,1,0,0,29,38,0,102
37,7,6513,8,10,2,11,0,4,1,0,0,39,38,0,100
8,4,4962,15,9,4,12,3,2,0,42,0,29,38,0,102
21,4,5073,11,8,0,6,1,1,1,0,0,39,39,0,100
21,4,2379,9,12,2,4,0,4,1,0,0,39,0,1,101
11,7,388,9,12,4,10,3,4,1,72,0,39,38,0,101
17,4,4697,11,8,5,13,4,2,0,0,0,34,38,0,102
22,4,1158,15,9,2,12,5,4,0,0,0,39,38,0,2
27,4,6105,7,11,0,4,1,4,1,0,0,59,38,1,101
19,4,3295,9,12,2,10,0,4,1,0,39,49,38,1,103
12,4,5095,15,9,4,1,1,4,0,0,0,39,13,0,102
41,4,4983,11,8,0,12,1,4,0,0,0,14,38,0,100
23,4,1880,11,8,4,1,3,4,0,0,0,49,38,0,2
8,4,3908,15,9,4,1,3,4,0,0,0,39,38,0,2
22,4,5974,12,13,2,14,0,4,1,0,0,39,30,0,100
66,2,1764,15,9,6,10,1,4,1,0,0,11,38,0,102
32,2,3649,11,8,0,8,4,4,0,0,0,39,38,0,102
24,4,7988,9,12,2,10,0,4,1,0,0,39,38,1,101
29,2,6948,15,9,2,10,0,4,1,0,0,39,38,1,101
2,4,4522,15,9,4,12,3,4,1,0,0,39,38,0,2
12,4,2547,11,8,2,3,0,4,1,0,0,39,38,0,1
6,4,5682,15,9,4,8,1,4,0,0,0,54,38,0,102
29,2,2326,12,13,0,4,4,4,0,0,0,64,38,1,101
44,4,107,11,8,0,5,1,4,0,0,0,76,38,0,100
24,4,7797,11,8,4,3,3,2,0,0,0,34,38,0,102
30,4,5744,11,8,2,12,0,4,1,0,0,44,38,0,1
20,4,2063,11,8,4,3,2,0,1,94,0,47,38,1,101
27,6,5739,0,5,2,8,0,4,1,0,0,68,38,0,100
42,4,7478,9,12,2,4,0,4,1,0,0,49,38,1,101
2,4,3348,15,9,4,13,3,4,0,0,0,39,0,0,102
15,0,7645,9,12,2,0,5,4,0,0,0,19,38,1,102
2,4,3539,2,7,4,8,3,4,0,0,0,19,38,0,102
32,4,3684,9,12,0,4,4,4,0,0,0,39,38,1,101
4,4,3164,15,9,4,8,1,4,1,0,0,34,38,0,2
5,0,2506,15,9,4,0,3,4,0,0,0,7,38,0,102
30,7,3054,11,8,0,1,4,4,1,0,0,37,38,0,100
22,4,273,15,9,2,1,0,4,1,88,0,39,38,1,101
36,2,5740,15,9,2,11,0,4,1,54,0,39,38,1,101
4,4,3296,15,9,4,12,3,1,1,0,0,29,18,0,102
5,4,6866,1,6,2,7,2,4,1,0,0,41,38,0,100
7,4,5178,15,9,4,1,1,4,0,0,0,39,38,0,2
34,4,3259,11,8,2,3,0,4,1,0,0,39,38,1,101
16,4,2535,15,9,2,4,0,4,1,0,0,44,38,0,1
20,4,2781,15,9,2,12,5,4,0,0,0,39,38,1,102
16,6,3856,14,14,2,10,0,4,1,0,38,39,38,1,103
33,4,3366,11,8,2,10,0,4,1,0,0,77,38,0,100
22,7,5182,9,12,2,4,5,4,0,0,0,54,38,1,101
11,4,6106,15,9,4,13,4,4,0,0,0,39,38,0,2
24,4,2342,15,9,5,3,1,2,1,0,0,39,38,0,102
6,4,2588,8,10,4,1,4,4,0,0,0,39,38,0,2
8,5,1309,9,12,4,12,1,4,0,0,0,49,38,0,102
12,5,3302,11,8,2,8,0,4,1,0,0,39,38,0,100
6,2,7437,11,8,4,14,3,4,1,0,0,39,38,0,102
20,2,2393,11,8,4,3,1,4,1,0,0,39,38,0,100
33,4,5490,9,12,2,12,0,4,1,0,0,39,38,1,101
15,2,509,9,12,2,10,0,4,1,0,0,39,38,1,101
12,4,6137,15,9,2,1,0,2,1,0,0,49,38,0,100
29,2,2697,12,13,2,4,0,4,1,0,39,59,38,1,103
28,4,7891,12,13,2,4,0,4,1,0,39,49,38,1,103
33,6,341,0,5,0,3,1,4,1,0,0,44,38,0,100
22,4,869,15,9,2,4,0,4,1,0,0,39,38,0,1
34,4,1380,12,13,2,12,0,4,1,0,0,29,38,0,100
49,2,699,8,10,6,10,1,4,0,0,0,19,38,0,102
5,0,2161,15,9,4,0,1,4,1,0,0,42,38,0,102
7,4,4973,8,10,4,13,3,4,0,0,0,37,38,0,2
0,4,6061,1,6,4,8,3,4,0,0,0,6,38,0,102
0,4,7777,0,5,4,12,3,4,0,0,0,19,38,0,102
31,2,6464,7,11,5,1,1,2,0,0,0,39,38,0,102
26,6,4260,11,8,4,3,1,4,1,0,0,34,38,0,100
10,6,1254,8,10,2,5,0,4,1,0,0,68,38,0,100
26,4,1405,9,12,2,8,5,1,0,0,0,44,0,0,102
28,4,2222,12,13,2,4,0,4,1,54,0,39,38,0,101
9,4,2683,15,9,4,1,1,4,0,0,0,44,38,0,2
6,4,567,11,8,4,12,1,2,0,0,0,26,0,0,102
20,7,1651,11,8,4,8,3,4,0,0,0,39,38,0,102
22,4,4541,15,9,0,4,1,4,0,0,0,39,38,0,2
27,4,7264,15,9,4,14,1,4,1,0,0,44,38,0,1
12,4,7038,9,12,2,12,0,4,1,0,0,39,38,1,101
14,6,1974,15,9,2,3,0,4,1,0,0,49,38,0,100
13,6,8398,15,9,4,3,1,4,1,0,0,44,38,0,100
54,4,8408,5,3,2,3,0,4,1,0,0,39,38,1,100
50,4,2299,1,6,2,14,0,4,1,0,0,39,38,0,100
28,4,7142,9,12,0,10,4,4,0,0,0,47,38,1,101
29,4,5108,14,14,4,10,1,4,1,0,0,80,38,0,101
71,4,6556,11,8,2,14,0,4,1,26,0,39,38,0,100
26,4,6165,11,8,0,12,1,4,1,0,0,19,38,0,100
13,4,2340,12,13,4,10,1,4,0,0,0,15,38,0,102
15,4,5940,11,8,2,14,0,4,1,0,0,77,38,1,101
35,6,3958,0,5,2,4,0,4,1,0,0,59,38,0,100
28,0,5672,11,8,2,0,0,4,1,0,0,11,38,0,100
34,4,6450,15,9,2,4,0,4,1,73,0,54,38,1,101
12,4,2571,11,8,2,6,0,2,1,0,0,39,38,0,100
4,4,566,15,9,4,6,3,4,1,0,0,39,38,0,2
6,0,4773,15,9,4,0,2,4,1,0,0,39,38,0,102
34,6,1642,14,14,2,10,0,4,1,0,0,39,38,0,100
10,4,5550,13,0,2,5,2,4,1,96,0,23,25,0,100
25,2,4172,9,12,0,10,1,4,1,0,0,49,0,0,100
34,2,3842,11,8,2,14,0,4,1,0,0,39,38,1,101
24,0,6620,8,10,0,0,1,4,1,0,0,74,38,0,100
24,2,2573,9,12,0,11,4,4,0,0,0,39,38,0,102
10,4,347,8,10,2,12,0,4,1,0,0,34,38,0,1
4,4,5898,11,8,4,7,3,4,1,0,0,39,38,0,2
3,7,3491,15,9,2,8,0,4,1,0,0,19,38,0,100
16,4,7492,15,9,2,14,0,4,1,0,0,59,28,0,100
0,0,3465,0,5,4,0,2,4,1,0,0,11,38,0,102
24,4,3076,11,8,2,3,0,4,1,0,36,39,38,1,103
36,4,1134,11,8,2,12,5,4,0,0,0,39,38,0,2
5,4,5376,0,5,5,8,4,4,0,0,0,34,38,0,102
42,2,4966,9,12,2,10,0,4,1,0,0,39,38,1,101
9,4,3865,9,12,4,1,1,4,0,0,0,39,38,0,2
43,4,4198,11,8,2,10,0,4,1,0,0,24,38,0,100
43,4,2324,15,9,2,3,0,4,1,0,0,44,38,0,1
4,4,3970,8,10,4,8,3,4,0,0,0,19,38,0,102
12,4,5638,15,9,4,3,3,4,1,0,0,44,38,0,2
23,4,5361,11,8,2,4,5,4,0,0,0,39,38,0,2
14,4,2473,11,8,2,7,0,4,1,0,0,44,38,0,1
21,7,7518,10,15,2,10,0,4,1,0,0,39,38,1,101
17,4,6008,15,9,2,3,0,4,1,0,0,39,38,0,1
50,5,22,15,9,2,12,0,4,1,90,0,39,38,1,101
15,4,4249,15,9,0,1,4,4,0,0,0,39,38,0,2
2,4,6454,11,8,4,1,3,4,0,0,0,19,38,0,102
3,4,4213,15,9,4,6,3,4,0,0,0,7,38,0,102
14,4,4686,11,8,2,14,0,4,1,0,0,49,38,0,1
3,4,6525,15,9,4,11,3,4,0,0,0,15,38,0,102
7,4,976,15,9,4,12,3,4,1,0,0,42,38,0,2
11,4,1953,8,10,2,13,0,3,1,0,0,39,25,0,100
38,4,2866,8,10,2,3,0,4,1,0,0,49,17,1,101
54,6,8368,15,9,5,12,4,2,1,0,34,1,38,0,103
23,4,4047,15,9,2,4,0,4,1,0,0,44,38,1,101
11,4,8134,15,9,2,7,0,4,1,0,0,39,25,0,100
3,4,7943,15,9,4,1,3,4,0,0,0,34,38,0,2
48,4,2959,5,3,6,9,1,2,0,0,24,30,38,0,102
42,4,4507,0,5,2,7,0,4,1,0,0,39,38,0,100
11,4,6319,11,8,3,7,3,1,1,0,0,39,29,0,102
35,5,6195,11,8,2,4,0,4,1,88,0,39,38,1,101
15,0,6568,4,2,4,0,4,4,0,0,0,44,25,0,102
22,4,7730,15,9,2,14,0,4,1,0,0,39,38,1,101
15,4,5392,8,10,2,13,0,4,1,0,0,44,38,1,101
6,0,7969,15,9,4,0,4,4,0,0,0,39,38,0,102
48,4,5975,11,8,0,12,1,4,0,0,0,19,38,0,100
35,2,4356,12,13,4,10,1,4,1,81,0,44,38,1,101
23,2,1436,11,8,4,1,3,4,0,0,0,39,38,0,102
41,4,2676,9,12,2,8,0,1,1,0,0,39,34,0,100
22,4,3295,11,8,4,8,1,4,1,0,0,17,38,0,102
22,4,5554,9,12,2,13,0,4,1,0,0,49,38,0,1
33,7,2644,11,8,6,8,1,4,0,0,0,36,38,0,102
26,5,8176,15,9,2,4,0,4,1,0,0,59,38,0,100
34,5,2734,15,9,0,4,4,4,0,0,0,49,38,0,102
45,4,3507,14,14,2,10,0,4,1,0,22,68,38,0,103
22,4,3887,0,5,4,6,1,4,1,0,0,39,4,0,100
15,4,4251,15,9,2,4,0,1,1,0,0,68,34,0,100
38,6,1914,11,8,2,3,0,4,1,0,0,59,38,0,100
17,1,3996,8,10,0,1,3,2,0,13,0,39,38,0,102
19,4,7859,11,8,0,12,1,4,0,0,0,39,38,0,1
47,4,2976,11,8,2,8,0,2,1,0,0,39,0,1,101
13,4,7041,9,12,4,1,1,4,0,0,0,39,38,0,2
22,4,7845,11,8,2,12,0,4,1,0,38,45,38,1,103
3,4,6981,11,8,4,6,3,4,1,0,0,27,38,0,102
3,4,6115,11,8,4,6,3,4,1,0,0,24,38,0,102
10,7,4547,11,8,5,11,1,4,1,0,0,44,38,0,100
10,4,6467,1,6,0,7,4,4,0,0,0,39,38,0,102
44,6,4125,14,14,2,10,0,4,1,0,0,49,38,1,101
13,4,2158,15,9,2,1,0,1,1,0,0,49,38,1,101
12,4,3342,9,12,4,7,1,4,1,0,0,39,38,0,1
1,4,1804,15,9,4,3,3,4,1,0,0,24,38,0,102
4,4,4644,15,9,4,12,3,4,0,0,0,54,38,0,102
38,4,2096,11,8,2,3,0,4,1,76,0,39,38,1,101
21,1,565,15,9,0,4,1,4,0,0,0,39,38,0,102
12,4,8103,8,10,2,3,0,4,1,0,0,39,38,1,101
37,4,5765,11,8,2,14,0,2,1,0,0,39,38,1,101
13,4,6626,7,11,0,12,1,4,1,0,0,51,38,0,1
22,6,199,15,9,2,5,0,4,1,33,0,80,38,0,100
35,4,2631,15,9,6,8,4,2,0,0,0,39,0,0,102
7,4,7425,9,12,2,10,0,4,1,0,0,39,38,1,101
7,4,2332,11,8,4,1,3,4,0,0,0,39,38,0,2
7,4,3177,9,12,4,13,1,1,1,0,0,39,38,0,102
17,7,6334,11,8,0,14,4,4,0,0,0,39,38,0,102
19,6,1203,11,8,5,8,1,4,0,0,0,15,38,0,102
2,4,454,11,8,4,12,1,4,1,0,0,37,38,0,2
6,4,972,11,8,4,1,4,4,0,0,0,39,38,0,2
35,4,7398,11,8,0,14,1,4,1,0,0,49,38,0,1
19,4,5060,9,12,0,10,1,4,1,0,0,39,38,0,1
36,5,2632,9,12,2,1,5,1,0,0,0,49,34,0,102
29,4,6566,9,12,2,4,0,4,1,0,0,59,38,1,101
31,4,7753,9,12,2,10,0,1,1,0,0,41,38,1,101
40,0,7632,0,5,2,0,5,4,0,0,0,39,38,0,102
24,4,5389,9,12,2,10,0,4,1,0,0,39,11,0,100
17,4,717,11,8,2,4,0,4,1,73,0,49,38,1,101
6,4,6706,11,8,4,7,3,4,0,0,0,39,38,0,2
6,4,7012,11,8,2,7,0,2,1,0,0,44,38,0,100
20,1,689,11,8,4,1,4,2,0,0,0,39,38,0,102
2,4,4039,11,8,4,8,1,4,0,0,0,29,38,0,102
28,2,7327,11,8,2,11,0,4,1,0,0,73,38,1,101
26,4,5008,15,9,2,10,5,3,0,0,0,5,32,0,102
28,7,3437,7,11,4,3,1,4,1,0,0,39,38,0,100
11,4,3458,15,9,4,3,4,4,1,0,0,47,38,0,2
14,6,7785,9,12,2,10,0,4,1,0,39,49,32,1,103
19,4,2444,9,12,2,8,0,2,1,73,0,35,38,1,101
11,4,4296,11,8,4,7,3,4,1,0,0,39,38,0,2
2,4,3848,2,7,4,8,3,4,1,0,0,15,38,0,102
39,4,4020,0,5,2,6,0,4,1,0,0,39,38,0,100
13,6,4078,15,9,3,3,3,4,1,0,0,59,38,1,101
12,1,2843,15,9,2,1,0,4,1,0,0,39,38,1,101
7,4,6462,9,12,4,7,3,2,0,0,0,39,38,0,102
6,4,5930,1,6,4,14,1,4,1,0,0,39,32,0,100
21,4,4505,15,9,2,4,0,4,1,0,0,39,38,1,101
0,4,7615,11,8,4,8,3,4,0,0,0,39,38,0,2
38,4,2751,11,8,0,4,1,4,0,0,0,59,38,0,100
21,4,2199,15,9,2,10,0,4,1,0,0,39,38,0,1
21,4,1227,9,12,0,12,1,4,1,0,0,47,38,1,101
17,4,1781,4,2,4,7,2,1,1,0,0,39,24,0,102
6,4,2111,9,12,4,4,3,4,0,0,0,59,38,0,102
7,4,6029,15,9,4,12,3,4,0,0,0,19,38,0,102
7,4,5402,15,9,4,1,3,4,0,0,0,29,38,0,102
24,2,2468,11,8,4,8,3,4,1,0,0,29,38,0,102
39,4,5365,3,1,5,7,4,4,1,0,0,39,38,0,100
9,5,1476,9,12,4,4,3,4,1,0,0,74,38,0,100
41,2,7399,12,13,2,10,0,2,1,76,0,29,38,1,101
14,4,3287,11,8,4,10,3,4,1,0,0,39,38,0,2
9,6,8093,9,12,4,12,1,4,1,0,0,59,38,0,100
12,4,3104,15,9,4,1,1,4,0,0,0,39,23,0,102
0,4,796,6,4,4,8,3,4,0,0,0,19,38,0,102
29,4,3416,15,9,2,7,0,2,1,0,0,39,38,0,100
19,4,4492,1,6,2,3,0,4,1,63,0,39,38,1,101
25,5,6110,9,12,2,12,0,4,1,0,0,49,38,0,100
17,4,8213,2,7,2,14,0,2,1,0,0,54,38,0,100
49,6,7258,8,10,2,10,0,4,1,0,0,49,38,0,100
14,4,8186,11,8,4,3,2,2,1,0,0,39,38,0,102
2,4,7739,15,9,4,12,3,4,0,0,0,24,38,0,102
59,6,3459,15,9,6,12,1,4,1,0,0,19,38,0,100
39,4,2965,11,8,2,14,0,4,1,0,0,49,38,0,1
3,4,3269,11,8,4,8,3,4,0,0,0,19,38,0,102
24,4,1390,11,8,4,7,4,2,0,0,0,39,38,0,102
19,1,6309,7,11,2,8,0,4,1,0,0,39,38,0,100
28,6,7918,9,12,4,12,1,4,0,0,0,34,38,0,102
14,1,7049,7,11,2,13,0,4,1,0,0,44,38,0,100
5,4,3516,15,9,4,8,2,2,1,0,0,19,38,0,102
17,4,1931,9,12,4,4,2,4,1,0,0,39,38,0,2
15,2,6683,11,8,2,14,0,4,1,0,0,39,38,0,100
14,6,7865,10,15,4,10,3,4,0,0,0,47,38,0,102
11,6,4066,11,8,4,8,1,4,0,0,0,27,38,0,102
4,0,7010,11,8,4,0,3,4,1,0,0,39,38,0,102
29,5,3743,11,8,2,4,0,4,1,0,0,71,38,1,101
19,4,7533,6,4,4,5,4,2,0,0,0,39,38,0,102
3,0,2000,1,6,3,0,3,1,0,0,33,39,34,0,102
20,4,2720,1,6,2,3,0,4,1,0,0,39,38,0,100
26,4,3462,9,12,2,7,0,0,1,0,0,39,38,0,100
29,4,3052,9,12,2,12,0,4,1,0,0,39,38,1,101
6,7,3964,9,12,4,10,3,4,0,0,0,26,38,0,102
18,0,7471,15,9,4,0,4,2,0,0,0,39,38,0,102
16,4,5629,3,1,0,7,4,4,0,0,0,39,25,0,102
3,4,2452,15,9,4,1,3,4,0,0,0,19,38,0,102
31,4,2627,15,9,6,1,4,4,0,0,0,39,38,1,102
12,0,7438,11,8,0,0,4,4,0,0,0,39,38,0,102
36,4,3819,15,9,4,4,1,4,1,0,0,39,38,0,1
10,0,4259,11,8,2,0,5,4,0,0,0,39,38,1,102
58,0,263,12,13,6,0,1,0,1,0,0,25,38,0,102
25,5,4413,11,8,0,12,4,4,1,7,0,49,38,0,100
8,4,8201,11,8,4,3,3,4,1,0,0,39,38,0,2
14,4,8262,15,9,2,14,0,4,1,0,0,39,38,1,101
8,4,56,8,10,4,8,4,0,0,0,0,39,38,0,102
10,4,24,15,9,4,12,2,4,1,0,0,39,38,0,2
54,6,2489,11,8,6,1,1,4,0,0,0,34,38,0,102
0,4,683,1,6,4,1,3,4,0,0,0,19,38,0,102
33,4,6720,9,12,0,4,4,4,1,87,0,39,38,1,101
21,4,4587,14,14,2,12,5,4,0,0,0,39,38,0,2
3,4,511,15,9,4,10,3,4,1,0,0,24,38,0,102
6,4,551,15,9,4,1,2,4,0,0,0,39,38,0,2
52,2,5720,7,11,6,1,4,4,0,0,0,39,38,0,102
8,6,14,15,9,4,8,1,4,0,0,0,21,38,0,102
6,4,7461,11,8,2,12,5,2,0,0,0,34,38,0,102
3,4,3995,11,8,4,6,3,4,1,0,0,39,38,0,2
0,4,2401,0,5,4,8,3,4,1,0,0,29,38,0,102
29,2,2366,12,13,2,10,0,2,1,0,0,37,38,1,101
52,0,6753,15,9,2,0,0,4,1,0,0,31,38,0,100
50,6,7922,11,8,6,8,1,4,0,0,0,29,38,0,102
32,4,2316,11,8,5,1,4,2,0,0,0,39,38,0,102
15,4,7268,8,10,2,3,0,4,1,0,0,44,38,0,1
50,0,6425,8,10,6,0,1,4,0,0,0,0,38,0,102
35,5,1573,11,8,0,4,4,4,1,0,0,37,38,0,100
19,4,7163,1,6,3,3,1,2,1,0,0,39,38,0,100
18,4,2904,11,8,4,6,2,3,1,0,0,24,4,0,102
