age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income,cluster
20,4,18706,9,12,2,4,2,4,1,56,0,46,39,0,103
2,4,1677,15,9,4,6,1,4,1,0,0,44,39,0,2
56,4,9717,5,3,2,12,0,4,1,0,0,34,39,1,102
41,6,21045,11,8,2,12,0,4,1,112,0,39,39,1,103
4,4,22606,8,10,4,1,3,2,0,0,0,39,39,0,100
21,4,20249,9,12,2,4,0,4,1,0,0,59,39,0,101
44,4,18888,11,8,0,7,3,4,0,0,0,39,39,0,2
35,4,8507,11,8,0,1,4,4,0,0,0,37,39,0,2
25,4,19449,11,8,4,8,4,2,0,0,0,27,14,0,100
0,4,21857,2,7,4,8,2,4,1,0,0,19,39,0,102
18,4,11978,11,8,2,1,0,4,1,0,0,39,39,0,1
17,4,12205,7,11,4,1,1,4,0,0,0,34,39,0,2
29,5,12089,8,10,0,4,1,4,0,101,0,69,39,1,103
32,4,6780,11,8,2,7,0,4,1,0,0,39,39,0,1
22,4,17936,11,8,2,14,0,4,1,0,0,54,39,1,101
48,5,19115,11,8,2,12,0,4,1,0,0,39,39,0,101
7,4,2269,11,8,2,14,0,4,1,0,0,44,39,0,1
25,4,18235,9,12,2,10,0,4,1,0,0,43,39,1,101
28,4,6379,15,9,0,8,4,2,0,0,0,39,39,0,100
2,4,1511,15,9,4,6,1,4,1,0,0,54,39,0,101
21,4,24127,11,8,4,14,4,4,1,0,0,39,39,0,2
10,0,11387,6,4,4,0,3,4,0,0,0,39,39,0,102
26,4,16663,11,8,2,14,0,4,1,0,0,69,39,1,101
1,4,15568,2,7,4,8,3,4,0,0,0,24,39,0,102
10,4,8484,0,5,4,12,2,4,1,0,56,39,39,0,102
24,4,24607,14,14,0,10,1,4,1,0,0,44,39,1,101
32,4,16022,9,12,2,4,0,4,1,0,0,39,39,0,1
28,4,16249,15,9,0,1,1,4,0,0,0,47,39,0,1
47,6,18714,14,14,2,10,0,4,1,0,0,8,39,1,101
11,4,25480,15,9,0,3,1,4,1,0,0,45,39,0,1
29,6,16444,14,14,2,10,0,4,1,0,81,78,39,1,101
10,4,16014,9,12,2,10,0,4,1,0,0,39,39,0,1
11,4,658,9,12,4,6,3,4,1,0,0,39,39,0,2
7,2,16839,15,9,4,11,3,4,1,0,0,39,39,0,100
30,5,18340,12,13,2,4,0,4,1,112,0,54,39,1,103
14,4,27140,15,9,5,8,4,4,0,0,0,49,26,0,100
24,4,22141,11,8,4,8,3,4,1,0,0,39,39,0,2
27,4,14143,12,13,0,12,1,4,1,0,0,23,20,0,101
0,4,1131,0,5,4,8,3,4,0,0,0,17,39,0,102
4,4,11607,15,9,4,6,3,4,1,0,0,29,39,0,100
37,4,16332,4,2,2,12,0,4,1,0,0,50,39,0,102
34,4,11503,11,8,0,6,4,4,0,0,0,19,39,0,100
24,4,26155,9,12,2,11,0,4,1,112,0,59,39,1,103
12,6,25361,15,9,2,3,0,1,1,0,0,39,35,0,100
32,4,5178,7,11,2,12,5,4,0,0,51,39,39,1,101
41,4,15359,15,9,2,4,0,4,1,0,0,39,39,1,101
3,4,21596,11,8,4,3,3,4,1,0,0,39,39,0,2
34,4,25736,9,12,2,4,0,4,1,0,0,54,39,1,101
46,1,7698,11,8,6,6,1,2,1,0,0,39,39,0,100
1,4,8288,15,9,4,1,3,4,0,0,0,24,39,0,100
1,4,26319,11,8,4,8,1,4,1,0,0,29,39,0,100
26,5,5567,11,8,2,5,0,4,1,0,0,44,39,0,101
40,6,2399,11,8,2,4,0,4,1,0,0,0,39,0,101
33,2,14258,9,12,5,10,1,4,1,0,0,39,39,1,101
30,5,7297,9,12,2,4,0,4,1,0,0,49,5,1,101
40,4,305,11,8,3,14,1,4,1,0,0,39,39,0,1
39,1,19611,11,8,0,10,1,4,1,0,0,39,39,0,101
44,4,11950,12,13,2,4,0,4,1,0,73,49,39,1,101
14,4,23416,8,10,4,13,1,4,1,0,0,39,39,0,1
23,4,24759,9,12,2,13,0,1,1,0,0,39,0,1,101
33,7,26065,11,8,2,10,0,4,1,0,0,47,39,1,101
23,4,2210,12,13,4,12,1,4,1,0,0,49,39,1,101
18,4,14748,14,14,2,10,0,4,1,0,0,44,39,1,101
8,4,27388,11,8,4,8,3,4,0,0,0,7,39,0,100
18,4,10309,12,13,2,10,0,4,1,122,0,49,39,1,103
17,4,11637,9,12,2,4,0,4,1,0,0,39,39,0,1
16,4,20145,9,12,4,10,1,1,1,0,0,9,19,0,100
12,5,5551,11,8,2,3,0,4,1,0,0,59,39,0,101
30,4,9722,11,8,2,7,0,4,1,0,0,39,39,1,101
46,1,4815,12,13,2,4,0,4,1,0,0,49,39,1,101
21,4,4620,11,8,4,1,3,1,1,0,0,29,39,0,100
3,4,17192,15,9,4,8,3,4,1,0,0,39,39,0,2
6,4,2108,8,10,2,3,0,4,1,0,0,39,39,0,1
39,4,7041,8,10,2,3,0,2,1,0,0,39,39,1,101
50,4,21059,15,9,2,12,0,4,1,92,0,39,39,0,103
2,4,18494,15,9,4,1,3,4,1,0,0,27,39,0,100
23,4,10086,11,8,0,6,1,2,1,0,0,34,39,0,101
34,2,15747,11,8,3,6,4,4,1,0,0,39,39,0,100
17,4,23462,11,8,0,6,3,4,0,0,0,39,39,0,2
35,4,16724,5,3,2,7,0,4,1,0,0,59,39,0,102
1,1,2261,11,8,4,6,3,4,1,0,0,49,39,0,100
21,4,5410,9,12,4,13,1,4,0,0,0,44,39,0,2
40,4,13886,11,8,2,14,0,4,1,0,0,39,39,1,101
13,4,18839,8,10,0,4,1,4,1,0,0,39,39,0,1
31,4,11040,11,8,2,1,5,4,0,0,0,39,39,1,100
15,4,20135,11,8,2,6,0,4,1,0,0,39,39,0,1
7,4,16568,8,10,4,12,4,4,1,0,0,4,39,0,100
8,4,26519,2,7,2,5,0,3,1,0,0,59,26,0,102
14,4,16289,11,8,4,8,1,2,0,0,0,37,39,0,100
4,4,832,15,9,4,10,3,4,0,0,0,7,39,0,100
21,4,4948,11,8,5,8,3,4,1,0,0,34,39,0,2
10,4,15024,9,12,5,10,1,1,1,0,0,39,30,1,100
17,0,23258,12,13,4,0,1,4,1,73,0,29,39,0,103
30,4,1724,11,8,4,8,1,4,0,0,0,39,39,0,2
2,4,2179,1,6,4,12,1,4,1,0,0,11,39,0,102
13,4,12982,1,6,2,7,0,2,1,0,0,39,39,0,102
9,4,14028,9,12,2,10,5,4,0,0,0,44,39,1,100
37,4,21997,6,4,0,6,1,4,1,0,0,23,39,0,102
31,5,10709,14,14,2,10,0,4,1,0,0,59,39,1,101
29,4,16151,11,8,0,3,1,4,1,0,0,54,39,0,101
54,4,13776,0,5,2,7,0,4,1,0,0,39,39,0,102
1,4,11988,2,7,4,12,3,4,1,0,0,23,39,0,102
14,4,6284,9,12,4,4,1,4,1,0,0,39,39,0,1
3,7,16729,11,8,4,14,3,4,1,0,0,39,39,0,100
25,4,910,14,14,0,10,1,4,1,122,0,78,39,1,103
6,4,18248,11,8,4,3,1,4,1,0,0,39,39,0,2
10,4,28067,11,8,2,8,0,4,1,0,0,35,0,0,101
21,6,26541,15,9,2,3,0,4,1,0,0,54,39,0,101
0,0,950,1,6,4,0,3,4,1,0,0,49,39,0,102
54,6,28027,15,9,5,12,4,2,1,0,44,1,39,0,100
29,4,18141,15,9,0,12,4,4,0,0,0,39,5,0,100
31,4,9216,12,13,2,4,5,4,0,0,51,37,39,1,100
4,4,23264,15,9,4,6,3,4,1,0,0,11,39,0,100
3,4,20268,11,8,4,11,3,4,1,0,0,39,5,0,100
16,4,15176,5,3,2,5,0,4,1,0,0,44,26,0,102
26,4,13607,7,11,2,4,0,4,1,0,0,44,39,1,101
36,4,4636,10,15,2,10,0,4,1,112,0,49,9,1,103
33,4,9295,0,5,0,1,4,4,0,0,0,39,39,0,102
23,4,28257,5,3,4,5,3,4,1,0,0,39,39,0,102
26,4,6583,15,9,0,1,4,2,0,0,0,39,39,0,100
17,7,17700,15,9,2,11,0,4,1,0,0,39,39,0,101
25,4,21204,6,4,4,5,1,4,1,0,0,39,33,0,102
16,6,16906,15,9,2,3,0,4,1,44,0,39,39,0,101
42,4,12309,11,8,0,12,4,4,0,0,0,39,39,0,2
23,4,17251,7,11,2,12,0,4,1,0,0,59,39,1,101
44,7,7769,10,15,2,10,0,4,1,0,0,39,0,1,101
5,6,26191,9,12,4,10,3,1,1,0,0,19,19,0,100
7,4,5086,9,12,4,10,3,4,1,0,0,19,39,0,100
29,4,10053,15,9,2,4,0,1,1,0,0,59,0,0,101
33,4,27854,0,5,2,8,0,4,1,0,0,7,8,0,102
33,2,11618,9,12,2,11,0,4,1,0,0,43,39,1,101
1,4,15702,15,9,4,8,3,4,1,0,37,19,39,0,100
5,4,15407,15,9,4,11,3,4,1,0,0,24,39,0,100
32,4,4829,9,12,0,10,1,4,0,0,0,49,39,0,1
25,4,22936,11,8,2,8,0,2,1,0,0,39,14,0,101
37,4,14089,10,15,2,4,0,4,1,0,55,49,39,1,101
37,4,9072,11,8,0,8,1,4,0,0,0,39,39,0,1
6,2,16568,11,8,4,3,3,4,1,0,26,39,39,0,100
12,4,22380,11,8,4,4,4,2,0,0,0,39,39,0,100
24,4,25177,11,8,0,1,1,3,0,0,5,39,39,0,100
27,6,22615,11,8,4,3,1,4,1,110,0,39,39,1,103
21,4,17019,8,10,2,3,0,4,1,0,0,49,39,1,101
42,4,14936,11,8,0,6,1,2,1,0,0,39,39,0,101
14,7,11338,15,9,0,1,4,4,0,0,0,39,39,0,100
15,4,24620,12,13,4,10,1,4,0,0,26,39,39,0,100
26,4,21463,4,2,2,7,0,3,1,0,0,39,26,0,102
22,6,481,11,8,2,5,0,4,1,0,0,53,39,0,101
17,1,12986,8,10,0,1,3,2,0,20,0,39,39,0,100
23,4,22023,9,12,4,10,3,4,0,0,0,59,39,0,100
36,0,26974,15,9,2,0,5,4,0,0,0,4,39,0,100
22,4,11046,15,9,4,8,4,2,0,0,0,39,39,0,100
12,4,3448,11,8,4,8,1,4,0,0,0,31,39,0,100
24,5,10453,11,8,2,4,0,1,1,0,50,69,35,1,101
6,4,15989,9,12,4,4,3,4,0,0,0,39,39,0,2
38,4,6959,11,8,2,3,0,4,1,98,0,39,39,1,103
19,4,11554,8,10,2,10,5,4,0,0,0,39,39,1,100
18,4,20505,11,8,2,7,0,4,1,0,0,43,39,0,1
17,4,26235,11,8,4,7,4,2,0,0,0,39,39,0,100
38,6,26593,11,8,2,5,0,4,1,0,0,49,39,0,101
30,4,14608,14,14,2,10,0,4,1,0,0,59,0,1,101
0,4,11907,0,5,4,3,3,4,0,0,0,29,39,0,102
19,2,7521,15,9,2,11,0,4,1,0,0,67,39,0,101
31,5,23308,10,15,2,10,0,4,1,98,0,54,39,1,103
37,4,4460,11,8,0,14,1,4,1,0,0,39,39,0,1
19,4,14444,11,8,2,3,0,4,1,95,0,39,39,1,103
30,6,22630,9,12,2,10,0,4,1,0,0,59,39,0,101
43,4,13540,11,8,2,12,0,4,1,95,0,64,39,1,103
16,4,8389,9,12,0,10,4,4,0,4,0,39,11,0,100
31,4,17806,11,8,4,3,3,4,1,0,0,39,39,0,2
36,7,3129,10,15,2,10,0,4,1,0,0,39,39,0,101
12,6,13960,11,8,2,12,0,4,1,0,0,34,39,0,101
3,4,25441,11,8,2,8,5,4,0,0,0,39,29,0,100
6,4,1489,9,12,4,10,1,4,0,0,0,39,39,0,2
18,4,5439,12,13,4,10,1,4,0,0,0,39,39,0,2
19,4,7305,11,8,0,13,1,4,0,0,0,39,39,0,1
23,4,18925,12,13,4,10,1,4,0,0,0,44,39,1,101
25,2,18892,11,8,0,1,1,4,0,0,0,39,39,0,100
8,4,3311,9,12,4,13,1,1,0,0,10,39,30,0,100
12,4,17822,11,8,2,3,0,4,1,0,0,39,39,0,1
12,4,11323,9,12,4,1,1,1,0,0,0,39,24,0,100
35,5,8419,9,12,2,4,0,4,1,0,0,49,39,1,101
11,4,2646,11,8,4,10,4,2,1,0,0,39,39,0,100
27,4,15730,6,4,4,9,4,4,0,0,0,49,33,0,102
26,5,10197,7,11,2,4,0,4,1,0,0,49,39,0,101
17,4,25506,11,8,2,10,0,4,1,0,0,59,30,1,101
5,4,19518,11,8,4,6,1,4,1,0,0,39,39,0,2
41,4,10424,15,9,6,8,1,2,0,0,0,39,39,0,100
15,4,1682,2,7,2,6,0,4,1,0,0,39,39,0,102
23,4,13140,15,9,0,1,4,4,0,0,0,39,39,0,2
13,4,4299,11,8,4,6,4,4,1,0,0,54,39,0,100
30,4,15623,10,15,2,10,0,4,1,0,0,39,20,1,101
15,6,6903,11,8,2,8,5,4,0,0,0,4,0,0,100
22,4,16988,15,9,0,13,1,4,0,0,0,39,31,0,100
10,4,124,11,8,4,6,2,0,1,0,0,39,39,0,100
5,4,15893,11,8,4,5,3,4,1,0,0,39,39,0,2
16,6,4481,11,8,2,4,0,4,1,0,0,39,39,0,101
19,4,27041,9,12,2,10,0,4,1,0,19,49,39,1,101
36,4,625,11,8,0,10,1,4,1,0,0,39,39,0,1
13,4,11355,15,9,0,8,4,4,0,0,0,34,39,0,2
12,2,9377,9,12,2,10,0,4,1,0,0,59,39,0,101
18,4,4421,11,8,4,7,1,1,1,0,0,39,1,0,100
41,4,22216,5,3,2,14,0,4,1,0,0,39,26,0,102
44,6,9159,15,9,2,3,0,4,1,0,0,39,39,0,101
10,4,18254,9,12,4,10,1,4,1,0,0,49,39,0,1
22,2,23276,12,13,2,10,0,4,1,0,0,44,39,1,101
3,0,15119,7,11,4,0,1,4,1,0,0,19,39,0,100
4,4,25244,15,9,4,11,1,2,0,122,0,39,39,1,103
20,4,584,11,8,2,3,0,4,1,0,0,44,39,0,1
19,4,15325,9,12,2,10,0,4,1,0,0,44,39,1,101
10,4,6568,0,5,2,3,0,4,1,72,0,39,39,0,102
20,4,15744,8,10,2,7,0,4,1,0,0,41,39,1,101
9,4,10332,11,8,4,1,1,4,0,0,0,39,39,0,2
20,4,15137,7,11,0,1,1,4,0,0,20,39,39,0,101
2,4,21889,1,6,4,8,2,4,1,0,0,19,39,0,102
26,4,17436,11,8,5,6,4,2,0,0,0,44,39,0,100
30,4,5050,15,9,0,4,1,4,1,0,0,29,39,0,101
40,4,16570,1,6,2,7,0,4,1,0,0,39,39,0,102
0,4,8854,0,5,4,10,3,4,1,0,0,19,39,0,102
18,4,21749,11,8,2,3,0,4,1,0,0,54,39,0,101
3,0,16857,15,9,4,0,3,4,0,0,0,34,39,0,100
16,7,26092,12,13,2,11,0,2,1,0,0,39,39,0,101
38,6,16960,8,10,2,12,5,4,0,0,0,29,39,0,100
27,2,17617,7,11,2,5,0,4,1,0,0,29,39,0,101
41,4,3852,0,5,2,14,0,4,1,0,0,49,39,1,102
55,4,28040,11,8,6,1,1,4,0,86,0,39,39,0,103
9,7,3077,11,8,2,11,0,1,1,0,0,39,39,1,101
7,4,6915,15,9,5,12,4,4,0,0,0,44,39,0,2
49,4,19999,15,9,2,4,0,4,1,0,0,49,39,0,1
23,4,18562,11,8,2,7,0,2,1,0,0,39,14,0,101
34,4,309,15,9,2,14,0,4,1,0,0,59,39,0,101
6,4,11438,9,12,4,1,1,1,0,0,0,19,39,0,100
35,4,8375,1,6,5,7,4,2,1,0,0,39,39,0,102
12,4,14492,2,7,4,8,1,3,1,0,0,39,39,0,102
16,4,24645,9,12,2,10,0,4,1,0,0,39,39,1,101
22,4,6422,11,8,0,8,1,3,0,0,0,39,6,0,100
11,4,18112,11,8,5,8,4,4,1,0,0,39,6,0,100
12,1,20756,9,12,2,4,0,4,1,98,0,39,39,1,103
5,4,13787,15,9,4,3,1,4,1,0,0,39,39,0,2
37,2,977,10,15,2,4,0,4,1,0,0,59,39,1,101
21,4,5580,11,8,0,3,4,4,1,0,0,39,39,0,2
73,4,12608,15,9,5,1,3,4,0,0,0,39,33,0,100
17,4,21808,15,9,2,3,0,4,1,0,32,37,39,0,101
31,4,1398,1,6,2,6,0,4,1,0,0,59,39,0,102
55,4,6881,15,9,2,10,0,4,1,61,0,19,39,0,103
17,4,6435,11,8,5,6,1,4,1,38,0,39,39,0,100
8,4,14075,11,8,2,3,0,4,1,0,25,39,39,0,101
12,4,24902,15,9,5,1,1,4,1,0,0,39,39,0,2
33,4,10621,15,9,2,13,0,4,1,0,0,39,39,1,101
19,4,21387,15,9,2,12,0,4,1,0,0,43,39,0,1
10,4,17721,9,12,4,4,1,4,1,0,0,49,39,0,1
7,4,12296,7,11,4,1,3,4,0,0,0,14,39,0,100
36,4,12342,11,8,2,1,5,4,0,0,0,39,39,1,100
7,2,16037,11,8,4,11,1,4,1,0,0,39,39,0,100
19,4,16525,0,5,2,14,0,4,1,0,0,69,39,0,102
21,4,10517,1,6,0,7,4,2,0,0,0,51,39,0,102
36,4,23233,15,9,6,12,1,4,0,0,0,39,39,0,2
15,4,1278,8,10,4,3,1,4,1,0,0,39,39,0,1
3,4,9860,15,9,4,1,4,1,0,0,0,39,40,0,100
9,4,8924,15,9,4,1,1,4,0,0,0,44,39,0,2
34,5,5471,7,11,4,12,1,4,0,0,0,24,39,0,100
21,1,4342,11,8,2,1,0,4,1,0,0,39,39,0,101
48,4,27889,9,12,2,12,0,4,1,0,0,14,39,0,101
0,4,15845,1,6,4,5,3,4,0,0,0,17,39,0,102
10,4,24553,12,13,4,10,1,1,1,0,0,19,3,0,100
4,0,5976,15,9,4,0,3,4,0,0,0,39,39,0,100
11,4,14120,15,9,4,6,1,4,1,0,0,34,39,0,2
29,4,10077,9,12,2,3,0,4,1,0,0,39,39,1,101
14,4,5492,9,12,4,12,4,2,0,0,0,39,39,0,100
11,4,16000,11,8,2,14,0,4,1,0,0,49,39,0,1
16,4,14528,8,10,2,1,5,2,0,0,0,39,39,0,100
32,4,7387,11,8,2,10,0,4,1,0,0,49,39,0,1
38,7,6966,10,15,2,10,0,1,1,0,0,69,0,1,101
30,4,1770,2,7,4,1,4,2,0,0,0,39,39,0,102
29,5,7297,14,14,2,10,0,4,1,122,0,59,39,1,103
57,6,7192,11,8,2,12,0,4,1,0,64,19,39,0,101
16,4,11637,8,10,2,3,0,4,1,95,0,39,39,1,103
19,4,12915,9,12,4,4,1,4,1,0,0,59,39,0,101
26,4,16053,11,8,2,3,0,4,1,0,0,39,39,1,101
21,4,21383,0,5,6,14,4,2,1,1,0,39,39,0,102
15,4,27772,11,8,2,6,0,4,1,0,0,43,39,0,1
8,4,13082,15,9,0,7,3,4,0,0,0,39,39,0,2
13,4,4685,12,13,4,10,1,4,0,0,0,44,39,0,2
41,4,7981,0,5,2,3,0,4,1,0,0,49,39,0,102
4,4,25856,15,9,4,5,3,4,1,0,0,19,39,0,100
10,4,26284,15,9,4,8,1,4,1,0,0,37,39,0,2
36,4,3694,2,7,2,1,5,4,0,0,0,39,39,0,102
16,4,12845,12,13,2,10,0,4,1,0,0,39,39,0,1
47,2,20789,1,6,2,3,0,2,1,0,0,39,39,1,102
13,4,21862,9,12,2,12,0,4,1,0,0,54,39,0,101
8,4,11576,11,8,2,4,0,4,1,95,0,81,39,1,103
6,4,1371,15,9,2,6,0,4,1,0,0,39,39,0,1
21,4,16964,11,8,4,1,1,4,1,0,0,39,39,0,2
22,6,2340,9,12,2,5,5,4,0,0,0,49,39,0,100
2,4,25423,15,9,4,4,3,4,1,0,0,39,39,0,2
20,6,5877,11,8,2,3,0,4,1,0,0,44,39,0,101
30,4,18141,6,4,0,7,4,4,0,0,0,39,5,0,102
14,4,14949,11,8,4,3,3,4,1,69,0,39,39,0,103
8,4,14866,11,8,2,3,0,4,1,0,0,39,39,0,1
34,4,26933,11,8,2,14,0,4,1,0,0,39,39,1,101
13,4,17247,9,12,4,12,1,4,1,0,0,39,39,0,1
21,4,17211,11,8,4,12,3,4,0,0,0,39,39,0,2
21,4,9465,9,12,2,4,0,4,1,0,0,39,39,1,101
9,4,26228,15,9,4,12,1,4,0,0,0,39,39,0,2
16,4,18306,1,6,4,6,3,2,1,0,0,39,39,0,102
36,6,4111,9,12,2,10,0,4,1,0,0,39,39,0,101
0,4,23758,1,6,4,9,3,4,0,0,0,8,39,0,102
4,4,11754,15,9,4,9,3,4,0,0,0,39,39,0,2
4,4,9014,2,7,4,7,1,2,0,0,0,39,39,0,102
14,4,23249,11,8,4,4,1,4,1,55,0,39,39,0,100
26,4,15057,15,9,0,14,1,4,1,0,0,44,39,0,1
24,4,5175,11,8,0,12,4,4,0,0,0,39,39,0,2
44,2,21568,15,9,0,3,4,4,1,0,0,39,39,0,100
8,4,7575,9,12,4,10,1,4,0,0,0,39,39,0,2
37,4,26623,11,8,2,8,0,4,1,0,0,31,26,0,101
24,4,11938,14,14,2,4,0,4,1,0,0,49,39,1,101
51,4,26082,11,8,6,6,2,4,0,0,0,9,39,0,100
31,4,10104,12,13,4,4,1,4,1,0,0,39,39,0,1
25,1,28250,11,8,4,1,4,4,0,0,0,39,39,0,100
34,6,21552,15,9,2,12,0,4,1,0,0,59,39,0,101
5,4,15927,15,9,4,8,3,4,0,0,0,37,39,0,2
5,4,14858,0,5,5,8,4,4,0,0,0,39,39,0,102
6,4,1379,15,9,4,10,1,4,0,0,0,49,24,0,100
63,6,5231,1,6,2,4,0,4,1,0,0,24,39,0,102
48,7,425,5,3,6,8,2,4,0,0,0,23,39,0,102
22,4,15538,11,8,4,1,3,4,0,0,0,39,39,1,100
21,2,21449,9,12,5,10,4,2,1,0,0,39,39,0,100
7,4,5369,9,12,4,10,1,4,0,0,0,39,39,0,2
6,7,28073,9,12,4,10,1,4,0,0,0,39,39,0,100
11,4,1598,11,8,4,11,4,0,0,0,0,39,39,0,100
26,4,24563,9,12,0,4,1,4,0,0,0,44,39,1,101
1,4,25213,1,6,4,3,3,4,1,0,0,24,39,0,102
1,4,17357,15,9,4,12,4,4,1,28,0,39,39,0,100
17,6,22006,11,8,2,5,0,4,1,0,0,39,26,0,101
37,4,5526,15,9,2,12,0,4,1,112,0,39,39,1,103
15,4,12996,11,8,4,3,2,4,1,0,0,49,39,0,2
7,2,1272,9,12,4,14,3,4,1,0,0,19,39,0,100
17,4,8011,11,8,2,4,0,4,1,0,0,44,39,1,101
45,6,17781,15,9,6,10,4,4,1,0,0,19,39,0,100
2,4,16854,15,9,4,8,3,4,0,0,0,19,39,0,100
23,4,8894,12,13,3,4,1,1,1,0,0,34,19,1,101
17,4,1343,8,10,0,1,4,4,0,0,0,39,39,0,2
2,4,4454,15,9,4,12,3,4,0,0,0,19,39,0,100
18,4,18955,9,12,4,4,1,4,1,0,0,39,39,0,1
8,4,24221,7,11,2,3,0,4,1,52,0,44,39,1,103
23,4,13634,11,8,2,1,5,4,0,0,0,29,39,1,100
3,4,23108,11,8,4,3,1,4,1,0,0,39,39,0,2
17,4,7749,0,5,2,14,0,4,1,0,0,78,39,0,102
33,4,6221,15,9,4,10,1,4,1,0,0,39,39,0,1
8,4,12963,11,8,4,1,4,4,0,0,0,45,39,0,2
15,4,8041,15,9,4,1,3,2,0,0,0,39,39,0,100
1,6,452,1,6,4,3,3,4,1,0,0,39,39,0,102
27,4,12619,11,8,2,14,0,4,1,0,0,39,39,0,1
29,4,16827,11,8,2,14,0,4,1,0,0,69,39,0,101
33,2,6984,11,8,2,1,5,4,0,95,0,29,39,1,103
19,5,8496,12,13,2,13,0,4,1,0,50,39,39,1,101
23,4,16052,15,9,0,14,1,2,0,0,0,39,39,0,100
9,7,28363,11,8,2,8,0,4,1,0,0,39,39,0,101
6,4,21315,7,11,2,6,0,4,1,0,0,24,39,0,101
13,4,3437,15,9,4,1,1,2,1,0,0,24,39,0,100
3,4,19663,5,3,4,7,3,4,1,0,0,39,26,0,102
18,4,13213,0,5,2,8,0,1,1,0,0,59,19,0,102
21,4,11172,9,12,4,10,1,4,0,0,0,31,39,0,100
10,4,17881,3,1,4,3,1,4,1,0,0,39,26,0,102
6,4,13431,9,12,4,4,1,4,1,0,0,39,39,0,2
3,4,4081,15,9,4,13,3,4,1,0,0,39,39,0,2
25,4,14310,15,9,2,12,0,4,1,0,0,49,39,0,1
25,4,20996,11,8,2,14,0,4,1,0,40,42,39,0,101
34,6,26856,15,9,0,3,1,4,1,0,0,7,33,1,101
11,4,27966,11,8,2,7,0,4,1,0,0,44,39,0,1
20,4,16821,11,8,2,5,0,4,1,0,0,39,39,0,1
25,4,18075,8,10,2,1,0,4,1,36,0,39,39,0,101
6,4,24605,11,8,2,12,5,2,0,0,0,34,39,0,100
8,4,16499,11,8,0,3,3,4,1,0,0,39,39,0,2
35,4,3274,12,13,2,10,0,4,1,0,0,44,39,1,101
19,4,25233,1,6,5,4,1,4,0,0,0,31,39,0,102
8,4,8479,1,6,0,8,4,4,0,0,0,11,39,0,102
10,4,8202,8,10,4,13,2,4,0,0,0,35,39,0,2
22,4,10151,12,13,0,4,4,2,0,111,0,59,39,1,103
34,4,6004,11,8,2,6,0,4,1,0,0,39,39,0,1
27,4,11452,11,8,4,1,1,4,0,0,0,42,39,0,2
3,4,3163,15,9,4,1,1,4,0,0,0,39,39,0,2
21,4,21483,12,13,4,4,1,4,0,104,0,49,39,1,103
36,4,17667,1,6,0,8,1,4,0,0,0,36,39,0,102
15,5,15252,11,8,2,3,0,4,1,0,0,39,39,1,101
27,4,8585,15,9,0,4,1,4,0,0,0,49,39,0,1
43,6,2268,11,8,2,3,0,4,1,0,0,19,39,0,101
18,5,9225,11,8,4,14,1,4,1,0,0,59,39,0,101
6,4,26506,9,12,4,8,3,4,0,0,0,19,39,0,100
45,0,2343,15,9,2,0,0,2,1,0,0,34,39,1,101
38,4,9016,10,15,2,10,0,4,1,0,0,55,39,1,101
13,4,3635,9,12,4,4,1,4,1,0,0,39,39,0,1
