age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income,cluster
23,4,584,15,9,2,7,0,4,1,23,0,39,38,0,103
13,4,4507,11,8,2,3,0,4,1,0,0,39,38,1,103
24,4,2107,15,9,0,12,4,4,1,0,0,45,38,0,1
9,4,690,8,10,2,6,0,4,1,0,0,39,38,0,1
23,4,2964,7,11,2,13,0,4,1,0,38,59,38,1,100
12,4,344,9,12,2,4,0,4,1,0,0,39,38,1,103
39,0,168,11,8,0,0,3,4,1,0,0,39,38,0,102
25,4,2858,7,11,0,10,4,4,0,0,0,44,38,0,0
58,4,2598,3,1,2,8,2,2,0,0,0,15,38,0,101
13,4,2292,11,8,4,12,4,2,0,0,0,24,38,0,102
22,5,1418,11,8,2,4,0,4,1,0,38,39,38,1,100
23,0,1893,15,9,2,0,5,4,0,0,0,24,38,0,102
52,0,908,10,15,2,0,0,4,1,0,0,49,38,1,103
20,4,1072,11,8,2,14,0,2,1,0,0,49,38,0,103
8,4,4325,9,12,4,4,1,4,0,0,0,39,38,0,0
32,6,899,11,8,0,12,1,4,1,0,0,49,38,1,103
22,4,58,11,8,4,6,3,4,1,0,0,47,38,0,0
7,4,1652,11,8,4,6,4,4,1,0,0,44,38,0,0
39,6,4267,9,12,4,4,1,4,0,0,0,59,38,0,103
34,2,1618,10,15,2,10,0,4,1,0,34,39,38,1,100
23,4,2135,12,13,4,10,1,4,1,0,0,49,38,0,1
27,4,4192,9,12,2,7,0,4,1,0,38,39,38,1,100
27,4,2380,12,13,0,12,1,4,1,0,0,23,19,0,103
17,4,2037,15,9,2,4,5,4,0,61,0,49,38,1,103
9,4,2799,0,5,2,6,0,4,1,0,0,37,38,0,101
27,4,1627,11,8,2,10,0,4,1,0,0,39,38,0,1
11,4,96,15,9,0,1,1,4,0,0,0,39,38,0,0
15,6,24,15,9,4,3,1,4,1,0,0,49,38,1,103
30,4,2698,11,8,2,1,5,4,0,0,0,39,38,0,0
17,4,3661,11,8,4,14,3,4,1,0,0,39,38,0,1
41,4,854,11,8,0,8,3,4,0,0,0,39,38,0,0
22,6,1541,15,9,4,3,1,4,1,0,0,24,38,0,102
17,4,3583,9,12,2,12,0,4,1,0,0,44,22,0,103
13,7,2338,11,8,4,8,1,2,0,0,0,39,38,0,102
26,2,2486,11,8,0,11,4,4,0,0,0,39,38,0,102
27,2,1585,9,12,2,10,0,4,1,0,0,39,38,1,103
8,0,4161,9,12,4,0,3,4,0,0,0,29,38,0,102
12,4,1734,11,8,2,6,0,4,1,0,0,39,38,0,1
26,4,3485,11,8,5,1,1,2,0,0,0,31,38,0,102
31,1,845,9,12,2,4,0,4,1,61,0,39,38,1,103
11,4,2126,8,10,4,1,3,4,0,0,0,39,38,0,0
34,4,1011,11,8,2,8,0,4,1,0,0,34,38,0,1
8,4,1756,1,6,2,3,3,4,1,23,0,29,38,0,101
30,0,3933,8,10,0,0,1,4,0,0,0,39,38,0,102
49,6,4472,10,15,2,12,0,4,1,0,50,24,38,1,100
22,4,1686,12,13,4,12,1,1,1,0,0,39,3,0,102
18,4,4238,11,8,0,7,4,4,0,0,0,37,23,0,102
32,4,4001,5,3,2,7,0,4,1,0,0,39,38,0,1
10,2,2509,9,12,4,10,3,4,0,33,0,24,38,0,102
22,4,2467,14,14,2,4,0,4,1,0,0,54,38,1,103
36,4,3553,5,3,0,7,4,2,0,0,0,55,38,0,101
26,5,3525,9,12,2,10,0,4,1,0,0,59,38,0,103
32,4,603,7,11,5,1,1,4,0,24,0,39,38,0,102
31,2,3785,5,3,2,14,0,4,1,0,35,39,38,0,100
37,0,2336,15,9,2,0,0,1,1,0,0,59,34,1,103
21,4,2351,9,12,4,12,1,4,0,0,0,41,38,0,0
17,4,2411,11,8,2,3,0,4,1,0,0,39,38,0,1
33,4,1828,15,9,2,7,0,4,1,0,0,39,38,0,1
0,4,3234,1,6,4,12,3,4,1,0,0,19,38,0,101
26,4,1020,8,10,2,13,5,4,0,0,35,31,38,1,100
27,7,2019,12,13,2,1,0,4,1,0,0,39,38,1,103
17,4,1452,15,9,5,12,1,4,1,0,0,44,38,0,1
38,6,1164,0,5,2,14,0,4,1,0,0,49,38,0,101
68,0,665,11,8,6,0,1,4,1,0,0,1,38,0,102
12,4,1253,9,12,4,10,3,4,1,0,0,49,38,0,0
36,5,1732,11,8,2,3,0,4,1,52,0,44,38,1,103
24,4,2148,6,4,2,3,0,4,1,0,0,39,38,0,1
17,2,1581,13,0,4,1,3,2,0,0,0,24,38,0,102
39,7,2268,7,11,4,1,1,4,0,0,0,44,38,0,102
39,4,1394,15,9,2,4,0,4,1,0,0,44,38,0,1
23,4,1354,12,13,2,10,0,4,1,0,0,49,38,0,1
8,4,4445,11,8,4,3,3,4,1,0,0,39,38,0,0
33,4,2800,15,9,0,4,1,4,0,0,0,39,38,0,1
42,2,345,9,12,2,10,0,4,1,0,0,49,38,1,103
42,5,1257,9,12,2,4,0,4,1,0,0,39,9,1,103
15,2,221,12,13,4,10,1,4,1,0,0,49,38,0,102
31,4,2506,11,8,2,3,0,4,1,0,0,45,38,0,1
39,6,3900,11,8,2,3,0,4,1,0,0,39,38,0,103
7,4,2814,15,9,4,1,1,4,0,0,0,39,38,0,0
7,4,4439,5,3,2,5,3,4,0,0,0,44,25,0,101
34,4,3530,15,9,2,4,0,4,1,58,0,54,38,1,103
15,6,4355,8,10,2,3,0,4,1,0,0,39,38,0,103
18,4,397,11,8,2,12,0,4,1,0,0,43,38,0,1
14,4,3484,11,8,2,8,0,4,1,0,0,39,38,0,1
9,4,4197,9,12,4,8,2,4,1,0,0,14,38,0,102
16,4,2391,9,12,2,4,0,4,1,71,0,49,38,1,103
30,4,1597,11,8,2,7,0,4,1,0,0,44,38,0,1
14,4,1577,11,8,2,3,0,4,1,0,0,47,38,1,103
40,1,2090,8,10,4,13,1,4,1,0,0,39,38,0,102
39,4,4297,5,3,4,5,4,2,0,0,0,19,38,0,101
23,7,2010,15,9,0,1,1,2,0,0,0,34,38,0,102
33,7,1429,11,8,6,8,1,4,0,0,0,36,38,0,102
18,4,3103,15,9,0,1,1,4,0,0,0,44,38,0,1
27,5,1665,11,8,0,8,4,4,0,0,0,32,38,0,102
47,4,1373,11,8,2,14,0,4,1,0,0,15,38,0,103
11,4,330,9,12,4,8,1,4,1,0,0,49,38,0,1
19,2,4091,15,9,2,10,0,2,1,0,34,39,22,1,100
25,6,98,9,12,2,5,0,4,1,0,0,59,38,1,103
10,2,1100,11,8,2,7,0,4,1,0,0,39,38,0,102
47,4,632,15,9,0,4,4,4,0,0,0,39,38,0,0
17,4,3747,15,9,4,1,3,4,0,0,0,39,38,0,0
32,6,1273,11,8,2,4,0,4,1,0,0,34,38,0,103
4,4,3430,15,9,4,8,3,4,0,0,0,24,38,0,102
6,4,1661,11,8,5,6,2,4,0,0,0,39,38,0,0
18,4,860,15,9,4,12,1,1,0,0,22,44,38,0,102
6,4,3236,1,6,4,14,1,4,1,0,0,39,32,0,101
1,4,2872,11,8,4,1,3,4,0,0,0,39,38,0,0
33,4,4178,9,12,2,10,0,4,1,0,34,35,38,1,100
17,4,1132,11,8,4,3,3,4,1,0,0,44,38,0,0
37,4,1214,15,9,2,12,0,4,1,0,0,44,38,1,103
38,0,1439,9,12,2,0,0,4,1,0,0,39,38,0,103
6,4,2530,7,11,4,1,3,4,0,0,37,19,38,0,100
29,4,3725,8,10,0,3,4,4,1,0,0,39,38,0,1
32,4,171,15,9,4,4,1,2,0,0,0,39,38,0,102
8,5,2360,11,8,2,12,0,4,1,0,0,59,0,0,103
3,4,525,6,4,4,8,3,4,0,0,0,39,38,0,0
55,0,2829,7,11,6,0,1,4,0,0,0,39,38,0,102
24,4,1711,9,12,2,4,0,4,1,61,0,49,38,1,103
37,4,538,11,8,6,4,1,4,0,0,0,73,38,0,102
8,4,3655,9,12,4,10,1,4,1,0,0,44,38,0,1
30,4,2805,8,10,2,1,0,4,1,43,0,39,38,0,103
35,4,3023,11,8,2,3,0,4,1,58,0,49,38,1,103
10,6,227,11,8,4,3,1,4,1,0,0,29,38,0,102
53,4,3993,9,12,6,7,2,1,1,0,0,31,29,0,102
19,6,447,8,10,2,13,0,4,1,0,0,59,38,0,103
20,4,3103,7,11,2,8,5,4,0,0,0,24,38,0,102
35,4,1590,5,3,4,7,1,2,0,0,0,39,38,0,101
32,4,2820,1,6,2,14,0,4,1,0,35,67,38,0,100
17,4,1252,8,10,4,14,3,4,1,0,0,39,38,0,0
38,4,2119,15,9,4,1,3,4,0,0,0,35,38,0,0
1,4,3006,15,9,4,8,3,4,0,0,0,39,38,0,0
17,4,167,15,9,0,7,1,4,0,0,0,39,38,0,1
29,0,1657,11,8,3,0,1,1,1,0,0,39,29,0,102
13,2,3676,5,3,2,14,0,4,1,0,0,39,38,0,101
6,4,3182,11,8,4,12,2,2,0,0,0,24,22,0,102
15,0,1079,15,9,2,0,0,4,1,0,0,39,38,0,102
7,4,2145,11,8,2,7,0,4,1,0,0,41,38,0,1
11,4,3608,8,10,4,14,3,2,1,0,0,39,1,0,102
19,4,3459,9,12,2,4,0,4,1,0,0,49,38,1,103
22,4,1516,11,8,4,10,1,4,1,0,0,49,38,0,1
2,4,1940,15,9,4,12,3,4,0,0,0,19,38,0,102
37,4,4353,0,5,5,14,4,2,1,0,0,44,38,1,101
23,5,2997,11,8,0,1,4,4,0,0,0,14,0,0,102
3,4,147,15,9,4,12,1,4,0,0,0,19,38,0,102
10,4,1885,9,12,2,10,0,4,1,0,0,39,38,0,1
17,4,4086,11,8,4,8,1,4,0,0,0,27,38,0,102
43,2,691,11,8,2,8,0,4,1,0,0,39,38,0,103
8,4,50,15,9,2,8,5,4,0,0,0,59,38,0,102
12,4,3677,11,8,4,1,3,2,0,0,0,59,38,0,102
23,2,950,8,10,4,4,4,0,0,0,0,39,38,0,102
27,4,1293,15,9,2,13,0,4,1,61,0,39,38,1,103
20,4,517,9,12,2,4,0,4,1,0,34,46,38,1,100
7,2,2252,7,11,4,10,3,4,0,0,0,1,38,0,102
34,6,4036,9,12,2,12,0,4,1,0,0,39,38,1,103
12,4,2694,7,11,0,6,1,4,0,0,0,39,38,0,1
31,4,2199,3,1,2,1,0,4,1,0,0,51,6,0,101
36,6,1732,0,5,2,3,0,4,1,0,0,39,38,0,101
38,4,2776,15,9,2,1,5,4,0,52,0,39,38,1,103
27,4,2606,15,9,2,10,0,4,1,0,0,44,38,1,103
20,4,1023,14,14,2,10,0,4,1,0,0,49,38,1,103
38,4,3631,15,9,2,4,0,4,1,0,0,59,38,1,103
37,4,2780,15,9,0,3,4,4,0,0,0,47,38,0,0
25,4,119,11,8,2,4,0,4,1,0,0,47,38,0,1
20,4,565,15,9,2,13,0,4,1,0,0,39,38,1,103
23,4,1227,15,9,2,12,0,4,1,0,0,39,38,0,1
11,4,2182,12,13,2,10,0,4,1,0,0,39,38,1,103
30,4,4462,8,10,0,12,4,2,0,0,0,24,38,0,102
18,4,1969,15,9,2,3,0,4,1,0,0,39,38,0,1
9,4,1246,9,12,4,10,1,1,1,0,0,24,18,0,102
64,4,1052,6,4,6,9,1,2,0,13,0,4,38,0,101
6,4,4430,15,9,4,6,2,4,0,0,0,17,38,0,102
19,4,2215,9,12,2,10,0,4,1,0,34,49,38,1,100
26,4,3385,11,8,0,7,3,4,0,0,0,39,5,0,102
24,5,412,9,12,2,4,0,4,1,0,0,79,38,1,103
21,4,2651,11,8,4,14,1,4,1,0,0,39,38,0,1
11,2,4414,11,8,4,1,2,4,1,0,0,19,38,0,102
24,4,922,11,8,4,4,1,4,1,15,0,39,38,0,102
8,4,3195,11,8,4,12,1,4,0,0,0,34,38,0,0
3,4,3335,11,8,4,6,3,4,1,0,0,24,38,0,102
3,0,136,15,9,4,0,1,0,0,0,0,27,38,0,102
17,4,1102,15,9,2,6,0,4,1,0,0,39,38,0,1
30,4,4202,15,9,0,12,3,4,1,0,0,54,38,0,103
22,4,3771,11,8,2,14,0,4,1,0,0,59,38,1,103
22,6,4209,9,12,2,10,0,4,1,71,0,49,23,1,103
37,4,588,7,11,2,12,0,4,1,0,0,44,38,0,1
23,4,3309,7,11,2,11,0,4,1,0,0,59,38,0,103
12,5,3724,9,12,0,10,1,4,0,0,0,73,38,0,103
37,4,17,15,9,2,14,0,4,1,71,0,59,38,1,103
33,4,3203,7,11,2,13,0,2,1,0,0,39,38,0,103
4,0,3178,8,10,4,0,1,4,1,0,0,39,38,0,102
22,4,679,12,13,2,4,0,4,1,0,0,39,38,1,103
1,4,3929,1,6,4,6,1,4,1,0,0,39,38,0,101
11,4,4172,11,8,2,4,0,4,1,0,0,49,38,1,103
50,0,3513,8,10,6,0,1,4,0,0,0,0,38,0,102
8,4,1379,11,8,5,3,1,4,1,0,0,39,38,0,1
22,4,2195,6,4,2,3,0,4,1,0,0,39,38,0,1
26,2,3253,15,9,2,11,0,4,1,0,0,39,38,0,103
21,4,1559,9,12,2,4,0,4,1,0,0,39,38,1,103
11,4,3599,14,14,4,10,1,4,1,0,49,39,2,0,100
35,1,3813,15,9,0,1,4,2,0,0,0,39,38,0,102
10,4,2895,0,5,0,14,1,0,1,0,0,70,38,0,101
50,0,4472,15,9,2,0,0,4,1,21,0,15,38,0,102
31,4,1157,9,12,0,12,4,4,0,0,0,43,38,0,0
1,4,1233,1,6,4,12,3,4,0,0,0,48,38,0,101
32,6,843,7,11,0,4,1,4,1,0,0,24,38,0,103
19,6,1508,9,12,4,12,1,4,1,0,0,49,38,0,103
35,4,1599,15,9,2,14,0,4,1,71,0,59,2,1,103
22,4,1803,11,8,4,8,1,4,1,0,0,17,38,0,102
13,4,1324,9,12,2,10,0,4,1,77,0,34,38,1,103
12,4,2733,1,6,4,3,1,4,1,0,0,44,38,0,101
43,5,738,11,8,2,1,5,4,0,0,0,7,38,1,102
20,4,3632,5,3,2,7,0,2,1,58,0,34,14,1,101
56,2,1566,11,8,2,4,0,4,1,0,0,19,38,0,102
3,4,1128,15,9,4,14,3,4,1,0,0,39,38,0,0
26,4,3468,9,12,2,1,0,4,1,0,0,39,38,1,103
27,4,1874,11,8,2,3,0,4,1,0,0,59,38,0,103
40,6,28,11,8,2,8,0,4,1,0,0,59,38,0,103
70,2,3291,12,13,2,4,0,4,1,72,0,59,38,1,103
21,4,4392,8,10,0,13,1,4,0,0,0,35,38,0,1
18,5,298,7,11,4,5,3,4,1,0,0,34,38,0,102
23,4,2642,14,14,2,10,5,1,0,0,0,39,3,0,102
23,4,2088,11,8,5,8,1,4,0,0,0,39,38,0,0
7,4,4580,11,8,4,8,1,4,0,0,0,29,38,0,102
14,2,1295,0,5,4,14,2,4,1,0,28,39,38,0,101
28,4,3807,15,9,0,1,1,4,1,0,0,49,38,0,1
45,4,1696,11,8,6,1,1,4,0,0,0,41,38,0,0
19,7,58,15,9,4,6,1,4,1,0,0,37,38,0,103
11,4,3294,11,8,4,14,1,4,0,0,0,39,38,0,0
19,4,2837,1,6,4,11,1,2,1,67,0,39,38,1,101
9,1,2962,11,8,4,1,1,2,0,0,0,39,38,0,102
35,4,2657,11,8,0,12,1,4,0,0,0,39,11,0,102
38,4,2288,1,6,2,8,0,2,1,0,23,39,38,0,101
37,5,3231,9,12,2,4,0,4,1,61,0,39,0,1,103
4,5,3258,11,8,4,5,3,4,1,0,0,39,38,0,102
47,4,1406,11,8,2,4,0,4,1,0,0,11,38,0,102
20,4,958,11,8,2,7,0,4,1,0,0,39,31,0,103
8,4,3678,9,12,4,12,3,4,1,0,0,49,38,0,0
57,4,363,15,9,2,12,0,4,1,0,0,19,38,1,103
24,4,1423,8,10,2,10,0,4,1,0,0,39,38,0,1
19,4,2389,9,12,2,4,0,4,1,0,0,49,38,1,103
11,4,3675,8,10,4,13,1,2,0,0,0,39,38,0,102
26,2,3375,11,8,2,4,0,4,1,0,0,39,38,1,103
26,4,4521,11,8,2,6,0,2,1,0,0,39,38,0,102
13,2,1968,15,9,4,1,3,4,0,0,0,9,38,0,102
35,4,2443,11,8,2,3,0,4,1,0,0,39,0,0,103
39,4,2633,11,8,2,7,0,4,1,0,0,39,38,1,103
22,4,283,9,12,0,4,4,4,0,0,0,49,38,1,103
51,4,4243,15,9,2,1,0,4,1,0,0,39,38,0,1
11,4,1681,0,5,4,8,3,2,0,0,0,29,38,0,101
23,4,2198,11,8,6,7,4,4,0,0,0,39,38,0,0
6,4,3795,11,8,4,6,3,4,1,0,0,24,38,0,102
3,4,1512,15,9,4,8,3,4,0,0,0,19,38,0,102
44,5,841,12,13,6,4,4,4,0,0,0,79,38,0,102
32,4,2501,9,12,0,12,1,4,0,0,0,49,38,1,103
2,4,2508,15,9,4,8,3,4,0,0,0,24,38,0,102
18,0,4066,15,9,4,0,4,2,0,0,0,39,38,0,102
37,6,703,6,4,2,3,5,0,0,0,45,14,38,0,100
11,4,4402,15,9,2,7,0,4,1,0,0,39,25,0,103
10,4,201,2,7,4,14,1,4,1,0,0,39,38,0,101
6,4,425,9,12,4,10,3,4,1,0,0,39,38,0,0
23,4,3852,6,4,0,14,1,4,1,0,0,29,38,0,101
35,4,241,6,4,5,8,1,2,1,0,0,39,38,0,101
31,4,2159,15,9,0,3,4,4,1,70,0,47,38,1,103
25,4,974,11,8,2,3,0,4,1,0,0,39,38,0,1
59,0,2842,1,6,6,0,2,4,0,0,0,15,38,0,101
6,4,3543,7,11,4,1,1,4,1,0,0,11,38,0,102
34,4,3214,11,8,2,7,0,4,1,0,0,39,38,1,103
28,7,2456,15,9,4,13,1,4,0,33,0,59,38,0,103
4,4,3270,9,12,4,6,1,4,1,0,0,39,38,0,1
24,6,1739,14,14,2,4,0,4,1,71,0,39,38,1,103
20,4,4210,9,12,2,10,0,4,1,0,0,39,38,1,103
18,4,4187,11,8,0,3,4,4,0,0,0,47,38,0,0
5,4,474,11,8,2,12,0,2,1,0,0,39,38,0,102
8,4,2564,15,9,4,7,3,2,1,0,0,39,38,0,102
47,0,2828,15,9,2,0,0,4,1,0,0,7,38,0,102
5,4,3445,15,9,2,12,5,4,0,0,0,19,32,0,102
38,6,2103,11,8,0,8,2,4,0,0,0,39,38,0,102
15,4,3000,12,13,2,4,0,4,1,0,0,54,38,1,103
1,4,4164,1,6,4,8,2,2,0,0,0,23,38,0,101
37,0,2601,4,2,2,0,0,4,1,0,0,39,38,0,101
19,4,3586,11,8,2,6,0,4,1,0,0,47,38,0,1
25,4,1555,9,12,4,10,1,4,0,0,15,37,38,1,103
24,4,2585,8,10,2,1,0,4,1,58,0,39,38,1,103
19,4,2783,12,13,2,4,0,4,1,0,0,44,38,1,103
3,4,747,15,9,2,12,5,4,0,0,0,29,38,0,102
14,4,2986,11,8,2,3,0,4,1,0,0,39,38,0,1
12,4,1993,9,12,4,10,1,1,1,0,0,0,23,0,102
40,4,701,12,13,2,10,0,4,1,61,0,75,38,1,103
16,4,3394,11,8,2,3,0,4,1,0,0,39,38,0,1
6,2,1580,9,12,4,10,3,0,1,0,0,29,38,0,102
37,4,4124,11,8,2,3,0,4,1,0,0,43,38,1,103
46,4,2988,11,8,4,3,1,4,1,0,0,39,38,0,1
25,6,3196,11,8,0,3,1,4,1,0,0,39,38,0,103
15,4,3970,15,9,2,4,0,4,1,0,0,49,11,0,103
18,4,262,15,9,2,1,5,4,0,61,0,19,38,1,102
25,4,1936,11,8,0,9,4,4,0,0,0,59,4,0,102
12,4,2730,9,12,4,4,1,4,0,0,0,39,38,0,0
6,4,278,15,9,4,1,2,4,0,0,0,39,38,0,0
25,6,561,15,9,2,4,0,4,1,0,0,54,38,1,103
25,5,3879,2,7,0,3,1,4,1,0,0,9,38,0,101
26,2,1409,11,8,5,1,2,4,0,0,0,34,38,0,102
9,2,1569,12,13,4,10,1,4,0,0,0,39,38,0,102
3,4,1114,11,8,4,8,3,4,1,0,0,49,38,0,0
12,4,1946,11,8,2,14,0,4,1,0,0,39,38,0,1
32,7,1763,11,8,0,4,4,4,0,0,0,43,38,0,102
28,5,2115,11,8,2,4,0,4,1,71,0,54,38,1,103
19,4,657,15,9,0,10,1,4,1,0,0,49,38,0,1
16,4,867,8,10,5,10,1,4,1,0,0,44,38,0,1
23,4,4435,3,1,4,8,1,4,1,0,0,44,8,0,101
29,1,1507,15,9,2,4,0,4,1,0,0,47,38,1,103
44,4,3286,11,8,0,1,4,2,0,0,0,39,38,0,102
26,5,585,9,12,2,12,3,1,0,0,0,39,29,1,102
24,4,698,15,9,0,12,4,4,0,0,0,47,38,0,0
15,4,102,9,12,2,3,5,4,0,0,0,39,38,1,102
38,4,191,8,10,2,3,0,4,1,0,0,39,38,1,103
16,4,2378,8,10,0,1,4,4,0,0,0,39,38,0,0
31,4,3715,11,8,2,3,0,4,1,0,0,44,38,0,1
10,7,3016,9,12,2,11,0,4,1,0,0,39,38,0,103
25,4,2323,9,12,5,8,1,4,0,0,0,49,38,0,0
10,4,3748,11,8,2,1,0,4,1,38,0,44,38,0,103
2,4,2944,11,8,4,6,2,4,1,0,0,39,38,0,0
17,4,4513,15,9,4,10,1,4,1,0,0,49,38,1,103
11,4,2961,9,12,2,12,0,4,1,58,0,41,38,1,103
8,4,4427,15,9,4,3,1,4,1,0,0,39,38,0,1
46,4,1558,11,8,2,12,0,4,1,43,0,39,38,0,103
17,4,3700,9,12,4,12,4,2,1,0,0,44,0,0,102
30,4,2630,9,12,2,10,0,4,1,0,0,49,38,0,1
16,2,927,11,8,2,3,0,4,1,0,0,49,38,1,103
29,4,3595,9,12,2,4,0,4,1,0,0,59,38,1,103
15,4,1143,9,12,2,1,5,4,0,0,0,34,0,1,102
30,4,2167,11,8,0,1,4,4,0,0,0,39,38,0,0
0,4,941,0,5,4,12,3,4,0,0,0,11,38,0,101
24,4,1182,1,6,2,3,0,4,1,0,0,49,38,0,101
30,6,2459,11,8,2,5,0,4,1,31,0,59,38,1,103
23,4,3212,8,10,4,10,3,4,0,0,0,35,38,0,0
21,6,2429,11,8,2,8,0,4,1,38,0,73,21,0,103
28,2,424,12,13,2,10,0,4,1,0,0,36,38,1,103
12,4,3038,11,8,4,4,1,4,1,0,0,49,25,0,102
46,4,1995,11,8,2,12,0,4,1,0,0,20,38,0,103
27,2,2966,12,13,4,10,1,4,1,62,0,32,38,1,103
42,6,2370,10,15,2,10,0,4,1,0,0,39,38,0,103
7,4,1765,8,10,4,12,4,1,1,0,0,49,34,0,102
28,4,1022,0,5,2,12,0,4,1,0,0,39,38,0,101
25,4,4260,8,10,4,3,1,4,1,0,0,43,38,0,1
2,4,1174,11,8,4,8,1,4,0,0,0,29,38,0,102
13,4,1771,12,13,4,10,1,4,1,0,0,39,18,0,102
30,4,1184,9,12,2,3,0,4,1,71,0,49,38,1,103
21,0,4176,15,9,2,0,5,4,0,0,0,19,38,0,102
57,5,3340,11,8,2,4,0,4,1,0,0,29,38,1,103
50,6,2318,9,12,2,12,0,4,1,0,0,29,38,0,103
30,7,2785,9,12,2,4,0,4,1,0,0,39,38,1,103
32,4,3584,11,8,2,3,0,4,1,0,0,45,38,0,1
11,4,3770,6,4,4,8,2,4,1,0,0,51,38,0,1
21,4,3843,11,8,2,3,0,2,1,0,0,39,38,0,102
