age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income,cluster
3,4,11,15,9,4,11,1,0,0,0,0,39,38,0,103
10,4,5451,5,3,0,7,4,4,1,0,8,39,38,0,102
8,4,2825,9,12,4,10,1,4,1,0,0,49,38,0,1
38,4,3996,15,9,2,14,0,4,1,0,0,23,38,1,101
5,4,13438,15,9,4,8,1,4,1,0,0,39,38,0,0
40,4,6060,11,8,2,4,0,4,1,0,0,44,38,1,101
12,4,6615,11,8,3,1,3,4,0,0,0,39,38,0,0
29,2,9796,1,6,4,8,1,4,1,0,0,39,38,0,102
16,4,8527,8,10,5,3,1,4,1,0,76,41,38,1,100
19,4,11968,11,8,2,7,0,1,1,0,0,39,24,0,103
11,4,146,7,11,0,4,1,4,0,0,0,42,38,0,0
11,2,6535,12,13,2,10,5,4,0,90,0,34,38,1,103
16,4,5158,1,6,4,3,3,4,1,0,0,39,38,0,102
6,4,8023,9,12,4,8,3,4,0,0,0,24,38,0,103
22,4,4585,12,13,2,10,5,4,0,0,52,23,38,1,100
13,2,11841,9,12,5,10,4,4,0,0,0,39,38,0,103
29,4,10805,12,13,2,4,0,2,1,112,0,59,38,1,101
16,5,10969,10,15,2,10,0,4,1,0,0,59,38,0,101
29,4,5388,5,3,2,14,0,4,1,0,0,39,38,0,102
11,4,10484,11,8,4,14,1,4,0,0,0,39,38,0,0
39,4,4998,1,6,0,12,1,4,1,0,0,49,38,0,102
45,4,11159,10,15,2,10,0,4,1,103,0,49,38,1,101
17,2,7580,11,8,2,11,0,4,1,0,0,39,38,0,101
4,4,3861,11,8,4,8,2,4,0,0,0,39,38,0,0
20,5,5631,11,8,2,3,0,4,1,0,0,59,38,1,101
43,4,12357,15,9,2,10,0,4,1,87,0,39,38,1,101
14,4,7898,11,8,4,12,2,4,1,0,0,39,38,0,0
6,4,6881,15,9,4,3,1,4,1,0,0,39,38,0,0
21,4,14715,15,9,0,1,4,4,0,0,0,39,38,0,0
24,4,13349,15,9,4,10,1,4,1,0,0,39,38,0,1
2,0,11078,15,9,4,0,3,4,0,0,0,39,38,0,103
1,4,13157,1,6,4,8,3,4,1,0,0,14,38,0,102
22,4,370,11,8,2,4,0,4,1,0,0,75,38,1,101
17,4,1638,3,1,2,3,0,4,1,0,0,39,25,0,102
2,4,11425,15,9,4,8,3,4,1,0,0,13,38,0,103
39,4,5455,6,4,0,12,4,4,0,0,0,39,38,0,2
8,4,7420,11,8,4,3,1,4,1,0,0,71,38,0,101
15,6,2069,11,8,2,3,0,4,1,0,0,44,38,0,101
37,4,14586,15,9,4,4,1,4,0,0,0,44,38,1,101
14,4,4552,7,11,2,3,1,1,1,0,0,49,38,1,101
29,7,1192,9,12,2,10,0,4,1,0,0,9,38,1,101
18,4,2531,15,9,4,8,4,2,0,0,0,36,38,0,103
37,4,11637,15,9,5,8,1,4,1,0,0,27,4,0,103
6,4,401,9,12,4,1,3,4,0,0,0,19,38,0,103
31,4,4828,0,5,5,7,3,4,0,0,0,47,38,0,102
3,4,11393,15,9,4,12,1,4,0,0,0,19,38,0,103
31,6,14073,15,9,2,4,0,4,1,0,0,39,38,1,101
48,4,3455,9,12,2,4,0,4,1,0,0,39,38,1,101
4,0,8865,11,8,4,0,1,4,0,0,0,39,38,0,103
14,4,6851,11,8,2,3,0,4,1,0,0,39,38,0,1
20,2,1953,9,12,0,10,4,4,0,8,0,34,38,0,103
14,4,13848,11,8,2,8,0,4,1,0,0,39,38,0,1
29,4,14809,9,12,2,12,0,4,1,0,34,39,38,0,100
25,4,12096,9,12,2,10,0,4,1,0,0,83,38,0,101
7,4,10269,1,6,4,3,4,4,1,0,0,39,38,0,102
1,4,9179,11,8,4,1,3,4,0,0,0,39,38,0,0
34,4,9578,9,12,0,4,1,0,1,0,0,49,38,0,101
2,4,10971,11,8,4,3,3,4,1,0,0,39,38,0,0
8,4,9787,11,8,4,1,1,4,1,0,0,39,38,0,0
5,4,6274,11,8,2,8,0,4,1,0,0,39,38,0,1
1,4,794,1,6,4,8,1,4,0,0,0,29,38,0,102
10,7,7122,9,12,4,10,1,4,1,0,0,39,38,0,101
13,4,7418,1,6,0,8,4,4,0,0,0,31,38,0,102
12,4,3430,8,10,2,3,0,1,1,87,0,31,38,1,101
8,4,12500,6,4,2,7,0,4,1,0,0,39,25,0,102
18,0,10409,11,8,2,0,2,4,0,0,0,24,38,0,103
38,4,777,15,9,6,5,1,4,1,0,69,61,38,1,100
19,4,13452,1,6,2,14,0,4,1,0,0,59,38,0,102
37,4,2597,9,12,2,4,0,4,1,0,0,39,38,1,101
12,8,9733,15,9,2,5,3,4,1,0,0,64,38,0,101
44,4,4973,11,8,0,1,1,4,0,0,0,39,38,0,1
6,4,4244,15,9,4,10,1,4,1,0,0,24,38,0,103
28,4,2030,9,12,2,12,0,4,1,0,0,49,38,0,1
42,4,6802,15,9,0,12,1,4,1,0,0,55,38,0,101
13,4,7039,11,8,2,3,0,4,1,0,0,39,38,0,1
35,4,4272,11,8,2,14,0,4,1,0,0,49,38,0,1
4,4,9664,7,11,4,8,1,2,1,0,0,34,22,0,103
36,4,7208,9,12,2,3,0,4,1,0,0,43,38,1,101
9,4,5850,4,2,4,14,1,4,1,0,0,39,4,0,102
16,4,6569,3,1,4,12,3,4,0,0,0,23,38,0,102
33,6,7664,9,12,2,3,0,4,1,0,0,44,38,1,101
2,0,726,15,9,4,0,2,4,1,0,0,39,38,0,103
39,4,7454,9,12,2,12,0,4,1,0,0,39,38,1,101
27,0,8172,5,3,2,0,0,4,1,0,0,24,38,0,102
14,4,1224,11,8,0,1,1,4,0,0,0,24,38,0,103
31,4,13665,9,12,2,10,0,1,1,0,0,41,38,1,101
24,4,5146,6,4,4,9,4,4,0,0,0,39,4,0,102
21,4,3120,9,12,2,4,0,4,1,0,0,39,38,0,1
15,2,871,9,12,2,10,0,4,1,0,0,39,38,1,101
28,2,5971,11,8,3,1,4,2,0,0,0,39,38,0,103
4,4,4441,15,9,4,12,3,1,1,0,0,19,39,0,103
15,4,4077,0,5,5,3,1,4,1,0,0,39,38,0,102
57,4,8048,14,14,2,10,0,4,1,112,0,49,38,1,101
5,4,662,7,11,4,4,1,4,1,0,0,34,9,0,103
8,4,9457,5,3,2,6,0,4,1,0,0,39,25,0,102
17,6,4077,11,8,2,12,0,4,1,0,0,59,38,0,101
35,2,3140,12,13,2,10,0,4,1,0,0,49,38,1,101
18,1,9467,10,15,2,10,0,4,1,0,0,54,2,0,101
25,4,8170,9,12,2,10,0,4,1,112,0,39,38,1,101
15,4,9239,14,14,2,10,0,4,1,0,52,59,38,1,100
58,6,13646,11,8,2,5,0,1,1,0,0,14,38,0,103
26,4,8293,9,12,4,1,1,4,1,0,40,39,38,0,100
43,5,2287,1,6,2,14,0,4,1,0,0,39,38,1,102
32,6,7013,9,12,2,10,0,4,1,0,0,39,38,1,101
9,4,11259,15,9,4,6,1,4,1,0,0,39,38,0,0
8,4,8931,11,8,2,1,5,4,0,0,0,39,38,0,0
1,4,1076,0,5,4,8,3,4,1,0,0,5,38,0,102
13,4,3593,9,12,2,12,0,4,1,0,0,39,38,1,101
3,4,14545,11,8,0,8,4,4,0,0,0,24,38,0,103
1,4,12777,2,7,4,1,3,4,1,0,0,11,38,0,102
3,4,8018,15,9,4,14,1,4,1,0,0,59,38,0,101
27,4,9121,15,9,2,4,5,4,0,0,0,59,38,0,103
6,4,1135,11,8,4,1,1,4,0,0,0,39,38,0,0
22,4,13600,8,10,2,13,0,1,1,0,0,39,29,0,103
20,4,14300,11,8,4,14,1,2,1,0,0,44,38,0,103
27,2,5163,12,13,4,10,1,4,0,0,0,39,38,0,103
15,4,7426,1,6,2,3,0,4,1,0,0,39,38,1,102
20,6,9136,11,8,2,10,0,4,1,0,0,39,38,0,101
10,4,10340,11,8,2,3,0,4,1,0,0,39,38,0,1
12,7,2441,12,13,2,1,0,4,1,0,0,35,38,0,101
7,4,4989,0,5,4,7,1,4,1,0,0,44,38,0,102
58,0,10237,9,12,6,0,1,4,0,0,0,5,38,0,103
38,4,7187,1,6,2,8,0,2,1,0,34,39,38,0,102
17,4,8390,15,9,2,3,0,4,1,0,0,39,38,1,101
61,4,7722,5,3,2,6,0,4,1,17,0,14,38,0,102
32,6,7043,15,9,4,8,1,4,1,0,0,19,38,0,103
36,2,7491,12,13,0,10,1,4,0,0,0,34,38,1,101
39,5,2593,14,14,2,10,0,4,1,112,0,39,38,1,101
16,4,12121,9,12,2,8,0,1,1,90,0,37,38,1,101
17,4,7080,11,8,2,7,2,4,0,0,0,39,25,0,103
22,4,14071,12,13,2,10,0,4,1,0,0,44,38,0,1
25,6,2256,15,9,2,3,0,4,1,0,0,39,38,0,101
21,4,3844,11,8,2,12,0,4,1,0,0,54,38,1,101
10,4,822,11,8,3,8,4,4,0,0,0,39,38,0,0
47,2,11877,11,8,0,1,1,4,0,0,0,34,38,0,103
17,4,6265,11,8,2,3,0,4,1,0,0,39,38,0,1
2,0,935,15,9,4,0,1,4,0,0,0,23,38,0,103
4,4,10912,15,9,4,8,3,4,1,0,0,34,38,0,0
23,6,14450,15,9,2,10,5,4,0,0,0,39,38,1,103
12,4,11556,4,2,4,8,2,4,0,0,0,39,8,0,102
37,2,10345,12,13,2,10,0,4,1,0,0,49,38,1,101
35,4,2308,11,8,2,6,0,4,1,0,0,44,38,0,1
5,0,13392,11,8,4,0,1,4,0,0,0,44,38,0,103
28,5,3993,15,9,2,10,5,4,0,0,0,39,0,1,103
18,4,5591,15,9,4,12,1,0,0,0,0,39,38,0,103
13,6,6231,14,14,4,10,3,4,1,0,0,39,38,0,103
49,0,4319,0,5,2,0,0,4,1,0,0,14,38,1,102
16,4,2350,15,9,4,1,3,4,0,0,0,39,38,0,0
19,4,8111,9,12,2,12,0,4,1,0,52,34,38,1,100
31,4,2846,9,12,4,8,4,1,0,0,0,39,39,0,103
3,0,10582,15,9,4,0,3,4,1,0,0,24,38,0,103
21,0,11085,11,8,4,0,4,2,0,0,0,37,38,0,103
30,4,1816,15,9,2,8,0,4,1,0,0,56,38,1,101
11,4,9438,9,12,2,12,0,4,1,87,0,41,38,1,101
12,4,4437,7,11,4,12,3,4,0,0,0,39,38,0,0
22,4,5815,9,12,0,1,4,4,0,0,0,39,38,0,0
13,4,11538,11,8,0,1,4,4,0,0,0,19,38,0,103
1,5,3722,1,6,4,12,3,4,1,0,0,14,38,0,102
2,0,10769,15,9,4,0,3,4,1,0,0,34,38,0,103
20,2,2236,12,13,0,4,1,4,0,0,0,39,38,0,103
13,4,3967,15,9,0,12,3,4,1,0,0,39,38,0,1
11,4,950,12,13,4,13,1,4,0,0,0,39,38,0,0
26,6,5551,7,11,0,4,4,4,0,0,0,59,38,0,103
11,4,3647,5,3,4,7,1,4,1,0,0,44,38,0,102
1,0,12205,15,9,4,0,3,4,0,0,27,19,38,0,103
48,4,2122,5,3,2,3,0,4,1,0,0,39,38,0,102
24,2,8441,15,9,2,11,0,2,1,0,0,63,38,1,101
10,6,14671,11,8,2,12,0,4,1,0,0,64,38,1,101
35,6,6294,11,8,2,14,0,4,1,0,0,21,38,0,101
25,4,13501,8,10,5,10,4,4,0,0,0,39,38,0,0
35,4,9004,12,13,0,10,1,4,0,86,0,59,38,0,101
61,0,1780,7,11,6,0,1,4,0,0,0,3,38,0,103
7,0,12382,9,12,4,0,3,4,1,0,0,39,38,0,103
22,4,2497,12,13,2,4,0,4,1,0,0,54,38,1,101
9,4,6539,11,8,0,4,4,4,0,0,0,39,38,0,0
5,0,7534,15,9,4,0,1,1,0,0,0,11,36,0,103
36,4,1341,11,8,0,12,1,4,0,0,0,39,38,0,1
46,4,8080,9,12,2,1,0,4,1,0,0,39,38,0,1
19,0,2611,15,9,4,0,1,4,1,0,0,29,38,0,103
28,4,10397,8,10,2,3,0,4,1,0,0,39,38,1,101
20,6,8028,11,8,2,14,0,4,1,0,0,54,38,0,101
34,0,867,11,8,0,0,4,2,0,0,0,39,38,0,103
31,1,14818,15,9,4,1,1,2,1,0,0,39,38,0,103
14,4,14966,15,9,3,14,1,2,1,0,0,39,0,0,103
19,4,8079,15,9,4,10,1,4,0,0,0,39,38,0,0
40,4,14089,15,9,2,12,0,4,1,75,0,49,38,0,101
15,1,4193,11,8,0,3,4,4,1,0,0,39,38,0,103
21,6,11325,9,12,0,10,1,4,1,109,0,34,38,1,101
3,0,686,11,8,4,0,2,4,1,0,0,39,38,0,103
35,6,754,15,9,6,3,1,2,1,0,0,34,38,0,103
23,4,11894,11,8,2,3,0,2,1,0,0,39,14,0,103
37,6,2402,6,4,2,3,5,0,0,0,61,14,38,0,100
20,4,11358,9,12,4,1,4,2,0,0,0,26,38,0,103
10,4,1709,15,9,4,1,3,2,1,0,0,39,38,0,103
33,5,9063,5,3,2,3,0,4,1,0,52,62,0,1,100
5,4,3128,8,10,4,1,3,4,0,0,0,39,38,0,0
35,4,11060,3,1,2,3,0,3,1,0,0,49,32,0,102
33,4,7762,12,13,0,4,1,4,0,0,0,34,38,0,1
18,7,8733,15,9,0,4,1,2,0,0,0,39,38,0,103
23,4,4920,9,12,2,8,5,4,0,0,0,39,32,0,103
4,4,6215,0,5,2,8,0,4,1,62,0,39,38,0,102
41,4,10761,9,12,0,12,1,4,1,0,0,39,38,0,1
20,4,9959,13,0,2,5,0,4,1,0,0,39,25,0,102
33,1,2624,9,12,2,4,0,4,1,87,0,39,38,1,101
10,4,7484,11,8,2,7,0,4,1,0,0,39,38,0,1
20,4,8988,7,11,2,10,0,4,1,0,39,44,38,0,100
29,4,12120,11,8,0,5,1,4,1,0,0,49,38,0,1
13,4,1539,9,12,4,10,1,4,0,0,0,59,27,0,103
13,4,2566,7,11,2,14,5,4,0,0,18,36,38,1,103
13,4,14832,8,10,2,6,0,4,1,0,0,39,25,0,101
17,4,3569,11,8,2,3,0,4,1,0,0,43,38,0,1
29,1,12957,14,14,5,10,4,4,0,0,0,39,11,1,103
5,4,6722,11,8,4,8,1,4,0,0,0,47,0,0,103
6,4,14211,7,11,4,8,3,4,1,0,0,24,4,0,103
39,2,10909,15,9,2,4,0,4,1,0,0,89,38,0,101
12,4,6902,12,13,4,10,1,4,0,0,0,39,38,0,0
0,4,2901,1,6,4,1,3,4,0,6,0,19,38,0,102
28,5,9471,7,11,0,4,1,4,0,0,25,39,38,0,100
6,4,1592,15,9,4,8,1,4,0,0,0,29,38,0,103
11,4,2572,15,9,3,1,3,4,0,0,0,39,38,0,0
43,4,10806,15,9,6,4,1,4,0,0,0,68,38,0,103
37,4,14190,0,5,5,14,4,2,1,0,0,44,38,1,102
26,4,5574,9,12,2,12,0,4,1,0,0,49,38,0,1
23,2,1066,12,13,2,4,0,2,1,0,0,54,38,1,101
33,4,5880,11,8,2,10,0,4,1,0,0,78,38,0,101
7,4,6403,11,8,0,12,1,4,0,0,0,29,38,0,103
11,4,1622,11,8,2,6,0,2,1,0,0,39,38,0,103
16,4,14651,12,13,4,4,1,4,1,0,0,49,38,1,101
31,0,10221,11,8,2,0,0,4,1,0,0,19,38,0,103
10,6,14501,15,9,2,8,0,4,1,0,0,39,38,0,101
1,4,6919,11,8,4,8,3,4,0,0,0,19,38,0,103
29,2,7365,9,12,2,10,5,4,0,0,0,39,38,1,103
17,4,8168,15,9,4,1,1,4,0,0,0,41,38,0,0
17,4,12768,8,10,4,3,1,4,0,0,0,39,38,0,0
43,6,10313,11,8,2,12,0,4,1,0,0,39,38,0,101
50,4,12374,12,13,4,10,1,4,1,0,0,39,38,0,1
25,1,7162,9,12,4,13,4,4,1,0,0,39,38,0,103
7,4,7529,9,12,4,12,3,4,1,0,0,39,38,0,0
23,4,8648,4,2,2,8,0,4,1,0,34,29,25,0,102
18,4,9632,11,8,2,6,0,4,1,0,0,49,38,0,1
4,4,1492,11,8,4,12,1,4,1,0,0,54,38,0,101
41,4,5583,9,12,4,10,1,4,0,0,0,59,38,0,101
4,4,6132,9,12,4,1,1,4,1,0,0,39,4,0,103
27,4,5241,15,9,2,3,0,4,1,90,0,44,38,1,101
17,4,11754,8,10,4,4,4,0,0,0,0,39,38,0,103
44,2,2757,11,8,6,1,4,4,0,14,0,34,38,0,103
1,0,12137,11,8,4,0,4,4,0,0,0,19,38,0,103
8,4,10800,15,9,4,1,1,4,0,0,0,39,38,0,0
65,5,10148,5,3,6,4,1,4,0,0,0,39,38,0,102
3,0,780,15,9,4,0,3,4,0,0,0,29,38,0,103
10,7,3060,11,8,2,13,0,4,1,0,0,39,38,0,101
16,4,10189,15,9,4,10,1,2,1,0,0,39,38,0,103
17,4,3771,12,13,2,10,0,4,1,0,0,42,38,1,101
26,4,8618,11,8,2,3,0,4,1,0,0,39,38,1,101
9,4,6472,11,8,4,7,1,2,1,0,0,39,38,0,103
2,4,11880,11,8,4,12,3,4,0,0,0,39,38,0,0
38,5,11832,8,10,0,4,4,4,1,0,0,29,38,0,103
6,4,180,15,9,4,5,1,4,1,0,0,65,38,0,101
30,4,12488,9,12,2,4,5,4,0,0,0,39,38,1,103
21,4,3406,11,8,4,10,1,4,1,0,0,39,38,1,101
32,4,5809,11,8,2,3,0,4,1,0,0,39,38,0,1
27,7,13616,10,15,2,10,5,4,0,90,0,39,38,1,101
24,4,12560,9,12,2,3,0,4,1,90,0,54,38,1,101
25,4,14974,9,12,2,10,0,4,1,0,0,44,38,1,101
8,4,2215,11,8,2,14,0,2,1,0,0,39,38,0,103
18,4,8877,1,6,5,14,1,4,1,0,0,83,38,0,102
28,2,6351,11,8,0,8,3,2,0,0,0,39,38,0,103
3,4,10942,11,8,4,12,1,4,0,0,0,29,38,0,103
7,4,12842,15,9,2,1,5,1,0,0,0,39,24,0,103
18,4,587,9,12,2,4,0,4,1,66,0,46,38,1,101
9,4,12292,4,2,2,3,0,4,1,0,29,49,38,0,102
13,4,5771,11,8,2,7,0,4,1,0,0,44,38,0,1
29,2,10876,6,4,5,8,4,2,0,0,0,39,38,0,102
5,4,7159,8,10,4,10,4,2,0,0,0,34,38,0,103
23,4,11761,11,8,2,7,0,2,1,0,0,39,38,0,103
27,4,10548,11,8,4,6,1,2,1,0,0,34,38,0,103
21,2,12354,8,10,0,4,3,4,1,0,0,39,38,0,103
6,4,9163,15,9,4,7,3,4,1,0,0,39,38,0,0
24,4,3245,9,12,4,8,1,4,0,0,0,39,0,0,103
42,4,11267,11,8,0,1,1,4,0,0,0,39,38,0,1
31,7,1070,9,12,0,1,4,4,0,0,0,39,38,0,103
20,4,14294,2,7,0,3,3,4,1,0,0,34,38,0,102
45,0,3892,9,12,2,0,0,4,1,0,0,59,38,1,101
31,1,5735,11,8,2,1,0,2,1,0,0,49,38,1,101
6,4,9401,15,9,4,13,3,4,1,0,0,24,38,0,103
9,4,13683,11,8,2,12,0,4,1,42,0,39,38,0,101
5,4,6924,15,9,4,1,3,4,0,0,0,14,38,0,103
20,4,6131,11,8,2,10,0,4,1,0,0,39,4,0,101
12,4,12545,11,8,4,14,4,4,1,0,0,54,38,0,103
20,4,10387,7,11,2,10,0,4,1,0,18,39,38,1,101
41,4,1880,11,8,2,3,0,4,1,0,0,39,38,1,101
24,4,1457,11,8,4,3,1,4,1,0,0,41,38,1,101
19,6,13222,9,12,2,5,0,4,1,0,0,49,38,0,101
23,0,12763,11,8,4,0,1,4,1,0,0,22,38,0,103
44,4,1212,9,12,2,7,0,4,1,0,0,39,38,1,101
6,1,13666,15,9,2,1,2,4,0,0,0,39,38,0,103
22,4,7415,15,9,2,7,0,4,1,0,0,39,38,0,1
21,4,7833,9,12,2,1,0,1,1,0,0,41,38,1,101
29,4,8007,15,9,2,7,0,4,1,0,0,49,38,1,101
7,4,11295,11,8,4,3,4,2,0,0,0,39,38,0,103
42,4,2305,9,12,2,1,0,4,1,0,0,39,38,0,1
1,4,8559,1,6,4,6,3,4,1,0,0,22,38,0,102
29,4,8720,12,13,2,10,0,4,1,90,0,45,38,1,101
19,4,269,2,7,2,14,0,4,1,0,0,39,38,0,102
14,4,7047,15,9,0,4,1,4,0,0,0,49,38,0,0
0,4,12651,0,5,4,8,3,4,1,0,0,29,38,0,102
4,2,8415,15,9,4,1,1,4,0,0,0,39,38,0,103
18,4,5447,9,12,2,4,0,4,1,103,0,54,38,1,101
43,0,5548,11,8,2,0,0,4,1,0,0,4,38,0,103
27,4,13218,9,12,2,12,0,4,1,0,0,59,38,1,101
36,4,1820,11,8,0,3,1,3,1,0,0,59,7,0,101
4,0,6217,15,9,4,0,3,4,0,0,0,2,38,0,103
7,4,14152,9,12,2,12,0,4,1,0,0,34,38,0,1
23,4,6649,12,13,2,10,0,4,1,0,0,39,38,0,1
25,4,11342,11,8,2,7,0,4,1,0,0,39,38,1,101
22,4,9090,14,14,2,10,0,4,1,0,0,44,38,1,101
28,4,14196,15,9,0,13,1,4,0,0,0,44,38,0,1
36,4,7157,15,9,2,12,0,4,1,0,0,44,38,1,101
13,4,12021,15,9,4,8,3,4,0,0,0,39,38,0,0
23,5,11873,9,12,4,4,1,4,1,0,0,64,38,1,101
8,4,1384,9,12,4,4,3,4,1,0,0,39,38,0,0
19,4,4585,11,8,0,8,3,4,0,0,0,29,38,0,103
12,2,12072,0,5,4,5,1,4,1,0,0,39,38,0,102
1,4,5440,0,5,4,5,3,4,1,0,0,26,38,0,102
18,6,923,9,12,2,12,0,4,1,0,0,39,38,0,101
47,0,488,15,9,6,0,1,4,1,0,0,3,38,0,103
12,4,13628,11,8,4,1,3,4,0,0,0,39,38,0,0
5,4,12933,11,8,4,6,1,4,1,0,0,29,38,0,103
31,4,6508,15,9,2,12,0,4,1,0,0,39,38,1,101
45,1,1308,15,9,0,13,1,2,1,69,0,39,38,0,101
30,2,12170,15,9,0,1,1,4,0,0,0,69,38,0,101
35,4,3509,11,8,0,3,4,4,0,0,0,39,38,0,0
25,4,14816,11,8,4,3,2,4,1,0,0,39,38,0,0
37,7,12897,9,12,2,10,0,4,1,0,0,68,38,0,101
10,4,12753,9,12,4,8,1,1,1,0,0,39,29,0,103
18,4,14532,11,8,0,3,4,2,1,0,0,39,38,0,103
15,6,1468,11,8,0,8,4,4,0,0,0,44,38,0,103
27,2,8461,8,10,4,13,1,4,1,0,12,39,38,0,103
15,4,5843,9,12,4,10,1,4,0,0,0,39,38,0,0
14,4,5248,15,9,4,1,3,4,0,0,0,34,38,0,0
0,0,5938,0,5,4,0,3,2,1,0,0,5,9,0,102
14,4,9439,11,8,0,3,3,4,1,0,33,49,38,0,100
16,4,5733,9,12,2,1,5,4,0,0,0,39,38,0,0
10,4,8509,6,4,4,8,3,4,1,0,0,49,25,0,102
27,7,7413,11,8,2,11,0,4,1,0,0,39,38,0,101
24,6,10712,11,8,2,4,0,4,1,0,0,44,25,0,101
4,4,5622,15,9,4,12,3,4,0,0,0,34,38,0,0
51,0,4869,5,3,2,0,0,4,1,0,0,7,38,0,102
46,6,6446,15,9,2,10,5,4,0,105,0,9,38,1,101
29,1,13423,15,9,2,3,0,4,1,0,0,39,38,1,101
51,4,3699,14,14,6,10,4,4,1,0,0,59,38,1,101
15,4,7152,9,12,2,4,0,4,1,0,0,39,38,0,1
17,4,7466,11,8,0,1,1,4,0,0,0,39,38,0,0
6,4,3987,4,2,4,6,4,4,1,0,0,29,38,0,102
14,4,4744,15,9,1,12,5,4,0,0,0,19,38,0,103
12,7,8814,8,10,2,11,0,4,1,0,0,39,38,1,101
12,4,14912,11,8,4,3,4,2,1,0,0,39,38,0,103
37,4,13052,14,14,2,10,5,4,0,0,47,49,38,1,100
11,1,1156,9,12,4,4,1,2,1,0,0,39,38,0,103
5,4,13280,11,8,4,13,1,4,0,0,0,39,38,0,0
7,4,5182,9,12,4,4,4,4,1,0,0,39,38,1,103
50,5,6748,11,8,2,10,5,4,0,105,0,29,9,1,101
33,4,13212,15,9,2,4,0,4,1,0,0,59,38,1,101
44,6,711,11,8,2,3,0,4,1,0,0,34,38,0,101
38,4,11993,15,9,0,8,4,4,0,0,0,9,38,0,103
24,4,6751,7,11,2,13,0,4,1,0,0,44,38,1,101
3,7,9000,11,8,4,14,3,4,1,0,0,39,38,0,103
2,4,8725,15,9,4,1,3,2,1,0,0,19,38,0,103
21,4,13923,8,10,2,10,0,4,1,0,0,41,38,0,1
19,4,11583,11,8,0,4,1,4,1,0,0,39,38,0,1
3,4,4057,15,9,4,12,3,2,0,0,0,14,38,0,103
27,4,3896,7,11,2,4,0,4,1,66,0,44,38,1,101
58,4,2707,0,5,6,8,1,4,0,0,0,14,38,0,102
6,4,2855,9,12,4,13,1,4,0,0,0,39,38,0,0
7,4,13108,15,9,4,12,1,4,1,0,0,24,38,0,103
55,5,8871,14,14,2,10,0,4,1,0,73,34,38,1,100
10,4,8506,11,8,4,3,3,2,1,0,0,39,38,0,103
21,7,332,15,9,0,11,4,0,0,0,0,39,38,1,103
5,4,7517,11,8,5,12,4,4,0,0,0,39,38,0,0
17,4,3067,9,12,2,12,0,4,1,0,0,44,38,1,101
12,4,12457,7,11,0,12,4,4,0,53,0,39,38,0,103
25,4,11207,11,8,2,12,0,4,1,0,0,49,38,0,1
26,4,14320,15,9,2,1,5,2,0,0,0,37,38,1,103
10,7,11345,15,9,2,14,0,4,1,52,0,39,38,0,101
21,4,13080,15,9,2,14,0,4,1,76,0,39,38,1,101
10,4,11340,15,9,4,12,1,4,1,0,0,43,38,0,1
29,4,8076,9,12,2,3,0,4,1,0,0,49,38,1,101
20,2,7046,9,12,0,10,2,4,0,0,0,59,38,0,103
13,0,2521,15,9,4,0,1,4,0,0,35,24,38,0,103
14,4,2955,3,1,2,6,0,4,1,0,0,34,25,0,102
