age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,cluster,income
17,2,11519,5,2.663320145945349,2,10,0,4,1,45.30855178833008,0,39,38,102,0
9,4,14587,6,4.157201300239398,1,5,0,4,0,0.0,0,39,38,2,0
39,4,3266,11,8.003805713561137,1,2,1,3,0,0.0,68,37,31,100,0
7,4,6636,9,11.979334811589842,2,4,0,4,1,0.0,0,39,38,1,0
24,4,14445,6,3.956971877821569,2,6,0,4,0,0.0,0,43,38,2,0
26,4,9190,11,8.00195324375577,4,6,1,4,1,0.0,0,42,38,1,0
21,4,9180,2,4.211834459761272,2,10,1,3,1,0.0,42,39,35,100,1
34,2,2908,2,8.004093833081741,2,1,0,4,0,0.0,0,39,38,0,0
2,2,11794,15,9.001694354600911,4,11,3,4,1,0.0,0,42,38,103,0
4,4,14683,6,4.40487523903831,5,7,3,4,0,0.0,0,32,38,2,0
9,2,3039,11,8.002430409173067,2,8,0,3,1,0.0,0,50,28,101,1
23,4,8132,9,12.004703363231132,2,12,0,4,1,89.07524871826172,0,71,38,101,1
4,4,13109,15,9.000241931449633,0,7,4,4,0,0.0,0,34,38,0,0
33,5,5987,7,10.943845074487905,2,10,0,4,1,0.0,0,39,38,101,1
4,2,8623,11,8.001502713442603,4,14,3,4,1,0.0,0,22,38,103,0
10,4,6997,11,7.999566019406958,0,8,3,4,0,0.0,0,39,38,0,0
26,4,13827,6,4.272945180211548,1,6,0,4,1,0.0,0,39,38,2,0
9,4,14482,6,4.331680584825725,5,8,3,4,0,0.0,0,39,38,2,0
14,4,11152,11,7.998841113876422,2,1,0,4,1,47.569210052490234,0,39,38,103,0
21,6,10871,11,8.004294972139483,2,6,1,3,1,0.0,69,53,38,101,0
9,4,3964,11,7.998956166589321,3,5,0,4,1,0.0,43,48,38,100,0
23,4,9053,11,8.001923594942348,2,14,0,4,1,0.0,0,36,38,0,1
36,4,1637,14,9.007630583647273,2,1,0,4,1,0.0,48,37,38,100,1
31,4,7812,10,9.007196852274504,2,3,0,4,1,0.0,47,47,5,100,1
21,4,3368,0,3.2412697715539895,2,5,0,4,1,0.0,0,45,38,102,0
26,4,15408,6,2.7324247549900944,1,6,3,4,0,0.0,0,39,38,2,0
15,4,2188,3,4.882373397693568,2,5,2,4,0,0.0,0,36,31,102,0
2,4,12300,11,8.002040548634822,4,1,3,4,0,0.0,0,35,38,0,0
26,4,4148,6,4.296541990393258,2,5,0,4,1,0.0,0,42,14,2,1
15,2,12119,11,8.024309372286641,2,0,4,2,1,0.0,0,34,38,103,0
10,4,12029,11,8.007474917989835,2,12,0,4,1,0.0,0,35,38,0,0
10,6,7683,15,8.989565706320883,2,3,0,4,1,0.0,0,28,38,101,0
24,5,10552,8,9.998715496687119,2,4,0,4,1,0.0,56,49,38,101,1
13,3,5241,9,8.969983155887157,4,10,1,3,1,0.0,0,39,38,102,0
14,4,6085,12,10.994073599695747,4,2,4,4,0,0.0,0,39,38,0,0
2,4,7733,1,6.209881021031629,2,6,0,4,1,0.0,0,15,38,102,0
24,4,8616,14,11.005499132922685,4,10,0,4,0,14.032773971557617,0,39,38,103,0
59,4,5824,0,4.847222029593418,6,6,3,3,0,0.0,0,36,38,102,0
14,3,7799,8,9.00175484299162,2,10,1,4,1,0.0,76,31,38,100,0
27,6,14219,15,8.997453426783435,4,3,1,3,0,0.0,0,13,38,103,0
18,4,14140,6,4.094482951292987,1,6,0,4,0,0.0,0,39,38,2,0
3,4,9397,11,8.00267277735268,4,7,3,4,1,0.0,0,35,38,0,0
16,6,14463,15,8.997150162920942,4,10,1,3,1,0.0,0,49,38,101,1
28,4,1613,9,12.009229393476167,3,10,0,4,1,0.0,47,45,38,100,0
4,4,6628,15,8.995905580835613,3,8,2,4,1,0.0,0,5,38,103,0
26,4,4097,2,4.288163321855534,3,9,0,4,1,0.0,0,39,38,102,0
8,4,4954,11,8.000017290510748,4,2,3,4,0,0.0,0,39,38,0,0
11,4,2731,15,8.000223240108044,2,3,0,3,1,0.0,0,39,38,101,0
41,4,4533,10,7.999387573853907,6,8,1,4,0,0.0,0,35,38,0,0
7,6,14983,9,11.99221852610869,3,5,1,4,1,0.0,49,50,31,100,0
52,4,5951,11,9.008340234917373,5,8,1,4,0,0.0,0,39,38,0,0
34,4,1625,9,12.000323253626215,0,4,4,4,0,0.0,0,36,38,101,0
21,6,4016,2,7.9951295455057885,1,6,0,3,1,0.0,0,39,38,102,0
8,4,3775,9,9.00661020263518,4,10,2,4,0,0.0,0,41,38,0,0
8,4,12728,11,8.002742136719714,2,10,0,4,1,0.0,0,39,5,0,0
15,4,525,11,8.001658740442599,2,7,0,4,0,0.0,0,33,38,1,0
26,6,3943,8,10.035002174760317,2,12,4,2,0,0.0,35,39,38,100,0
14,4,2881,2,3.3328573975730285,4,2,2,3,0,0.0,38,39,38,102,0
33,4,2925,11,8.003493641736082,2,7,0,4,1,0.0,0,49,38,1,1
8,3,9648,1,1.3886391723272573,3,5,1,2,1,0.0,13,49,14,102,0
19,5,1118,9,9.000061973449938,2,3,0,4,1,0.0,0,39,38,101,0
13,4,3063,10,14.309185125190677,2,3,0,4,1,0.0,0,49,33,1,1
3,2,5658,1,5.971873352060239,4,8,1,4,1,0.0,0,39,38,102,0
20,4,7301,13,5.996609871680439,4,5,1,4,1,0.0,70,29,5,100,0
39,4,9181,6,4.120251146273672,1,7,0,4,1,0.0,0,43,38,2,0
27,4,8111,9,12.009661889855991,2,10,0,4,1,0.0,0,44,38,1,0
24,6,7883,0,5.651564070983092,3,2,1,4,0,0.0,0,34,38,102,0
14,4,11686,5,3.037429272372344,2,8,0,2,1,48.913936614990234,0,39,14,102,0
32,2,3902,11,8.004437775869278,2,11,0,4,1,0.0,52,56,38,100,1
28,4,12912,6,4.232491321427042,2,6,0,4,1,0.0,0,39,38,2,0
13,4,4697,9,12.000011309211995,2,11,0,4,1,0.0,49,63,38,100,1
9,4,10151,14,8.001776974356742,2,1,4,4,0,0.0,47,31,38,100,0
20,1,10407,11,8.000497555738768,0,7,0,4,1,0.0,59,52,38,100,0
12,4,5863,11,7.999708058696085,3,6,2,4,0,0.0,0,39,38,103,0
8,4,5166,7,10.990143875331533,2,1,3,4,0,0.0,0,36,38,0,0
28,4,7050,9,11.001412676790272,2,4,1,4,1,0.0,52,49,38,100,1
10,4,4833,7,11.001120937628926,4,2,5,4,0,71.86140441894531,0,31,38,0,0
38,4,10303,6,4.323020202063216,3,5,2,4,0,0.0,0,35,38,2,0
28,4,13258,8,9.007459658457003,0,12,1,4,0,0.0,0,27,38,103,0
19,6,13857,11,8.00061815812666,2,4,0,4,1,0.0,0,39,38,101,1
29,4,1208,0,3.748626283845442,0,10,1,4,0,0.0,0,39,38,102,0
36,4,4534,6,3.888792079795132,0,13,0,2,0,0.0,0,39,38,2,0
54,4,10435,11,8.011106641653294,2,8,0,4,1,0.0,0,39,38,2,0
7,4,9917,11,8.998842191741135,4,3,3,4,0,0.0,0,39,38,0,0
13,4,4007,2,0.8720576736038824,2,6,0,3,1,0.0,0,39,14,102,0
6,4,4832,11,7.9979579689687865,4,7,1,2,0,0.0,0,34,38,103,0
9,4,4619,8,10.009834677665479,4,1,3,4,0,72.2623062133789,0,39,38,0,0
37,4,6499,15,9.00162449110102,2,9,0,4,1,0.0,0,46,38,1,0
14,3,13694,10,8.98413437689665,2,5,0,4,1,0.0,49,42,38,100,1
10,4,9127,11,7.998937702940843,4,3,3,4,1,0.0,0,39,38,1,0
35,6,6386,14,8.002027903787996,2,5,0,4,1,0.0,48,42,38,100,0
13,4,12058,6,4.278905060830906,0,8,4,4,0,0.0,0,39,38,2,0
49,6,5039,11,7.999090668613159,4,8,1,2,1,0.0,0,39,38,103,0
15,4,6635,10,14.155075439217246,2,6,0,4,1,0.0,47,61,38,100,0
24,4,7185,12,9.998342252717137,2,9,0,4,1,75.47953033447266,37,43,38,100,1
4,6,14803,6,4.038320633693527,5,8,3,4,1,0.0,0,14,38,102,0
10,4,8747,10,8.99301663462899,3,8,1,4,0,0.0,0,49,38,102,0
4,6,7198,15,9.006443970930984,4,3,1,4,0,0.0,0,35,38,0,0
2,6,5857,9,10.997941125274362,4,8,3,4,0,0.0,0,28,38,103,0
12,4,6517,6,4.228445996705835,1,6,2,4,0,0.0,0,39,38,2,0
20,4,2246,11,13.001709907527333,2,5,0,4,1,0.0,74,57,38,100,1
14,4,9649,6,4.169677084857255,0,6,0,4,1,0.0,0,39,38,2,0
26,2,7090,11,8.003356626314346,2,14,0,4,1,0.0,0,44,38,1,0
44,4,4914,10,9.000569117607665,1,12,1,4,0,0.0,55,11,38,100,0
32,4,13674,6,10.010358475339249,0,8,0,2,1,0.0,0,54,38,101,0
22,4,13111,6,4.245369788668006,0,7,1,4,0,0.0,0,35,38,2,0
20,4,11521,12,8.000144316972673,2,3,3,4,0,0.0,0,36,38,0,0
37,4,13043,5,8.976618133250337,4,8,1,4,0,48.391578674316406,0,39,38,102,0
19,4,4993,6,6.02494866422596,3,6,3,4,0,0.0,0,39,38,2,0
21,4,6830,9,3.7236068426785325,3,8,1,4,0,0.0,0,39,38,1,0
39,4,15023,6,4.791122552638479,4,12,3,4,0,0.42093217372894287,0,39,38,102,0
15,6,8067,11,9.006320989130844,2,10,0,4,1,46.613487243652344,0,36,38,101,0
26,4,9139,11,8.001100949452937,0,6,0,2,1,0.0,0,39,38,103,0
33,4,6662,9,11.976950276696824,4,10,1,3,0,0.0,22,58,28,102,0
33,6,3141,3,13.916673704882374,2,3,0,3,1,0.0,47,39,14,100,1
37,1,14556,11,7.9988258617318,0,4,0,4,1,0.0,0,39,38,101,0
16,4,9910,6,3.8642796006573743,2,13,0,4,0,0.0,0,39,38,2,0
56,2,5068,5,2.7995255248651882,4,8,1,2,1,0.0,0,13,38,102,0
4,1,12358,9,11.995294106443314,3,6,0,3,1,0.0,0,39,38,101,0
20,4,10765,4,6.078279885376667,2,2,0,4,1,0.0,40,35,38,100,0
6,7,6479,9,11.993041192003801,2,4,0,4,1,0.0,0,49,38,101,0
13,6,6481,15,9.00444566275255,2,9,0,4,1,0.0,0,44,38,101,0
17,4,14318,6,4.013815531254283,2,8,0,4,1,0.0,0,44,38,2,1
29,4,5407,13,10.992661271683888,1,12,5,2,0,0.0,51,39,38,100,0
28,4,3003,4,0.6695948873866004,2,3,0,4,1,0.0,0,16,29,102,0
16,4,5229,6,3.873375965216669,0,8,4,4,1,0.0,0,39,38,2,0
20,3,14168,8,6.046558779771491,3,5,1,4,1,0.0,68,37,38,100,0
43,4,4309,6,4.0823165876534375,2,6,0,4,0,0.0,0,39,38,2,0
34,4,10394,15,9.006976323586763,2,3,0,4,1,0.0,53,76,38,100,1
20,4,11034,11,7.998906592472051,2,7,4,4,0,0.0,0,39,38,0,0
26,2,6236,11,7.998370344474593,0,0,4,0,0,0.0,0,39,38,103,0
34,4,2373,11,8.00143821344307,0,4,1,4,1,0.0,0,50,38,101,0
9,4,5240,15,9.000903704133282,6,10,1,2,0,0.0,0,39,38,103,0
46,4,12377,10,8.997046044302953,3,6,1,4,1,0.0,67,10,38,100,0
26,4,14350,6,4.123731633406744,0,12,3,4,0,0.0,0,43,38,2,0
11,6,7637,9,10.0008262335247,2,9,0,4,1,0.0,0,47,38,101,1
33,4,10806,15,8.985772518979534,2,2,0,4,1,0.0,0,39,38,103,1
36,4,10983,9,11.984779527343587,2,10,1,1,1,87.36141967773438,48,61,38,100,1
34,4,8943,8,11.00536586654286,2,10,0,4,0,0.0,71,31,38,100,0
31,4,12478,4,9.001668859134112,2,6,0,3,1,0.0,48,39,38,100,0
39,4,12109,11,7.969465512236647,5,6,1,2,0,0.0,0,39,38,103,0
14,1,2878,0,5.330479006547001,4,0,4,2,1,0.0,0,39,38,102,0
44,4,10498,11,8.003127325944899,5,7,1,3,1,0.0,0,39,38,103,0
12,4,8965,11,8.002856662001657,2,12,0,2,1,0.0,0,39,38,101,0
35,2,2923,11,8.002030978229831,2,0,5,4,0,0.0,0,34,38,0,1
7,4,13153,1,5.98400952045363,3,5,1,4,1,0.0,22,14,9,102,0
15,6,7973,14,14.208427766745567,2,6,0,4,1,0.0,46,14,38,100,1
11,4,12657,15,9.011035680527751,4,8,1,2,0,0.0,0,31,38,0,0
25,7,4207,9,11.979758999768006,0,4,4,2,0,0.0,0,49,38,103,1
18,4,6123,12,10.001529666828553,0,8,3,4,0,0.0,0,36,38,0,0
9,4,11110,11,8.001458628490594,4,8,1,4,0,0.0,0,33,38,103,0
4,4,3143,8,10.00482011745873,4,12,1,4,1,35.63085174560547,69,21,38,102,0
34,4,4189,9,8.998384622707137,2,1,0,4,0,0.0,52,39,38,100,1
27,4,14409,11,8.001211573210005,2,14,0,4,0,0.0,0,39,38,1,0
20,6,14188,10,12.989614984186906,2,5,0,4,1,0.0,41,10,38,100,0
4,4,9154,1,6.012929842922289,4,6,3,3,1,0.0,0,39,38,102,0
30,6,12453,12,12.997175823396335,3,12,2,4,1,0.0,80,55,38,100,0
5,4,4473,11,7.9988372842884194,4,8,3,4,0,0.0,0,39,38,0,0
36,4,3476,0,4.392457014735909,1,13,1,4,0,0.0,0,39,38,102,0
9,2,6449,1,6.41996830829575,3,5,0,3,1,0.0,0,39,38,102,0
21,6,11507,11,8.00519580816999,2,3,0,4,1,0.0,49,39,38,100,1
29,4,12690,11,8.003410003727646,1,8,0,4,1,0.0,0,64,38,101,0
10,3,5152,15,8.96515612465808,4,0,3,4,0,0.0,0,14,38,103,0
26,4,9811,11,8.999268391147044,2,5,2,4,0,0.0,0,44,38,0,0
22,4,10789,6,4.162934987520838,0,11,0,4,1,0.0,0,39,38,2,0
29,4,13631,6,4.134122343750673,1,6,0,4,1,0.0,0,39,38,2,0
3,7,2720,9,11.999509443466614,2,4,0,4,1,0.0,0,-4,38,101,0
38,4,9343,5,2.9138452354637296,2,7,0,4,1,0.0,0,39,14,102,0
14,2,12636,11,11.004599343828852,4,3,1,4,0,0.0,69,37,38,0,0
14,6,10590,1,13.773422253389379,2,4,0,3,1,0.0,0,33,38,102,0
6,2,8704,1,8.001184902837709,3,8,1,4,0,0.0,0,42,33,0,0
4,4,6158,15,8.995665993492329,3,5,1,4,1,0.0,70,39,38,100,0
8,4,7589,7,10.9828329011208,4,4,1,4,0,0.0,0,39,38,101,0
8,4,10910,7,11.006423237192951,2,10,5,4,0,0.0,0,39,38,0,0
17,2,3472,9,12.018082746438392,2,10,3,4,1,0.0,51,51,38,100,0
47,4,10543,15,8.999294755797607,2,12,0,4,1,0.0,47,45,38,100,1
10,4,6496,12,10.995703264746082,0,13,1,4,0,0.0,36,49,38,100,0
20,4,9489,11,8.003636192349944,2,5,3,3,0,0.0,45,35,38,100,0
29,4,8619,9,11.008692147446338,2,12,0,4,1,0.0,46,49,38,100,1
18,2,9828,0,5.877406752493332,0,7,0,4,0,0.0,0,43,20,102,0
15,4,11928,3,6.0392340947605545,2,4,0,4,1,0.0,0,44,38,102,0
32,6,9480,3,13.616163285830172,2,5,0,4,1,0.0,0,33,20,102,0
16,4,3382,7,9.000069524649858,2,6,0,4,1,0.0,41,39,38,100,0
20,4,9847,13,8.000704546606363,2,7,0,4,0,0.0,0,39,38,0,0
26,4,9511,10,10.007774138603972,2,10,0,4,1,0.0,0,48,33,1,0
35,4,2133,4,10.968868007004243,0,12,4,4,1,42.703224182128906,0,39,38,101,0
9,4,8823,14,6.006825615895923,2,6,0,4,1,0.0,0,68,38,1,0
13,3,8362,13,11.011310673133645,2,11,0,4,1,0.0,49,45,38,100,0
22,6,10882,11,8.005101092901917,2,12,0,2,1,0.0,50,47,38,100,0
36,2,14574,11,8.002275498913425,2,7,1,4,0,0.0,0,39,38,0,0
21,4,2874,10,9.003125823943176,2,8,5,4,1,0.0,0,39,38,101,0
4,4,14135,6,4.236016078208504,4,7,1,4,0,0.0,0,39,38,102,0
32,0,13382,4,3.621124904782403,1,12,0,4,1,0.0,57,39,38,102,0
14,4,8516,6,4.3168351114687145,2,10,0,4,1,0.0,0,43,38,2,0
24,4,9266,6,4.149857371290017,0,7,4,4,0,0.0,0,39,38,2,0
8,4,11007,11,8.001707136768665,0,1,2,4,0,0.0,0,37,38,0,0
14,4,11091,11,8.000448474229914,3,8,0,4,0,0.0,0,39,38,1,0
10,4,5923,12,10.988487997020588,4,8,4,4,0,0.0,0,35,38,0,0
41,6,3140,4,3.8776204292733993,4,8,1,4,1,0.0,0,29,38,102,0
28,4,12018,4,8.959646749649867,4,12,1,4,1,72.90137481689453,0,29,38,102,0
17,4,9188,6,4.3108133296305455,2,8,1,4,0,0.0,0,32,38,102,0
10,4,6449,11,7.998232813399176,2,8,0,2,1,0.0,0,39,38,103,0
26,1,13955,10,4.107585222522967,3,5,3,4,0,0.0,48,45,38,100,0
9,4,5337,6,3.993151860328347,0,9,0,4,1,0.0,0,44,33,1,0
36,4,1567,11,8.005828329600888,2,3,0,4,1,47.52412796020508,0,39,38,101,1
23,4,5592,15,9.003801839625424,2,4,1,4,1,0.0,50,56,38,100,1
3,4,8487,11,7.998821172593674,4,1,3,4,0,0.0,0,35,38,0,0
26,3,14063,10,8.99870519552586,0,6,0,4,1,0.0,63,49,38,100,0
10,4,6954,8,11.002460357643614,4,2,1,4,0,0.0,0,72,38,101,0
15,2,5572,3,2.8861767398971487,4,8,1,3,0,0.0,0,15,38,102,0
17,6,3992,15,8.996747784665486,4,0,4,2,0,0.0,0,39,38,103,0
25,4,8624,12,8.025368492861688,2,9,0,4,1,0.0,0,71,38,101,0
5,4,6665,9,12.002699732986555,2,3,3,4,0,0.0,0,39,38,0,0
14,4,567,2,3.3231687282571585,3,3,0,4,1,0.0,0,39,38,102,0
36,4,2516,10,8.001742241579993,2,3,0,4,1,0.0,62,49,38,100,1
35,2,13326,9,11.995359572857968,3,8,2,3,1,0.0,0,11,38,102,0
13,0,6259,0,3.3304996281916006,0,8,4,2,0,0.0,0,39,38,102,0
30,4,12720,8,8.999301125636208,2,6,0,4,1,0.0,75,59,38,100,0
25,4,8762,11,8.009420644081663,0,7,1,4,0,0.0,0,39,38,0,0
45,4,9724,1,5.9377271971247545,3,8,4,4,1,0.0,0,18,38,102,0
50,4,14091,6,4.096686970101798,1,7,0,4,0,0.0,0,32,38,2,0
14,2,5534,11,12.001377269282166,6,2,1,2,0,0.0,0,39,38,103,0
9,4,2932,0,4.986145665171807,2,5,0,4,1,0.0,0,38,14,102,0
4,4,10672,11,7.996719990031269,4,8,3,4,0,0.0,0,35,38,0,0
44,6,7519,8,6.007198170651104,6,4,1,4,1,0.0,69,9,38,100,0
3,4,12769,11,7.998102490907573,4,1,1,4,0,0.0,0,39,38,0,0
7,2,8891,11,8.002524586378804,2,5,1,4,0,0.0,46,34,38,100,0
53,4,14132,3,1.1992051462840017,2,4,0,3,0,0.0,0,32,14,102,0
10,4,5372,11,11.010682003528887,0,8,4,2,0,0.0,0,39,38,103,0
10,6,14679,11,8.001553351652623,4,8,1,4,0,0.0,0,22,38,103,0
13,6,6294,9,12.015257216576037,2,1,5,4,1,0.0,0,45,38,101,0
17,4,1838,11,7.998539243336356,2,8,5,4,1,0.0,0,49,38,101,0
9,2,4887,11,7.999636360584966,4,6,3,4,1,0.0,0,22,38,101,0
41,6,7110,15,9.01382082434417,4,10,1,4,1,0.0,0,30,11,101,1
32,4,7180,9,11.993640916428385,2,4,0,4,1,0.0,60,43,38,100,0
4,4,4043,9,11.999593159603045,2,1,0,2,1,46.865509033203125,0,39,38,101,0
9,4,8669,6,4.166632364958342,0,8,0,4,1,0.0,0,39,38,2,0
11,6,3152,11,8.005428651398528,2,12,0,4,1,0.0,0,42,38,101,0
26,3,12728,4,8.999422688262355,3,3,1,4,0,0.0,71,58,38,100,0
42,4,8178,11,8.006425551290633,1,5,0,2,1,0.0,70,38,38,100,0
4,0,7039,0,6.981508012061431,4,0,3,2,0,0.0,0,13,38,102,0
42,4,15028,6,4.04910250450968,2,6,1,4,1,0.0,0,39,14,2,0
9,6,6358,4,4.260088748493067,4,5,2,4,1,0.0,47,49,38,102,0
30,5,12629,14,14.218530415749608,2,4,0,4,1,0.0,59,49,38,100,1
27,6,12403,15,8.998511036888987,2,13,0,4,1,0.0,75,11,38,100,1
21,4,13962,11,8.005001796082723,2,7,0,4,1,0.0,0,33,38,101,0
27,4,10577,11,8.000751417043162,0,12,4,4,1,0.0,0,37,38,101,0
19,4,9102,11,8.006434568736628,2,5,0,4,1,0.0,71,45,38,100,1
5,4,6766,9,11.99787153823716,4,10,1,4,0,0.0,0,39,38,103,0
34,4,12266,12,10.001296752611847,2,6,0,4,1,0.0,44,41,38,100,0
25,4,7653,6,4.295472343889255,2,3,1,4,0,0.0,0,42,23,2,0
21,6,1100,4,3.5046502903164374,2,5,0,4,1,72.12298583984375,0,10,38,102,0
3,4,8826,13,8.000225940350825,0,6,0,4,1,0.0,0,39,38,1,0
31,4,5885,13,8.994626401553754,2,6,0,4,1,0.0,53,56,38,100,0
10,4,6498,11,8.001345174113123,2,12,0,4,1,0.0,0,45,33,1,0
8,4,4664,14,9.997013955532138,3,3,0,4,1,0.0,80,61,38,100,0
27,4,8599,15,9.002427330768707,1,8,1,4,0,0.0,0,39,38,1,0
20,4,8458,8,10.004947244493383,2,5,0,2,1,0.0,46,39,38,100,0
20,4,8846,6,4.088869050443673,0,12,3,4,0,0.0,0,39,38,2,0
40,3,13640,6,4.075659602719643,0,12,0,4,0,0.0,48,39,38,100,0
21,4,12982,9,12.011500042003698,1,12,0,4,1,0.0,70,49,11,100,0
9,4,931,11,8.00254919082601,4,5,2,4,0,0.0,0,35,38,0,0
15,4,11971,11,7.9950002414620345,0,6,4,2,1,0.0,0,39,38,103,0
9,4,4473,10,9.004646864717072,2,8,5,4,0,0.0,0,45,33,0,0
9,4,6239,10,9.994522936925561,2,4,0,4,1,0.0,0,41,38,1,0
9,6,7498,7,11.01185415479395,4,12,1,4,0,0.0,0,50,11,101,0
16,4,6272,15,8.995194222714535,0,3,3,4,1,0.0,0,21,38,103,0
3,4,11206,6,5.071901639028221,4,14,3,4,1,0.0,0,35,38,102,0
18,4,8320,13,8.9964290713228,2,3,0,4,1,0.0,47,39,38,100,1
20,4,5353,11,8.00149706302416,3,5,0,3,1,0.0,56,39,38,100,0
40,6,2181,13,12.044411525271832,2,10,1,4,0,0.0,0,45,38,0,0
7,6,10466,15,8.999084271193084,0,1,1,4,0,0.0,0,49,38,103,0
13,6,7244,1,6.040762240507192,2,10,0,4,0,0.0,0,39,38,102,0
31,4,13846,7,11.007473336590405,3,12,0,2,0,0.0,0,36,38,103,0
10,6,5896,12,10.994703694653467,2,5,1,4,0,0.0,41,46,38,100,0
66,0,5117,9,12.004483230994076,4,0,1,0,0,0.0,0,13,38,103,0
13,4,1649,6,3.851782010644809,4,10,2,4,1,0.0,0,39,38,102,0
9,4,7064,12,10.003613984104494,4,6,1,4,0,0.0,72,76,38,100,0
27,4,12792,6,4.199998972574426,1,6,1,4,0,0.0,0,39,38,2,0
4,4,7326,6,9.00461209772074,4,8,2,4,0,0.0,0,39,38,0,0
8,4,10451,0,4.359878475150785,0,6,0,2,1,14.20854377746582,0,36,38,102,0
13,4,1186,10,8.000857681362158,1,8,2,4,0,0.0,0,39,38,0,0
18,4,11365,7,4.305227163906671,2,12,0,4,1,0.0,0,34,38,101,0
26,1,6314,15,8.995068812015871,4,0,1,2,0,13.82880973815918,0,39,38,103,0
4,4,1108,13,8.994994796299972,4,3,1,4,0,0.0,52,29,5,100,0
21,6,7522,10,9.000849711426024,2,10,0,4,1,0.0,52,39,38,100,1
20,6,5523,11,8.000970703545452,2,5,0,2,1,0.0,0,39,38,101,0
29,2,3950,9,11.002951448362282,2,10,0,4,1,0.0,0,45,38,100,1
37,4,14145,10,14.186245992940297,2,10,0,4,1,104.68608856201172,0,39,38,101,1
52,4,15146,3,0.49275337463796354,2,6,0,3,0,0.0,0,39,14,102,0
23,4,6893,9,10.003021817234615,4,10,1,4,0,72.10848999023438,0,42,38,103,0
37,4,12069,10,4.151436006839046,2,8,0,2,1,0.0,20,39,33,100,0
24,4,8588,11,8.017957549738448,2,12,0,4,1,0.0,0,48,38,1,0
22,4,14350,0,3.746750080474693,2,8,0,4,1,0.0,0,39,38,102,0
13,6,5915,11,7.997453778969676,2,4,0,4,1,0.0,0,39,38,101,0
14,4,3875,6,4.303780511364772,5,8,2,4,0,0.0,0,39,38,2,0
3,0,12695,0,4.784550406042465,4,0,3,4,0,0.0,0,39,38,102,0
11,6,6891,15,14.252341286376721,4,10,1,4,1,0.0,0,45,38,101,0
15,4,8038,9,11.008202555843189,2,4,0,4,1,0.0,0,39,38,1,0
14,4,4248,7,9.004017843033358,0,1,4,4,0,0.0,0,35,38,0,0
22,7,3008,9,12.005695292700663,2,10,0,2,1,0.0,52,39,38,100,0
24,6,11993,9,12.003877217356704,2,5,0,4,1,0.0,57,55,38,100,0
