Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,cluster,Revenue
0,0.0,0,0.0,59,3177.340087890625,436.9173889160156,4315.0087890625,0.0,0,1,2,1,0,9,2,1,101,0
0,0.0,0,0.0,14,9000.24609375,0.0,221.46994018554688,0.0,0,3,1,1,0,0,2,0,0,0
1,799.75244140625,0,0.0,17,1529.603271484375,214.3346405029297,3105.976318359375,1847.6754150390625,0,3,1,1,0,0,2,0,100,0
0,0.0,0,0.0,8,526.4456176757812,0.0,173.9515380859375,2339.161865234375,0,6,1,1,0,5,0,0,100,1
1,251.36724853515625,1,217.36187744140625,29,4155.162109375,1223.710693359375,1990.414794921875,1449.168212890625,5,6,1,1,6,9,2,1,100,1
1,289.2400207519531,0,0.0,20,4686.638671875,0.0,209.49911499023438,0.0,0,5,1,1,0,9,0,1,102,0
4,1310.446044921875,0,0.0,21,4161.04296875,0.0,2825.376953125,0.0,0,1,1,3,5,1,2,0,102,0
4,858.2498168945312,0,0.0,32,9296.044921875,0.0,1528.3140869140625,481.0123291015625,0,4,1,1,1,7,2,0,100,1
7,842.7667236328125,4,727.57763671875,100,7419.44970703125,1108.3597412109375,2152.25244140625,0.0,0,4,1,1,8,1,2,0,103,0
0,29.974050521850586,0,0.0,8,1415.142822265625,0.0,2666.44970703125,0.0,0,3,2,1,0,0,2,0,3,0
0,0.0,0,0.0,64,3701.427001953125,450.55035400390625,110.45667266845703,0.0,0,5,1,1,1,0,2,0,0,0
0,0.0,0,0.0,6,6907.5322265625,0.0,3754.980712890625,0.0,0,5,1,1,0,0,2,1,101,0
7,1948.647705078125,0,0.0,16,8583.3876953125,1595.3953857421875,289.1930847167969,2273.785400390625,0,3,1,1,0,0,2,0,100,1
8,2858.793701171875,4,550.6553955078125,135,9569.6513671875,1171.4503173828125,2821.302001953125,114.78730773925781,0,2,0,1,1,9,2,0,103,0
1,39.655670166015625,0,286.4544982910156,48,6491.88525390625,18.844446182250977,2250.358154296875,496.7772216796875,0,2,1,1,1,9,2,1,100,1
0,238.85760498046875,2,0.0,18,4818.15673828125,1209.928955078125,1568.937255859375,0.0,2,6,0,0,0,2,2,0,101,0
5,1932.8089599609375,4,755.0109252929688,20,8224.693359375,0.0,2641.3720703125,146.50857543945312,2,6,1,1,0,0,2,0,103,0
9,2106.10986328125,1,61.404693603515625,53,9558.14453125,508.7414245605469,185.76356506347656,423.763671875,0,5,1,0,0,0,2,0,100,1
0,0.0,1,229.8975830078125,42,4690.115234375,0.0,2514.917236328125,0.0,0,6,1,1,1,1,2,0,0,0
0,0.0,0,0.0,48,266.97998046875,916.654296875,4587.25244140625,0.0,0,5,1,1,1,0,2,0,0,0
0,0.0,0,0.0,1,0.0,1834.09619140625,2681.8251953125,0.0,0,5,0,0,1,0,2,0,101,0
0,0.0,0,0.0,7,1914.256103515625,0.0,1520.30810546875,0.0,0,7,0,0,7,1,2,1,101,0
6,1877.1234130859375,5,920.980224609375,56,9704.025390625,34.43100357055664,2029.6070556640625,574.7859497070312,0,7,2,1,1,0,2,1,103,1
0,0.0,0,0.0,15,2354.5458984375,0.0,4129.0625,0.0,0,2,1,1,1,3,2,1,101,0
3,2341.217041015625,0,0.0,6,9083.0380859375,0.0,1047.3916015625,0.0,0,5,1,1,3,0,2,0,102,0
0,0.0,6,752.1665649414062,40,7138.21728515625,912.164794921875,3262.6279296875,0.0,0,8,1,1,3,0,2,0,103,0
0,0.0,0,0.0,3,0.0,1890.5167236328125,4755.32666015625,0.0,0,5,1,1,2,0,2,0,3,0
0,0.0,0,0.0,1,0.0,1844.69970703125,4852.427734375,0.0,0,7,2,1,1,0,2,0,3,0
0,0.0,0,0.0,9,737.9795532226562,0.0,2926.98828125,0.0,3,2,1,1,1,3,2,0,0,0
3,1551.274658203125,0,0.0,4,517.8025512695312,0.0,2887.87353515625,0.0,0,7,1,1,1,1,2,0,0,0
1,0.0,0,0.0,5,6413.708984375,0.0,-37.99699020385742,520.4857788085938,0,7,0,0,0,7,2,1,100,1
5,150.24598693847656,4,771.14404296875,53,5348.15087890625,593.8026123046875,2690.555419921875,0.0,1,0,2,1,7,3,2,0,103,0
0,0.0,0,0.0,6,2409.26025390625,0.0,2874.27978515625,0.0,0,6,1,1,1,4,2,0,101,0
0,0.0,0,0.0,3,743.0446166992188,0.0,809.5817260742188,0.0,0,6,1,1,1,9,0,0,102,0
15,24.08460807800293,0,0.0,52,9097.6552734375,0.0,586.1784057617188,1301.932373046875,0,7,1,1,0,0,2,0,100,1
0,0.0,0,0.0,3,254.81488037109375,0.0,2614.4638671875,0.0,0,7,1,0,2,9,0,1,102,0
4,777.95849609375,0,209.56719970703125,43,3760.493408203125,1280.458740234375,3181.650634765625,0.0,0,6,1,1,3,1,2,1,0,0
1,747.537109375,0,0.0,54,1782.3997802734375,0.0,2136.2080078125,0.0,0,4,1,1,1,1,2,1,0,1
0,0.0,0,0.0,3,544.5440673828125,1622.7125244140625,4311.39111328125,0.0,0,5,1,1,1,0,2,0,3,0
9,2684.48486328125,1,266.7676696777344,53,4503.31640625,161.02593994140625,1301.2564697265625,1065.8426513671875,0,6,1,1,0,9,2,1,100,1
1,326.01129150390625,0,0.0,11,1605.0682373046875,1828.450439453125,1902.9837646484375,0.0,0,7,0,0,0,9,2,1,101,0
0,0.0,3,0.0,4,8520.1328125,1088.6903076171875,2814.02001953125,0.0,0,3,1,1,0,1,2,0,103,0
7,1652.1300048828125,4,827.7872924804688,123,8946.8134765625,192.27691650390625,4184.99755859375,1156.7509765625,0,6,1,1,1,12,2,0,103,0
5,0.0,0,0.0,6,471.448974609375,0.0,2814.022705078125,0.0,0,0,2,1,1,1,2,0,102,0
0,0.0,0,0.0,2,480.5059509277344,1862.52734375,3730.052490234375,0.0,0,6,2,1,3,2,2,0,101,0
0,0.0,0,0.0,8,1507.287353515625,0.0,4495.85888671875,0.0,0,6,1,1,1,1,2,0,3,0
4,2016.826416015625,4,802.2174682617188,114,8634.677734375,326.4623107910156,17.15536880493164,529.6458740234375,0,5,1,1,0,7,0,0,103,0
12,2843.7958984375,3,1077.039306640625,209,9459.162109375,1202.6217041015625,2636.63623046875,222.3863067626953,0,6,1,1,1,0,2,0,103,0
4,188.27099609375,2,253.24668884277344,53,3797.718505859375,188.057373046875,3580.153076171875,0.0,0,0,1,1,1,1,2,0,103,0
1,2099.40087890625,4,556.2229614257812,47,6157.9638671875,551.7935791015625,2361.371337890625,0.0,0,2,0,0,2,3,2,0,103,0
1,0.0,0,0.0,4,8526.3125,0.0,4609.36181640625,0.0,0,2,1,1,0,3,0,0,101,0
8,2965.233642578125,1,156.0109405517578,186,7798.359375,358.3424987792969,2239.2626953125,1388.6636962890625,0,1,0,1,6,0,2,1,103,0
1,76.85417175292969,3,900.3787231445312,163,9541.833984375,731.931640625,2555.0185546875,52.6276969909668,0,3,1,1,0,6,2,0,103,1
1,-0.23414073884487152,0,0.0,45,2715.360595703125,0.0,2298.28173828125,0.0,0,0,1,1,0,1,2,0,102,0
4,2170.07080078125,0,0.0,41,4326.63818359375,0.0,0.12885549664497375,0.0,0,0,0,0,0,1,0,0,102,0
6,2835.672119140625,0,0.0,25,8968.5126953125,97.68083953857422,2532.281982421875,0.0,0,6,1,1,1,0,2,0,0,0
0,0.0,0,0.0,1,4516.90576171875,0.0,3214.57861328125,2364.907958984375,3,6,7,9,8,12,1,0,101,0
10,3188.20263671875,3,191.16966247558594,308,8882.8662109375,482.7939758300781,865.9901123046875,738.6282958984375,0,6,1,1,0,7,2,1,103,0
0,0.0,0,0.0,26,2463.417724609375,0.0,704.8845825195312,2404.3955078125,0,1,1,12,3,19,1,0,102,1
10,2341.650634765625,4,892.4545288085938,54,6139.55859375,453.74310302734375,2195.11572265625,0.0,0,2,1,1,2,1,2,0,103,0
5,2201.26953125,3,1078.4576416015625,288,9833.0712890625,201.846923828125,3194.5087890625,125.46855163574219,0,7,1,1,2,1,2,0,103,0
0,0.0,0,0.0,54,2184.134521484375,272.79083251953125,1875.6563720703125,0.0,0,5,0,0,2,0,2,0,100,0
6,1654.8370361328125,1,69.89151000976562,30,5872.6298828125,617.8573608398438,3026.953369140625,1931.4749755859375,0,6,1,1,4,12,2,0,100,1
4,475.4932556152344,0,0.0,35,9002.720703125,182.9700164794922,98.10992431640625,1678.492431640625,0,7,1,1,0,7,2,0,100,1
1,338.73590087890625,0,0.0,59,7956.0869140625,452.38018798828125,365.4060363769531,0.0,0,6,1,1,0,2,0,0,0,0
1,52.80538558959961,0,0.0,134,8900.0810546875,491.6589050292969,3110.788818359375,0.0,0,7,1,1,1,1,2,0,0,1
3,107.99515533447266,2,174.36660766601562,36,7348.69677734375,991.9972534179688,3506.891845703125,0.0,0,5,1,1,0,0,2,0,103,0
1,55.32725143432617,0,0.0,26,1188.59033203125,0.0,3225.809814453125,0.0,0,0,0,0,0,3,2,0,101,0
0,0.0,0,0.0,50,7856.72802734375,0.0,1431.7606201171875,2377.86474609375,0,6,1,1,0,1,2,0,0,0
1,407.69769287109375,0,0.0,16,1651.763671875,0.0,4126.7099609375,0.0,0,6,0,1,0,0,2,0,0,0
0,0.0,0,0.0,23,5487.0146484375,0.0,358.2211608886719,1412.64892578125,0,6,1,1,0,1,0,1,102,1
0,37.16366195678711,0,0.0,10,2268.130859375,0.0,1359.9014892578125,472.6804504394531,0,5,1,1,0,1,2,0,100,0
0,0.0,0,0.0,20,3106.2099609375,1370.4991455078125,4488.009765625,0.0,3,6,2,1,0,1,2,0,101,0
0,2127.68310546875,1,487.0914306640625,74,8035.21435546875,833.4442138671875,1652.4227294921875,0.0,0,6,2,1,0,9,2,1,103,0
1,91.56555938720703,0,0.0,25,3121.780029296875,0.0,578.019287109375,0.0,0,5,0,0,3,0,2,0,100,1
5,983.19482421875,4,897.6209106445312,99,6739.576171875,274.7438659667969,3137.6005859375,169.7672576904297,0,7,0,0,1,0,2,0,103,0
1,450.5453796386719,3,0.0,51,8449.69921875,1290.6959228515625,3100.15234375,1936.6080322265625,0,3,0,0,0,1,2,0,103,0
1,2199.910400390625,2,977.3151245117188,42,6561.31005859375,360.0780334472656,1221.4013671875,574.3875732421875,0,6,1,1,1,0,2,0,103,0
3,329.1570129394531,0,0.0,22,8884.1630859375,0.0,1816.9368896484375,2329.81298828125,0,6,1,1,0,3,2,0,100,1
4,905.92578125,2,637.6893310546875,23,3597.5458984375,0.0,2145.491943359375,0.0,0,1,1,1,8,16,0,0,102,0
6,1376.50146484375,0,0.0,39,8746.44140625,0.0,1424.4737548828125,0.0,0,7,1,1,2,1,0,1,100,1
4,2510.37060546875,1,457.9903869628906,204,9184.578125,597.7678833007812,209.49679565429688,216.79273986816406,0,6,1,1,0,5,2,0,100,1
0,0.0,0,0.0,3,0.0,1878.09423828125,4736.7001953125,0.0,0,0,1,0,0,1,2,0,101,0
0,0.0,0,0.0,4,3946.31494140625,0.0,2057.136962890625,0.0,0,4,1,1,8,10,2,0,101,0
7,2562.239013671875,0,65.36328887939453,101,7243.759765625,720.997802734375,2568.59326171875,1459.0809326171875,0,6,1,1,1,6,2,0,0,0
3,402.43084716796875,3,1108.602783203125,13,1664.837890625,0.0,1523.1329345703125,0.0,0,7,2,1,0,1,2,0,103,1
0,0.0,0,0.0,10,1980.93115234375,1095.7259521484375,4320.693359375,0.0,0,1,1,1,1,4,2,0,101,0
10,1834.4534912109375,3,1135.8359375,151,9574.4521484375,1133.4615478515625,2288.838134765625,866.72119140625,0,6,2,1,5,1,2,1,103,0
1,345.01617431640625,0,0.0,27,8998.2041015625,181.61196899414062,2024.710205078125,1366.619873046875,0,6,1,1,1,4,2,0,100,1
0,0.0,2,230.01893615722656,158,4054.5556640625,1110.5643310546875,2031.516845703125,605.421142578125,0,6,2,1,0,9,2,1,103,0
1,75.27787017822266,0,153.49942016601562,68,9372.8017578125,464.1540222167969,2171.07177734375,0.0,0,5,1,1,1,6,2,0,0,0
5,1118.0980224609375,2,189.4094696044922,243,9487.58203125,137.42791748046875,2982.820068359375,0.0,0,0,2,1,1,3,2,1,103,0
14,2508.785888671875,4,725.4384765625,177,9743.1806640625,289.4414978027344,3118.06396484375,259.8987731933594,0,3,1,1,3,0,2,0,103,0
15,2329.5732421875,3,0.0,34,5893.19921875,443.82647705078125,1820.90771484375,1490.3021240234375,0,7,0,3,0,7,2,0,100,1
0,0.0,0,0.0,6,5250.20947265625,0.0,3352.2109375,0.0,0,5,1,1,1,0,2,0,0,0
3,833.5986328125,3,883.307373046875,167,9118.7265625,1220.509033203125,2823.930908203125,150.18373107910156,0,3,0,1,0,0,2,0,103,1
0,0.0,0,0.0,26,3946.657958984375,1460.9105224609375,4490.6220703125,0.0,5,6,1,1,1,10,2,1,101,0
0,0.0,0,0.0,1,428.68414306640625,0.0,1427.07958984375,0.0,0,1,1,9,8,9,0,0,101,0
0,0.0,0,0.0,3,1069.0928955078125,0.0,4691.50830078125,0.0,0,7,1,1,2,9,2,1,101,0
0,0.0,0,0.0,57,7643.99169921875,1204.8634033203125,1572.144775390625,0.0,2,6,1,1,0,0,2,0,3,0
3,465.63995361328125,0,0.0,15,252.91017150878906,1524.7274169921875,2655.2001953125,0.0,0,3,0,1,5,0,2,0,0,0
0,0.0,0,0.0,10,4230.4833984375,1762.0693359375,4675.3193359375,0.0,0,1,2,1,8,12,2,0,101,0
5,2874.033935546875,1,221.8846893310547,30,9152.48046875,0.0,2578.417236328125,161.28880310058594,0,5,1,1,1,6,0,0,100,0
1,530.4072875976562,0,0.0,21,5072.328125,0.0,823.9000244140625,2362.917724609375,4,6,0,1,6,12,2,0,102,0
4,7.5572991371154785,0,0.0,50,3410.160888671875,965.51708984375,2932.013916015625,1942.0281982421875,0,2,0,0,1,0,2,1,100,1
0,0.0,0,0.0,54,2614.47412109375,0.0,58.90757369995117,0.0,0,6,1,1,1,0,2,0,100,0
9,2253.927978515625,5,95.1679458618164,67,8050.28759765625,373.26654052734375,1387.2843017578125,726.8707885742188,0,4,1,1,1,0,2,0,100,0
6,2436.550048828125,0,0.0,32,9094.8955078125,612.2572631835938,986.9321899414062,81.70647430419922,0,6,2,1,0,0,2,0,100,0
17,2335.508056640625,1,72.06609344482422,59,5335.50146484375,480.111328125,1326.413330078125,0.0,0,5,1,1,0,1,0,1,102,0
4,974.3970947265625,4,1045.527587890625,114,6429.66552734375,1374.153076171875,2512.999755859375,0.0,0,8,1,1,3,5,2,0,103,0
14,287.6214904785156,2,720.0950927734375,54,9472.013671875,529.857666015625,2383.21728515625,655.7509155273438,5,6,1,1,1,6,2,0,103,0
3,133.02256774902344,0,0.0,21,8951.3251953125,0.0,2638.406494140625,0.0,0,6,1,1,1,0,2,0,0,0
0,1960.220458984375,0,0.0,29,1624.946533203125,1595.8880615234375,2224.1337890625,1954.240478515625,0,5,0,0,0,0,2,0,100,1
4,237.20745849609375,0,0.0,31,7477.81103515625,0.0,276.7000732421875,891.566162109375,0,7,1,1,1,0,2,0,0,0
23,1740.934814453125,2,693.5523681640625,37,7314.3037109375,1180.4432373046875,3293.22119140625,0.0,4,6,1,1,0,1,2,0,101,0
0,0.0,0,0.0,1,271.6025085449219,1882.92041015625,4618.287109375,0.0,0,5,1,1,3,0,2,0,101,0
0,0.0,0,0.0,-2,0.0,1309.9134521484375,4621.2568359375,0.0,0,5,1,1,1,0,2,0,101,0
0,0.0,0,0.0,17,7182.9892578125,0.0,2418.45556640625,0.0,0,0,2,1,0,9,2,1,101,0
0,2855.521240234375,3,1074.281982421875,79,6823.9560546875,1085.1207275390625,3284.599365234375,0.0,0,2,0,0,1,6,2,0,103,1
1,98.25582885742188,0,0.0,18,6747.10791015625,0.0,332.0880126953125,2681.372802734375,0,3,0,0,0,13,0,0,100,1
0,0.0,0,0.0,11,2795.573486328125,0.0,3070.516357421875,0.0,0,1,7,1,7,0,2,0,101,0
0,0.0,1,210.17306518554688,52,6820.580078125,868.5986328125,1551.2098388671875,0.0,0,6,1,1,0,1,2,0,103,0
3,585.6690673828125,0,0.0,26,1648.6103515625,0.0,2683.6923828125,0.0,0,7,0,1,7,1,2,0,100,1
1,721.0203857421875,0,0.0,40,9486.5712890625,164.14935302734375,3371.429931640625,0.0,0,6,1,1,1,6,2,1,102,0
5,2681.706787109375,1,405.1549072265625,14,3994.33740234375,0.0,1455.22900390625,1972.842041015625,0,5,0,0,1,0,0,0,100,0
7,2378.70751953125,4,83.34967041015625,42,9308.6279296875,671.9559326171875,2205.828369140625,744.7026977539062,0,6,1,1,6,5,2,0,103,0
3,705.3051147460938,0,0.0,12,3183.455078125,0.0,2172.583740234375,0.0,0,6,1,1,5,1,1,0,100,0
0,0.0,0,0.0,16,4181.548828125,0.0,-80.96773529052734,0.0,3,6,0,1,0,3,0,1,102,1
0,0.0,0,0.0,2,338.4509582519531,0.0,4589.52001953125,0.0,0,6,1,11,8,2,2,0,101,0
1,2371.543701171875,2,854.9976196289062,153,8853.908203125,838.59716796875,2562.72509765625,121.76652526855469,0,3,0,0,3,1,2,0,103,1
1,2453.697265625,0,0.0,19,1126.0091552734375,0.0,886.5739135742188,0.0,0,1,7,1,3,0,1,0,100,0
0,0.0,0,0.0,4,0.0,1880.0399169921875,4751.01220703125,0.0,0,6,1,1,0,0,2,0,3,0
1,0.0,0,0.0,17,370.1261291503906,0.0,4079.39306640625,0.0,0,0,1,1,0,3,2,0,101,0
8,1900.897216796875,1,140.3235626220703,56,6740.11767578125,1103.0377197265625,3269.2392578125,0.0,0,5,0,0,1,0,2,1,101,0
4,614.1172485351562,0,0.0,80,7604.84521484375,747.8272094726562,3310.7177734375,0.0,0,3,1,1,5,0,2,0,0,0
0,0.0,0,0.0,10,4410.03955078125,0.0,0.0,2267.543212890625,3,6,2,1,0,3,2,1,100,1
0,0.0,0,0.0,2,4958.22802734375,0.0,1802.804931640625,0.0,0,7,2,1,5,0,0,1,102,0
14,783.2949829101562,4,785.6502685546875,150,10238.365234375,126.20736694335938,2676.378173828125,636.8406982421875,0,5,1,1,1,0,2,0,103,0
7,1821.1878662109375,2,1111.433349609375,98,8087.68701171875,1162.0797119140625,2330.866455078125,0.0,0,5,1,1,1,6,2,0,103,0
15,3100.370361328125,6,1018.3320922851562,304,9482.875,732.0340576171875,3211.64794921875,838.041259765625,0,5,1,1,1,0,2,0,103,0
1,117.49503326416016,2,170.3715057373047,186,8484.896484375,180.81373596191406,2270.454345703125,99.26721954345703,5,6,1,1,0,5,2,0,103,1
0,0.0,0,0.0,14,4312.88525390625,0.0,2545.267578125,0.0,3,6,0,9,8,16,2,0,101,0
0,0.0,0,0.0,2,0.0,1888.2730712890625,4704.25341796875,0.0,0,5,1,1,6,0,2,0,101,0
0,0.0,0,0.0,36,5315.37109375,664.2447509765625,2330.05224609375,2331.753173828125,0,7,1,3,0,1,2,1,102,1
1,0.0,0,0.0,23,6942.90771484375,585.7136840820312,476.1872863769531,0.0,0,7,0,3,3,1,2,0,100,0
0,0.0,0,0.0,16,459.8094177246094,0.0,2063.725341796875,0.0,0,1,1,3,3,5,2,0,101,0
3,1376.78759765625,0,0.0,13,870.4026489257812,0.0,3331.18310546875,0.0,0,7,2,1,1,0,2,0,0,0
5,1193.0909423828125,4,1072.2686767578125,19,9185.9306640625,612.0459594726562,2241.58349609375,0.0,0,6,1,1,8,5,1,0,103,0
3,288.05389404296875,3,153.29014587402344,61,9091.3583984375,1198.7694091796875,3426.741943359375,0.0,0,6,1,1,0,2,2,0,103,0
0,0.0,0,0.0,4,477.2443542480469,1886.1798095703125,4575.92333984375,0.0,3,6,2,1,3,5,2,0,101,0
17,1959.9658203125,3,214.6656494140625,66,3927.322509765625,236.67007446289062,2191.0888671875,0.0,0,6,1,3,0,1,2,1,101,0
0,0.0,0,0.0,48,759.0507202148438,1495.23095703125,4652.2822265625,0.0,0,0,2,1,1,12,2,0,101,0
4,695.9360961914062,7,168.49855041503906,245,9077.7216796875,211.06317138671875,294.30975341796875,95.16707611083984,0,7,1,1,0,9,0,1,103,0
0,0.0,7,183.62286376953125,254,7917.9931640625,1438.506103515625,2884.73193359375,0.0,0,5,1,1,4,0,2,0,0,0
0,0.0,0,0.0,4,0.0,1968.6263427734375,4606.970703125,0.0,3,6,1,0,0,12,2,0,101,0
1,68.7663803100586,0,0.0,8,4566.537109375,0.0,1216.7801513671875,0.0,0,7,2,1,0,9,0,1,102,0
0,0.0,2,1098.9381103515625,6,8777.9658203125,893.5914916992188,4065.75390625,0.0,0,6,2,1,0,12,2,0,101,0
4,2103.686767578125,7,327.0442810058594,171,9372.23046875,239.49411010742188,2638.5791015625,1497.130859375,0,5,1,1,0,9,2,1,103,0
3,395.3113098144531,0,0.0,30,3942.80908203125,620.5547485351562,4428.14013671875,0.0,0,6,1,1,0,1,2,0,0,0
0,0.0,0,0.0,95,1731.4967041015625,0.0,185.52194213867188,2334.64990234375,1,6,1,1,7,9,1,0,100,1
0,0.0,0,0.0,-2,0.0,1882.6820068359375,4470.181640625,0.0,2,6,1,1,2,0,2,0,3,0
1,1400.2603759765625,0,0.0,16,1140.066650390625,0.0,885.568115234375,0.0,0,6,2,1,0,3,2,1,102,0
3,103.97567749023438,2,978.4766235351562,103,7760.12060546875,197.31068420410156,2880.990478515625,0.0,0,5,1,4,0,9,2,1,103,0
0,0.0,0,0.0,2,440.5658874511719,0.0,4699.74853515625,0.0,0,6,1,1,0,2,2,0,0,0
5,733.6068725585938,0,0.0,22,3058.391357421875,0.0,2298.686767578125,1951.841796875,0,5,1,1,5,1,0,0,100,1
7,2750.160400390625,4,730.5316772460938,148,6932.65576171875,278.6908874511719,771.83935546875,1285.9288330078125,0,6,1,1,4,0,2,0,103,0
4,856.4080810546875,0,0.0,173,8549.74609375,193.52503967285156,133.14382934570312,0.0,0,6,1,1,0,3,2,0,102,0
4,566.1841430664062,4,699.4974365234375,65,8897.0234375,480.94873046875,2173.791748046875,0.0,0,6,3,1,0,1,2,0,103,0
0,0.0,0,0.0,6,230.92860412597656,0.0,4739.55126953125,0.0,0,6,1,1,1,0,2,0,3,0
3,308.81842041015625,0,0.0,94,5956.4794921875,432.51104736328125,1666.455810546875,0.0,0,6,1,1,1,2,2,0,0,0
5,697.60400390625,0,0.0,21,1444.784423828125,0.0,2987.498779296875,0.0,0,6,1,1,3,0,2,0,3,0
5,1705.1605224609375,0,0.0,17,9313.2998046875,0.0,3174.488525390625,0.0,0,6,2,1,8,1,2,1,103,0
