age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,cluster,income
7,4,2115,11,8.0047764539585,3,6,3,4,0,0.0,0,39,38,0,0
5,4,4429,15,9.00270661327744,4,8,3,4,1,0.0,0,39,38,0,0
28,4,3787,7,8.001787406276925,2,6,0,4,1,0.0,31,39,38,100,0
31,2,363,11,9.005604371078915,2,14,0,4,1,0.0,0,39,38,1,0
30,4,2111,10,11.050205467801815,2,3,0,4,1,0.0,34,45,38,100,1
10,4,3793,7,5.64430467891762,2,6,0,4,1,0.0,0,39,38,103,0
5,4,4422,15,9.002027032936855,4,8,3,2,0,0.0,0,39,38,102,0
12,4,1265,9,12.111783101188752,4,4,3,4,0,0.0,0,39,38,0,0
7,4,801,11,8.003107462847046,3,1,3,4,0,0.0,0,39,38,0,0
26,4,2123,11,8.001717621928675,2,6,0,4,1,0.0,0,39,38,1,0
11,4,3783,14,11.064880489361219,4,10,1,4,1,0.0,41,48,31,100,0
61,6,3194,2,13.92354294125398,2,0,0,4,1,0.0,0,39,38,103,0
2,4,1698,9,8.002559251553814,4,3,3,4,1,0.0,0,45,38,0,0
12,4,2973,7,11.02162232433475,3,5,3,4,0,0.0,34,39,38,100,0
32,4,1339,11,8.012073006839088,2,4,4,2,0,0.0,0,39,21,102,0
17,4,1676,8,10.012026998390164,2,11,4,4,0,0.0,46,42,38,100,0
39,4,981,2,5.790442975286015,0,4,5,4,0,0.0,0,36,38,101,0
23,4,4561,13,11.037328446999304,1,6,2,4,0,0.0,31,39,38,100,0
55,7,318,10,13.480268112007773,2,4,5,1,0,0.0,0,36,0,103,1
42,4,2773,10,6.114022673064651,2,9,2,3,0,0.0,38,48,38,100,1
15,4,2730,14,7.99538316941471,3,6,2,4,1,0.0,0,39,38,1,0
4,0,4292,15,8.98157926221975,3,9,3,4,0,0.0,34,20,38,100,1
12,4,4350,7,13.34923898394179,4,1,4,4,0,0.0,0,39,38,0,0
12,0,3575,11,8.01550620489151,2,9,0,4,1,0.0,0,28,38,101,0
3,4,2761,9,11.969847410954237,4,1,1,4,0,0.0,0,49,38,103,0
37,7,452,12,13.288977443175309,2,4,5,4,0,66.06427001953125,0,35,38,103,1
20,1,4416,9,12.012902759081829,3,4,0,4,0,0.0,40,42,38,100,0
27,4,199,10,11.064178868872254,2,5,0,4,1,0.0,44,48,38,100,1
57,4,1889,0,5.830061211629252,2,5,4,3,0,0.0,0,10,30,101,0
54,4,1843,0,3.2440055915184134,2,6,1,4,1,0.0,0,39,38,101,0
30,4,1964,15,9.004740678174722,2,14,0,4,1,0.0,0,49,38,103,1
48,4,2634,9,12.002469236772688,2,4,1,4,1,0.0,35,44,38,103,0
40,2,3491,12,13.276940677281774,2,14,0,4,1,0.0,0,39,38,103,0
14,4,2361,10,11.024919076295001,2,8,0,4,1,0.0,26,49,31,100,0
31,4,1802,7,5.722303609407935,2,4,0,4,1,0.0,45,39,38,1,0
32,2,203,15,9.021851025973199,2,1,0,4,1,64.81192779541016,0,50,38,103,1
32,4,2673,9,10.080602389210766,2,8,0,1,1,0.0,0,39,11,102,0
5,4,3651,9,11.96891778402387,4,10,0,4,1,64.53153228759766,0,58,38,103,1
32,4,593,13,8.015750373908059,0,4,1,4,0,0.0,45,36,26,101,0
26,5,1339,9,12.065170905483882,3,10,1,3,1,0.0,33,43,38,100,0
18,0,1807,15,3.3516223282379434,6,0,1,4,0,0.0,0,29,38,103,0
29,4,210,12,10.951729540120157,2,10,0,4,1,0.0,35,43,38,103,1
29,2,1581,15,9.01985902196913,2,9,0,4,0,0.0,34,26,38,100,1
14,4,3324,15,9.025473533187919,4,1,1,4,0,0.0,0,49,38,0,0
25,1,1853,8,10.011425789081223,2,10,0,4,1,0.0,45,39,21,102,0
4,4,2003,0,5.6899024766677755,3,6,3,4,0,0.0,0,39,38,0,0
69,6,736,2,4.22043896955986,0,4,1,4,0,9.791312217712402,0,30,26,101,0
15,7,3600,11,13.592265478479593,0,4,1,1,0,0.0,0,39,7,102,0
8,4,645,9,10.976087785798988,2,12,0,4,1,0.0,0,39,38,1,0
25,4,527,2,5.549080148262634,2,4,0,4,1,0.0,0,39,5,101,0
39,4,-19,15,8.981951332945114,2,14,0,4,1,0.0,0,45,38,1,0
7,4,4333,5,1.562283547383226,4,9,1,1,0,0.0,0,31,26,101,0
27,3,1767,9,10.04654172937792,2,9,1,4,0,0.0,46,55,38,100,0
12,4,2276,15,8.989269596470919,2,1,5,4,0,0.0,47,47,38,102,0
45,4,3079,12,13.191287284610697,0,4,5,4,0,0.0,44,41,22,101,0
39,5,22,11,8.002684593023888,2,4,0,4,0,0.0,0,36,38,102,0
24,4,1785,9,12.013633921559565,2,6,0,4,1,0.0,0,39,38,103,1
30,4,1189,8,10.04489176241756,2,9,5,4,0,0.0,45,36,38,102,0
1,4,4263,15,9.007995118925212,4,3,3,2,0,0.0,0,27,38,102,0
0,4,2606,9,11.000224722865786,4,3,3,4,0,0.0,0,39,38,0,0
7,4,1599,15,9.004678856297152,2,6,0,4,1,0.0,0,46,38,103,1
60,1,1465,0,3.373989016680353,3,4,1,4,0,0.0,0,22,38,101,0
23,4,2508,9,3.706259559166085,2,10,0,1,1,0.0,0,39,38,101,0
27,4,128,9,12.049691928202357,2,4,0,4,1,0.0,0,45,38,103,1
25,4,3448,11,7.9872057099307066,2,14,0,4,1,0.0,32,39,38,1,0
8,4,4307,9,12.243919035572878,3,3,1,4,0,0.0,0,39,38,0,0
53,3,568,11,7.994971658165078,0,4,1,4,0,0.0,0,39,38,100,0
35,4,395,4,5.467262623259447,2,7,4,3,1,0.0,45,39,37,101,0
26,5,495,9,11.012185976351132,2,4,0,1,1,0.0,40,47,38,100,0
27,5,3665,11,8.00161908752951,2,6,0,4,1,0.0,0,39,38,1,0
29,4,3874,12,8.024242583711224,4,10,1,4,1,0.0,0,35,38,1,0
31,4,1680,11,10.009432412681278,4,8,4,4,0,0.0,0,36,38,0,0
2,4,4743,1,5.890649257041137,4,8,4,1,0,0.0,0,30,6,101,0
45,4,4331,4,5.599838350848904,3,5,2,4,0,0.0,0,39,14,101,0
18,4,372,10,9.004892342890399,2,14,0,3,1,0.0,34,39,17,103,1
11,4,2739,15,8.985294874522967,4,3,1,4,1,0.0,0,49,38,103,0
33,4,2806,7,13.660410572259257,0,4,1,4,0,0.0,36,57,38,100,0
20,4,3050,7,10.992737662204762,2,12,0,4,1,0.0,0,36,38,1,0
24,4,311,13,11.011651507655147,2,5,0,4,1,0.0,33,39,38,100,0
11,0,2241,15,9.011769874836748,4,8,1,2,1,0.0,0,20,38,102,0
23,4,3101,9,12.035639368378542,2,10,0,4,1,0.0,33,48,38,103,1
35,4,2417,15,9.014982089063794,2,3,0,4,1,0.0,0,45,38,1,0
17,0,2591,11,9.024994749726767,6,1,3,4,0,0.0,0,39,38,0,0
7,4,3981,7,8.999895710200704,3,14,0,4,1,0.0,0,39,38,0,0
22,4,2866,11,8.005029758163134,3,3,0,4,1,0.0,0,45,38,1,0
10,4,1739,8,5.812881555000364,6,8,4,2,0,0.0,0,36,38,102,0
26,4,2071,12,8.004745605053744,2,4,5,4,0,0.0,0,39,38,0,0
41,6,103,10,9.989979530962234,2,10,0,4,1,0.0,35,46,38,103,1
16,2,511,12,11.004070514763717,2,4,0,4,1,0.0,46,39,38,100,1
24,4,3962,11,10.023307387142587,0,1,1,4,1,0.0,0,46,38,103,0
22,4,3655,9,12.079077067227832,4,10,1,1,1,0.0,0,49,0,102,0
3,4,2812,15,9.027059790643163,4,1,3,4,0,0.0,0,3,38,102,0
0,4,4262,9,11.997821516394767,4,10,1,4,1,0.0,0,31,38,103,0
25,6,2106,0,4.5938243157209415,2,5,0,4,1,0.0,0,22,38,101,0
41,4,4617,15,12.08136622907909,4,1,1,4,1,64.25733184814453,0,50,38,103,0
52,3,2967,0,1.4218701770821651,2,5,1,3,0,0.0,0,39,24,101,0
19,2,4299,9,13.272814040751284,0,10,1,4,1,0.0,13,39,38,103,0
13,4,2982,11,8.0067705275639,4,1,1,4,1,0.0,0,39,38,1,0
17,4,2073,11,7.997511094029615,2,8,0,2,1,0.0,34,39,38,103,1
14,1,4118,9,12.038458898551198,3,10,1,1,1,0.0,0,39,38,103,1
32,2,987,12,10.020491905594028,2,4,0,4,1,0.0,0,50,38,103,0
59,4,273,2,3.4763975780210443,2,4,5,4,0,18.029821395874023,0,39,38,101,0
13,4,1827,12,13.138938172791102,6,12,5,4,0,0.0,0,25,38,102,0
42,4,3962,5,3.9948451578022555,0,12,1,4,1,18.501821517944336,0,-1,29,101,0
20,4,4542,8,9.98314698041379,4,6,3,4,0,0.0,0,39,38,0,0
12,4,4143,11,12.06617741764666,3,8,3,4,0,0.0,0,39,38,0,0
11,4,1888,5,3.2536790919727463,2,8,1,2,0,0.0,0,23,29,101,0
3,4,2197,8,5.7381539393572885,3,6,4,2,0,0.0,0,39,38,0,0
13,4,3600,11,8.004453189554082,3,6,1,4,0,0.0,15,39,38,100,0
34,0,1878,15,9.00561577137884,6,0,1,4,0,10.388812065124512,0,-2,38,102,0
9,4,4498,6,6.175984160874615,4,8,1,4,1,0.0,0,49,38,1,0
26,4,643,11,7.988830880514849,3,5,0,4,1,0.0,0,39,38,1,0
49,4,2467,1,6.086912913326933,3,6,2,4,0,0.0,0,39,38,101,0
8,0,4404,9,11.996814236588357,4,0,1,1,1,0.0,0,25,38,103,0
23,4,1016,11,7.9855138306057425,2,5,0,4,1,0.0,0,39,38,101,0
38,4,130,2,10.993134213402952,2,4,5,4,0,0.0,46,39,38,0,0
42,3,2062,0,3.913171323615798,2,6,0,3,1,0.0,38,39,38,100,0
40,4,2282,12,13.353863538334444,2,12,5,4,0,0.0,0,36,38,103,1
25,4,2409,10,9.00649155877312,2,7,0,4,1,0.0,0,44,38,1,1
13,4,2496,0,5.518846076325737,3,6,1,4,1,0.0,0,39,38,101,0
2,0,850,1,6.502858114868063,4,0,3,2,1,0.0,0,23,38,101,0
21,4,4086,14,11.043815062519693,4,6,1,4,0,0.0,0,38,38,0,0
3,4,3680,11,8.006879234914448,4,1,3,4,1,0.0,46,18,13,102,0
29,4,1603,13,7.995893923613595,3,6,1,4,1,0.0,0,39,38,0,0
7,0,3726,0,3.792425048733284,2,8,0,2,1,0.0,0,39,38,101,0
21,0,1629,0,3.5348139958048237,0,4,4,3,0,0.0,0,29,38,101,0
31,4,689,7,5.691979073384593,2,5,0,4,1,0.0,32,39,38,1,0
16,2,398,9,12.020674571735245,2,10,0,4,1,0.0,33,48,38,100,1
27,4,2051,15,9.003109731277748,2,3,0,4,1,0.0,36,49,38,103,1
1,0,4258,9,13.341361812382443,4,0,1,4,1,0.0,0,26,38,102,0
13,4,1588,11,8.003344885863823,3,6,3,4,0,0.0,0,39,38,0,0
29,4,1373,0,5.954653392164485,5,5,1,4,0,0.0,0,45,38,101,0
8,4,3718,5,5.543287903658966,2,6,1,4,1,0.0,0,24,25,101,0
38,6,1185,2,4.314187259030528,2,14,0,4,1,0.0,0,39,38,103,0
36,4,415,13,8.993065421940598,4,2,4,4,0,0.0,0,33,38,0,0
1,0,1633,15,8.99650128320932,2,3,3,4,1,0.0,0,45,38,103,0
41,4,677,2,4.93737195309916,2,5,0,4,1,0.0,0,39,25,101,0
30,4,2837,9,11.935792744083747,2,4,0,4,1,0.0,0,39,38,103,1
0,0,1421,6,6.013443562745795,4,0,3,4,1,0.0,0,14,38,101,0
5,0,3720,11,9.026999847069355,4,0,3,4,0,0.0,0,21,38,102,0
40,4,3157,12,10.957540091552277,2,10,0,4,1,0.0,0,56,38,103,1
14,4,706,9,12.02753235770542,2,10,0,4,0,0.0,34,48,38,100,0
8,4,4248,9,12.04827519780296,4,4,2,4,0,0.0,0,39,38,0,0
-2,0,4409,0,6.300478790243913,4,0,1,4,1,0.0,0,34,38,101,0
75,6,3571,0,5.111311888729003,2,12,0,4,0,10.51405143737793,0,38,26,101,0
13,4,320,9,10.963981496921857,2,4,0,4,1,0.0,35,47,38,100,1
-2,0,983,6,6.2114374387068505,4,0,3,4,1,0.0,0,20,38,102,0
26,4,409,15,9.972469788975467,2,1,1,4,1,68.00325775146484,0,39,38,103,1
40,4,2153,11,7.976550727241579,2,14,0,4,1,0.0,0,39,38,1,0
14,4,653,14,13.393186166994127,0,8,1,0,0,0.0,43,49,24,102,0
20,4,2697,10,5.6466327337377304,2,7,0,3,1,0.0,0,48,25,101,0
39,5,1724,9,11.997223907000159,2,4,0,4,0,0.0,34,41,38,100,1
27,0,2111,9,5.794415073396542,2,10,0,4,1,0.0,0,39,38,103,1
15,4,4234,5,0.7315935621928906,3,8,1,1,0,0.0,0,39,26,101,0
32,4,925,9,11.094316628126093,0,10,5,4,0,0.0,0,36,26,101,0
18,4,4361,11,12.020550864468465,4,6,1,4,1,0.0,0,39,21,0,0
24,4,3947,11,5.754978587933859,6,8,1,2,0,0.0,0,20,38,102,0
49,3,3370,10,5.992808629410102,2,9,0,3,0,0.0,34,57,38,100,0
0,4,2055,15,8.991837436914485,4,1,3,4,0,0.0,0,43,38,0,0
11,2,629,12,10.99738588237183,2,9,4,4,0,0.0,38,39,31,100,0
1,4,3682,11,7.99274198609228,6,3,3,4,0,0.0,0,42,38,102,0
27,0,3466,11,8.018464003755625,4,1,1,4,0,0.0,0,39,38,1,0
33,4,2685,15,5.693991478447621,2,7,4,4,0,0.0,0,40,38,1,0
29,4,1561,10,11.01560676999205,2,3,0,4,1,0.0,0,44,38,103,0
13,4,2065,9,12.010131476321403,2,10,0,4,1,0.0,0,48,38,103,1
21,4,1270,11,8.000547861895786,3,1,3,4,0,0.0,0,39,38,0,0
17,4,3865,9,12.035978450490285,2,10,4,2,1,0.0,45,39,0,102,1
9,4,3991,12,10.997513110816422,4,2,2,4,0,0.0,0,37,38,0,0
26,4,2062,2,5.583777548925432,2,12,5,4,0,0.0,0,39,38,101,0
0,4,2703,7,5.976154927750479,4,6,3,4,1,0.0,0,39,38,101,0
3,4,3769,5,6.047663510746994,4,8,1,1,1,0.0,0,51,5,101,0
6,4,2713,15,9.025405279600498,4,8,3,4,0,0.0,0,39,38,0,0
6,4,4189,1,6.462262436666172,4,0,1,4,0,0.0,0,20,21,101,0
55,4,2188,5,8.008369649152755,2,14,0,4,1,0.0,0,43,38,1,0
7,4,2528,9,12.016105922565751,2,10,0,4,1,0.0,45,49,38,100,1
22,4,1535,10,9.983332915712614,2,9,0,3,1,0.0,35,49,38,100,0
22,4,746,9,11.975679668868267,2,10,0,4,1,0.0,0,47,38,103,1
23,4,1803,11,9.993218942602287,3,6,1,3,1,0.0,0,39,38,1,0
24,3,2782,5,2.477306771153498,3,6,1,4,1,0.0,33,39,31,101,0
38,4,3310,9,12.036254465268158,2,4,0,1,1,0.0,0,35,11,103,0
25,4,3239,11,7.992713197641136,3,8,4,2,1,0.0,0,39,38,102,0
26,4,2437,9,10.022147427722592,3,6,1,4,1,0.0,35,39,38,100,0
26,2,1234,9,13.506937616027319,0,10,1,4,1,63.75273513793945,0,49,38,103,0
13,3,961,10,4.559085266692531,2,9,0,3,1,0.0,29,21,33,100,0
31,4,4573,11,11.001374161733482,2,14,0,4,1,0.0,0,39,38,103,0
26,2,258,11,8.007451947230965,2,1,4,4,0,0.0,0,23,0,103,0
34,1,672,2,5.406864534822199,0,4,1,4,0,0.0,0,39,38,101,0
5,4,3122,8,10.043639457405156,3,6,4,4,0,0.0,0,39,38,0,0
1,4,1474,15,8.999190512042144,5,1,4,2,0,0.0,0,30,38,102,0
33,4,1136,2,14.97742813710386,0,4,1,0,0,0.0,0,48,27,101,0
30,4,2166,9,11.004533441999927,2,3,0,4,1,0.0,32,39,38,103,0
31,4,3746,9,12.03305071685325,2,10,0,4,1,0.0,0,39,38,103,1
6,4,1270,0,5.845538720088651,4,12,2,4,0,0.0,0,35,38,101,0
28,5,3176,9,11.97537882896811,2,4,0,4,1,0.0,0,39,38,103,1
6,6,1571,15,8.955612163350796,2,3,0,4,1,0.0,20,26,38,103,1
5,4,3282,8,10.008452301539018,2,6,0,4,1,0.0,0,39,38,1,0
29,4,1189,14,11.09155941402255,0,10,1,4,0,0.0,47,33,38,100,1
9,4,1870,15,8.004103094273002,2,6,0,4,1,0.0,0,39,38,1,0
30,4,1257,5,5.399383683392397,2,6,0,4,1,0.0,0,39,0,101,0
21,3,353,10,11.098537361431207,2,9,0,3,1,0.0,39,39,31,100,0
5,4,4265,11,8.047416251870953,4,0,3,4,0,0.0,0,22,38,102,0
28,3,-81,10,7.999198644057308,2,9,0,3,1,0.0,35,41,38,100,1
51,6,3164,0,5.233282862344723,2,9,0,4,1,0.0,0,53,26,101,0
20,6,1319,15,8.970606341480673,2,3,0,4,1,65.76622772216797,0,50,38,103,1
16,4,2462,9,11.00032181924318,2,6,0,4,1,0.0,44,42,38,100,1
26,4,725,11,7.9885156387684075,2,14,0,4,1,0.0,0,39,38,103,0
9,4,2217,15,8.998921954784418,4,6,0,4,1,0.0,0,47,38,103,0
6,0,3365,11,8.01395671793624,3,8,1,4,1,0.0,17,39,29,101,0
29,4,1885,13,7.997784910657656,3,6,3,4,0,0.0,39,39,38,100,0
56,0,1243,0,4.3278469755072635,6,0,1,4,0,17.637128829956055,0,21,38,101,0
7,4,4026,8,11.031116915758945,3,6,3,4,0,0.0,35,39,38,100,0
16,4,3119,10,11.003204187335914,2,9,0,4,1,0.0,59,60,31,100,0
14,4,438,12,13.502286052029875,0,10,1,4,0,0.0,0,49,38,103,0
44,5,3297,2,3.7615560395016128,2,14,0,4,1,0.0,0,39,29,103,0
8,4,3134,8,10.028562857419354,3,6,3,4,1,0.0,35,39,38,100,0
25,2,746,11,10.027639326520434,2,1,4,4,1,59.70918655395508,0,49,38,103,0
7,4,3506,11,7.99768239974093,2,9,1,4,0,0.0,35,15,38,100,0
11,0,1577,15,9.000709740045597,2,3,0,4,1,0.0,35,70,38,103,0
19,4,2308,11,7.993527915641462,3,11,4,4,0,0.0,47,39,38,0,0
48,4,238,0,8.015250460776759,2,12,0,4,1,0.0,0,45,38,1,0
18,4,1220,1,10.989046092254734,5,6,4,4,0,0.0,0,39,38,0,0
8,0,2100,15,8.988920518261118,6,0,1,4,1,0.0,35,21,38,102,0
17,4,4286,15,11.93387022248452,2,1,1,4,0,0.0,0,45,38,103,1
6,4,1684,14,11.009604305296087,4,4,4,4,0,0.0,0,36,38,0,0
14,4,1956,7,10.00010682840145,3,6,2,4,1,0.0,0,39,38,1,0
5,4,4057,9,12.006834002423375,4,10,1,4,0,0.0,44,39,38,102,0
5,4,2149,11,7.99920911942548,4,8,3,4,0,0.0,0,39,38,0,0
2,4,1650,1,6.59208156462955,4,5,3,4,0,0.0,0,26,38,101,0
21,4,4408,9,11.981631132460306,2,10,1,4,1,64.76964569091797,0,49,38,103,1
31,4,1505,8,10.04080544535245,4,5,4,4,0,0.0,0,39,38,0,0
5,2,3804,11,7.9893245022285715,6,0,1,4,1,0.0,0,39,38,103,0
39,3,2385,0,3.5265297104434894,2,9,3,4,0,0.0,0,24,38,101,0
33,4,482,9,12.17491208953955,2,4,0,4,0,0.0,39,46,38,100,1
16,4,2465,12,11.994237552663325,4,10,0,4,0,64.43014526367188,0,49,38,103,1
39,4,3726,10,10.92512938173325,2,4,0,4,0,0.0,0,31,38,101,1
23,4,2414,11,7.982496863323149,2,14,0,4,1,0.0,0,39,38,0,0
11,4,1304,5,5.600043312835441,3,5,2,4,0,0.0,0,42,26,101,0
38,6,1235,2,3.8354534672423104,2,9,0,4,0,0.0,0,28,38,101,0
26,6,4031,2,5.4844943184374655,2,6,0,4,1,0.0,0,39,38,1,0
4,4,4234,15,8.016221973746234,4,1,1,4,0,0.0,0,39,38,0,0
5,4,3264,11,8.001350100119529,3,3,1,4,1,0.0,15,39,38,100,0
40,4,564,2,10.117918002736923,2,11,0,4,1,0.0,0,45,38,103,0
13,4,1674,15,9.00474316674511,2,3,0,4,1,0.0,35,39,38,100,1
20,4,1201,14,13.511327012976725,0,10,1,4,1,0.0,35,48,38,100,0
15,4,4562,9,11.974569010182137,1,4,4,4,0,0.0,42,60,38,100,0
-1,4,2055,11,5.9397847593305935,4,8,3,4,0,0.0,0,39,38,0,0
31,4,2170,13,10.018876312261977,2,11,0,4,1,0.0,34,42,38,100,0
21,4,2297,1,5.9650910398398755,5,8,4,2,0,0.0,0,21,38,101,0
25,4,779,12,13.252722650629636,0,4,4,4,0,0.0,0,42,38,0,0
22,4,2087,12,13.277083142079443,2,4,5,4,0,0.0,0,39,38,103,1
28,4,820,9,10.960242915251976,2,4,0,4,1,0.0,0,47,38,103,1
18,2,3809,11,8.003059791769289,4,1,3,4,0,0.0,0,64,38,102,0
5,4,4445,11,8.004992195318614,4,8,5,4,0,0.0,0,24,38,102,0
31,4,278,11,7.984498282498309,2,4,0,4,1,0.0,0,39,38,103,0
44,6,477,12,13.464184124197487,2,10,0,4,0,0.0,0,27,38,103,0
3,4,2468,9,12.020612994910737,2,3,0,4,1,0.0,0,39,38,1,0
13,4,2731,12,13.217839876454658,4,1,4,4,0,0.0,0,35,38,0,0
2,4,4153,11,7.988766352811546,3,3,3,4,1,0.0,0,39,38,0,0
18,4,4684,7,10.959473645641538,3,6,0,4,1,0.0,32,39,38,100,0
58,4,1378,2,6.961274963542473,6,8,1,4,0,15.151229858398438,0,34,38,101,0
16,4,2568,9,11.98325712411123,2,4,0,1,1,0.0,33,49,31,100,0
23,4,815,10,6.690863141492049,2,7,1,4,1,0.0,44,49,6,101,0
45,6,2358,2,6.661922020288801,2,4,5,4,1,0.0,0,25,38,101,0
49,4,2432,7,3.7386374652986634,2,12,0,4,1,0.0,0,39,38,103,0
26,2,4345,11,10.031456385449587,2,1,5,4,0,62.11320877075195,0,39,38,103,1
31,4,284,11,7.992398282236859,2,4,0,4,1,0.0,0,43,38,103,0
74,4,2494,5,3.7613003575029427,0,5,1,4,0,0.0,0,39,38,101,0
3,0,2733,11,8.018118192074343,6,0,3,4,0,0.0,0,10,21,102,0
31,7,320,9,10.031535746334198,2,4,0,4,0,0.0,0,24,38,103,1
19,4,2154,8,10.964390939173361,2,6,0,4,1,0.0,35,43,38,100,1
31,4,1525,2,13.161402061094863,0,4,4,4,0,0.0,0,38,38,102,0
48,3,921,0,3.5837640602442415,2,9,0,3,0,0.0,9,31,38,101,0
12,0,1088,15,8.993710748335396,4,0,1,4,0,0.0,0,23,38,102,0
11,4,4383,5,5.7201102403541135,4,8,4,3,1,0.0,46,39,4,101,0
3,0,4341,9,10.956251768358944,4,0,1,4,1,0.0,0,33,38,102,0
28,4,1372,11,8.00612186939636,0,4,4,4,0,0.0,0,39,38,0,0
10,0,3344,15,9.051422743992507,2,9,1,4,0,0.0,32,49,38,100,1
27,5,450,10,11.033746923293297,2,14,0,4,1,0.0,9,39,29,100,0
31,4,2772,9,11.994731622541385,2,10,0,4,1,0.0,34,48,38,103,1
