age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,cluster,income
46,5,-87,9,12.062603026948917,2,3,0,4,0,41.84807205200195,0,56,25,102,1
54,5,315,9,13.50896778847267,2,9,1,4,1,40.52954864501953,0,55,25,102,1
41,5,800,12,8.04821647750104,2,13,0,4,1,0.0,0,32,25,101,1
36,4,391,11,8.14135197316364,2,2,0,4,1,0.0,0,32,25,1,1
43,2,57,9,12.0253091402903,2,9,0,4,1,0.0,0,50,25,103,1
4,3,276,14,9.165504350929586,2,9,0,4,1,39.091060638427734,0,50,25,102,1
19,3,685,15,9.255984359505469,2,6,3,4,0,0.0,0,33,25,1,1
24,3,556,9,7.255403414828305,3,12,1,4,0,0.0,0,32,25,2,0
15,3,718,15,9.222334402254292,2,6,0,4,1,0.0,0,32,25,1,0
23,2,469,11,8.039924863677493,6,7,3,1,1,0.0,0,28,17,100,0
19,3,514,11,8.164425467446938,0,6,0,4,0,0.0,0,32,25,2,0
22,3,554,8,10.382345167024745,4,0,1,4,0,0.0,0,32,25,2,0
22,3,614,9,12.158407614355538,4,1,1,2,0,0.0,0,32,25,2,0
16,3,443,11,8.121652922735713,2,4,0,4,1,0.0,0,36,25,1,0
15,2,369,11,7.536029686421573,4,6,1,1,1,0.0,0,32,25,103,0
34,3,63,11,8.111061688433441,2,6,3,4,0,0.0,0,32,25,100,1
12,3,591,15,7.708241119883677,2,6,3,4,0,0.0,0,32,25,2,0
15,0,466,1,6.08999436167124,2,6,2,2,0,0.0,0,32,0,100,0
31,3,420,9,13.631165291376723,2,9,0,4,0,38.1276969909668,0,57,25,102,1
51,3,533,8,12.311796505344132,2,6,4,2,0,0.0,0,32,25,100,1
51,3,482,8,7.345292219917993,2,6,2,1,1,0.0,0,32,25,100,1
19,0,370,11,6.3605603066371526,0,4,0,4,1,0.0,0,36,25,1,0
17,3,625,8,10.25969889792724,2,1,4,2,0,0.0,0,32,25,100,1
17,2,130,10,10.173308713844621,2,0,0,4,0,0.0,0,41,25,1,1
17,2,138,11,8.120535339808468,2,2,3,4,1,0.0,0,32,25,2,0
7,4,393,5,8.062886815599658,2,13,0,4,1,37.70668029785156,0,53,25,102,1
19,3,394,8,10.384365534335416,2,1,1,4,0,0.0,0,32,25,1,0
19,2,721,8,10.303854403539297,0,1,3,2,0,0.0,0,18,25,100,0
36,3,321,15,8.196929248436641,2,6,3,4,1,0.0,0,36,25,3,0
30,5,477,12,12.07725737058814,2,3,0,4,1,0.0,0,32,25,1,1
28,3,57,15,9.213040627807858,2,6,0,4,1,0.0,0,32,25,1,1
31,4,161,9,12.182186819617733,2,6,1,4,0,23.914621353149414,0,32,25,1,1
49,5,311,9,12.105191705240834,2,3,0,4,1,35.99647521972656,0,45,25,102,1
24,3,312,15,9.166779334245108,2,6,5,4,0,0.0,0,32,25,101,1
34,3,424,9,12.344043216369238,2,1,2,4,0,0.0,0,28,25,100,1
48,4,192,9,13.512717656469896,2,9,0,4,0,27.356035232543945,0,56,25,102,1
42,2,869,11,8.220875768789496,0,1,1,4,0,0.0,25,32,25,101,0
62,3,152,11,6.688720061177057,0,7,1,4,0,0.0,0,33,25,100,0
36,3,-14,15,9.088316532893055,2,6,0,4,0,0.0,0,32,25,102,1
48,3,662,15,12.367638130922176,2,6,4,4,0,0.0,0,32,9,100,1
36,3,267,11,8.034490400602936,5,1,1,4,0,0.0,27,36,25,101,0
17,3,814,7,10.367092444162907,4,1,3,4,0,0.0,0,32,25,100,0
22,2,697,5,6.95392041277319,4,6,1,2,1,0.0,0,32,21,100,0
10,3,718,14,10.06458019481592,3,4,0,4,0,28.269821166992188,0,43,25,102,1
33,3,354,9,12.178706341078753,0,1,1,4,0,0.0,0,25,25,2,0
36,4,235,8,7.968502687554427,2,7,1,4,0,0.0,22,31,25,100,0
12,3,858,15,8.10480601650132,0,6,5,4,1,0.0,0,32,25,2,1
48,0,78,8,13.953735114620123,2,6,0,2,1,0.0,9,27,25,101,1
46,4,206,11,8.133553581488378,2,11,0,4,1,0.0,0,32,25,1,1
24,0,810,9,12.186905507505841,4,9,1,4,0,24.8149356842041,0,27,25,102,1
19,3,802,11,8.137022194447884,0,7,0,4,0,0.0,0,34,25,100,0
55,1,811,12,6.8877936328516665,2,8,5,2,1,0.0,9,24,26,103,0
12,3,310,15,10.166508085872021,3,13,3,4,0,0.0,0,32,25,2,0
58,0,207,11,8.025109165082181,2,7,2,1,1,0.0,25,27,0,101,0
8,3,224,15,9.250654380907616,2,6,0,4,1,0.0,14,32,25,101,1
27,3,886,10,8.045571086212743,2,11,0,4,1,0.0,0,40,25,101,0
34,3,933,11,8.12270465608243,0,4,3,4,0,0.0,0,32,25,100,0
17,0,316,11,7.424818330480054,0,6,5,2,1,0.0,0,32,25,100,0
26,1,973,5,6.979002974643236,0,8,1,2,0,0.0,22,23,25,100,0
19,3,133,9,12.41464216142612,4,1,1,4,0,0.0,0,31,25,2,0
36,4,927,5,6.950338752558725,0,7,1,2,0,0.0,0,24,25,100,0
27,0,533,10,8.12728013819529,2,6,0,4,1,0.0,11,32,25,101,1
56,0,118,8,7.064962249979516,0,1,2,4,0,0.0,26,28,25,101,0
30,5,154,15,12.43612553452818,2,6,5,1,0,0.0,0,32,13,100,1
7,5,478,10,8.117298340550564,2,4,0,4,1,0.0,0,35,25,1,0
55,0,885,5,5.877928760169257,4,0,2,2,1,0.0,0,26,0,100,0
36,1,12,12,10.023292003677792,2,7,2,4,0,37.83591842651367,25,33,25,101,1
10,3,497,7,6.375002578607075,4,6,1,4,1,0.0,0,35,25,3,0
38,3,469,10,13.72518701913595,2,9,0,4,1,0.0,0,48,25,102,1
36,3,701,10,8.154828932525042,0,1,0,4,1,0.0,0,40,25,3,0
22,3,862,11,7.966007865555093,5,1,3,4,0,0.0,0,32,25,100,0
24,3,341,11,8.054684189159044,4,1,3,4,0,0.0,0,36,25,2,0
24,6,496,8,8.22337560689878,2,13,3,4,0,0.0,22,32,25,101,0
60,3,668,5,8.126359365128671,4,4,0,4,1,0.0,0,34,25,3,0
25,5,449,15,9.189613955724592,2,11,0,4,1,0.0,0,32,25,102,1
35,4,28,12,13.74731922247502,2,3,0,4,0,0.0,18,17,25,101,1
21,3,-78,3,10.181191806651979,2,13,0,4,1,38.974422454833984,0,51,25,102,1
31,3,141,11,8.12203528089202,2,2,0,4,1,0.0,0,36,25,3,0
11,3,872,9,12.546560480010264,2,1,0,4,0,0.0,0,35,25,3,0
18,3,231,11,8.155376456054059,4,7,3,4,0,0.0,0,10,25,100,0
13,0,831,5,8.151730932062481,0,8,1,4,0,0.0,23,22,25,101,0
22,0,644,7,6.436939439450772,5,1,1,2,0,0.0,7,47,25,100,0
14,3,9,15,9.301450164896659,2,6,0,4,1,27.754180908203125,0,32,25,1,1
18,3,115,15,9.189003563689806,0,6,3,1,0,0.0,0,32,25,100,1
45,4,380,12,14.80231273460373,2,13,0,4,1,0.0,17,26,25,101,1
33,5,902,8,8.061055066008771,2,13,1,4,0,0.0,12,22,25,101,0
24,5,707,10,8.133451654134191,2,6,0,4,1,0.0,0,42,25,101,0
1,3,86,15,9.228531235595215,2,2,0,4,1,0.0,0,35,25,1,1
22,3,222,11,8.054559321462015,0,0,1,4,1,0.0,0,40,25,2,0
27,3,669,11,8.092877974565573,5,10,0,4,0,0.0,0,40,25,3,0
33,5,784,11,8.126814821542487,2,4,1,4,1,31.29593276977539,0,48,25,102,1
34,3,780,11,8.072414991293636,3,4,0,4,1,0.0,0,35,25,3,0
6,3,532,15,9.177041111032068,2,3,0,4,1,0.0,0,35,25,3,0
24,1,847,8,8.172062044192453,0,8,0,4,1,0.0,24,24,25,101,1
21,5,598,8,10.161604932022854,3,7,3,1,0,0.0,25,32,25,101,0
37,2,48,10,13.856433391919065,3,4,0,4,1,35.61569595336914,0,43,25,102,1
14,3,671,8,10.315800576438587,4,1,1,4,0,0.0,0,32,25,2,0
23,3,174,8,9.100170959916708,0,12,0,4,1,0.0,19,32,25,101,1
24,2,870,11,8.05395449007113,4,6,3,4,1,0.0,0,28,25,103,0
12,3,725,8,10.387254876833474,2,7,1,4,0,0.0,0,35,25,100,1
23,3,509,9,12.18526324848003,2,12,1,4,0,0.0,0,29,15,102,1
34,3,794,15,9.15170194810923,2,6,0,4,0,0.0,22,32,25,101,1
25,3,641,11,8.08505958851681,0,0,1,4,0,0.0,0,34,25,102,0
15,1,489,8,7.4297262255051475,0,1,1,3,1,0.0,22,28,25,101,0
31,1,190,12,8.064958854373733,0,4,0,4,0,0.0,28,18,25,101,0
21,2,275,15,9.152055798104286,2,6,0,1,1,0.0,0,32,25,1,1
36,0,662,12,6.692632411132595,2,3,0,2,1,38.47735595703125,0,52,25,103,0
18,5,521,15,9.12736389254058,2,7,0,4,1,0.0,0,32,25,101,0
25,3,499,11,8.064333901216076,4,1,3,4,0,0.0,0,35,25,2,0
61,5,561,12,15.40788604304614,0,9,0,4,1,0.0,24,18,25,101,0
40,3,201,15,9.112306117138889,2,6,5,4,0,0.0,0,33,25,1,1
2,3,328,15,9.298380799402816,2,6,0,4,1,0.0,0,32,25,1,1
48,4,452,12,9.115721312218296,2,10,0,4,1,0.0,25,32,25,101,1
37,2,589,11,6.908958574015584,0,0,4,1,0,0.0,23,28,25,101,0
39,5,66,11,8.08435675985407,4,9,0,4,1,41.549556732177734,0,50,25,102,1
47,0,845,12,8.101493536731784,2,7,0,4,0,0.0,23,7,25,101,0
18,3,404,15,8.155729946895706,0,4,3,4,0,0.0,0,36,25,2,0
26,3,115,10,8.133638845803038,2,2,0,4,1,27.87973976135254,0,52,25,102,1
4,3,565,15,9.297302304220143,4,1,3,4,0,0.0,0,36,25,2,0
50,4,-78,11,8.060253953439325,2,2,0,4,1,38.20803451538086,0,55,25,102,1
33,3,855,11,8.021375902161704,5,11,1,4,0,0.0,22,36,25,101,0
21,3,604,11,8.095384972176552,2,7,1,4,0,0.0,0,39,25,102,1
18,5,697,15,9.151050351319839,4,6,5,4,0,0.0,0,32,12,100,0
34,3,57,11,11.276100958205953,2,3,2,4,1,35.36758041381836,0,47,25,102,1
38,3,-42,9,11.957455024974346,2,9,0,4,1,38.08213424682617,0,49,25,102,1
24,3,111,11,8.001357192861802,4,2,3,4,0,0.0,0,35,25,2,0
13,5,804,10,9.184537710833174,2,10,0,4,1,0.0,0,40,25,103,1
15,3,232,7,7.765594521769006,4,1,3,4,0,0.0,0,32,25,2,0
35,4,64,0,8.079356096337671,2,2,0,4,1,0.0,0,32,25,1,1
17,3,258,9,12.322101476673874,0,1,1,4,0,0.0,0,33,25,3,0
47,0,215,14,7.731976933751609,5,6,5,4,0,0.0,23,32,25,101,1
30,3,828,7,8.126369683983425,2,12,0,4,1,0.0,0,49,25,103,0
20,6,626,12,8.109940882456502,0,1,3,4,0,0.0,0,35,25,100,0
10,3,869,15,9.27137929356535,2,6,3,1,1,0.0,0,32,25,1,1
38,4,733,11,8.200927142209101,2,3,0,4,1,0.0,13,46,25,103,0
23,4,89,9,14.464147229826342,2,6,0,4,0,34.94742965698242,0,33,25,102,1
53,5,237,5,8.081438052677706,4,1,2,4,1,0.0,8,32,25,101,0
18,3,459,9,12.391116413254634,2,1,4,4,0,0.0,0,26,25,100,1
38,4,844,5,5.9572882580315865,4,7,1,2,1,0.0,11,37,25,103,0
28,5,816,9,11.989661056701852,2,3,0,4,1,36.45870590209961,0,54,25,102,0
11,0,180,15,9.274324267347183,5,1,1,4,0,0.0,23,32,25,101,0
10,3,370,14,7.80162879166775,2,6,0,4,1,0.0,0,49,25,1,1
53,0,109,8,10.09380050684125,2,1,2,2,0,0.0,24,32,25,101,0
34,2,148,11,8.046878087006203,2,6,0,4,0,0.0,22,33,25,101,1
24,3,41,11,8.036609074867805,4,5,1,4,1,0.0,0,35,25,3,0
30,3,444,15,9.119178870291462,2,2,0,4,1,0.0,0,32,25,1,1
28,5,851,10,10.217472128014212,2,10,0,4,1,0.0,22,32,25,101,1
44,3,434,8,9.214742652313271,3,1,3,4,0,0.0,0,32,25,100,1
50,4,20,12,14.131785922453178,2,7,0,4,1,35.61860275268555,0,58,25,103,1
40,3,541,12,9.025812079534864,2,6,2,3,0,0.0,16,29,25,101,1
23,3,647,11,8.163615908703786,4,1,3,4,0,0.0,0,28,25,100,0
22,3,544,9,12.216596750198153,4,13,1,4,0,0.0,0,34,25,2,0
15,1,676,8,10.206630627400067,1,1,3,4,0,0.0,0,29,25,100,0
11,3,534,15,9.150582851090965,2,6,3,4,0,0.0,0,32,25,2,1
20,3,812,9,12.242826854714073,2,3,0,4,0,0.0,0,32,25,1,1
58,0,643,12,7.439548511399304,4,1,1,2,0,0.0,13,26,25,100,0
53,4,34,12,13.254039722295271,0,1,1,4,0,35.87008285522461,0,32,25,100,1
22,3,960,11,8.135262422053742,4,1,1,4,0,0.0,0,27,25,100,0
19,2,511,5,7.6044276185270725,4,6,3,1,1,0.0,0,32,25,100,0
10,3,691,15,9.173002743621442,4,6,0,4,1,0.0,0,32,25,103,0
23,3,576,15,9.256509787558393,2,6,0,4,1,0.0,0,32,25,1,1
63,4,838,12,7.209241269463357,0,7,1,4,0,35.65605545043945,10,24,25,101,0
24,1,536,9,12.209491986051264,2,1,1,2,0,17.333797454833984,0,23,25,100,1
36,3,325,15,9.317789301862367,2,6,0,4,0,0.0,0,32,25,1,1
16,3,584,2,8.04493286186133,0,13,1,4,1,0.0,0,48,25,103,0
14,0,655,8,6.88947372021542,6,1,4,2,0,0.0,0,32,24,100,0
21,3,-23,10,9.163004569373173,2,3,0,4,1,0.0,0,35,25,1,1
39,3,935,10,8.144511721143479,0,13,1,4,1,0.0,23,35,25,101,0
41,2,541,11,8.031658209380092,0,7,1,4,1,0.0,0,36,25,3,0
44,4,164,10,8.124046145418525,2,13,0,4,1,0.0,21,22,25,101,0
44,3,690,9,7.422826499586807,4,1,0,4,1,0.0,0,35,25,2,0
53,0,191,11,7.388211628576688,0,0,1,4,0,0.0,0,15,25,100,0
38,5,333,10,12.09025970786855,3,9,0,4,1,35.60607147216797,0,39,25,102,0
13,2,953,15,7.8163595423978744,2,6,3,2,0,0.0,0,32,25,100,0
28,3,435,10,8.144200703217574,4,6,0,4,1,0.0,0,36,25,3,0
33,5,50,0,12.35863243859495,2,11,0,4,1,35.78484344482422,0,51,25,102,1
56,0,837,8,10.398104810481918,3,1,1,4,0,0.0,26,27,25,100,0
18,3,683,15,8.173672422500532,4,4,0,4,1,0.0,0,35,25,3,0
24,3,504,11,8.094424490628116,0,11,3,4,0,0.0,0,35,25,2,0
57,3,649,11,7.448303313600988,4,1,3,2,0,0.0,0,15,19,100,1
64,2,-16,11,8.199406614373348,6,5,1,4,1,0.0,24,14,25,101,0
16,3,9,11,8.115129419195735,2,13,0,4,1,36.20181655883789,0,34,25,102,1
3,3,365,15,9.28885182307643,2,6,0,4,1,0.0,0,35,25,103,0
25,3,142,15,9.214690404620969,2,6,0,4,1,0.0,0,32,25,1,1
18,3,807,5,7.1158996953790385,4,6,3,1,0,0.0,0,32,25,100,0
30,4,70,5,13.479739951399953,2,9,0,4,1,38.29544448852539,0,52,25,102,1
3,3,81,15,9.279928431299021,2,6,0,4,1,0.0,0,32,25,1,1
19,3,68,11,8.084229646850686,0,1,1,4,0,0.0,0,33,25,2,0
20,0,152,14,9.001732284027636,2,6,4,4,0,0.0,0,32,25,100,1
35,0,532,11,8.080118736140006,4,6,0,1,1,0.0,7,32,25,100,0
33,1,149,2,6.67431353283458,2,11,0,4,1,0.0,0,53,25,103,0
48,4,619,9,12.262617634677184,2,8,1,4,0,24.152334213256836,17,34,25,101,1
26,3,65,10,8.097870593197062,2,12,0,4,0,0.0,0,35,25,102,1
29,3,289,11,8.11521417393732,2,7,0,4,1,0.0,0,41,25,3,0
56,3,-39,12,12.031096784769694,0,9,1,4,0,24.19021987915039,0,26,25,102,1
51,4,373,12,13.812824587077188,5,0,0,3,1,0.0,22,36,25,101,0
30,3,499,9,12.353097652966238,2,9,0,4,1,33.18742752075195,0,32,25,103,1
56,3,596,11,5.834649030217773,4,3,4,2,1,0.0,0,48,25,100,0
35,1,845,11,8.173952101682367,4,6,0,4,1,0.0,0,32,25,3,0
18,3,362,11,8.061193931041183,4,6,3,4,0,0.0,0,32,25,2,0
11,3,271,10,8.111894789452627,4,4,0,4,1,0.0,0,36,25,1,0
40,3,223,14,8.121864879655972,2,7,0,4,1,0.0,0,41,25,3,1
61,2,831,11,8.115288839132033,0,8,1,4,0,0.0,26,19,25,101,0
16,3,-21,10,9.116177531515124,2,11,0,4,1,39.582557678222656,0,51,25,102,1
21,3,377,7,7.662646449168742,4,6,1,4,1,0.0,0,41,25,3,0
21,3,-4,14,9.20499419760012,2,3,0,4,1,35.340553283691406,0,32,25,102,1
21,3,126,15,9.239628642266922,2,6,0,4,1,0.0,0,32,25,1,1
15,3,846,9,12.431824369010014,0,6,1,4,0,0.0,15,32,25,101,1
28,3,27,14,14.226837658163884,2,3,0,4,1,34.53186798095703,0,38,25,102,1
31,3,494,11,8.151433583434297,4,11,0,4,1,0.0,0,41,25,3,0
47,3,856,11,8.102747678873278,0,4,0,1,1,0.0,8,41,25,101,0
20,3,632,15,9.22399526960397,3,6,3,4,0,0.0,0,35,25,2,0
19,5,698,15,9.113303464182396,2,6,0,1,1,0.0,2,32,25,101,1
27,5,241,12,12.837890589704823,2,3,0,4,1,36.95845413208008,0,41,25,102,1
21,3,970,8,12.557868036068331,3,1,1,4,0,0.0,25,33,25,101,1
25,3,79,15,9.258595823875766,2,6,0,4,1,0.0,0,32,25,1,1
53,5,947,12,7.022334242602091,2,8,1,4,0,0.0,26,33,25,101,1
33,0,467,9,12.37709127401094,0,8,4,4,0,0.0,22,32,25,101,1
20,3,800,9,12.50155401393904,2,6,0,4,1,0.0,0,32,25,1,0
9,3,114,11,8.094463536664936,2,4,0,4,1,0.0,0,35,25,1,1
54,4,729,11,8.115491139642533,3,3,0,1,1,0.0,21,32,25,101,0
23,3,886,11,8.120897136691227,4,6,4,2,0,0.0,0,48,25,100,0
14,3,399,11,8.10551928504242,4,6,3,4,0,0.0,0,32,25,2,0
53,3,635,12,6.7149316463140325,4,6,1,2,1,0.0,0,32,25,103,0
17,0,443,11,8.151920544203431,0,1,3,4,0,0.0,0,27,25,100,0
15,3,548,9,9.222202886578163,2,3,0,4,1,0.0,0,49,25,103,0
15,3,473,9,12.288607869526615,0,1,1,4,0,0.0,0,32,25,2,0
14,3,527,11,8.060345071474675,0,12,3,4,0,0.0,0,32,25,100,0
18,5,871,9,12.233462234759486,4,0,1,4,0,23.81382942199707,0,39,25,100,0
10,0,409,8,9.196927220547094,2,6,0,4,0,0.0,14,33,25,101,1
19,3,409,11,8.223862402056666,2,1,3,4,0,0.0,0,37,25,2,0
19,3,193,0,12.370404687839505,4,6,3,4,1,0.0,0,51,25,3,0
39,3,517,6,8.161832810602169,2,4,0,4,1,0.0,0,35,25,3,0
41,3,689,9,12.384028301487735,3,6,5,4,1,0.0,0,32,25,1,1
15,5,896,15,9.11897371123124,2,6,0,1,1,0.0,9,32,25,100,0
32,5,822,12,8.113154339438374,2,6,0,4,1,0.0,0,52,25,103,0
20,3,499,15,7.538844560170386,4,1,3,4,0,0.0,0,32,25,2,0
21,3,128,9,12.419871631568167,2,6,5,4,0,0.0,0,32,25,1,1
24,3,767,11,8.196052489744314,4,1,3,4,0,0.0,0,32,25,2,0
16,3,458,15,5.385914328489086,4,1,1,4,0,0.0,0,34,25,100,0
11,3,377,11,8.147696591075881,2,2,0,4,0,0.0,0,32,25,1,1
14,3,440,11,8.175336267763434,0,6,3,4,0,0.0,0,35,25,2,0
29,3,340,10,9.163252289755777,2,9,0,4,1,35.841888427734375,0,32,25,102,1
34,3,752,11,8.132784954202421,6,4,3,4,0,34.85307693481445,0,34,25,102,0
12,3,658,11,8.13855981846028,3,1,3,4,0,0.0,0,32,25,100,0
44,5,675,11,8.043377148004797,2,7,0,4,1,0.0,13,38,25,101,0
28,0,358,9,12.481175663926464,2,6,0,4,1,35.80022048950195,0,32,25,102,1
4,3,106,15,9.13902230742008,2,6,0,1,1,0.0,4,32,16,101,0
31,5,-2,10,9.203596060143193,2,13,0,4,1,0.0,0,32,25,1,1
31,3,462,12,12.219688782471623,2,3,0,4,0,37.217708587646484,0,36,25,102,1
15,0,227,8,12.245880288213057,2,6,1,4,0,0.0,0,32,25,100,1
6,3,426,15,9.18279214922856,2,6,0,4,0,0.0,0,32,25,1,0
31,5,780,11,8.129561458630985,2,6,0,4,1,0.0,0,32,25,1,1
9,3,73,9,12.324581042278583,2,8,0,4,0,0.0,8,30,25,1,1
50,5,41,9,12.064850429647986,2,3,0,2,1,30.411001205444336,0,47,25,103,0
61,2,865,11,8.06974125500308,5,7,1,4,1,0.0,24,33,25,101,0
12,0,361,15,9.294902115364785,4,6,4,1,1,0.0,0,32,25,100,1
23,5,819,9,12.53132194608605,2,9,1,4,0,0.0,25,34,25,101,1
17,3,780,10,8.128826195642066,2,2,0,4,1,0.0,0,32,25,1,1
22,5,-58,12,13.19445928030926,2,3,0,4,1,40.42237091064453,0,62,25,102,1
44,5,832,9,12.130073753704188,2,9,0,4,1,38.0164794921875,0,50,25,103,1
23,3,698,14,8.166709909017712,4,1,1,4,0,0.0,0,33,25,2,0
44,2,641,11,8.105189597633006,2,8,0,4,1,0.0,23,34,25,101,0
5,3,162,5,8.057191020244396,4,3,0,4,1,0.0,0,45,25,103,0
36,3,449,11,8.05754848985523,4,7,3,0,0,0.0,0,33,25,100,0
11,3,457,15,8.142194488545373,4,6,0,4,1,0.0,0,35,25,3,0
19,3,63,15,9.14239138712819,2,6,0,4,1,0.0,0,32,25,1,1
25,3,-121,11,13.031956307712806,2,2,0,4,1,41.444522857666016,0,50,25,102,1
13,3,695,15,10.282115338505239,3,6,3,4,0,0.0,0,32,25,100,0
38,3,73,10,8.11707704570372,2,13,0,4,1,21.806453704833984,0,41,25,102,1
29,3,412,13,9.139633587967095,2,9,0,4,1,34.972389221191406,0,35,25,102,1
37,3,485,11,8.09041846916512,1,4,3,4,0,0.0,0,32,25,2,0
14,0,520,11,8.048895483622553,2,10,3,1,0,0.0,21,32,25,101,0
16,3,545,15,9.261842828350177,2,11,5,4,0,0.0,0,32,25,1,1
45,0,858,9,12.220457397983063,2,6,0,4,0,0.0,15,32,2,101,1
22,3,273,9,12.518859573699908,0,6,1,4,0,0.0,0,35,25,2,0
35,3,45,9,7.704018593378551,2,9,0,4,1,0.0,0,48,25,103,1
