age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
34,0,174500,14,4,10,3,4,1,0,0,40,19,0
47,6,298359,9,2,10,0,4,1,0,0,40,39,0
51,4,170414,4,2,4,0,4,1,100108,0,40,39,1
21,6,173673,11,0,4,1,4,0,4441,0,36,39,0
34,3,155883,2,1,7,4,3,0,0,0,40,39,0
45,4,131516,14,2,8,0,4,1,100067,0,60,39,1
32,4,96119,11,2,8,0,4,0,0,0,50,39,1
78,0,115671,15,6,0,3,4,0,0,0,40,33,0
21,4,228175,13,0,12,4,4,0,0,0,19,39,0
48,4,95233,12,2,11,0,4,1,100095,0,44,39,1
35,3,168701,9,3,4,0,4,1,0,0,54,39,0
35,7,296061,11,3,11,2,4,0,99956,0,45,39,1
20,4,362612,1,4,6,1,2,1,0,1628,40,39,0
54,5,146110,13,1,10,1,4,0,100016,0,46,39,1
43,2,154549,9,2,4,0,4,1,0,0,40,39,1
38,6,178072,11,0,4,4,3,0,0,0,40,39,0
17,4,104738,1,4,6,3,2,1,0,0,40,39,0
42,0,259740,9,2,0,5,4,1,0,0,40,39,1
41,6,252372,15,2,12,0,4,1,5282,0,59,39,1
40,4,206339,12,3,11,3,4,1,99843,0,60,39,1
34,3,169877,15,2,5,2,4,0,13135,0,40,39,0
50,4,447186,4,4,1,4,0,0,0,0,40,39,0
34,7,466876,14,3,10,3,4,1,0,0,40,39,0
31,1,151016,9,2,12,0,4,1,0,0,30,39,0
45,4,196951,14,1,8,3,3,0,0,0,34,39,0
53,4,125043,14,3,10,0,4,1,99998,0,58,39,1
29,5,448746,15,4,14,3,4,1,0,0,26,39,0
22,1,231311,7,4,1,4,4,0,0,0,29,39,0
33,4,227759,2,2,1,2,3,0,4952,0,40,39,1
19,7,244348,14,2,10,0,4,1,0,0,40,39,1
41,4,384670,12,2,10,0,4,1,99988,0,45,39,1
18,4,39892,3,4,8,3,2,0,0,0,13,39,0
62,3,150909,8,1,8,4,3,0,0,0,37,29,0
54,4,154248,11,5,8,1,2,0,11531,0,21,39,0
64,3,179719,0,6,7,3,2,0,0,0,37,39,0
42,4,138883,9,2,9,0,4,1,100002,0,74,39,1
44,4,197344,10,2,11,0,4,0,99519,0,44,37,1
54,5,204270,9,2,11,0,4,1,100003,0,45,39,1
32,4,174173,11,4,2,3,4,0,0,0,3,39,0
63,0,35374,11,4,0,1,2,1,13219,0,40,39,1
35,2,149053,11,0,6,4,2,0,0,0,40,39,0
39,4,254679,12,2,5,3,4,0,0,0,14,35,1
18,4,132296,9,3,12,3,4,0,0,0,40,39,0
41,6,113531,15,2,10,5,4,0,0,0,29,8,1
34,4,200347,9,4,1,1,4,0,0,0,29,39,0
55,4,442105,14,3,4,0,4,1,100213,0,47,39,1
46,4,193703,12,2,4,0,2,1,99934,0,40,39,1
50,2,335504,13,2,8,2,2,0,0,0,30,39,0
22,4,28810,13,2,7,0,4,1,99957,0,40,39,1
43,4,262011,12,2,10,0,4,1,100053,0,74,41,1
44,4,236514,11,2,4,0,4,1,100002,0,54,0,1
34,4,86195,15,2,9,4,2,0,0,1630,36,39,0
47,4,204874,11,3,4,3,4,1,99956,0,8,39,1
53,4,124793,10,2,4,0,4,1,100026,0,41,39,1
79,4,125616,10,3,8,0,4,1,0,1624,32,39,1
35,6,148638,11,2,5,5,4,0,4367,0,40,26,0
21,5,188147,15,4,8,2,4,0,0,0,31,39,0
40,5,34782,14,2,4,0,1,1,100046,0,40,35,1
19,4,215169,15,4,1,3,4,0,0,0,40,39,0
45,2,273869,9,2,5,0,4,1,0,0,47,39,0
36,4,291825,3,4,2,1,4,0,0,0,28,39,0
31,4,110751,4,2,8,0,4,1,0,0,41,39,0
54,6,338147,13,0,10,2,3,0,99976,0,80,4,1
49,4,180947,14,2,4,0,4,1,100081,0,47,39,1
34,4,406668,9,2,6,0,4,1,13767,0,55,39,1
40,4,255128,14,2,10,0,4,1,100034,0,45,39,1
59,6,203186,15,2,13,0,4,1,0,0,40,39,1
43,5,202365,13,3,7,0,4,1,100001,0,52,39,1
40,4,153800,9,2,12,0,4,1,100001,0,65,39,1
50,5,249317,14,3,10,0,4,1,99934,0,60,14,1
27,4,133001,15,0,10,0,4,1,13978,0,50,39,1
32,3,475279,11,1,5,3,4,0,0,0,12,39,0
36,5,154669,9,0,2,4,4,0,0,0,54,39,0
40,4,181081,2,4,6,1,4,1,0,0,8,39,0
30,4,204640,9,1,1,4,4,0,0,0,19,39,0
55,4,191413,12,1,4,4,4,0,99854,0,53,39,1
37,6,182000,9,2,4,0,4,1,7283,0,40,39,1
58,4,227954,2,4,1,4,0,0,0,479,29,39,0
41,4,203389,11,1,12,3,4,0,0,0,33,39,0
40,4,176425,13,1,8,4,4,0,0,0,34,39,0
39,5,151920,13,2,10,0,3,0,100006,0,68,39,1
22,4,38569,10,4,8,3,4,1,0,0,15,39,0
43,4,225596,7,2,4,0,4,1,100062,0,72,39,1
17,3,114292,11,2,8,1,4,0,0,0,40,39,0
16,1,161809,15,4,1,3,4,0,0,0,22,39,0
44,5,129485,15,1,1,4,4,0,0,0,31,39,0
56,4,335150,13,2,7,0,4,1,99952,0,36,39,1
48,6,191113,12,2,5,2,4,0,0,0,50,39,1
71,0,191605,11,2,0,0,4,1,0,0,40,39,1
59,4,155352,4,4,3,3,4,1,0,0,40,26,0
48,5,36433,10,0,11,0,4,0,99864,0,67,39,1
19,6,275066,7,4,2,1,4,1,12560,0,45,39,1
32,4,249003,7,0,4,1,4,1,0,0,48,39,1
44,4,159634,0,0,6,4,2,0,0,0,36,39,0
45,4,184211,12,2,10,5,4,0,4600,0,22,39,1
34,4,409127,11,2,6,0,4,1,0,0,40,39,1
48,5,185920,12,2,8,5,4,0,0,1632,30,39,0
48,4,91978,9,5,4,0,4,1,12513,0,53,39,1
63,6,172813,10,4,4,3,4,1,0,0,49,39,0
43,4,255881,12,0,8,0,2,0,99572,0,39,25,1
40,4,175375,11,2,4,0,4,1,4568,0,27,39,0
38,3,249604,2,1,5,3,3,0,0,0,15,39,0
33,6,107207,11,2,5,0,3,1,0,0,40,39,0
48,4,173170,9,2,7,0,4,1,100057,0,59,39,1
28,4,140408,9,2,12,0,4,1,0,0,11,39,1
20,7,407080,15,4,14,0,2,1,0,0,40,39,0
36,6,234813,9,2,10,0,4,1,0,0,40,39,1
37,6,122798,7,2,10,0,4,1,14821,0,40,39,1
51,5,132127,14,2,11,0,4,1,100224,0,41,39,1
37,4,342550,12,2,6,0,4,1,100008,0,40,26,1
32,4,358942,13,2,3,0,4,1,99865,0,42,39,1
42,6,42744,12,2,10,0,4,0,7258,0,40,29,0
53,4,89077,9,2,12,0,4,1,100026,0,65,39,1
18,4,223605,11,3,6,3,4,0,4621,0,24,39,0
33,4,233492,11,5,1,0,4,1,3788,0,61,39,0
44,4,151771,11,0,9,3,2,0,0,0,40,39,0
45,4,204255,7,0,1,4,2,0,0,0,60,25,0
30,4,95724,9,2,10,5,4,0,0,0,36,39,1
47,3,153673,3,4,5,3,2,1,0,0,40,39,0
44,4,140137,9,2,10,0,4,1,100051,0,40,39,1
53,7,295702,14,3,1,1,1,1,0,0,44,0,0
45,4,167329,9,0,3,4,4,0,12030,0,56,39,0
35,0,207935,9,2,0,0,4,0,0,0,40,39,0
57,5,244058,14,3,10,2,4,0,99947,0,58,39,1
34,4,415329,3,0,5,2,4,0,0,1924,50,39,0
42,4,161950,13,2,3,2,4,0,0,0,40,32,0
31,2,182185,5,0,8,4,2,0,0,0,40,39,0
19,6,174356,11,4,8,1,4,0,0,0,40,39,0
46,6,261247,9,2,10,0,4,1,0,0,63,39,1
37,2,32350,12,2,4,0,4,1,100021,0,43,39,1
58,3,162133,11,2,4,5,4,0,99972,0,72,39,1
45,4,197228,9,2,10,0,4,1,100046,0,65,39,1
48,4,431007,9,2,4,0,4,1,0,0,60,39,1
24,0,171946,13,4,0,3,3,0,0,0,40,39,0
38,1,163124,11,4,1,3,4,0,0,0,20,39,0
32,2,145469,9,2,4,0,4,1,100049,0,64,39,1
51,4,313145,12,2,3,0,4,1,99981,0,40,8,1
42,6,345166,11,0,5,3,4,1,0,0,45,39,0
42,2,37242,11,2,9,2,3,1,0,459,40,30,0
41,1,315946,3,4,4,1,4,0,0,0,17,39,0
92,5,178516,15,6,1,4,4,0,0,0,17,39,0
37,4,190702,15,4,1,1,4,1,0,0,40,39,0
30,1,185268,7,2,1,4,4,0,0,1921,40,39,1
37,0,178316,9,5,9,4,4,0,0,0,40,39,0
35,4,171958,13,2,9,0,4,1,99991,0,55,39,1
19,5,149281,11,5,9,4,2,0,0,0,40,39,0
41,4,159395,14,2,9,0,2,1,100058,0,57,39,1
30,4,41817,11,2,4,0,4,1,0,0,58,39,0
36,4,152554,9,0,4,4,2,0,0,0,46,39,0
36,4,342266,11,4,12,1,4,0,12353,0,31,39,1
45,4,200309,13,3,14,3,2,1,0,0,40,39,0
46,4,129635,7,0,4,4,4,0,0,0,57,39,0
31,4,410996,11,2,10,3,4,0,4642,0,40,39,1
43,5,151082,14,2,10,2,4,0,0,0,46,39,1
53,5,258095,14,2,3,0,4,1,100054,0,45,39,1
20,4,116344,2,3,8,2,2,0,0,0,47,39,0
57,4,188152,12,2,4,0,4,1,100032,0,65,39,1
44,3,345151,14,0,1,1,1,0,0,0,40,0,0
33,4,148663,9,2,7,0,4,1,13388,0,46,39,1
17,4,192804,11,4,1,3,4,0,0,0,40,39,0
31,4,104706,7,2,10,0,1,0,99947,0,40,19,1
35,6,64733,11,2,4,0,1,0,0,0,50,35,1
46,2,47452,2,0,0,4,2,0,0,0,40,39,0
39,4,313836,9,2,12,0,4,1,100047,0,40,39,1
69,0,193688,15,2,0,0,4,1,0,0,40,39,1
59,4,159903,14,0,1,4,4,0,99939,0,58,39,1
46,4,169543,12,2,4,4,2,0,99765,0,37,19,1
32,1,33952,15,0,8,1,1,0,0,0,40,11,0
39,6,138436,14,2,10,0,4,1,99971,0,63,39,1
36,6,80301,11,4,8,1,4,0,0,0,58,28,0
35,6,427120,9,3,7,0,4,1,99998,0,57,39,1
36,4,379423,11,2,6,0,4,1,0,1919,47,39,0
43,4,306049,14,2,10,0,4,1,99992,0,64,39,1
51,4,223223,13,0,4,0,4,1,0,0,48,39,0
44,4,369427,14,2,11,0,4,1,100076,0,48,39,1
30,4,168377,7,0,10,2,3,1,12872,0,84,39,1
44,4,249550,10,3,4,0,4,1,0,0,49,39,1
59,4,351726,5,2,5,0,4,1,0,0,40,39,1
55,4,119862,14,2,10,0,4,1,100061,0,67,39,1
37,3,194726,9,0,9,4,4,0,0,471,40,39,0
26,2,39139,12,4,13,2,4,0,7760,0,40,39,1
34,4,249038,11,4,2,1,4,0,12871,0,47,39,0
29,4,365900,11,2,11,0,4,1,0,0,40,39,0
31,2,93103,9,4,9,2,4,0,99995,0,67,39,1
32,4,412990,3,4,11,1,4,1,0,0,46,39,1
18,0,439886,11,4,0,3,2,0,0,0,40,39,0
33,4,101359,5,2,6,0,2,1,0,0,53,26,0
36,6,234374,11,2,10,0,4,1,0,0,65,39,1
23,4,414605,14,4,10,3,4,1,12414,0,67,39,0
34,4,136517,3,4,5,1,3,1,0,0,53,30,0
47,4,38719,11,4,8,3,2,1,0,0,40,39,0
53,6,40231,3,4,4,1,4,0,0,0,40,39,0
42,4,155602,14,4,3,3,3,0,0,0,40,30,0
50,4,119412,11,3,9,3,4,1,99978,0,54,39,1
33,1,207819,2,4,8,1,4,1,0,0,40,39,0
39,0,165146,9,2,10,5,2,0,0,0,40,39,0
60,4,264723,14,2,10,0,4,1,99972,0,37,39,1
57,4,244856,14,1,1,3,4,1,4069,0,58,39,1
62,4,201294,6,2,8,0,4,1,8020,0,51,39,1
39,6,172866,9,2,4,0,4,1,99969,0,65,39,1
21,4,368856,4,4,7,1,4,1,0,0,30,26,0
45,0,263720,12,2,5,0,4,1,6052,0,31,39,1
34,4,158951,15,2,8,0,4,1,12512,0,18,39,1
39,6,279788,11,2,6,0,1,1,100029,0,40,2,1
30,4,217601,0,2,7,3,4,1,0,0,40,39,0
47,4,90270,13,2,8,0,4,1,0,0,40,14,0
33,1,160859,15,4,1,4,0,0,0,0,40,39,0
52,6,194735,11,0,4,4,4,0,0,0,50,39,0
43,5,32278,10,2,3,0,4,1,100010,0,59,39,1
45,4,192567,10,3,2,2,4,1,99939,1916,41,39,1
23,4,276279,2,4,6,1,2,1,0,0,48,22,0
39,4,198759,13,2,10,0,4,1,100059,0,64,39,1
38,4,194127,9,5,9,4,4,0,0,0,29,39,0
47,2,293382,15,4,11,1,4,1,0,0,45,39,0
18,4,231312,11,4,12,0,4,1,0,0,49,39,0
43,6,260814,9,2,4,0,4,1,0,0,40,39,0
28,2,108278,7,4,8,1,4,1,0,0,40,39,0
25,4,546118,14,4,10,1,4,1,12809,0,45,39,1
17,4,183686,11,4,4,1,4,0,0,0,40,39,0
58,4,405459,10,4,10,1,4,0,0,0,20,39,0
34,4,222801,11,2,7,0,4,1,100015,0,40,39,1
47,2,145101,11,2,10,0,2,1,100013,0,67,27,1
28,5,394133,14,3,10,0,4,1,100013,0,46,39,1
18,4,133551,15,0,1,2,4,0,12719,0,52,39,1
42,4,416292,11,4,10,1,4,1,0,0,64,39,0
48,5,155667,10,3,7,0,4,1,100058,0,63,39,1
35,4,278599,3,4,4,1,1,1,0,0,40,4,1
39,4,199502,14,2,10,0,4,1,99933,0,49,39,1
35,1,184368,15,3,9,3,4,1,12014,0,40,39,0
47,4,251334,14,4,10,1,4,0,0,0,51,39,0
49,4,345629,11,2,4,0,4,1,99980,0,41,39,1
21,3,211981,15,4,5,3,4,1,0,0,21,39,0
43,3,577786,9,0,4,4,4,0,0,0,34,39,0
52,5,54502,9,3,10,1,1,0,100016,0,46,4,1
33,4,410424,9,0,10,4,3,0,99917,0,54,39,1
46,6,327777,15,4,12,1,4,1,0,0,40,39,0
28,4,78413,15,2,14,0,4,1,12491,0,46,39,1
46,4,148425,10,2,4,5,4,0,0,0,37,39,1
18,4,154571,15,0,14,4,2,0,0,0,40,39,0
31,6,280591,11,0,6,4,4,0,0,1633,65,22,0
34,4,93979,14,4,10,3,4,1,4390,0,40,39,1
35,0,134876,11,2,5,0,4,1,100012,0,40,39,1
42,2,126875,9,2,4,0,4,1,13060,0,46,39,1
47,4,104748,12,2,7,0,4,1,100013,0,50,39,1
42,5,93510,10,3,7,1,2,0,0,0,40,39,0
46,6,103265,13,2,10,0,4,1,100016,0,64,39,1
36,4,403510,9,2,6,5,2,1,0,1309,40,39,0
42,6,131469,12,2,0,5,4,0,0,0,6,39,0
35,2,51709,7,2,10,0,2,1,0,0,60,35,0
46,4,175518,9,2,3,0,4,1,0,0,40,39,1
61,6,121764,11,0,12,1,2,0,0,0,40,39,0
31,4,243096,15,2,4,0,4,1,0,0,52,39,1
40,3,174519,11,0,8,2,4,0,0,453,36,39,0
32,5,205718,2,0,9,4,2,1,12010,0,40,39,0
29,4,229182,13,4,6,3,4,1,0,0,14,26,0
33,4,164376,14,0,8,3,2,0,0,0,40,39,0
19,4,101226,9,5,8,1,2,1,0,0,40,39,0
18,4,167233,15,4,8,3,0,0,0,0,32,39,0
61,0,105086,2,5,0,4,2,0,0,0,40,39,0
34,5,130237,5,2,3,0,2,1,0,0,24,39,0
24,2,639768,15,5,6,4,4,0,0,0,20,39,0
21,4,136711,11,4,8,1,4,0,0,1632,33,39,0
48,4,395936,14,1,10,2,4,1,99968,0,79,14,1
70,4,107800,9,6,8,1,4,0,0,0,17,39,0
44,4,128047,9,2,1,5,4,0,0,0,13,39,0
20,4,191462,10,2,8,5,4,0,99966,0,19,39,1
31,4,297040,11,4,4,3,3,0,12020,0,46,39,0
50,5,209164,13,3,9,2,4,0,99980,2271,47,39,0
28,2,78970,12,2,8,0,4,0,100053,0,42,25,1
35,6,384380,5,0,6,4,4,0,0,0,35,26,0
33,4,221073,11,2,6,0,4,1,100086,0,58,39,0
29,4,350414,9,2,10,0,4,1,100037,0,46,39,1
62,4,412839,14,1,1,1,4,1,0,0,43,39,1
36,4,145890,2,0,6,3,2,0,0,0,52,39,0
49,4,89346,12,2,4,0,4,1,0,0,40,39,1
36,4,185727,5,2,4,0,4,1,0,0,43,39,1
41,4,183572,11,2,12,3,2,1,0,0,40,39,1
35,6,178617,9,2,4,0,4,1,4847,0,65,39,1
55,4,142138,9,0,8,4,3,0,4324,1624,66,39,0
40,6,158366,9,0,9,4,4,0,3544,0,34,39,0
37,2,403701,15,2,11,2,4,0,4679,0,46,39,1
26,4,144394,2,4,6,2,4,1,0,0,54,17,0
24,4,162021,11,4,1,3,4,1,0,0,40,39,0
23,4,222444,15,5,8,3,4,0,0,474,58,39,0
48,4,197843,11,2,5,0,4,1,100002,0,42,39,1
36,4,231375,10,4,8,1,4,1,0,0,59,39,0
23,3,196904,7,2,10,5,4,0,0,0,11,17,0
32,6,95369,11,2,10,0,4,1,99976,0,65,39,1
41,6,169977,6,2,0,5,3,0,0,0,21,12,0
35,4,185585,9,4,4,1,4,0,0,0,63,39,0
20,4,222289,9,2,8,3,4,1,0,2263,40,39,0
22,4,90471,3,4,8,2,3,1,0,0,40,17,0
45,4,44025,10,0,4,2,4,0,0,1629,57,39,0
56,5,190588,12,2,8,0,1,1,100003,0,51,25,1
44,2,137409,9,4,10,3,4,1,0,0,19,39,1
26,4,36723,10,4,6,3,2,0,0,0,22,39,0
33,3,158440,11,3,8,0,4,1,0,0,51,39,0
49,1,172739,15,6,0,4,4,0,0,0,26,39,0
29,4,146080,0,4,1,1,4,1,0,0,40,39,0
17,5,387776,11,0,5,1,2,0,0,0,19,39,0
47,4,240256,15,2,12,5,4,0,0,0,35,39,0
22,3,106141,2,4,6,3,4,1,0,0,40,39,0
42,4,369517,10,0,1,1,4,0,0,0,37,39,0
14,4,35114,15,4,14,3,4,0,0,0,22,39,0
30,4,105738,10,2,4,0,4,1,100060,0,59,39,1
44,4,142822,10,0,12,2,4,0,99972,1628,66,39,1
35,4,271475,12,0,8,0,4,1,100745,0,31,25,1
44,4,440103,12,3,10,0,4,1,100029,0,60,39,1
59,4,146253,14,0,8,4,1,0,0,0,36,30,1
32,3,398919,11,0,3,2,2,0,0,0,40,30,0
34,4,91194,10,0,8,2,4,0,0,0,72,39,1
62,1,70712,7,0,4,0,3,1,0,0,40,37,1
38,6,191395,11,2,4,0,4,1,100025,0,49,22,1
45,2,175054,11,2,8,0,4,1,0,0,64,17,0
29,4,185687,9,0,8,2,3,0,0,0,37,39,0
52,5,169371,7,1,1,4,4,0,12247,0,35,39,1
24,4,383652,12,5,1,2,4,0,4328,0,35,39,0
46,4,113673,13,2,8,0,4,1,100075,0,73,39,1
65,4,234221,11,3,3,3,4,1,0,0,40,36,0
35,6,159057,11,2,8,0,4,1,12978,0,51,39,1
38,6,266934,11,2,4,0,4,1,0,0,46,39,0
21,3,154348,11,3,5,2,4,1,0,0,38,33,1
43,2,102655,9,4,12,1,4,1,0,0,40,39,0
50,0,165249,15,2,0,0,4,1,0,0,40,39,0
57,4,398027,2,4,4,0,4,1,99931,0,55,39,1
34,6,156343,9,2,4,0,1,1,100057,0,66,25,1
38,4,388494,9,2,4,0,4,1,0,0,48,39,1
62,4,94525,7,0,10,4,1,0,0,0,38,33,1
48,6,208057,10,2,10,5,2,0,0,0,45,33,0
58,3,255955,14,2,9,0,4,1,99978,0,37,39,1
21,4,128794,11,1,8,3,4,0,0,0,36,39,0
19,0,147667,15,4,0,1,4,0,0,0,40,39,0
54,4,219307,11,2,4,0,4,1,100015,0,49,37,1
51,4,175378,11,0,8,5,4,0,0,0,17,39,1
32,2,281167,9,2,11,0,4,1,5081,0,46,39,1
19,0,34068,12,4,0,1,1,0,0,0,40,26,0
33,1,156879,11,0,7,1,4,1,0,0,51,18,0
31,4,138500,15,2,8,0,1,1,0,0,60,22,1
50,4,140223,12,0,8,0,4,0,99924,0,54,39,1
41,2,198831,9,0,4,5,4,0,4187,0,40,39,0
29,4,182800,10,4,2,3,4,0,0,0,40,39,0
60,4,143843,11,5,8,3,4,0,12818,0,30,39,0
25,4,123740,15,2,3,0,4,1,0,0,45,39,0
56,0,245582,14,2,0,3,4,1,0,0,40,39,0
33,3,188816,9,2,5,0,4,1,0,0,16,39,0
42,5,177605,10,1,4,3,4,0,0,0,46,37,0
51,4,583201,15,4,8,4,0,0,0,0,42,39,0
20,4,124921,11,2,8,3,4,1,0,0,40,39,0
41,0,178768,12,2,5,5,3,0,0,0,42,39,0
53,4,152392,15,2,1,0,4,1,0,0,12,39,1
49,5,154380,9,2,0,2,2,0,100001,0,40,39,1
47,5,176700,9,2,4,0,4,1,0,0,40,39,1
60,4,216440,7,3,10,1,4,0,99949,0,58,27,1
39,4,203638,10,3,11,3,4,1,99982,0,48,37,1
24,5,178628,10,3,10,1,2,0,0,0,47,22,1
39,4,95211,14,2,12,0,4,1,99988,0,63,39,1
68,6,88318,10,2,5,1,3,0,0,0,13,36,1
46,4,40614,13,4,4,1,4,0,0,0,40,39,0
47,4,118128,9,3,4,0,3,1,99921,0,54,39,1
41,4,104710,10,3,7,0,4,1,99969,0,50,39,1
54,4,305139,9,2,3,0,4,1,100034,0,40,39,1
41,4,152014,9,2,6,0,2,1,0,0,40,29,1
49,4,136344,10,0,7,1,4,1,100040,0,46,39,1
22,3,261373,12,3,8,3,4,0,0,459,31,39,0
55,4,218244,10,3,10,0,4,1,99977,0,29,39,1
45,5,265234,9,0,10,1,4,1,99951,0,61,39,1
30,1,104983,9,2,5,5,4,0,0,0,36,39,0
37,0,206698,4,2,8,0,4,1,0,0,7,39,0
49,4,140178,14,2,4,0,4,1,100064,0,40,39,1
35,0,181777,10,1,2,3,2,0,0,0,46,33,0
53,4,264216,11,2,4,5,4,0,0,0,40,39,1
45,4,123824,5,2,6,0,4,1,0,0,40,26,0
20,3,117732,11,5,0,4,3,0,0,0,9,39,0
50,6,213477,9,0,9,5,4,0,0,0,34,35,0
28,4,420386,15,4,12,2,2,1,0,0,40,39,0
31,4,226918,9,2,12,0,4,1,0,0,57,39,1
26,2,193139,7,2,5,5,3,0,0,0,40,34,0
16,0,160312,15,4,0,3,4,1,0,0,40,39,0
42,4,190445,9,1,4,4,4,0,16297,0,40,39,1
32,7,266736,11,2,5,0,4,1,0,0,40,39,0
23,3,182272,11,5,8,2,2,0,0,0,40,39,0
41,2,39536,11,0,3,0,4,1,0,0,36,39,0
28,5,62926,10,0,8,1,4,0,0,0,24,39,0
44,2,196732,15,0,1,3,2,0,0,0,40,39,0
50,4,172486,11,0,9,4,2,0,3948,0,36,39,0
23,3,286195,11,4,6,3,2,0,0,0,40,39,0
55,4,156097,15,0,1,1,4,0,0,0,59,39,0
41,2,194358,7,0,6,4,2,0,0,0,36,25,0
49,5,146726,14,2,4,0,4,1,99993,0,37,39,1
44,4,251438,9,0,9,3,4,0,0,0,27,39,0
48,0,197457,6,0,3,4,2,0,0,0,40,39,0
30,6,203737,13,2,9,0,4,1,99996,0,74,39,1
50,4,165432,14,2,3,0,2,1,0,0,45,39,0
46,4,234578,9,2,9,0,3,1,99977,0,65,39,1
42,4,177476,9,2,8,0,4,1,0,0,39,39,1
44,4,187232,11,1,11,3,4,0,99895,0,40,39,0
29,1,280145,9,2,0,5,4,0,0,0,40,39,1
44,4,131101,11,2,12,0,4,1,0,0,40,39,1
31,4,398029,9,2,10,3,4,1,0,0,40,39,1
26,4,108195,11,2,11,5,4,0,0,1628,46,39,0
42,4,433476,11,0,9,4,2,0,0,0,45,39,0
33,0,299268,2,0,0,1,4,0,0,0,20,13,0
53,4,162130,11,2,4,0,4,1,99945,0,38,39,1
43,4,169379,14,3,4,0,4,1,100053,0,53,39,1
40,1,31274,10,0,10,1,4,0,0,0,40,39,0
38,6,215084,11,2,4,0,4,1,0,0,40,39,0
59,1,183427,7,2,8,0,4,1,100140,0,72,39,1
50,4,398932,10,0,7,1,4,0,99972,0,58,39,1
60,4,100246,11,0,4,4,4,0,0,0,40,39,0
37,4,164868,11,2,8,0,2,0,0,0,40,39,0
64,5,196847,10,2,7,0,4,1,100030,0,35,39,1
37,5,193955,5,4,7,1,4,0,0,0,22,39,0
47,4,105000,6,2,6,5,4,1,0,0,40,0,0
27,7,46201,15,2,14,0,4,1,0,0,40,39,0
29,5,192211,9,4,12,1,4,1,0,0,66,39,1
32,2,251924,5,2,14,0,4,1,0,0,65,39,0
38,4,426007,10,0,4,2,4,0,0,0,31,39,0
50,6,123154,15,4,1,4,0,0,0,0,40,39,0
31,4,134286,8,0,13,4,4,1,0,0,40,39,0
33,4,108356,12,2,3,0,4,1,13286,0,40,39,0
48,4,217296,14,2,4,0,4,1,100024,0,40,25,1
38,4,219922,7,1,12,3,4,0,0,0,35,39,0
37,4,236355,9,2,4,5,4,0,0,1626,50,39,0
